,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2011,Titus Young,WR,21,8,Boise State,5-11,174,4.43,,,123.0,,,Detroit Lions / 2nd / 44th pick / 2011
1,2,2011,Ryan Whalen,WR,21,0,Stanford,6-1,202,4.53,38.5,18.0,123.0,6.67,4.09,Cincinnati Bengals / 6th / 167th pick / 2011
2,3,2011,Torrey Smith,WR,22,43,Maryland,6-1,204,4.41,41.0,19.0,126.0,6.72,4.13,Baltimore Ravens / 2nd / 58th pick / 2011
3,4,2011,Keith Smith,WR,18,1,San Jose State,6-2,214,4.65,,,,,,
4,5,2011,Cecil Shorts,WR,23,20,Mount Union,6-0,205,4.5,34.5,21.0,114.0,6.5,4.07,Jacksonville Jaguars / 4th / 114th pick / 2011
5,6,2011,Dane Sanzenbacher,WR,22,4,Ohio State,5-11,182,4.56,33.5,,118.0,6.46,3.97,
6,7,2011,DeMarco Sampson,WR,25,0,San Diego State,6-2,204,4.41,,14.0,,,,Arizona Cardinals / 7th / 249th pick / 2011
7,8,2011,Greg Salas,WR,22,4,Hawaii,6-1,210,4.53,37.0,15.0,120.0,6.65,4.1,St. Louis Rams / 4th / 112th pick / 2011
8,9,2011,Aldrick Robinson,WR,22,13,SMU,5-10,184,4.35,40.0,17.0,126.0,6.65,4.09,Washington Redskins / 6th / 178th pick / 2011
9,10,2011,Kealoha Pilares,WR,23,1,Hawaii,5-10,199,4.42,,19.0,,,,Carolina Panthers / 5th / 132nd pick / 2011
10,11,2011,Austin Pettis,WR,22,8,Boise State,6-3,209,4.56,33.5,14.0,120.0,6.68,3.88,St. Louis Rams / 3rd / 78th pick / 2011
11,12,2011,Niles Paul,WR,21,7,Nebraska,6-1,224,4.45,34.5,24.0,117.0,6.9,4.14,Washington Redskins / 5th / 155th pick / 2011
12,13,2011,Jamar Newsome,WR,23,0,Central Florida,6-0,200,4.46,38.5,13.0,129.0,6.83,4.22,
13,14,2011,Denarius Moore,WR,22,16,Tennessee,6-0,194,4.43,36.0,13.0,118.0,6.78,4.15,Oakland Raiders / 5th / 148th pick / 2011
14,15,2011,Jeff Maehl,WR,21,1,Oregon,6-1,190,4.56,33.5,,115.0,6.42,3.94,
15,16,2011,Ricardo Lockette,WR,24,5,Fort Valley State,6-2,211,4.34,35.5,,127.0,7.15,4.19,
16,17,2011,Greg Little,WR,21,14,North Carolina,6-2,231,4.51,40.5,27.0,129.0,6.8,4.21,Cleveland Browns / 2nd / 59th pick / 2011
17,18,2011,Jeremy Kerley,WR,22,26,TCU,5-9,189,4.56,34.5,16.0,120.0,,,New York Jets / 5th / 153rd pick / 2011
18,19,2011,Julio Jones,WR,22,113,Alabama,6-3,220,4.34,38.5,17.0,135.0,6.66,4.25,Atlanta Falcons / 1st / 6th pick / 2011
19,20,2011,Ronald Johnson,WR,22,0,USC,5-11,199,4.46,,16.0,,,,San Francisco 49ers / 6th / 182nd pick / 2011
20,21,2011,Jerrel Jernigan,WR,21,2,Troy,5-9,185,4.46,37.5,11.0,124.0,7.07,4.25,New York Giants / 3rd / 83rd pick / 2011
21,22,2011,Lestar Jean,WR,23,1,Florida Atlantic,6-3,215,4.61,37.5,14.0,113.0,7.45,4.43,
22,23,2011,Andre Holmes,WR,22,12,Hillsdale,6-4,210,4.51,35.0,11.0,130.0,6.69,4.31,
23,24,2011,Dwayne Harris,WR,23,13,East Carolina,5-10,203,4.53,34.0,10.0,111.0,6.77,4.21,Dallas Cowboys / 6th / 176th pick / 2011
24,25,2011,Leonard Hankerson,WR,22,12,Miami (FL),6-1,209,4.4,36.0,14.0,117.0,6.94,4.21,Washington Redskins / 3rd / 79th pick / 2011
25,26,2011,Tori Gurley,WR,23,0,South Carolina,6-4,216,4.53,33.5,15.0,118.0,7.05,4.25,
26,27,2011,A.J. Green,WR,22,80,Georgia,6-4,211,4.48,34.5,18.0,126.0,6.91,4.21,Cincinnati Bengals / 1st / 4th pick / 2011
27,28,2011,Clyde Gates,WR,24,3,Abilene Christian,6-0,192,4.31,40.0,16.0,131.0,,,Miami Dolphins / 4th / 111th pick / 2011
28,29,2011,Tandon Doss,WR,21,4,Indiana,6-2,201,4.62,,14.0,,,,Baltimore Ravens / 4th / 123rd pick / 2011
29,30,2011,Randall Cobb,WR,20,68,Kentucky,5-10,191,4.46,33.5,16.0,115.0,7.08,4.34,Green Bay Packers / 2nd / 64th pick / 2011
30,31,2011,Stephen Burton,WR,21,0,West Texas A&M,6-1,221,4.5,34.5,19.0,117.0,7.04,4.31,Minnesota Vikings / 7th / 236th pick / 2011
31,32,2011,Vincent Brown,WR,22,9,San Diego State,5-11,187,4.68,33.5,12.0,121.0,6.64,4.25,San Diego Chargers / 3rd / 82nd pick / 2011
32,33,2011,Armon Binns,WR,21,3,Cincinnati,6-3,209,4.5,31.5,13.0,118.0,6.86,4.31,
33,34,2011,Jon Baldwin,WR,21,4,Pittsburgh,6-4,228,4.49,42.0,20.0,129.0,7.07,4.34,Kansas City Chiefs / 1st / 26th pick / 2011
34,35,2011,Darvin Adams,WR,21,0,Auburn,6-2,190,4.56,,,,,,
