,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2010,Stephen Williams,WR,23,1,Toledo,6-4,210,4.5,36.5,15.0,125.0,6.81,4.11,
1,2,2010,Mike Williams,WR,22,27,Syracuse,6-1,221,4.53,33.5,8.0,116.0,6.9,4.31,Tampa Bay Buccaneers / 4th / 101st pick / 2010
2,3,2010,Kyle Williams,WR,21,6,Arizona State,5-10,188,4.4,33.0,11.0,118.0,7.0,4.19,San Francisco 49ers / 6th / 206th pick / 2010
3,4,2010,Damian Williams,WR,21,10,USC,6-1,197,4.52,38.0,19.0,118.0,6.79,4.24,Tennessee Titans / 3rd / 77th pick / 2010
4,5,2010,Blair White,WR,23,3,Michigan State,6-2,209,4.49,33.5,18.0,115.0,6.69,4.03,
5,6,2010,Chastin West,WR,22,1,Fresno State,6-0,212,4.59,33.5,15.0,113.0,,,
6,7,2010,Verran Tucker,WR,21,1,California,6-2,200,4.65,,,,,,
7,8,2010,Demaryius Thomas,WR,22,81,Georgia Tech,6-3,224,4.52,,,,,,Denver Broncos / 1st / 22nd pick / 2010
8,9,2010,Golden Tate,WR,21,69,Notre Dame,5-10,199,4.42,35.0,17.0,120.0,7.12,4.34,Seattle Seahawks / 2nd / 60th pick / 2010
9,10,2010,Jordan Shipley,WR,24,7,Texas,5-11,193,4.6,36.5,16.0,116.0,,,Cincinnati Bengals / 3rd / 84th pick / 2010
10,11,2010,Emmanuel Sanders,WR,22,66,SMU,5-11,186,4.4,39.5,12.0,126.0,6.64,4.1,Pittsburgh Steelers / 3rd / 82nd pick / 2010
11,12,2010,Andre Roberts,WR,22,27,Citadel,5-11,195,4.4,36.0,15.0,120.0,6.77,4.15,Arizona Cardinals / 3rd / 88th pick / 2010
12,13,2010,David Reed,WR,22,2,Utah,6-0,191,4.56,37.0,15.0,114.0,6.95,4.38,Baltimore Ravens / 5th / 156th pick / 2010
13,14,2010,Taylor Price,WR,22,1,Ohio,6-0,204,4.4,37.0,16.0,114.0,6.82,4.34,New England Patriots / 3rd / 90th pick / 2010
14,15,2010,Preston Parker,WR,23,7,Florida State,5-11,199,4.59,35.0,16.0,117.0,,4.16,
15,16,2010,Carlton Mitchell,WR,21,0,South Florida,6-3,215,4.46,36.0,16.0,122.0,6.96,4.55,Cleveland Browns / 6th / 177th pick / 2010
16,17,2010,Kerry Meier,WR,23,0,Kansas,6-2,224,4.62,35.0,13.0,115.0,,4.23,Atlanta Falcons / 5th / 165th pick / 2010
17,18,2010,Dexter McCluster,WR,20,23,Mississippi,5-9,172,4.53,37.5,20.0,118.0,,4.06,Kansas City Chiefs / 2nd / 36th pick / 2010
18,19,2010,Brandon LaFell,WR,23,50,LSU,6-2,211,4.58,36.0,,115.0,6.81,4.23,Carolina Panthers / 3rd / 78th pick / 2010
19,20,2010,Donald Jones,WR,22,8,Youngstown State,6-0,214,4.46,41.0,20.0,119.0,6.9,4.2,
20,21,2010,Trindon Holliday,WR,23,4,LSU,5-5,166,4.34,42.0,10.0,116.0,6.54,4.48,Houston Texans / 6th / 197th pick / 2010
21,22,2010,Mardy Gilyard,WR,23,1,Cincinnati,6-0,187,4.61,39.0,,116.0,6.92,4.4,St. Louis Rams / 4th / 99th pick / 2010
22,23,2010,David Gettis,WR,22,3,Baylor,6-3,217,4.43,34.5,15.0,124.0,6.94,4.41,Carolina Panthers / 6th / 198th pick / 2010
23,24,2010,Jacoby Ford,WR,22,12,Clemson,5-9,186,4.28,33.5,15.0,115.0,7.0,4.44,Oakland Raiders / 4th / 108th pick / 2010
24,25,2010,Armanti Edwards,WR,21,1,Appalachian State,5-11,187,4.41,,,,,,Carolina Panthers / 3rd / 89th pick / 2010
25,26,2010,Marcus Easley,WR,22,1,Connecticut,6-3,210,4.39,34.0,16.0,123.0,6.94,4.6,Buffalo Bills / 4th / 107th pick / 2010
26,27,2010,Eric Decker,WR,22,52,Minnesota,6-3,217,4.54,,15.0,,,,Denver Broncos / 3rd / 87th pick / 2010
27,28,2010,Riley Cooper,WR,22,19,Florida,6-3,222,4.53,33.0,,114.0,,,Philadelphia Eagles / 5th / 159th pick / 2010
28,29,2010,Dez Bryant,WR,21,71,Oklahoma State,6-2,225,4.52,,,,,,Dallas Cowboys / 1st / 24th pick / 2010
29,30,2010,Antonio Brown,WR,21,102,Central Michigan,5-10,186,4.56,33.5,13.0,105.0,6.98,4.18,Pittsburgh Steelers / 6th / 195th pick / 2010
30,31,2010,Dezmon Briscoe,WR,20,4,Kansas,6-2,207,4.66,33.0,9.0,115.0,7.1,4.57,Cincinnati Bengals / 6th / 191st pick / 2010
31,32,2010,Arrelious Benn,WR,21,8,Illinois,6-1,219,4.57,37.0,20.0,118.0,,,Tampa Bay Buccaneers / 2nd / 39th pick / 2010
32,33,2010,Brandon Banks,WR,22,1,Kansas State,5-7,149,4.37,31.0,,113.0,6.88,4.29,
33,34,2010,Danario Alexander,WR,23,9,Missouri,6-5,215,4.62,,,,,,
34,35,2010,Seyi Ajirotutu,WR,22,5,Fresno State,6-3,204,4.6,36.0,14.0,115.0,7.22,4.39,
