,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2010,Tim Tebow,QB,22,12,Florida,6-3,236,4.71,38.5,,115.0,6.66,4.17,Denver Broncos / 1st / 25th pick / 2010
1,2,2010,John Skelton,QB,21,4,Fordham,6-5,243,4.85,33.5,,108.0,7.17,4.33,Arizona Cardinals / 5th / 155th pick / 2010
2,3,2010,Zac Robinson,QB,23,0,Oklahoma State,6-2,214,4.68,35.0,,110.0,7.24,4.4,New England Patriots / 7th / 250th pick / 2010
3,4,2010,Tony Pike,QB,23,0,Cincinnati,6-6,223,4.9,28.5,,108.0,7.06,4.53,Carolina Panthers / 6th / 204th pick / 2010
4,5,2010,Colt McCoy,QB,23,14,Texas,6-1,216,4.79,,,114.0,,,Cleveland Browns / 3rd / 85th pick / 2010
5,6,2010,Thaddeus Lewis,QB,25,4,Duke,6-0,215,4.84,28.0,,107.0,,,
6,7,2010,Mike Kafka,QB,22,0,Northwestern,6-3,225,4.93,32.0,,110.0,6.96,4.37,Philadelphia Eagles / 4th / 122nd pick / 2010
7,8,2010,Max Hall,QB,24,1,BYU,6-1,209,4.84,32.0,,102.0,7.07,4.35,
8,9,2010,Jimmy Clausen,QB,22,3,Notre Dame,6-3,222,4.76,,,,,,Carolina Panthers / 2nd / 48th pick / 2010
9,10,2010,Levi Brown,QB,22,0,Troy,6-3,229,4.93,31.5,20.0,106.0,7.07,4.43,Buffalo Bills / 7th / 209th pick / 2010
10,11,2010,Sam Bradford,QB,22,49,Oklahoma,6-4,236,4.79,,,,,,St. Louis Rams / 1st / 1st pick / 2010
