,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2010,Andrew Quarless,TE,21,9,Penn State,6-4,254,4.68,32.0,23.0,112.0,,,Green Bay Packers / 5th / 154th pick / 2010
1,2,2010,Dennis Pitta,TE,24,17,BYU,6-4,245,4.68,34.0,27.0,113.0,6.72,4.17,Baltimore Ravens / 4th / 114th pick / 2010
2,3,2010,Tony Moeaki,TE,22,10,Iowa,6-3,245,4.69,34.0,18.0,113.0,7.1,4.42,Kansas City Chiefs / 3rd / 93rd pick / 2010
3,4,2010,Anthony McCoy,TE,22,4,USC,6-4,259,4.71,35.5,19.0,113.0,6.99,4.57,Seattle Seahawks / 6th / 185th pick / 2010
4,5,2010,Jeron Mastrud,TE,22,1,Kansas State,6-5,256,4.82,,,,,,
5,6,2010,Michael Hoomanawanui,TE,21,5,Illinois,6-4,264,4.77,,25.0,,,,St. Louis Rams / 5th / 132nd pick / 2010
6,7,2010,Aaron Hernandez,TE,20,23,Florida,6-2,245,4.64,,,,,,New England Patriots / 4th / 113th pick / 2010
7,8,2010,Rob Gronkowski,TE,20,82,Arizona,6-6,264,4.68,,23.0,,,,New England Patriots / 2nd / 42nd pick / 2010
8,9,2010,Jermaine Gresham,TE,21,32,Oklahoma,6-5,261,4.66,35.0,20.0,113.0,7.07,4.53,Cincinnati Bengals / 1st / 21st pick / 2010
9,10,2010,Jimmy Graham,TE,23,70,Miami (FL),6-6,260,4.53,38.5,,120.0,6.9,4.45,New Orleans Saints / 3rd / 95th pick / 2010
10,11,2010,Garrett Graham,TE,23,7,Wisconsin,6-3,243,4.71,34.5,20.0,112.0,7.09,4.35,Houston Texans / 4th / 118th pick / 2010
11,12,2010,Dedrick Epps,TE,21,0,Miami (FL),6-3,250,4.7,,19.0,,,,San Diego Chargers / 7th / 235th pick / 2010
12,13,2010,Brody Eldridge,TE,22,0,Oklahoma,6-5,261,4.72,31.5,,,,,Indianapolis Colts / 5th / 162nd pick / 2010
13,14,2010,Jim Dray,TE,23,4,Stanford,6-5,246,4.82,,17.0,,,,Arizona Cardinals / 7th / 233rd pick / 2010
14,15,2010,Ed Dickson,TE,22,18,Oregon,6-4,249,4.59,34.0,23.0,115.0,7.32,4.59,Baltimore Ravens / 3rd / 70th pick / 2010
15,16,2010,Dorin Dickerson,TE,21,1,Pittsburgh,6-1,226,4.4,43.5,24.0,125.0,6.96,4.3,Houston Texans / 7th / 227th pick / 2010
16,17,2010,Nate Byham,TE,21,0,Pittsburgh,6-4,268,4.97,29.0,,109.0,,,San Francisco 49ers / 6th / 182nd pick / 2010
