,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2000,Michael Wiley,RB,22,4,Ohio State,5-11,193,4.5,,,,,,Dallas Cowboys / 5th / 144th pick / 2000
1,2,2000,Shyrone Stith,RB,21,0,Virginia Tech,5-7,204,4.6,35.0,13.0,111.0,7.14,4.14,Jacksonville Jaguars / 7th / 243rd pick / 2000
2,3,2000,J.R. Redmond,RB,22,9,Arizona State,5-11,216,4.48,32.5,,121.0,,,New England Patriots / 3rd / 76th pick / 2000
3,4,2000,Travis Prentice,RB,23,4,Miami (OH),6-0,225,4.5,37.0,23.0,115.0,6.92,4.4,Cleveland Browns / 3rd / 63rd pick / 2000
4,5,2000,Chad Morton,RB,22,10,USC,5-8,182,4.5,36.0,18.0,121.0,,,New Orleans Saints / 5th / 166th pick / 2000
5,6,2000,Frank Moreau,RB,23,1,Louisville,6-1,231,4.57,36.0,23.0,117.0,,,Kansas City Chiefs / 4th / 115th pick / 2000
6,7,2000,Rondell Mealey,RB,23,2,LSU,6-0,212,4.69,33.0,,120.0,6.89,4.15,Green Bay Packers / 7th / 252nd pick / 2000
7,8,2000,Kevin McDougal,RB,22,0,Colorado State,5-11,206,4.63,32.0,,108.0,7.08,4.12,
8,9,2000,Jamal Lewis,RB,20,83,Tennessee,6-0,240,4.58,,23.0,,,,Baltimore Ravens / 1st / 5th pick / 2000
9,10,2000,Curtis Keaton,RB,23,0,West Virginia,5-10,214,4.41,41.5,23.0,131.0,6.82,3.93,Cincinnati Bengals / 4th / 97th pick / 2000
10,11,2000,Thomas Jones,RB,21,78,Virginia,5-10,216,4.45,,,,,,Arizona Cardinals / 1st / 7th pick / 2000
11,12,2000,Ronney Jenkins,RB,22,3,Northern Arizona,5-10,184,4.5,,18.0,118.0,,,
12,13,2000,Marlion Jackson,RB,22,0,Saginaw Valley State,6-1,242,4.6,35.5,24.0,125.0,7.15,4.14,
13,14,2000,Troy Hambrick,RB,23,13,South Carolina,6-0,237,4.66,34.5,21.0,118.0,7.48,4.44,
14,15,2000,Reuben Droughns,RB,21,29,Oregon,5-11,215,4.66,30.0,13.0,115.0,7.34,4.41,Detroit Lions / 3rd / 81st pick / 2000
15,16,2000,Ron Dayne,RB,21,25,Wisconsin,5-11,259,4.65,,,,,,New York Giants / 1st / 11th pick / 2000
16,17,2000,Doug Chapman,RB,22,3,Marshall,5-10,215,4.56,38.5,16.0,128.0,6.84,4.2,Minnesota Vikings / 3rd / 88th pick / 2000
17,18,2000,Trung Canidate,RB,23,11,Arizona,5-11,193,4.41,,18.0,,,,St. Louis Rams / 1st / 31st pick / 2000
18,19,2000,Shaun Alexander,RB,22,79,Alabama,6-0,218,4.58,,,,,,Seattle Seahawks / 1st / 19th pick / 2000
