,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
56,Trevor Lawrence,QB,JAX,204,0,0,24,17,8,36,1,0,0,0,0,0,17.759999999999998,17.759999999999998,17.759999999999998
57,Dalton Schultz,TE,DAL,0,0,0,0,0,0,0,0,6,8,58,1,0,11.8,17.8,14.8
58,A.J. Green,WR,ARI,0,0,0,0,0,0,0,0,5,6,67,1,0,12.7,17.7,15.2
59,DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,4,9,77,1,0,13.7,17.7,15.7
60,Maxx Williams,TE,ARI,0,0,0,0,0,0,0,0,5,5,66,1,0,12.600000000000001,17.6,15.100000000000001
61,Laviska Shenault Jr.,WR,JAX,0,0,0,0,0,1,11,0,6,7,99,0,0,11.0,17.0,14.0
62,Leonard Fournette,RB,TAM,0,0,0,0,0,20,92,0,3,5,47,0,0,13.900000000000002,16.900000000000002,15.400000000000002
63,J.D. McKissic,RB,WAS,0,0,0,0,0,7,15,0,5,5,44,1,0,11.9,16.9,14.4
64,Jakobi Meyers,WR,NWE,45,0,0,2,2,0,0,0,8,12,70,0,0,8.8,16.8,12.8
65,Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,5,6,57,1,0,11.7,16.7,14.2
66,John Ross,WR,NYG,0,0,0,0,0,0,0,0,3,4,77,1,0,13.7,16.7,15.2
67,Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,6,10,46,1,0,10.600000000000001,16.6,13.600000000000001
68,Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,5,5,56,1,0,11.600000000000001,16.6,14.100000000000001
69,Darrell Henderson,RB,LAR,0,0,0,0,0,14,89,0,5,6,27,0,0,11.600000000000001,16.6,14.100000000000001
70,Kareem Hunt,RB,CLE,0,0,0,0,0,14,69,1,2,4,17,0,0,14.600000000000001,16.6,15.600000000000001
71,Jeremy McNichols,RB,TEN,0,0,0,0,0,1,11,0,8,12,74,0,0,8.5,16.5,12.5
72,D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,4,8,65,1,0,12.5,16.5,14.5
73,Hunter Renfrow,WR,LVR,0,0,0,0,0,0,0,0,6,8,45,1,0,10.5,16.5,13.5
74,Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,3,3,69,1,0,12.9,15.9,14.4
75,Jacoby Brissett,QB,MIA,199,2,0,30,20,3,8,0,0,0,0,0,1,14.760000000000002,14.760000000000002,14.760000000000002
76,Alex Collins,RB,SEA,0,0,0,0,0,10,44,1,2,2,34,0,0,13.8,15.8,14.8
77,Antonio Gibson,RB,WAS,0,0,0,0,0,14,63,1,2,2,12,0,0,13.5,15.5,14.5
78,Derek Carr,QB,LVR,196,2,1,34,21,3,6,0,0,0,0,0,0,14.44,14.44,14.44
79,Alvin Kamara,RB,NOR,0,0,0,0,0,26,120,0,0,0,0,0,0,12.0,12.0,12.0
80,Calvin Ridley,WR,ATL,0,0,0,0,0,0,0,0,7,13,80,0,0,8.0,15.0,11.5
81,Darren Waller,TE,LVR,0,0,0,0,0,0,0,0,4,7,50,1,0,11.0,15.0,13.0
82,Damien Williams,RB,CHI,0,0,0,0,0,8,55,1,2,2,15,0,0,13.0,15.0,14.0
83,Robert Woods,WR,LAR,0,0,0,0,0,0,0,0,4,6,48,1,0,10.8,14.8,12.8
84,Nick Chubb,RB,CLE,0,0,0,0,0,21,100,0,1,1,5,0,0,10.5,11.5,11.0
85,Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,7,12,75,0,0,7.5,14.5,11.0
86,Kadarius Toney,WR,NYG,0,0,0,0,0,1,1,0,6,9,78,0,0,7.9,13.9,10.9
87,Darrel Williams,RB,KAN,0,0,0,0,0,10,42,1,2,2,16,0,0,11.799999999999999,13.799999999999999,12.799999999999999
88,Ja'Marr Chase,WR,CIN,0,0,0,0,0,0,0,0,6,9,77,0,0,7.7,13.7,10.7
89,Joe Mixon,RB,CIN,0,0,0,0,0,16,67,1,1,2,0,0,0,12.7,13.7,13.2
90,Antonio Brown,WR,TAM,0,0,0,0,0,0,0,0,7,11,63,0,0,6.300000000000001,13.3,9.8
91,Hunter Henry,TE,NWE,0,0,0,0,0,0,0,0,4,5,32,1,0,9.2,13.2,11.2
92,Emmanuel Sanders,WR,BUF,0,0,0,0,0,1,7,0,5,6,74,0,0,8.1,13.1,10.6
93,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,0,0,0,6,8,70,0,0,7.0,13.0,10.0
94,Jameis Winston,QB,NOR,226,1,0,23,17,0,0,0,0,0,0,0,0,13.040000000000001,13.040000000000001,13.040000000000001
95,Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,6,11,64,0,0,6.4,12.4,9.4
96,James Proche,WR,BAL,0,0,0,0,0,0,0,0,5,6,74,0,0,7.4,12.4,9.9
97,Quintez Cephus,WR,DET,0,0,0,0,0,0,0,0,4,5,83,0,0,8.3,12.3,10.3
98,Keelan Cole,WR,NYJ,0,0,0,0,0,0,0,0,3,4,92,0,0,9.200000000000001,12.200000000000001,10.700000000000001
99,Zack Moss,RB,BUF,0,0,0,0,0,14,61,1,0,1,0,0,0,12.100000000000001,12.100000000000001,12.100000000000001
100,Zach Ertz,TE,PHI,0,0,0,0,0,0,0,0,6,8,60,0,0,6.0,12.0,9.0
101,Aaron Jones,RB,GNB,0,0,0,0,0,15,48,0,3,4,51,0,1,7.900000000000002,10.900000000000002,9.400000000000002
102,Latavius Murray,RB,BAL,0,0,0,0,0,18,59,1,0,0,0,0,0,11.9,11.9,11.9
103,Michael Pittman Jr.,WR,IND,0,0,0,0,0,0,0,0,6,8,59,0,0,5.9,11.9,8.9
104,Josh Reynolds,WR,TEN,0,0,0,0,0,0,0,0,6,9,59,0,0,5.9,11.9,8.9
105,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,5,8,67,0,0,6.7,11.7,9.2
106,Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,5,13,64,0,0,6.4,11.4,8.9
107,Ben Roethlisberger,QB,PIT,232,1,1,40,26,0,0,0,0,0,0,0,1,9.28,9.28,9.28
108,Chester Rogers,WR,TEN,0,0,0,0,0,0,0,0,5,6,63,0,0,6.300000000000001,11.3,8.8
109,Brandon Bolden,RB,NWE,0,0,0,0,0,1,0,0,6,6,51,0,0,5.1000000000000005,11.100000000000001,8.100000000000001
110,Tom Brady,QB,TAM,269,0,0,43,22,4,3,0,0,0,0,0,0,11.06,11.06,11.06
111,Kirk Cousins,QB,MIN,203,1,1,38,20,2,0,0,0,0,0,0,0,10.120000000000001,10.120000000000001,10.120000000000001
112,Freddie Swain,WR,SEA,0,0,0,0,0,0,0,0,3,4,20,1,0,8.0,11.0,9.5
113,Cedrick Wilson Jr.,WR,DAL,0,0,0,0,0,0,0,0,2,2,30,1,0,9.0,11.0,10.0
114,James Washington,WR,PIT,0,0,0,0,0,0,0,0,4,5,69,0,0,6.9,10.9,8.9
115,Kendrick Bourne,WR,NWE,0,0,0,0,0,0,0,0,5,5,58,0,0,5.800000000000001,10.8,8.3
116,AJ Dillon,RB,GNB,0,0,0,0,0,15,81,0,1,1,16,0,0,9.7,10.7,10.2
117,DeAndre Hopkins,WR,ARI,0,0,0,0,0,0,0,0,4,7,67,0,0,6.7,10.7,8.7
118,Josh Jacobs,RB,LVR,0,0,0,0,0,13,40,0,5,5,17,0,0,5.7,10.7,8.2
119,Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,7,11,36,0,0,3.6,10.6,7.1
120,Mike Davis,RB,ATL,0,0,0,0,0,13,14,0,2,2,12,1,0,8.600000000000001,10.600000000000001,9.600000000000001
121,Michael Carter,RB,NYJ,0,0,0,0,0,13,38,1,1,3,-4,0,0,9.4,10.4,9.9
122,Jonnu Smith,TE,NWE,0,0,0,0,0,0,0,0,3,5,14,1,0,7.4,10.4,8.9
123,Rashard Higgins,WR,CLE,0,0,0,0,0,0,0,0,4,7,63,0,0,6.300000000000001,10.3,8.3
124,Deonte Harris,WR,NOR,0,0,0,0,0,0,0,0,5,8,52,0,0,5.2,10.2,7.7
125,Juwan Johnson,TE,NOR,0,0,0,0,0,0,0,0,2,3,20,1,0,8.0,10.0,9.0
126,Robby Anderson,WR,CAR,0,0,0,0,0,1,3,0,5,11,46,0,0,4.9,9.9,7.4
127,Rodney Smith,RB,CAR,0,0,0,0,0,0,0,0,5,5,48,0,0,4.800000000000001,9.8,7.300000000000001
128,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,5,7,47,0,0,4.7,9.7,7.2
129,Donald Parham,TE,LAC,0,0,0,0,0,0,0,0,2,3,17,1,0,7.7,9.7,8.7
130,Jimmy Garoppolo,QB,SFO,165,1,1,23,14,0,0,0,0,0,0,0,0,8.600000000000001,8.600000000000001,8.600000000000001
131,Devin Singletary,RB,BUF,0,0,0,0,0,14,79,0,1,1,7,0,0,8.6,9.6,9.1
132,Marquez Callaway,WR,NOR,0,0,0,0,0,0,0,0,2,2,74,0,0,7.4,9.4,8.4
133,DeAndre Carter,WR,WAS,0,0,0,0,0,0,0,0,1,1,24,0,0,2.4000000000000004,3.4000000000000004,2.9000000000000004
134,Baker Mayfield,QB,CLE,155,0,0,33,15,2,11,0,0,0,0,0,0,7.300000000000001,7.300000000000001,7.300000000000001
135,Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,3,3,63,0,0,6.300000000000001,9.3,7.800000000000001
136,Ross Dwelley,TE,SFO,0,0,0,0,0,0,0,0,1,1,21,1,0,8.1,9.1,8.6
137,Chuba Hubbard,RB,CAR,0,0,0,0,0,13,57,0,2,2,14,0,0,7.1000000000000005,9.100000000000001,8.100000000000001
138,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,4,9,50,0,0,5.0,9.0,7.0
139,Henry Ruggs III,WR,LVR,0,0,0,0,0,0,0,0,3,6,60,0,0,6.0,9.0,7.5
140,Nelson Agholor,WR,NWE,0,0,0,0,0,1,4,0,3,5,55,0,0,5.9,8.9,7.4
141,Trey Sermon,RB,SFO,0,0,0,0,0,19,89,0,0,0,0,0,0,8.9,8.9,8.9
142,D'Andre Swift,RB,DET,0,0,0,0,0,8,16,0,4,6,33,0,0,4.9,8.9,6.9
143,Sammy Watkins,WR,BAL,0,0,0,0,0,0,0,0,4,7,49,0,0,4.9,8.9,6.9
144,Javonte Williams,RB,DEN,0,0,0,0,0,7,48,0,3,3,11,0,0,5.9,8.9,7.4
145,Blake Jarwin,TE,DAL,0,0,0,0,0,0,0,0,1,3,18,1,0,7.8,8.8,8.3
146,Melvin Gordon,RB,DEN,0,0,0,0,0,9,56,0,2,4,11,0,0,6.700000000000001,8.700000000000001,7.700000000000001
147,Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,3,5,55,0,0,5.5,8.5,7.0
148,Ronald Jones II,RB,TAM,0,0,0,0,0,6,25,1,0,0,0,0,0,8.5,8.5,8.5
149,Greg Ward,WR,PHI,0,0,0,0,0,0,0,0,1,2,15,1,0,7.5,8.5,8.0
150,Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,4,5,44,0,0,4.4,8.4,6.4
151,Justin Fields,QB,CHI,209,0,1,17,11,3,9,0,0,0,0,0,0,7.26,7.26,7.26
152,Brandon Zylstra,WR,CAR,0,0,0,0,0,0,0,0,2,2,63,0,0,6.300000000000001,8.3,7.300000000000001
153,T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,4,8,42,0,0,4.2,8.2,6.2
154,Kyle Juszczyk,FB,SFO,0,0,0,0,0,0,0,0,4,4,41,0,0,4.1000000000000005,8.100000000000001,6.1000000000000005
155,George Kittle,TE,SFO,0,0,0,0,0,0,0,0,4,10,40,0,0,4.0,8.0,6.0
156,Ty Montgomery,WR,NOR,0,0,0,0,0,2,7,0,3,3,42,0,0,4.9,7.9,6.4
157,David Johnson,RB,HOU,0,0,0,0,0,5,21,0,3,4,27,0,0,4.800000000000001,7.800000000000001,6.300000000000001
158,Miles Sanders,RB,PHI,0,0,0,0,0,7,13,0,3,3,34,0,0,4.7,7.7,6.2
159,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,3,8,47,0,0,4.7,7.7,6.2
160,Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,4,6,36,0,0,3.6,7.6,5.6
161,Adam Thielen,WR,MIN,0,0,0,0,0,0,0,0,3,8,46,0,0,4.6000000000000005,7.6000000000000005,6.1000000000000005
162,Mohamed Sanu,WR,SFO,0,0,0,0,0,0,0,0,4,5,35,0,0,3.5,7.5,5.5
163,Evan Engram,TE,NYG,0,0,0,0,0,1,-3,0,5,6,27,0,0,2.4000000000000004,7.4,4.9
164,Mitchell Trubisky,QB,BUF,8,0,0,1,1,4,10,1,0,0,0,0,0,7.32,7.32,7.32
165,Cameron Batson,WR,TEN,0,0,0,0,0,0,0,0,1,4,2,1,0,6.2,7.2,6.7
166,Joe Fortson,TE,KAN,0,0,0,0,0,0,0,0,1,1,2,1,0,6.2,7.2,6.7
167,Hayden Hurst,TE,ATL,0,0,0,0,0,0,0,0,4,4,29,0,0,2.9000000000000004,6.9,4.9
168,Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,3,6,39,0,0,3.9000000000000004,6.9,5.4
169,Teddy Bridgewater,QB,DEN,65,1,0,16,7,1,2,0,0,0,0,0,0,6.8,6.8,6.8
170,Rondale Moore,WR,ARI,0,0,0,0,0,2,9,0,3,3,28,0,0,3.7,6.7,5.2
171,Tony Pollard,RB,DAL,0,0,0,0,0,10,67,0,0,0,0,0,0,6.7,6.7,6.7
172,K.J. Osborn,WR,MIN,0,0,0,0,0,1,10,0,3,7,26,0,0,3.6,6.6,5.1
173,Jamaal Williams,RB,DET,0,0,0,0,0,14,66,0,0,0,0,0,0,6.6000000000000005,6.6000000000000005,6.6000000000000005
174,Dalvin Cook,RB,MIN,0,0,0,0,0,9,34,0,2,6,10,0,0,4.4,6.4,5.4
175,Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,4,5,24,0,0,2.4000000000000004,6.4,4.4
176,Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,4,6,23,0,0,2.3000000000000003,6.300000000000001,4.300000000000001
177,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,3,4,33,0,0,3.3000000000000003,6.300000000000001,4.800000000000001
178,Quez Watkins,WR,PHI,0,0,0,0,0,0,0,0,3,7,33,0,0,3.3000000000000003,6.300000000000001,4.800000000000001
179,Devin Duvernay,WR,BAL,0,0,0,0,0,0,0,0,3,6,31,0,0,3.1,6.1,4.6
180,Mecole Hardman,WR,KAN,0,0,0,0,0,2,25,0,2,3,16,0,0,4.1,6.1,5.1
181,Curtis Samuel,WR,WAS,0,0,0,0,0,0,0,0,4,4,19,0,0,1.9000000000000001,5.9,3.9000000000000004
182,Nick Westbrook-Ikhine,WR,TEN,0,0,0,0,0,0,0,0,3,8,29,0,0,2.9000000000000004,5.9,4.4
183,Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,4,6,18,0,0,1.8,5.8,3.8
184,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,3,3,24,0,0,2.4000000000000004,5.4,3.9000000000000004
185,Anthony Firkser,TE,TEN,0,0,0,0,0,0,0,0,3,5,23,0,0,2.3000000000000003,5.300000000000001,3.8000000000000003
186,Justin Jackson,RB,LAC,0,0,0,0,0,3,-4,0,4,4,17,0,0,1.3000000000000003,5.300000000000001,3.3000000000000003
187,Allen Lazard,WR,GNB,0,0,0,0,0,0,0,0,2,3,33,0,0,3.3000000000000003,5.300000000000001,4.300000000000001
188,Odell Beckham Jr.,WR,CLE,0,0,0,0,0,1,4,0,2,7,27,0,0,3.1,5.1,4.1
189,Tevin Coleman,RB,NYJ,0,0,0,0,0,4,14,0,2,2,17,0,0,3.1000000000000005,5.1000000000000005,4.1000000000000005
190,Dan Arnold,TE,JAX,0,0,0,0,0,0,0,0,2,2,29,0,0,2.9000000000000004,4.9,3.9000000000000004
191,Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,2,6,29,0,0,2.9000000000000004,4.9,3.9000000000000004
192,Jamal Agnew,WR,JAX,0,0,0,0,0,1,11,0,1,1,27,0,0,3.8000000000000003,4.800000000000001,4.300000000000001
193,Damien Harris,RB,NWE,0,0,0,0,0,4,-4,0,2,2,30,0,0,2.6,4.6,3.6
194,Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,3,3,15,0,0,1.5,4.5,3.0
195,Stephen Anderson,TE,LAC,0,0,0,0,0,0,0,0,1,1,34,0,0,3.4000000000000004,4.4,3.9000000000000004
196,MyCole Pruitt,TE,TEN,0,0,0,0,0,0,0,0,1,1,14,0,0,1.4000000000000001,2.4000000000000004,1.9000000000000001
197,Kyle Rudolph,TE,NYG,0,0,0,0,0,0,0,0,2,3,24,0,0,2.4000000000000004,4.4,3.4000000000000004
198,Byron Pringle,WR,KAN,0,0,0,0,0,0,0,0,2,2,23,0,0,2.3000000000000003,4.300000000000001,3.3000000000000003
199,Parris Campbell,WR,IND,0,0,0,0,0,0,0,0,2,3,22,0,0,2.2,4.2,3.2
200,Chris Carson,RB,SEA,0,0,0,0,0,13,30,0,1,1,1,0,0,3.1,4.1,3.6
201,Jalen Guyton,WR,LAC,0,0,0,0,0,2,20,0,1,2,9,0,0,2.9,3.9,3.4
202,Ricky Seals-Jones,TE,WAS,0,0,0,0,0,0,0,0,2,4,19,0,0,1.9000000000000001,3.9000000000000004,2.9000000000000004
203,Malcolm Brown,RB,MIA,0,0,0,0,0,8,23,0,1,1,4,0,0,2.7,3.7,3.2
204,David Njoku,TE,CLE,0,0,0,0,0,0,0,0,2,2,17,0,0,1.7000000000000002,3.7,2.7
205,Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,2,2,16,0,0,1.6,3.6,2.6
206,Chris Hogan,WR,NOR,0,0,0,0,0,0,0,0,2,2,15,0,0,1.5,3.5,2.5
207,Trenton Irwin,WR,CIN,0,0,0,0,0,0,0,0,1,1,25,0,0,2.5,3.5,3.0
208,Drew Lock,QB,DEN,113,0,1,21,12,0,0,0,0,0,0,0,0,2.5200000000000005,2.5200000000000005,2.5200000000000005
209,Tajae Sharpe,WR,ATL,0,0,0,0,0,0,0,0,2,2,15,0,0,1.5,3.5,2.5
210,Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,1,1,24,0,0,2.4000000000000004,3.4000000000000004,2.9000000000000004
211,Salvon Ahmed,RB,MIA,0,0,0,0,0,3,1,0,2,2,12,0,0,1.3000000000000003,3.3000000000000003,2.3000000000000003
212,Ty Johnson,RB,NYJ,0,0,0,0,0,3,1,0,2,2,12,0,0,1.3000000000000003,3.3000000000000003,2.3000000000000003
213,CeeDee Lamb,WR,DAL,0,0,0,0,0,0,0,0,2,5,13,0,0,1.3,3.3,2.3
214,Marlon Mack,RB,IND,0,0,0,0,0,10,22,0,1,2,1,0,0,2.3000000000000003,3.3000000000000003,2.8000000000000003
215,Trinity Benson,WR,DET,0,0,0,0,0,0,0,0,2,3,12,0,0,1.2000000000000002,3.2,2.2
216,Demetric Felton,RB,CLE,0,0,0,0,0,0,0,0,2,2,12,0,0,1.2000000000000002,3.2,2.2
217,Samaje Perine,RB,CIN,0,0,0,0,0,3,7,0,1,1,15,0,0,2.2,3.2,2.7
218,Jalen Reagor,WR,PHI,0,0,0,0,0,1,12,0,1,1,9,0,0,2.1,3.1,2.6
219,Larry Rountree,RB,LAC,0,0,0,0,0,11,31,0,0,0,0,0,0,3.1,3.1,3.1
220,JuJu Smith-Schuster,WR,PIT,0,0,0,0,0,0,0,0,2,8,11,0,0,1.1,3.1,2.1
221,Dyami Brown,WR,WAS,0,0,0,0,0,0,0,0,1,2,19,0,0,1.9000000000000001,2.9000000000000004,2.4000000000000004
222,Wayne Gallman,RB,ATL,0,0,0,0,0,6,29,0,0,1,0,0,0,2.9000000000000004,2.9000000000000004,2.9000000000000004
223,Adam Humphries,WR,WAS,0,0,0,0,0,0,0,0,1,1,19,0,0,1.9000000000000001,2.9000000000000004,2.4000000000000004
224,Eric Ebron,TE,PIT,0,0,0,0,0,0,0,0,2,2,8,0,0,0.8,2.8,1.8
225,Auden Tate,WR,CIN,0,0,0,0,0,0,0,0,1,1,18,0,0,1.8,2.8,2.3
226,Robert Tonyan,TE,GNB,0,0,0,0,0,0,0,0,2,7,8,0,0,0.8,2.8,1.8
227,Ashton Dulin,WR,IND,0,0,0,0,0,0,0,0,1,1,17,0,0,1.7000000000000002,2.7,2.2
228,Dede Westbrook,WR,MIN,0,0,0,0,0,0,0,0,1,1,17,0,0,1.7000000000000002,2.7,2.2
229,Durham Smythe,TE,MIA,0,0,0,0,0,0,0,0,2,2,6,0,0,0.6000000000000001,2.6,1.6
