,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
26,Joe Burrow,QB,CIN,259,3,1,34,21,1,-1,0,0,0,0,0,0,20.259999999999998,20.259999999999998,20.259999999999998
27,Jonathan Taylor,RB,IND,0,0,0,0,0,16,70,1,3,4,52,0,0,18.2,21.2,19.7
28,Najee Harris,RB,PIT,0,0,0,0,0,26,91,1,3,3,29,0,0,18.0,21.0,19.5
29,Robert Woods,WR,LAR,0,0,0,0,0,3,22,1,3,9,35,1,0,17.7,20.7,19.2
30,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,6,6,83,1,0,14.3,20.3,17.3
31,Carson Wentz,QB,IND,231,3,2,51,27,3,11,0,0,0,0,0,0,18.340000000000003,18.340000000000003,18.340000000000003
32,Melvin Gordon,RB,DEN,0,0,0,0,0,10,47,1,3,3,15,1,1,16.2,19.2,17.7
33,CeeDee Lamb,WR,DAL,0,0,0,0,0,0,0,0,6,8,112,0,0,11.200000000000001,17.200000000000003,14.200000000000001
34,Adam Thielen,WR,MIN,0,0,0,0,0,0,0,0,6,9,78,1,0,13.8,19.8,16.8
35,Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,6,11,77,1,0,13.7,19.7,16.7
36,Tyler Boyd,WR,CIN,46,0,0,1,1,0,0,0,5,8,69,1,0,14.74,19.740000000000002,17.240000000000002
37,Ty Johnson,RB,NYJ,0,0,0,0,0,4,15,0,5,6,71,1,0,14.600000000000001,19.6,17.1
38,T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,10,11,89,0,0,8.9,18.9,13.9
39,Cedrick Wilson Jr.,WR,DAL,35,0,0,1,1,0,0,0,3,3,84,1,0,15.8,18.8,17.3
40,Cordarrelle Patterson,RB,ATL,0,0,0,0,0,9,35,0,5,5,37,1,0,13.2,18.2,15.7
41,Boston Scott,RB,PHI,0,0,0,0,0,12,60,2,0,1,0,0,0,18.0,18.0,18.0
42,Jordan Howard,RB,PHI,0,0,0,0,0,12,57,2,0,0,0,0,0,17.7,17.7,17.7
43,Devontae Booker,RB,NYG,0,0,0,0,0,15,60,0,5,6,65,0,0,12.5,17.5,15.0
44,Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,8,9,84,0,1,6.4,14.4,10.4
45,J.D. McKissic,RB,WAS,0,0,0,0,0,3,10,0,8,8,83,0,0,9.3,17.3,13.3
46,Daniel Jones,QB,NYG,222,2,1,32,22,5,12,0,0,0,0,0,0,16.080000000000002,16.080000000000002,16.080000000000002
47,Darrel Williams,RB,KAN,0,0,0,0,0,13,49,0,6,6,61,0,0,11.0,17.0,14.0
48,Alvin Kamara,RB,NOR,0,0,0,0,0,19,61,1,3,4,15,0,0,13.600000000000001,16.6,15.100000000000001
49,Randall Cobb,WR,GNB,0,0,0,0,0,0,0,0,3,5,15,2,0,13.5,16.5,15.0
50,DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,8,11,85,0,0,8.5,16.5,12.5
51,Tua Tagovailoa,QB,MIA,205,0,1,39,21,4,10,1,0,0,0,0,0,13.2,13.2,13.2
52,Chase Edmonds,RB,ARI,0,0,0,0,0,7,30,1,3,4,39,0,0,12.9,15.9,14.4
53,Jamal Agnew,WR,JAX,0,0,0,0,0,0,0,0,6,12,38,1,0,9.8,15.8,12.8
54,Justin Herbert,QB,LAC,223,2,2,35,18,2,9,0,0,0,0,0,0,13.820000000000002,13.820000000000002,13.820000000000002
55,Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,6,13,98,0,0,9.8,15.8,12.8
56,Aaron Rodgers,QB,GNB,184,2,0,37,22,2,3,0,0,0,0,0,0,15.66,15.66,15.66
57,Chuba Hubbard,RB,CAR,0,0,0,0,0,24,82,1,1,2,9,0,1,13.100000000000001,14.100000000000001,13.600000000000001
58,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,5,7,40,1,0,10.0,15.0,12.5
59,Patrick Mahomes,QB,KAN,275,1,1,48,29,3,10,0,0,0,0,0,0,14.0,14.0,14.0
60,Dan Arnold,TE,JAX,0,0,0,0,0,0,0,0,8,10,68,0,0,6.800000000000001,14.8,10.8
61,Ben Roethlisberger,QB,PIT,266,1,0,34,22,1,0,0,0,0,0,0,0,14.64,14.64,14.64
62,Pat Freiermuth,TE,PIT,0,0,0,0,0,0,0,0,4,7,44,1,0,10.4,14.4,12.4
63,James Conner,RB,ARI,0,0,0,0,0,5,22,2,0,0,0,0,0,14.2,14.2,14.2
64,DeAndre Carter,WR,WAS,0,0,0,0,0,0,0,0,3,6,51,1,0,11.100000000000001,14.100000000000001,12.600000000000001
65,Damien Harris,RB,NWE,0,0,0,0,0,23,80,1,0,1,0,0,0,14.0,14.0,14.0
66,Rex Burkhead,RB,HOU,0,0,0,1,0,4,21,1,3,4,27,0,0,10.8,13.8,12.3
67,Taylor Heinicke,QB,WAS,270,1,2,39,24,1,10,0,0,0,0,0,0,11.8,11.8,11.8
68,Tee Higgins,WR,CIN,0,0,0,0,0,0,0,0,4,6,97,0,0,9.700000000000001,13.700000000000001,11.700000000000001
69,Trevor Lawrence,QB,JAX,238,1,1,54,32,3,11,0,0,0,0,0,0,12.62,12.62,12.62
70,Kirk Cousins,QB,MIN,184,1,0,35,23,3,18,0,0,0,0,0,0,13.16,13.16,13.16
71,Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,6,7,72,0,0,7.2,13.2,10.2
72,Carlos Hyde,RB,JAX,0,0,0,0,0,9,32,0,6,8,40,0,0,7.2,13.2,10.2
73,Ja'Marr Chase,WR,CIN,0,0,0,0,0,1,9,0,3,9,32,1,0,10.100000000000001,13.100000000000001,11.600000000000001
74,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,0,3,4,41,1,0,10.100000000000001,13.100000000000001,11.600000000000001
75,Elijah Moore,WR,NYJ,0,0,0,0,0,1,4,0,6,6,67,0,0,7.1000000000000005,13.100000000000001,10.100000000000001
76,Gabriel Davis,WR,BUF,0,0,0,0,0,0,0,0,4,5,29,1,0,8.9,12.9,10.9
77,Jermar Jefferson,RB,DET,0,0,0,0,0,2,6,1,4,4,23,0,0,8.9,12.9,10.9
78,Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,2,4,48,1,0,10.8,12.8,11.8
79,Jesse James,TE,CHI,0,0,0,0,0,0,0,0,3,3,38,1,0,9.8,12.8,11.3
80,Teddy Bridgewater,QB,DEN,213,1,0,26,19,1,1,0,0,0,0,0,0,12.62,12.62,12.62
81,Darnell Mooney,WR,CHI,0,0,0,0,0,0,0,0,6,9,64,0,0,6.4,12.4,9.4
82,Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,3,3,33,1,0,9.3,12.3,10.8
83,Geoff Swaim,TE,TEN,0,0,0,0,0,0,0,0,4,5,23,1,0,8.3,12.3,10.3
84,Cyril Grayson,WR,TAM,0,0,0,0,0,0,0,0,1,1,50,1,0,11.0,12.0,11.5
85,Sam Darnold,QB,CAR,129,0,0,24,13,8,66,0,0,0,0,0,0,11.760000000000002,11.760000000000002,11.760000000000002
86,Van Jefferson,WR,LAR,0,0,0,0,0,0,0,0,3,6,88,0,0,8.8,11.8,10.3
87,Zack Moss,RB,BUF,0,0,0,0,0,8,19,0,6,7,39,0,0,5.800000000000001,11.8,8.8
88,Mac Jones,QB,NWE,217,0,0,35,18,4,10,0,0,0,0,0,0,9.68,9.68,9.68
89,Mike Davis,RB,ATL,0,0,0,0,0,9,44,0,5,6,22,0,0,6.6000000000000005,11.600000000000001,9.100000000000001
90,Tyler Johnson,WR,TAM,0,0,0,0,0,0,0,0,5,6,65,0,0,6.5,11.5,9.0
91,Ezekiel Elliott,RB,DAL,0,0,0,0,0,16,50,0,4,6,23,0,0,7.300000000000001,11.3,9.3
92,Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,5,7,63,0,0,6.300000000000001,11.3,8.8
93,Jalen Hurts,QB,PHI,103,0,0,14,9,7,71,0,0,0,0,0,0,11.22,11.22,11.22
94,Kyler Murray,QB,ARI,274,0,2,33,22,6,21,0,0,0,0,0,0,9.06,9.06,9.06
95,Jarvis Landry,WR,CLE,0,0,0,0,0,1,5,0,5,10,65,0,1,5.0,10.0,7.5
96,Derrick Gore,RB,KAN,0,0,0,0,0,11,48,1,0,0,0,0,0,10.8,10.8,10.8
97,Tajae Sharpe,WR,ATL,0,0,0,0,0,0,0,0,5,6,58,0,0,5.800000000000001,10.8,8.3
98,Giovani Bernard,RB,TAM,0,0,0,0,0,2,30,0,1,1,7,1,0,9.7,10.7,10.2
99,Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,5,7,57,0,0,5.7,10.7,8.2
100,Trevor Siemian,QB,NOR,159,1,0,29,16,2,2,0,0,0,0,0,0,10.559999999999999,10.559999999999999,10.559999999999999
101,Brandon Aiyuk,WR,SFO,0,0,0,0,0,0,0,0,4,7,45,0,0,4.5,8.5,6.5
102,Evan Engram,TE,NYG,0,0,0,0,0,0,0,0,3,4,15,1,0,7.5,10.5,9.0
103,Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,5,5,53,0,0,5.300000000000001,10.3,7.800000000000001
104,Jameis Winston,QB,NOR,56,1,0,10,6,4,40,0,0,0,0,0,0,10.24,10.24,10.24
105,Chase Claypool,WR,PIT,0,0,0,0,0,2,16,0,4,5,45,0,0,6.1,10.1,8.1
106,A.J. Green,WR,ARI,0,0,0,0,0,0,0,0,5,8,50,0,0,5.0,10.0,7.5
107,Tyler Kroft,TE,NYJ,0,0,0,0,0,0,0,0,2,2,20,1,0,8.0,10.0,9.0
108,D'Ernest Johnson,RB,CLE,0,0,0,0,0,4,22,1,1,3,7,0,0,8.899999999999999,9.899999999999999,9.399999999999999
109,D.J. Moore,WR,CAR,0,0,0,0,0,0,0,0,4,8,59,0,0,5.9,9.9,7.9
110,Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,3,4,48,0,0,4.800000000000001,7.800000000000001,6.300000000000001
111,Ameer Abdullah,RB,CAR,0,0,0,0,0,8,31,0,3,5,35,0,0,6.6,9.6,8.1
112,Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,4,9,36,0,0,3.6,7.6,5.6
113,Nick Westbrook-Ikhine,WR,TEN,0,0,0,0,0,0,0,0,2,3,16,1,0,7.6,9.6,8.6
114,Nico Collins,WR,HOU,0,0,0,0,0,0,0,0,4,4,55,0,0,5.5,9.5,7.5
115,Baker Mayfield,QB,CLE,225,0,0,31,20,1,5,0,0,0,0,0,0,9.5,9.5,9.5
116,Josh Palmer,WR,LAC,0,0,0,0,0,0,0,0,1,1,24,1,0,8.4,9.4,8.9
117,Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,3,3,64,0,0,6.4,9.4,7.9
118,Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,2,2,13,1,0,7.3,9.3,8.3
119,Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,5,8,43,0,0,4.3,9.3,6.8
120,Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,2,2,12,1,0,7.2,9.2,8.2
121,John Ross,WR,NYG,0,0,0,0,0,0,0,0,2,3,72,0,0,7.2,9.2,8.2
122,Kyle Rudolph,TE,NYG,0,0,0,0,0,0,0,0,2,3,12,1,0,7.2,9.2,8.2
123,D'Andre Swift,RB,DET,0,0,0,0,0,12,27,0,5,5,24,0,1,3.1000000000000005,8.100000000000001,5.6000000000000005
124,Nelson Agholor,WR,NWE,0,0,0,0,0,0,0,0,3,6,60,0,0,6.0,9.0,7.5
125,Jared Goff,QB,DET,222,0,0,34,25,0,0,0,0,0,0,0,0,8.88,8.88,8.88
126,Mohamed Sanu,WR,SFO,0,0,0,0,0,0,0,0,3,4,59,0,0,5.9,8.9,7.4
127,Khalil Herbert,RB,CHI,0,0,0,0,0,23,72,0,2,2,-4,0,0,6.8,8.8,7.8
128,Godwin Igwebuike,RB,DET,0,0,0,0,0,3,18,0,3,3,40,0,0,5.8,8.8,7.3
129,Deonte Harris,WR,NOR,0,0,0,0,0,1,22,0,3,7,35,0,0,5.7,8.7,7.2
130,DeAndre Hopkins,WR,ARI,0,0,0,0,0,0,0,0,2,2,66,0,0,6.6000000000000005,8.600000000000001,7.6000000000000005
131,Christian Kirk,WR,ARI,0,0,0,0,0,0,0,0,4,6,46,0,0,4.6000000000000005,8.600000000000001,6.6000000000000005
132,Myles Gaskin,RB,MIA,0,0,0,0,0,12,36,0,3,4,19,0,0,5.5,8.5,7.0
133,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,5,8,35,0,0,3.5,8.5,6.0
134,Antonio Gibson,RB,WAS,0,0,0,0,0,8,34,0,3,3,20,0,0,5.4,8.4,6.9
135,Zach Ertz,TE,ARI,0,0,0,0,0,0,0,0,4,4,42,0,0,4.2,8.2,6.2
136,Travis Homer,RB,SEA,0,0,0,0,0,4,9,0,1,1,3,0,0,1.2000000000000002,2.2,1.7000000000000002
137,Matt Ryan,QB,ATL,146,1,2,27,20,2,3,0,0,0,0,0,0,6.14,6.14,6.14
138,Nick Chubb,RB,CLE,0,0,0,0,0,16,61,0,1,1,8,0,0,6.9,7.9,7.4
139,Justin Jackson,RB,LAC,0,0,0,0,0,3,79,0,0,0,0,0,0,7.9,7.9,7.9
140,Jerry Jeudy,WR,DEN,0,0,0,0,0,1,0,0,4,4,39,0,0,3.9000000000000004,7.9,5.9
141,Robert Tonyan,TE,GNB,0,0,0,0,0,0,0,0,3,4,49,0,0,4.9,7.9,6.4
142,Dalvin Cook,RB,MIN,0,0,0,0,0,18,78,0,0,2,0,0,0,7.800000000000001,7.800000000000001,7.800000000000001
143,AJ Dillon,RB,GNB,0,0,0,0,0,16,78,0,0,0,0,0,0,7.800000000000001,7.800000000000001,7.800000000000001
144,Sony Michel,RB,LAR,0,0,0,0,0,9,42,0,2,2,14,0,0,5.6000000000000005,7.6000000000000005,6.6000000000000005
145,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,0,0,0,3,5,46,0,0,4.6000000000000005,7.6000000000000005,6.1000000000000005
146,Kadarius Toney,WR,NYG,19,0,0,1,1,0,0,0,4,5,26,0,0,3.3600000000000003,7.36,5.36
147,Leonard Fournette,RB,TAM,0,0,0,1,0,8,26,0,3,5,17,0,0,4.300000000000001,7.300000000000001,5.800000000000001
148,C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,4,4,33,0,0,3.3000000000000003,7.300000000000001,5.300000000000001
149,Mark Ingram,RB,NOR,0,0,0,0,0,6,27,0,2,2,25,0,0,5.2,7.2,6.2
150,Alex Armah,FB,NOR,0,0,0,0,0,0,0,0,1,1,1,1,0,6.1,7.1,6.6
151,Juwann Winfree,WR,GNB,0,0,0,0,0,0,0,0,4,6,30,0,0,3.0,7.0,5.0
152,Zach Gentry,TE,PIT,0,0,0,0,0,0,0,0,3,5,39,0,0,3.9000000000000004,6.9,5.4
153,David Njoku,TE,CLE,0,0,0,0,0,0,0,0,3,3,39,0,0,3.9000000000000004,6.9,5.4
154,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,4,11,29,0,0,2.9000000000000004,6.9,4.9
155,Kendrick Bourne,WR,NWE,0,0,0,0,0,0,0,0,4,7,38,0,1,1.8000000000000003,5.800000000000001,3.8000000000000003
156,Derrick Henry,RB,TEN,0,0,0,0,0,28,68,0,0,0,0,0,0,6.800000000000001,6.800000000000001,6.800000000000001
157,Javonte Williams,RB,DEN,0,0,0,0,0,9,35,0,2,4,13,0,0,4.8,6.8,5.8
158,Austin Hooper,TE,CLE,0,0,0,0,0,0,0,0,4,6,26,0,0,2.6,6.6,4.6
159,Terry McLaurin,WR,WAS,0,0,0,0,0,1,12,0,3,7,23,0,0,3.5000000000000004,6.5,5.0
160,Sterling Shepard,WR,NYG,0,0,0,0,0,0,0,0,4,7,25,0,0,2.5,6.5,4.5
161,Nyheim Hines,RB,IND,0,0,0,0,0,1,2,0,4,5,22,0,0,2.4000000000000004,6.4,4.4
162,Albert Okwuegbunam,TE,DEN,0,0,0,0,0,0,0,0,3,3,34,0,0,3.4000000000000004,6.4,4.9
163,Jeremy McNichols,RB,TEN,0,0,0,0,0,0,0,0,3,3,33,0,0,3.3000000000000003,6.300000000000001,4.800000000000001
164,Marquez Callaway,WR,NOR,0,0,0,0,0,0,0,0,3,5,30,0,0,3.0,6.0,4.5
165,Garrett Griffin,TE,NOR,0,0,0,0,0,0,0,0,3,3,30,0,0,3.0,6.0,4.5
166,Ben Skowronek,WR,LAR,0,0,0,0,0,0,0,0,3,3,30,0,0,3.0,6.0,4.5
167,Darius Slay,CB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
168,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,2,4,40,0,0,4.0,6.0,5.0
169,Tommy Sweeney,TE,BUF,0,0,0,0,0,0,0,0,3,4,30,0,0,3.0,6.0,4.5
170,Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,4,6,27,0,1,0.7000000000000002,4.7,2.7
171,Keelan Cole,WR,NYJ,0,0,0,0,0,0,0,0,3,5,25,0,0,2.5,5.5,4.0
172,Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,3,3,25,0,0,2.5,5.5,4.0
173,Adam Humphries,WR,WAS,0,0,0,0,0,0,0,0,2,3,35,0,0,3.5,5.5,4.5
174,Cole Kmet,TE,CHI,0,0,0,0,0,0,0,0,3,6,24,0,0,2.4000000000000004,5.4,3.9000000000000004
175,Harrison Bryant,TE,CLE,0,0,0,0,0,0,0,0,2,2,33,0,0,3.3000000000000003,5.300000000000001,4.300000000000001
176,Jamycal Hasty,RB,SFO,0,0,0,0,0,3,4,0,2,2,29,0,0,3.3000000000000003,5.300000000000001,4.300000000000001
177,Marquise Goodwin,WR,CHI,0,0,0,0,0,0,0,0,2,3,32,0,0,3.2,5.2,4.2
178,Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,3,4,21,0,0,2.1,5.1,3.6
179,N'Keal Harry,WR,NWE,0,0,0,0,0,0,0,0,2,2,30,0,0,3.0,5.0,4.0
180,Denzel Mims,WR,NYJ,0,0,0,0,0,0,0,0,2,3,30,0,0,3.0,5.0,4.0
181,James Robinson,RB,JAX,0,0,0,0,0,4,22,0,1,2,17,0,0,3.9000000000000004,4.9,4.4
182,Tommy Tremble,TE,CAR,0,0,0,0,0,0,0,0,3,4,18,0,0,1.8,4.8,3.3
183,Kevin White,WR,NOR,0,0,0,0,0,0,0,0,1,1,38,0,0,3.8000000000000003,4.800000000000001,4.300000000000001
184,Rashard Higgins,WR,CLE,0,0,0,0,0,0,0,0,2,4,27,0,0,2.7,4.7,3.7
185,Jaret Patterson,RB,WAS,0,0,0,0,0,11,46,0,0,1,0,0,0,4.6000000000000005,4.6000000000000005,4.6000000000000005
186,Jared Cook,TE,LAC,0,0,0,0,0,0,0,0,2,5,25,0,0,2.5,4.5,3.5
187,Rondale Moore,WR,ARI,0,0,0,0,0,2,1,0,3,4,24,0,1,0.5000000000000004,3.5000000000000004,2.0000000000000004
188,Alex Collins,RB,SEA,0,0,0,0,0,10,44,0,0,0,0,0,0,4.4,4.4,4.4
189,Hunter Henry,TE,NWE,0,0,0,0,0,0,0,0,1,3,33,0,0,3.3000000000000003,4.300000000000001,3.8000000000000003
190,MyCole Pruitt,TE,TEN,0,0,0,0,0,0,0,0,2,2,22,0,0,2.2,4.2,3.2
191,Jaelon Darden,WR,TAM,0,0,0,0,0,0,0,0,3,3,11,0,0,1.1,4.1,2.6
192,Justin Jefferson,WR,MIN,0,0,0,1,0,0,0,0,2,4,21,0,0,2.1,4.1,3.1
193,Laviska Shenault Jr.,WR,JAX,0,0,0,0,0,1,8,0,2,4,13,0,0,2.1,4.1,3.1
194,Rhamondre Stevenson,RB,NWE,0,0,0,0,0,8,26,0,1,2,5,0,0,3.1,4.1,3.6
195,Josiah Deguara,TE,GNB,0,0,0,0,0,0,0,0,2,2,20,0,0,2.0,4.0,3.0
196,Scottie Phillips,RB,HOU,0,0,0,0,0,5,11,0,2,3,9,0,0,2.0,4.0,3.0
197,Devin Singletary,RB,BUF,0,0,0,0,0,7,28,0,1,1,1,0,0,2.9000000000000004,3.9000000000000004,3.4000000000000004
198,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,2,5,19,0,0,1.9000000000000001,3.9000000000000004,2.9000000000000004
199,Salvon Ahmed,RB,MIA,0,0,0,0,0,7,22,0,1,2,6,0,0,2.8000000000000003,3.8000000000000003,3.3000000000000003
200,Quez Watkins,WR,PHI,0,0,0,0,0,0,0,0,2,2,18,0,0,1.8,3.8,2.8
201,Tony Pollard,RB,DAL,0,0,0,0,0,7,26,0,1,1,1,0,0,2.7,3.7,3.2
202,T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,2,5,16,0,0,1.6,3.6,2.6
203,O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,2,3,16,0,0,1.6,3.6,2.6
204,Chris Moore,WR,HOU,0,0,0,0,0,0,0,0,2,2,16,0,0,1.6,3.6,2.6
205,Samaje Perine,RB,CIN,0,0,0,0,0,0,0,0,2,2,16,0,0,1.6,3.6,2.6
206,Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,2,4,15,0,0,1.5,3.5,2.5
207,Chris Conley,WR,HOU,0,0,0,0,0,0,0,0,1,2,24,0,0,2.4000000000000004,3.4000000000000004,2.9000000000000004
208,C.J. Ham,FB,MIN,0,0,0,0,0,1,0,0,3,3,3,0,0,0.30000000000000004,3.3,1.8
209,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,2,6,13,0,0,1.3,3.3,2.3
210,Jonnu Smith,TE,NWE,0,0,0,0,0,0,0,0,2,2,13,0,0,1.3,3.3,2.3
211,Dax Milne,WR,WAS,0,0,0,0,0,0,0,0,1,2,22,0,0,2.2,3.2,2.7
212,Ricky Seals-Jones,TE,WAS,0,0,0,0,0,0,0,0,2,4,12,0,0,1.2000000000000002,3.2,2.2
213,Equanimeous St. Brown,WR,GNB,0,0,0,0,0,0,0,0,2,3,12,0,0,1.2000000000000002,3.2,2.2
214,Jalen Reagor,WR,PHI,0,0,0,0,0,2,21,0,1,2,0,0,0,2.1,3.1,2.6
215,Dalton Schultz,TE,DAL,0,0,0,0,0,0,0,0,2,7,11,0,0,1.1,3.1,2.1
216,Collin Johnson,WR,NYG,0,0,0,0,0,0,0,0,2,2,10,0,0,1.0,3.0,2.0
217,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,2,3,10,0,0,1.0,3.0,2.0
218,Cam Sims,WR,WAS,0,0,0,0,0,0,0,0,1,2,20,0,0,2.0,3.0,2.5
219,Ronald Jones II,RB,TAM,0,0,0,0,0,3,13,0,1,1,6,0,0,1.9000000000000001,2.9000000000000004,2.4000000000000004
220,Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,2,4,8,0,0,0.8,2.8,1.8
221,Jalen Guyton,WR,LAC,0,0,0,0,0,0,0,0,1,2,18,0,0,1.8,2.8,2.3
222,Dare Ogunbowale,RB,JAX,0,0,0,0,0,2,9,0,1,1,9,0,0,1.8,2.8,2.3
223,Demarcus Robinson,WR,KAN,0,0,0,0,0,0,0,0,1,1,18,0,0,1.8,2.8,2.3
224,Amari Rodgers,WR,GNB,0,0,0,0,0,1,11,0,1,3,7,0,0,1.8000000000000003,2.8000000000000003,2.3000000000000003
225,Demetric Felton,RB,CLE,0,0,0,0,0,1,3,0,1,1,14,0,0,1.7000000000000002,2.7,2.2
226,Kenneth Gainwell,RB,PHI,0,0,0,0,0,13,27,0,0,0,0,0,0,2.7,2.7,2.7
227,Brandon Bolden,RB,NWE,0,0,0,0,0,4,26,0,0,0,0,0,0,2.6,2.6,2.6
228,Elijhaa Penny,RB,NYG,0,0,0,0,0,0,0,0,1,1,16,0,0,1.6,2.6,2.1
229,Royce Freeman,RB,CAR,0,0,0,0,0,6,25,0,0,1,0,0,0,2.5,2.5,2.5
230,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,1,3,15,0,0,1.5,2.5,2.0
231,Hayden Hurst,TE,ATL,0,0,0,0,0,0,0,0,2,3,4,0,0,0.4,2.4,1.4
232,Adam Trautman,TE,NOR,0,0,0,0,0,0,0,0,2,6,4,0,0,0.4,2.4,1.4
