,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
0,Patrick Mahomes,QB,KAN,406,5,0,50,35,0,0,0,0,0,0,0,0,36.24,36.24,36.24
1,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,8,13,162,1,0,22.2,30.2,26.2
2,Darrel Williams,RB,KAN,0,0,0,0,0,11,43,0,9,9,101,1,0,20.400000000000002,29.400000000000002,24.900000000000002
3,Rhamondre Stevenson,RB,NWE,0,0,0,0,0,20,100,2,4,5,14,0,0,23.4,27.4,25.4
4,Deebo Samuel,WR,SFO,0,0,0,0,0,5,36,1,5,5,97,1,0,25.3,30.3,27.8
5,CeeDee Lamb,WR,DAL,0,0,0,0,0,1,12,0,6,7,94,2,0,22.6,28.6,25.6
6,Jonathan Taylor,RB,IND,0,0,0,0,0,21,116,1,6,8,10,0,0,18.6,24.6,21.6
7,Tyreek Hill,WR,KAN,0,0,0,0,0,1,2,0,7,10,83,2,0,20.5,27.5,24.0
8,AJ Dillon,RB,GNB,0,0,0,0,0,21,66,2,2,2,62,0,0,24.8,26.8,25.8
9,Dak Prescott,QB,DAL,296,2,0,31,24,2,5,1,0,0,0,0,0,26.34,26.34,26.34
10,Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,11,13,122,0,0,12.200000000000001,23.200000000000003,17.700000000000003
11,Christian McCaffrey,RB,CAR,0,0,0,0,0,13,95,0,10,10,66,0,0,16.1,26.1,21.1
12,Justin Jefferson,WR,MIN,0,0,0,0,0,1,-4,0,9,11,143,0,0,13.9,22.9,18.4
13,Josh Allen,QB,BUF,366,2,1,28,21,2,3,0,0,0,0,0,0,20.94,20.94,20.94
14,Kendrick Bourne,WR,NWE,0,0,0,0,0,3,43,0,4,4,98,1,0,20.1,24.1,22.1
15,Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,8,10,119,0,0,11.9,19.9,15.9
16,D'Ernest Johnson,RB,CLE,0,0,0,0,0,19,99,0,7,8,58,0,0,15.700000000000001,22.700000000000003,19.200000000000003
17,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,4,6,66,2,0,18.6,22.6,20.6
18,Ezekiel Elliott,RB,DAL,4,0,0,1,1,14,41,2,3,3,15,0,1,15.760000000000002,18.76,17.26
19,Antonio Gibson,RB,WAS,0,0,0,0,0,24,64,2,2,2,14,0,0,19.799999999999997,21.799999999999997,20.799999999999997
20,Dalvin Cook,RB,MIN,0,0,0,0,0,24,94,1,3,5,24,0,0,17.8,20.8,19.3
21,Mark Ingram,RB,NOR,0,0,0,0,0,14,47,1,4,7,61,0,0,16.8,20.8,18.8
22,Najee Harris,RB,PIT,0,0,0,0,0,26,105,0,4,4,28,0,0,13.3,17.3,15.3
23,Mac Jones,QB,NWE,198,3,0,23,19,0,0,0,0,0,0,0,0,19.92,19.92,19.92
24,Trevor Siemian,QB,NOR,298,2,0,34,19,0,0,0,0,0,0,0,0,19.92,19.92,19.92
25,Hunter Henry,TE,NWE,0,0,0,0,0,0,0,0,4,4,37,2,0,15.7,19.7,17.7
26,Jalen Hurts,QB,PHI,178,2,1,23,16,13,55,0,0,0,0,0,0,18.62,18.62,18.62
27,D'Andre Swift,RB,DET,0,0,0,0,0,33,130,0,3,6,5,0,0,13.5,16.5,15.0
28,Derek Carr,QB,LVR,261,2,1,35,25,3,18,0,0,0,0,0,0,18.24,18.24,18.24
29,Matt Breida,RB,BUF,0,0,0,0,0,3,28,1,3,3,22,1,1,15.0,18.0,16.5
30,Ryan Tannehill,QB,TEN,213,1,0,27,19,5,1,1,0,0,0,0,0,18.619999999999997,18.619999999999997,18.619999999999997
31,Kirk Cousins,QB,MIN,294,2,0,37,25,4,-3,0,0,0,0,0,1,17.459999999999997,17.459999999999997,17.459999999999997
32,James Robinson,RB,JAX,0,0,0,0,0,12,57,1,4,5,27,0,0,14.399999999999999,18.4,16.4
33,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,6,8,63,1,0,12.3,18.3,15.3
34,Michael Carter,RB,NYJ,0,0,0,0,0,16,39,1,4,6,43,0,0,14.2,18.2,16.2
35,Marcus Johnson,WR,TEN,0,0,0,0,0,0,0,0,5,6,100,0,0,10.0,15.0,12.5
36,Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,8,11,98,0,0,9.8,17.8,13.8
37,Bryan Edwards,WR,LVR,0,0,0,0,0,0,0,0,3,4,88,1,0,14.8,17.8,16.3
38,Hunter Renfrow,WR,LVR,0,0,0,0,0,0,0,0,7,9,46,1,0,10.600000000000001,17.6,14.100000000000001
39,Leonard Fournette,RB,TAM,0,0,0,0,0,11,47,0,8,9,45,0,0,9.2,17.2,13.2
40,Gabriel Davis,WR,BUF,0,0,0,0,0,0,0,0,3,3,105,0,0,10.5,13.5,12.0
41,Lamar Jackson,QB,BAL,238,1,1,43,26,9,39,0,0,0,0,0,0,15.42,15.42,15.42
42,Mason Rudolph,QB,PIT,242,1,1,50,30,4,36,0,0,0,0,0,0,15.28,15.28,15.28
43,Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,3,5,11,2,0,13.1,16.1,14.6
44,George Kittle,TE,SFO,0,0,0,0,0,0,0,0,5,7,50,1,0,11.0,16.0,13.5
45,Tony Pollard,RB,DAL,0,0,0,0,0,11,42,0,6,7,56,0,0,9.8,15.8,12.8
46,Taylor Heinicke,QB,WAS,256,1,0,32,26,3,15,0,0,0,0,0,0,15.74,15.74,15.74
47,James Conner,RB,ARI,0,0,0,0,0,10,39,1,3,4,25,0,0,12.4,15.4,13.9
48,Jimmy Garoppolo,QB,SFO,182,2,0,19,15,2,1,0,0,0,0,0,0,15.38,15.38,15.38
49,Ray-Ray McCloud,WR,PIT,0,0,0,0,0,0,0,0,9,12,63,0,0,6.300000000000001,15.3,10.8
50,Tom Brady,QB,TAM,220,2,2,34,23,1,2,0,0,0,0,0,0,13.0,13.0,13.0
51,DeAndre Carter,WR,WAS,0,0,0,0,0,1,4,0,3,6,56,1,0,12.0,15.0,13.5
52,Austin Ekeler,RB,LAC,0,0,0,0,0,11,44,0,3,6,15,1,0,11.9,14.9,13.4
53,Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,4,4,49,1,0,10.9,14.9,12.9
54,Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,7,11,78,0,0,7.800000000000001,14.8,11.3
55,Byron Pringle,WR,KAN,0,0,0,0,0,0,0,0,4,5,46,1,0,10.600000000000001,14.600000000000001,12.600000000000001
56,Albert Wilson,WR,MIA,0,0,0,0,0,2,19,0,4,5,87,0,0,10.600000000000001,14.600000000000001,12.600000000000001
57,Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,4,7,44,1,0,10.4,14.4,12.4
58,Gerald Everett,TE,SEA,0,0,0,0,0,0,0,0,8,8,63,0,0,6.300000000000001,14.3,10.3
