,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
81,Geno Smith,QB,SEA,167,1,0,22,12,3,12,0,0,0,0,0,0,11.879999999999999,11.879999999999999,11.879999999999999
82,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,5,5,68,0,0,6.800000000000001,11.8,9.3
83,Mo Alie-Cox,TE,IND,0,0,0,0,0,0,0,0,3,3,25,1,0,8.5,11.5,10.0
84,Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,5,9,63,0,0,6.300000000000001,11.3,8.8
85,Melvin Gordon,RB,DEN,0,0,0,0,0,8,18,0,2,3,14,1,0,9.2,11.2,10.2
86,Ricky Seals-Jones,TE,WAS,0,0,0,0,0,0,0,0,6,7,51,0,0,5.1000000000000005,11.100000000000001,8.100000000000001
87,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,5,9,61,0,0,6.1000000000000005,11.100000000000001,8.600000000000001
88,Rashod Bateman,WR,BAL,0,0,0,0,0,0,0,0,3,6,80,0,0,8.0,11.0,9.5
89,T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,6,9,48,0,0,4.800000000000001,10.8,7.800000000000001
90,MyCole Pruitt,TE,TEN,0,0,0,0,0,0,0,0,2,3,27,1,0,8.7,10.7,9.7
91,Jalen Reagor,WR,PHI,0,0,0,0,0,1,0,0,2,2,25,1,0,8.5,10.5,9.5
92,Evan Engram,TE,NYG,0,0,0,0,0,0,0,0,6,8,44,0,0,4.4,10.4,7.4
93,Hunter Henry,TE,NWE,0,0,0,0,0,0,0,0,2,4,23,1,0,8.3,10.3,9.3
94,David Johnson,RB,HOU,0,0,0,0,0,7,25,0,5,6,27,0,0,5.2,10.2,7.7
95,Elijah Moore,WR,NYJ,0,0,0,0,0,1,19,1,1,6,13,0,0,9.200000000000001,10.200000000000001,9.700000000000001
96,Mike White,QB,NYJ,202,1,2,32,20,0,0,0,0,0,0,0,0,8.08,8.08,8.08
97,Chase Edmonds,RB,ARI,0,0,0,0,0,15,81,0,1,3,9,0,0,9.0,10.0,9.5
98,Boston Scott,RB,PHI,0,0,0,0,0,7,24,1,1,2,5,0,0,8.9,9.9,9.4
99,Patrick Mahomes,QB,KAN,206,0,1,35,20,6,35,0,0,0,0,0,1,7.74,7.74,7.74
100,A.J. Green,WR,ARI,0,0,0,0,0,0,0,0,3,3,66,0,0,6.6000000000000005,9.600000000000001,8.100000000000001
101,Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,5,8,46,0,0,4.6000000000000005,9.600000000000001,7.1000000000000005
102,Chuba Hubbard,RB,CAR,0,0,0,0,0,12,28,0,4,5,28,0,0,5.6000000000000005,9.600000000000001,7.6000000000000005
103,J.D. McKissic,RB,WAS,0,0,0,0,0,4,22,0,4,6,34,0,0,5.6000000000000005,9.600000000000001,7.6000000000000005
104,Darrell Henderson,RB,LAR,0,0,0,0,0,15,45,0,3,6,19,0,0,6.4,9.4,7.9
105,Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,5,7,44,0,0,4.4,9.4,6.9
106,Mack Hollins,WR,MIA,0,0,0,0,0,0,0,0,2,3,13,1,0,7.3,9.3,8.3
107,Cole Kmet,TE,CHI,0,0,0,0,0,0,0,0,5,6,43,0,0,4.3,9.3,6.8
108,Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,5,7,39,0,0,3.9000000000000004,8.9,6.4
109,Aaron Jones,RB,GNB,0,0,0,0,0,6,19,0,5,5,20,0,0,3.9000000000000004,8.9,6.4
110,Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,5,8,37,0,0,3.7,8.7,6.2
111,Freddie Swain,WR,SEA,0,0,0,0,0,1,8,0,4,6,39,0,0,4.7,8.7,6.7
112,Jimmy Garoppolo,QB,SFO,181,1,2,27,16,2,0,0,0,0,0,0,1,5.24,5.24,5.24
113,Isaiah Ford,WR,MIA,0,0,0,0,0,0,0,0,1,1,10,1,0,7.0,8.0,7.5
114,Darrel Williams,RB,KAN,0,0,0,0,0,5,20,0,3,4,30,0,0,5.0,8.0,6.5
115,Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,4,7,39,0,0,3.9000000000000004,7.9,5.9
116,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,3,7,48,0,0,4.800000000000001,7.800000000000001,6.300000000000001
117,Jonnu Smith,TE,NWE,0,0,0,0,0,1,5,0,2,5,52,0,0,5.7,7.7,6.7
118,Antonio Gibson,RB,WAS,0,0,0,0,0,14,51,0,2,2,5,0,0,5.6000000000000005,7.6000000000000005,6.6000000000000005
119,Johnny Stanton,FB,CLE,0,0,0,0,0,2,5,0,1,1,1,1,0,6.6,7.6,7.1
120,Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,4,6,34,0,0,3.4000000000000004,7.4,5.4
121,Salvon Ahmed,RB,MIA,0,0,0,0,0,7,26,0,2,2,26,0,0,5.2,7.2,6.2
122,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,5,7,21,0,0,2.1,7.1,4.6
123,Henry Ruggs III,WR,LVR,0,0,0,0,0,1,7,0,4,4,24,0,0,3.1000000000000005,7.1000000000000005,5.1000000000000005
124,Durham Smythe,TE,MIA,0,0,0,0,0,0,0,0,3,4,37,0,0,3.7,6.7,5.2
125,Adam Humphries,WR,WAS,0,0,0,0,0,0,0,0,3,4,36,0,0,3.6,6.6,5.1
126,Hayden Hurst,TE,ATL,0,0,0,0,0,0,0,0,3,4,35,0,0,3.5,6.5,5.0
127,Demetric Felton,RB,CLE,0,0,0,0,0,2,13,0,3,3,21,0,0,3.4000000000000004,6.4,4.9
128,Adam Shaheen,TE,MIA,0,0,0,0,0,0,0,0,4,5,23,0,0,2.3000000000000003,6.300000000000001,4.300000000000001
129,Marquez Callaway,WR,NOR,0,0,0,0,0,0,0,0,3,7,32,0,0,3.2,6.2,4.7
130,Justin Fields,QB,CHI,184,0,3,32,22,8,38,0,0,0,0,0,2,1.1600000000000001,1.1600000000000001,1.1600000000000001
131,Austin Hooper,TE,CLE,0,0,0,0,0,0,0,0,2,3,42,0,0,4.2,6.2,5.2
132,Marcedes Lewis,TE,GNB,0,0,0,0,0,0,0,0,3,3,31,0,0,3.1,6.1,4.6
133,Darnell Mooney,WR,CHI,0,0,0,0,0,0,0,0,2,5,39,0,0,3.9000000000000004,5.9,4.9
134,Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,4,5,28,0,1,0.8000000000000003,4.800000000000001,2.8000000000000003
135,Julio Jones,WR,TEN,0,0,0,0,0,0,0,0,2,4,38,0,0,3.8000000000000003,5.800000000000001,4.800000000000001
136,Mark Ingram,RB,HOU,0,0,0,0,0,6,9,0,3,3,18,0,0,2.7,5.7,4.2
137,Quez Watkins,WR,PHI,0,0,0,0,0,0,0,0,2,4,37,0,0,3.7,5.7,4.7
138,Jamaal Williams,RB,DET,0,0,0,0,0,12,57,0,0,0,0,0,0,5.7,5.7,5.7
139,Adam Trautman,TE,NOR,0,0,0,0,0,0,0,0,3,3,36,0,1,1.6,4.6,3.1
140,Jalen Richard,RB,LVR,0,0,0,0,0,4,8,0,3,4,17,0,0,2.5,5.5,4.0
141,Alex Collins,RB,SEA,0,0,0,0,0,16,35,0,1,1,9,0,0,4.4,5.4,4.9
142,Ty'Son Williams,RB,BAL,0,0,0,0,0,2,10,0,2,2,24,0,0,3.4000000000000004,5.4,4.4
143,Gerald Everett,TE,SEA,0,0,0,0,0,1,12,0,3,3,11,0,0,2.3000000000000003,5.300000000000001,3.8000000000000003
144,Ronald Jones II,RB,TAM,0,0,0,0,0,10,63,0,0,0,0,0,1,4.300000000000001,4.300000000000001,4.300000000000001
145,Zay Jones,WR,LVR,0,0,0,0,0,0,0,0,1,1,43,0,0,4.3,5.3,4.8
146,Josh Reynolds,WR,TEN,0,0,0,0,0,0,0,0,3,3,23,0,0,2.3000000000000003,5.300000000000001,3.8000000000000003
147,Randall Cobb,WR,GNB,0,0,0,0,0,0,0,0,3,4,22,0,0,2.2,5.2,3.7
148,Jakob Johnson,FB,NWE,0,0,0,0,0,0,0,0,2,2,32,0,0,3.2,5.2,4.2
149,Jesse James,TE,CHI,0,0,0,0,0,0,0,0,3,3,20,0,0,2.0,5.0,3.5
150,Charlie Woerner,TE,SFO,0,0,0,0,0,0,0,0,2,2,30,0,0,3.0,5.0,4.0
151,Josh Oliver,TE,BAL,0,0,0,0,0,0,0,0,2,5,29,0,0,2.9000000000000004,4.9,3.9000000000000004
152,Nico Collins,WR,HOU,0,0,0,0,0,0,0,0,2,5,28,0,0,2.8000000000000003,4.800000000000001,3.8000000000000003
153,Danny Amendola,WR,HOU,0,0,0,0,0,0,0,0,3,5,17,0,0,1.7000000000000002,4.7,3.2
154,Keith Kirkwood,WR,CAR,0,0,0,0,0,0,0,0,3,5,17,0,0,1.7000000000000002,4.7,3.2
155,John Ross,WR,NYG,0,0,0,0,0,0,0,0,2,2,27,0,0,2.7,4.7,3.7
156,Jamycal Hasty,RB,SFO,0,0,0,0,0,3,1,0,3,6,15,0,0,1.6,4.6,3.1
157,Robby Anderson,WR,CAR,0,0,0,0,0,0,0,0,3,9,14,0,0,1.4000000000000001,4.4,2.9000000000000004
158,Davis Mills,QB,HOU,135,0,0,32,23,0,0,0,0,0,0,0,1,3.4000000000000004,3.4000000000000004,3.4000000000000004
159,Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,3,6,14,0,0,1.4000000000000001,4.4,2.9000000000000004
160,Odell Beckham Jr.,WR,CLE,0,0,0,0,0,0,0,0,2,6,23,0,0,2.3000000000000003,4.300000000000001,3.3000000000000003
161,Pharaoh Brown,TE,HOU,0,0,0,0,0,0,0,0,3,3,11,0,0,1.1,4.1,2.6
162,DeAndre Carter,WR,WAS,0,0,0,0,0,1,27,0,1,1,4,0,0,3.1,4.1,3.6
163,Alec Ingold,FB,LVR,0,0,0,0,0,1,1,0,1,1,29,0,0,3.0000000000000004,4.0,3.5000000000000004
164,Anthony Schwartz,WR,CLE,0,0,0,0,0,1,-2,0,2,3,22,0,0,2.0,4.0,3.0
165,Darrynton Evans,RB,TEN,0,0,0,0,0,2,7,0,2,2,11,0,0,1.8000000000000003,3.8000000000000003,2.8000000000000003
166,N'Keal Harry,WR,NWE,0,0,0,0,0,0,0,0,1,2,28,0,0,2.8000000000000003,3.8000000000000003,3.3000000000000003
167,David Njoku,TE,CLE,0,0,0,0,0,0,0,0,2,2,18,0,0,1.8,3.8,2.8
168,Tajae Sharpe,WR,ATL,0,0,0,0,0,0,0,0,2,2,18,0,0,1.8,3.8,2.8
169,Chad Henne,QB,KAN,82,0,0,16,11,1,4,0,0,0,0,0,0,3.68,3.68,3.68
170,Jerick McKinnon,RB,KAN,0,0,0,0,0,0,0,0,2,4,17,0,0,1.7000000000000002,3.7,2.7
171,Rondale Moore,WR,ARI,0,0,0,0,0,0,0,0,2,3,17,0,0,1.7000000000000002,3.7,2.7
172,Miles Sanders,RB,PHI,0,0,0,0,0,6,30,0,1,1,-3,0,0,2.7,3.7,3.2
173,Marquise Goodwin,WR,CHI,0,0,0,0,0,0,0,0,2,4,16,0,0,1.6,3.6,2.6
174,Tyler Johnson,WR,TAM,0,0,0,0,0,0,0,0,2,2,16,0,0,1.6,3.6,2.6
175,Dax Milne,WR,WAS,0,0,0,0,0,0,0,0,2,4,16,0,0,1.6,3.6,2.6
176,Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,2,5,16,0,0,1.6,3.6,2.6
177,Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,2,4,16,0,0,1.6,3.6,2.6
178,Sam Darnold,QB,CAR,112,0,1,25,16,0,0,0,0,0,0,0,0,2.4800000000000004,2.4800000000000004,2.4800000000000004
179,Kendall Hinton,WR,DEN,0,0,0,0,0,0,0,0,2,2,15,0,0,1.5,3.5,2.5
180,Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,2,2,13,0,0,1.3,3.3,2.3
181,Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,2,3,12,0,0,1.2000000000000002,3.2,2.2
182,Gunner Olszewski,WR,NWE,0,0,0,0,0,0,0,0,1,1,22,0,0,2.2,3.2,2.7
183,Tommy Tremble,TE,CAR,0,0,0,0,0,0,0,0,2,2,12,0,0,1.2000000000000002,3.2,2.2
184,Royce Freeman,RB,CAR,0,0,0,0,0,3,18,0,1,2,1,0,0,1.9000000000000001,2.9000000000000004,2.4000000000000004
185,Brian Hoyer,QB,NWE,79,0,0,4,3,3,-3,0,0,0,0,0,0,2.8600000000000003,2.8600000000000003,2.8600000000000003
186,C.J. Moore,S,DET,0,0,0,0,0,1,28,0,0,0,0,0,0,2.8000000000000003,2.8000000000000003,2.8000000000000003
187,Kyle Rudolph,TE,NYG,0,0,0,0,0,0,0,0,2,2,8,0,0,0.8,2.8,1.8
188,Bobby Price,S,DET,0,0,0,0,0,0,0,0,1,1,17,0,0,1.7000000000000002,2.7,2.2
189,Ke'Shawn Vaughn,RB,TAM,0,0,0,0,0,5,27,0,0,0,0,0,0,2.7,2.7,2.7
190,Mohamed Sanu,WR,SFO,0,0,0,0,0,0,0,0,1,1,16,0,0,1.6,2.6,2.1
191,P.J. Walker,QB,CAR,33,0,0,14,3,1,13,0,0,0,0,0,0,2.62,2.62,2.62
192,Giovani Bernard,RB,TAM,0,0,0,0,0,0,0,0,2,3,5,0,0,0.5,2.5,1.5
193,Harrison Bryant,TE,CLE,0,0,0,0,0,0,0,0,1,2,15,0,0,1.5,2.5,2.0
194,Ryan Griffin,TE,NYJ,0,0,0,0,0,0,0,0,1,2,15,0,0,1.5,2.5,2.0
195,Elijhaa Penny,RB,NYG,0,0,0,0,0,9,24,0,0,0,0,0,0,2.4000000000000004,2.4000000000000004,2.4000000000000004
196,Olamide Zaccheaus,WR,ATL,0,0,0,0,0,0,0,0,1,1,13,0,0,1.3,2.3,1.8
197,Nyheim Hines,RB,IND,0,0,0,0,0,8,14,0,1,3,-2,0,0,1.2000000000000002,2.2,1.7000000000000002
198,Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,1,3,11,0,0,1.1,2.1,1.6
199,Damiere Byrd,WR,CHI,0,0,0,0,0,0,0,0,1,1,10,0,0,1.0,2.0,1.5
200,Ashton Dulin,WR,IND,0,0,0,0,0,0,0,0,2,4,0,0,0,0.0,2.0,1.0
201,Jeremy McNichols,RB,TEN,0,0,0,0,0,0,0,0,1,1,10,0,0,1.0,2.0,1.5
202,Zach Wilson,QB,NYJ,51,0,0,10,6,0,0,0,0,0,0,0,0,2.04,2.04,2.04
203,Brandon Aiyuk,WR,SFO,0,0,0,0,0,1,3,0,1,1,6,0,0,0.9000000000000001,1.9000000000000001,1.4000000000000001
204,Malcolm Brown,RB,MIA,0,0,0,0,0,3,10,0,1,1,-1,0,0,0.9,1.9,1.4
205,Devin Duvernay,WR,BAL,0,0,0,0,0,1,-2,0,1,1,11,0,0,0.9000000000000001,1.9000000000000001,1.4000000000000001
206,Anthony Firkser,TE,TEN,0,0,0,0,0,0,0,0,1,1,9,0,0,0.9,1.9,1.4
207,O.J. Howard,TE,TAM,0,0,0,0,0,0,0,0,1,3,9,0,0,0.9,1.9,1.4
208,Trent Sherfield,WR,SFO,0,0,0,0,0,0,0,0,1,2,9,0,0,0.9,1.9,1.4
209,Juwan Johnson,TE,NOR,0,0,0,0,0,0,0,0,1,1,8,0,0,0.8,1.8,1.3
210,Marcus Kemp,WR,KAN,0,0,0,0,0,0,0,0,1,1,8,0,0,0.8,1.8,1.3
211,Geoff Swaim,TE,TEN,0,0,0,0,0,0,0,0,1,1,8,0,0,0.8,1.8,1.3
212,Damien Williams,RB,CHI,0,0,0,0,0,3,5,0,1,1,3,0,0,0.8,1.8,1.3
213,Derrick Gore,RB,KAN,0,0,0,0,0,0,0,0,1,1,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
214,Collin Johnson,WR,NYG,0,0,0,0,0,0,0,0,1,2,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
215,Demarcus Robinson,WR,KAN,0,0,0,0,0,0,0,0,1,4,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
216,Lee Smith,TE,ATL,0,0,0,0,0,0,0,0,1,2,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
217,Keelan Cole,WR,NYJ,0,0,0,0,0,0,0,0,1,2,6,0,0,0.6000000000000001,1.6,1.1
218,Darren Fells,TE,DET,0,0,0,0,0,0,0,0,1,1,6,0,0,0.6000000000000001,1.6,1.1
219,Tyler Huntley,QB,BAL,39,0,0,11,5,0,0,0,0,0,0,0,0,1.56,1.56,1.56
220,Denzel Mims,WR,NYJ,0,0,0,0,0,0,0,0,1,2,6,0,0,0.6000000000000001,1.6,1.1
221,Keith Smith,FB,ATL,0,0,0,0,0,0,0,0,1,1,6,0,0,0.6000000000000001,1.6,1.1
222,Keke Coutee,WR,IND,0,0,0,0,0,0,0,0,1,1,5,0,0,0.5,1.5,1.0
223,Ross Dwelley,TE,SFO,0,0,0,0,0,0,0,0,1,2,5,0,0,0.5,1.5,1.0
224,Preston Williams,WR,MIA,0,0,0,0,0,0,0,0,1,4,5,0,0,0.5,1.5,1.0
225,Le'Veon Bell,RB,BAL,0,0,0,0,0,5,5,0,1,2,-1,0,0,0.4,1.4,0.9
226,Noah Gray,TE,KAN,0,0,0,0,0,0,0,0,1,1,4,0,0,0.4,1.4,0.9
227,Travis Homer,RB,SEA,0,0,0,0,0,1,14,0,0,0,0,0,0,1.4000000000000001,1.4000000000000001,1.4000000000000001
228,Ryan Nall,RB,CHI,0,0,0,0,0,0,0,0,1,1,4,0,0,0.4,1.4,0.9
229,Devine Ozigbo,RB,NOR,0,0,0,0,0,1,-3,0,1,1,7,0,0,0.4,1.4,0.9
230,KhaDarel Hodge,WR,DET,0,0,0,0,0,0,0,0,1,1,3,0,0,0.30000000000000004,1.3,0.8
