,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
0,Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,13,17,139,2,0,25.9,38.9,32.4
1,Tyreek Hill,WR,KAN,0,0,0,0,0,1,4,0,11,15,197,1,0,26.1,37.1,31.6
2,Patrick Mahomes,QB,KAN,337,3,0,36,27,5,18,1,0,0,0,0,0,33.28,33.28,33.28
3,Deebo Samuel,WR,SFO,0,0,0,0,0,0,0,0,9,12,189,1,1,22.900000000000002,31.900000000000002,27.400000000000002
4,Kyler Murray,QB,ARI,289,4,1,32,21,5,20,1,0,0,0,0,0,33.56,33.56,33.56
5,Jared Goff,QB,DET,338,3,1,57,38,3,14,0,0,0,0,0,0,24.919999999999998,24.919999999999998,24.919999999999998
6,Tom Brady,QB,TAM,379,4,2,50,32,0,0,0,0,0,0,0,0,27.16,27.16,27.16
7,Dak Prescott,QB,DAL,403,3,1,58,42,4,13,0,0,0,0,0,0,27.42,27.42,27.42
8,Adam Thielen,WR,MIN,0,0,0,0,0,0,0,0,9,10,92,2,0,21.200000000000003,30.200000000000003,25.700000000000003
9,Jameis Winston,QB,NOR,148,5,0,20,14,6,37,0,0,0,0,0,0,29.62,29.62,29.62
10,Darren Waller,TE,LVR,0,0,0,0,0,0,0,0,10,19,105,1,0,16.5,26.5,21.5
11,Rob Gronkowski,TE,TAM,0,0,0,0,0,0,0,0,8,8,90,2,0,21.0,29.0,25.0
12,Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,4,5,100,2,0,22.0,26.0,24.0
13,Jalen Hurts,QB,PHI,264,3,0,35,27,7,62,0,0,0,0,0,0,28.76,28.76,28.76
14,Derek Carr,QB,LVR,435,2,1,56,34,4,6,0,0,0,0,0,0,24.000000000000004,24.000000000000004,24.000000000000004
15,Joe Mixon,RB,CIN,0,0,0,0,0,29,127,1,4,4,23,0,0,21.000000000000004,25.000000000000004,23.000000000000004
16,Christian McCaffrey,RB,CAR,0,0,0,0,0,21,98,0,9,9,89,0,0,18.700000000000003,27.700000000000003,23.200000000000003
17,Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,9,13,105,1,1,14.5,23.5,19.0
18,Sterling Shepard,WR,NYG,0,0,0,0,0,0,0,0,7,9,113,1,0,17.3,24.3,20.8
19,Matthew Stafford,QB,LAR,321,3,0,26,20,5,-5,0,0,0,0,0,0,24.34,24.34,24.34
20,Russell Wilson,QB,SEA,254,4,0,23,18,5,9,0,0,0,0,0,0,27.06,27.06,27.06
21,Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,7,10,108,1,0,16.8,23.8,20.3
22,Antonio Brown,WR,TAM,0,0,0,0,0,1,6,0,5,7,121,1,0,18.700000000000003,23.700000000000003,21.200000000000003
23,Corey Davis,WR,NYJ,0,0,0,0,0,0,0,0,5,7,97,2,0,21.700000000000003,26.700000000000003,24.200000000000003
24,CeeDee Lamb,WR,DAL,0,0,0,0,0,0,0,0,7,15,104,1,0,16.4,23.4,19.9
25,DeAndre Hopkins,WR,ARI,0,0,0,0,0,0,0,0,6,8,83,2,0,20.3,26.3,23.3
26,T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,8,11,97,1,0,15.700000000000001,23.700000000000003,19.700000000000003
27,Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,6,7,76,2,0,19.6,25.6,22.6
28,Trevor Lawrence,QB,JAX,332,3,3,51,28,1,-2,0,0,0,0,0,0,19.080000000000002,19.080000000000002,19.080000000000002
29,Kirk Cousins,QB,MIN,351,2,0,49,36,0,0,0,0,0,0,0,0,22.04,22.04,22.04
30,Jamaal Williams,RB,DET,0,0,0,0,0,9,54,1,8,9,56,0,0,17.0,25.0,21.0
31,D'Andre Swift,RB,DET,0,0,0,0,0,11,39,0,8,11,65,1,0,16.4,24.4,20.4
32,Christian Kirk,WR,ARI,0,0,0,0,0,0,0,0,5,5,70,2,0,19.0,24.0,21.5
33,Ja'Marr Chase,WR,CIN,0,0,0,0,0,1,-2,0,5,7,101,1,0,15.900000000000002,20.900000000000002,18.400000000000002
34,Melvin Gordon,RB,DEN,0,0,0,0,0,11,101,1,3,3,17,0,0,17.8,20.8,19.3
35,Tyrod Taylor,QB,HOU,291,2,0,33,21,4,40,0,0,0,0,0,0,23.64,23.64,23.64
36,Nick Chubb,RB,CLE,0,0,0,0,0,15,83,2,2,2,18,0,1,20.1,22.1,21.1
37,Daniel Jones,QB,NYG,267,1,0,37,22,6,27,1,0,0,0,0,1,21.38,21.38,21.38
38,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,8,12,82,1,0,14.200000000000001,22.200000000000003,18.200000000000003
39,Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,9,13,100,0,0,10.0,19.0,14.5
40,David Montgomery,RB,CHI,0,0,0,0,0,16,108,1,1,1,10,0,0,17.8,18.8,18.3
41,Dalvin Cook,RB,MIN,0,0,0,0,0,20,61,1,6,7,43,0,1,14.400000000000002,20.400000000000002,17.400000000000002
42,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,5,7,132,0,0,13.200000000000001,18.200000000000003,15.700000000000001
43,Teddy Bridgewater,QB,DEN,264,2,0,36,28,3,19,0,0,0,0,0,0,20.46,20.46,20.46
44,Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,4,5,43,2,0,16.3,20.3,18.3
45,Sam Darnold,QB,CAR,279,1,0,35,24,5,-1,1,0,0,0,0,1,19.060000000000002,19.060000000000002,19.060000000000002
46,Lamar Jackson,QB,BAL,235,1,0,30,19,12,86,0,0,0,0,0,2,18.0,18.0,18.0
47,Marquise Brown,WR,BAL,0,0,0,0,0,1,5,0,6,6,69,1,0,13.4,19.4,16.4
48,Jarvis Landry,WR,CLE,0,0,0,0,0,2,13,1,5,5,71,0,0,14.4,19.4,16.9
49,Elijah Mitchell,RB,SFO,0,0,0,0,0,19,104,1,0,0,0,0,0,16.4,16.4,16.4
50,Carson Wentz,QB,IND,251,2,0,38,25,4,23,0,0,0,0,0,1,18.34,18.34,18.34
51,Zach Wilson,QB,NYJ,258,2,1,37,20,0,0,0,0,0,0,0,0,16.32,16.32,16.32
52,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,6,8,71,1,0,13.100000000000001,19.1,16.1
53,Jimmy Garoppolo,QB,SFO,314,1,0,25,17,3,2,0,0,0,0,0,1,14.760000000000002,14.760000000000002,14.760000000000002
54,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,5,9,77,1,0,13.7,18.7,16.2
55,Joe Burrow,QB,CIN,261,2,0,27,20,1,2,0,0,0,0,0,0,18.639999999999997,18.639999999999997,18.639999999999997
56,Justin Herbert,QB,LAC,337,1,1,47,31,4,-1,0,0,0,0,0,1,13.38,13.38,13.38
57,Ty'Son Williams,RB,BAL,0,0,0,0,0,9,65,1,3,4,29,0,0,15.4,18.4,16.9
58,Nelson Agholor,WR,NWE,0,0,0,0,0,0,0,0,5,7,72,1,0,13.2,18.2,15.7
59,Josh Allen,QB,BUF,270,1,0,51,30,9,44,0,0,0,0,0,1,17.200000000000003,17.200000000000003,17.200000000000003
60,Alvin Kamara,RB,NOR,0,0,0,0,0,20,83,0,3,4,8,1,0,15.100000000000001,18.1,16.6
61,DJ Chark,WR,JAX,0,0,0,0,0,0,0,0,3,12,86,1,0,14.6,17.6,16.1
62,Jonathan Taylor,RB,IND,0,0,0,0,0,17,56,0,6,7,60,0,0,11.600000000000001,17.6,14.600000000000001
63,Miles Sanders,RB,PHI,0,0,0,0,0,15,74,0,4,5,39,0,0,11.3,15.3,13.3
64,Tua Tagovailoa,QB,MIA,202,1,1,27,16,4,1,1,0,0,0,0,0,16.18,16.18,16.18
65,Ryan Tannehill,QB,TEN,212,1,1,35,21,2,17,1,0,0,0,0,2,14.18,14.18,14.18
66,Kareem Hunt,RB,CLE,0,0,0,0,0,6,33,1,3,3,28,0,0,12.100000000000001,15.100000000000001,13.600000000000001
67,Juwan Johnson,TE,NOR,0,0,0,0,0,0,0,0,3,3,21,2,0,14.1,17.1,15.6
68,Josh Jacobs,RB,LVR,0,0,0,0,0,10,34,2,1,2,6,0,0,16.0,17.0,16.5
69,Jalen Reagor,WR,PHI,0,0,0,0,0,0,0,0,6,6,49,1,0,10.9,16.9,13.9
70,Baker Mayfield,QB,CLE,321,0,1,28,21,1,7,0,0,0,11,0,0,12.639999999999999,12.639999999999999,12.639999999999999
71,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,4,5,61,1,0,12.100000000000001,16.1,14.100000000000001
72,Van Jefferson,WR,LAR,0,0,0,0,0,0,0,0,2,3,80,1,0,14.0,16.0,15.0
73,D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,4,5,60,1,0,12.0,16.0,14.0
74,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,9,13,69,0,0,6.9,15.9,11.4
75,Tee Higgins,WR,CIN,0,0,0,0,0,0,0,0,4,5,58,1,0,11.8,15.8,13.8
76,Damien Harris,RB,NWE,0,0,0,0,0,23,100,0,2,3,17,0,1,9.7,11.7,10.7
77,Darrell Henderson,RB,LAR,0,0,0,0,0,16,70,1,1,1,17,0,0,14.7,15.7,15.2
78,D.J. Moore,WR,CAR,0,0,0,0,0,1,14,0,6,8,80,0,0,9.4,15.4,12.4
79,Deonte Harris,WR,NOR,0,0,0,0,0,0,0,0,2,2,72,1,0,13.2,15.2,14.2
80,Mac Jones,QB,NWE,281,1,0,39,29,0,0,0,0,0,0,0,0,15.24,15.24,15.24
81,A.J. Brown,WR,TEN,0,0,0,0,0,0,0,0,4,8,49,1,0,10.9,14.9,12.9
82,Chase Edmonds,RB,ARI,0,0,0,0,0,12,63,0,4,4,43,0,0,10.600000000000001,14.600000000000001,12.600000000000001
83,Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,5,10,36,1,0,9.6,14.6,12.1
84,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,7,9,76,0,0,7.6000000000000005,14.600000000000001,11.100000000000001
85,Mark Ingram,RB,HOU,0,0,0,0,0,26,85,1,0,1,0,0,0,14.5,14.5,14.5
86,Danny Amendola,WR,HOU,0,0,0,0,0,0,0,0,5,5,34,1,0,9.4,14.4,11.9
87,Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,4,5,42,1,0,10.2,14.2,12.2
88,Nyheim Hines,RB,IND,0,0,0,0,0,9,34,0,6,8,48,0,0,8.200000000000001,14.200000000000001,11.200000000000001
89,Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,8,13,60,0,0,6.0,14.0,10.0
90,Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,4,4,39,1,0,9.9,13.9,11.9
91,Chris Carson,RB,SEA,0,0,0,0,0,16,91,0,3,3,26,0,1,9.7,12.7,11.2
92,Sammy Watkins,WR,BAL,0,0,0,0,0,0,0,0,4,8,96,0,0,9.600000000000001,13.600000000000001,11.600000000000001
93,Jerry Jeudy,WR,DEN,0,0,0,0,0,0,0,0,6,7,72,0,0,7.2,13.2,10.2
94,Hunter Renfrow,WR,LVR,0,0,0,0,0,0,0,0,6,9,70,0,0,7.0,13.0,10.0
95,Laviska Shenault Jr.,WR,JAX,0,0,0,0,0,1,9,0,7,10,50,0,0,5.9,12.9,9.4
96,Antonio Gibson,RB,WAS,0,0,0,0,0,20,90,0,3,5,18,0,1,8.8,11.8,10.3
97,Robby Anderson,WR,CAR,0,0,0,0,0,0,0,0,1,3,57,1,0,11.7,12.7,12.2
98,Myles Gaskin,RB,MIA,0,0,0,0,0,9,49,0,5,5,27,0,0,7.6000000000000005,12.600000000000001,10.100000000000001
99,Zay Jones,WR,LVR,0,0,0,0,0,0,0,0,2,2,46,1,0,10.600000000000001,12.600000000000001,11.600000000000001
100,Justin Jefferson,WR,MIN,11,0,0,1,1,0,0,0,5,9,71,0,0,7.540000000000001,12.540000000000001,10.040000000000001
101,Robert Woods,WR,LAR,0,0,0,0,0,1,7,0,3,4,27,1,0,9.4,12.4,10.9
102,Kenneth Gainwell,RB,PHI,0,0,0,0,0,9,37,1,2,3,6,0,0,10.299999999999999,12.299999999999999,11.299999999999999
103,Quintez Cephus,WR,DET,0,0,0,0,0,0,0,0,3,6,12,1,0,7.2,10.2,8.7
104,Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,6,8,62,0,0,6.2,12.2,9.2
