,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
0,CeeDee Lamb,WR,DAL,0,0,0,0,0,1,2,0,9,11,149,2,0,27.1,36.1,31.6
1,Derrick Henry,RB,TEN,0,0,0,0,0,20,143,3,2,3,13,0,0,33.599999999999994,35.599999999999994,34.599999999999994
2,Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,9,12,130,2,0,25.0,34.0,29.5
3,Adam Thielen,WR,MIN,0,0,0,0,0,1,2,0,11,13,126,1,0,18.8,29.8,24.3
4,Josh Allen,QB,BUF,353,3,1,47,35,9,26,0,0,0,0,0,0,26.720000000000002,26.720000000000002,26.720000000000002
5,Dak Prescott,QB,DAL,445,3,1,51,36,3,10,0,0,0,0,0,1,26.8,26.8,26.8
6,Jonathan Taylor,RB,IND,0,0,0,0,0,14,145,2,1,2,13,0,0,27.8,28.8,28.3
7,Kirk Cousins,QB,MIN,373,3,0,48,33,2,16,0,0,0,0,0,0,28.520000000000003,28.520000000000003,28.520000000000003
8,Leonard Fournette,RB,TAM,0,0,0,0,0,22,81,2,6,6,46,0,0,24.700000000000003,30.700000000000003,27.700000000000003
9,Donovan Peoples-Jones,WR,CLE,0,0,0,0,0,0,0,0,4,5,101,2,0,22.1,26.1,24.1
10,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,10,13,70,2,0,19.0,29.0,24.0
11,Patrick Mahomes,QB,KAN,397,2,2,47,32,3,31,0,0,0,0,0,0,22.980000000000004,22.980000000000004,22.980000000000004
12,Joe Mixon,RB,CIN,0,0,0,0,0,18,94,0,5,6,59,1,0,21.3,26.3,23.8
13,Matthew Stafford,QB,LAR,251,4,1,28,22,2,12,0,0,0,0,0,0,25.24,25.24,25.24
14,Jalen Hurts,QB,PHI,115,1,1,26,12,10,44,2,0,0,0,0,0,23.0,23.0,23.0
15,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,7,10,100,1,0,16.0,23.0,19.5
16,Kyler Murray,QB,ARI,229,4,0,30,20,7,6,0,0,0,0,0,0,25.76,25.76,25.76
17,Tua Tagovailoa,QB,MIA,329,2,1,47,33,3,22,0,0,0,0,0,0,21.36,21.36,21.36
18,Teddy Bridgewater,QB,DEN,334,3,3,49,35,2,9,0,0,0,0,0,1,18.259999999999998,18.259999999999998,18.259999999999998
19,Dalvin Cook,RB,MIN,0,0,0,0,0,29,140,1,2,2,3,0,0,20.3,22.3,21.3
20,Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,9,11,97,1,0,15.700000000000001,24.700000000000003,20.200000000000003
21,Najee Harris,RB,PIT,0,0,0,0,0,24,81,0,6,7,46,1,0,18.7,24.7,21.7
22,Darrell Henderson,RB,LAR,0,0,0,0,0,21,78,1,2,3,29,1,0,22.700000000000003,24.700000000000003,23.700000000000003
23,Derek Carr,QB,LVR,341,2,0,27,18,2,-1,0,0,0,0,0,0,21.54,21.54,21.54
24,Antonio Brown,WR,TAM,0,0,0,0,0,0,0,0,9,13,93,1,0,15.3,24.3,19.8
25,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,9,11,89,1,0,14.9,23.9,19.4
26,Darrel Williams,RB,KAN,0,0,0,0,0,21,62,2,3,4,27,0,0,20.9,23.9,22.4
27,Joe Burrow,QB,CIN,271,3,1,29,19,5,20,0,0,0,0,0,0,22.84,22.84,22.84
28,Aaron Rodgers,QB,GNB,195,2,0,23,17,7,19,1,0,0,0,0,0,23.7,23.7,23.7
29,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,8,14,94,1,0,15.4,23.4,19.4
30,Tyreek Hill,WR,KAN,0,0,0,0,0,0,0,0,9,12,76,1,0,13.600000000000001,22.6,18.1
31,Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,8,9,115,0,0,11.5,19.5,15.5
32,Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,7,9,88,1,0,14.8,21.8,18.3
33,Kenyan Drake,RB,LVR,0,0,0,0,0,4,34,1,2,2,39,1,0,19.3,21.3,20.3
34,Aaron Jones,RB,GNB,0,0,0,0,0,13,76,0,4,4,34,1,0,17.0,21.0,19.0
35,Damien Harris,RB,NWE,0,0,0,0,0,18,101,1,1,1,7,0,0,16.8,17.8,17.3
36,DeAndre Hopkins,WR,ARI,0,0,0,0,0,0,0,0,3,4,55,2,0,17.5,20.5,19.0
37,Trevor Lawrence,QB,JAX,319,1,0,41,25,2,11,0,0,0,0,0,1,15.86,15.86,15.86
38,Alex Collins,RB,SEA,0,0,0,0,0,20,101,1,1,1,-3,0,0,15.8,16.8,16.3
39,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,6,7,78,1,0,13.8,19.8,16.8
40,Khalil Herbert,RB,CHI,0,0,0,0,0,19,97,1,2,3,15,0,0,17.200000000000003,19.200000000000003,18.200000000000003
41,James Robinson,RB,JAX,0,0,0,0,0,17,73,1,3,4,28,0,0,16.1,19.1,17.6
42,Tom Brady,QB,TAM,297,2,1,42,34,4,1,0,0,0,0,0,0,17.980000000000004,17.980000000000004,17.980000000000004
43,J.D. McKissic,RB,WAS,0,0,0,0,0,8,45,0,8,10,65,0,0,11.0,19.0,15.0
44,Ezekiel Elliott,RB,DAL,0,0,0,0,0,17,69,0,7,9,50,0,0,11.9,18.9,15.4
45,A.J. Green,WR,ARI,0,0,0,0,0,0,0,0,5,6,79,1,0,13.9,18.9,16.4
46,Henry Ruggs III,WR,LVR,0,0,0,0,0,0,0,0,3,4,97,1,0,15.700000000000001,18.700000000000003,17.200000000000003
47,Diontae Johnson,WR,PIT,0,0,0,0,0,1,25,0,9,13,71,0,0,9.600000000000001,18.6,14.100000000000001
48,Christian Kirk,WR,ARI,0,0,0,0,0,0,0,0,5,8,75,1,0,13.5,18.5,16.0
49,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,9,13,89,0,0,8.9,17.9,13.4
