,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
0,Jonathan Taylor,RB,IND,0,0,0,0,0,32,185,4,3,3,19,1,0,50.4,53.4,51.9
1,Austin Ekeler,RB,LAC,0,0,0,0,0,11,50,2,6,7,65,2,0,35.5,41.5,38.5
2,Justin Jefferson,WR,MIN,0,0,0,0,0,1,3,0,8,10,169,2,0,29.200000000000003,37.2,33.2
3,Justin Herbert,QB,LAC,382,3,1,41,30,9,90,0,0,0,0,0,0,34.28,34.28,34.28
4,Aaron Rodgers,QB,GNB,385,4,0,33,23,2,21,0,0,0,0,0,0,33.5,33.5,33.5
5,Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,7,8,115,2,0,23.5,30.5,27.0
6,Elijah Moore,WR,NYJ,0,0,0,0,0,1,15,0,8,11,141,1,0,21.6,29.6,25.6
7,Jalen Hurts,QB,PHI,147,0,0,24,13,18,69,3,0,0,0,0,0,30.78,30.78,30.78
8,Zach Ertz,TE,ARI,0,0,0,0,0,0,0,0,8,9,88,2,0,20.8,28.8,24.8
9,Kirk Cousins,QB,MIN,341,3,0,35,24,2,-4,0,0,0,0,0,0,25.240000000000002,25.240000000000002,25.240000000000002
10,Joe Mixon,RB,CIN,0,0,0,0,0,30,123,2,0,0,0,0,0,24.3,24.3,24.3
11,Cam Newton,QB,CAR,189,2,0,27,21,10,46,1,0,0,0,0,0,26.16,26.16,26.16
12,Trevor Siemian,QB,NOR,214,3,2,40,22,2,16,1,0,0,0,0,0,24.160000000000004,24.160000000000004,24.160000000000004
13,Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,7,13,101,1,0,16.1,23.1,19.6
14,Darnell Mooney,WR,CHI,0,0,0,0,0,0,0,0,5,16,121,1,0,18.1,23.1,20.6
15,Colt McCoy,QB,ARI,328,2,0,44,35,6,18,0,0,0,0,0,0,22.92,22.92,22.92
16,D'Andre Swift,RB,DET,0,0,0,0,0,14,136,1,3,4,0,0,0,19.6,22.6,21.1
17,Nick Chubb,RB,CLE,0,0,0,0,0,22,130,0,2,2,14,1,0,20.4,22.4,21.4
18,Marquez Valdes-Scantling,WR,GNB,0,0,0,0,0,0,0,0,4,10,123,1,0,18.3,22.3,20.3
19,Christian McCaffrey,RB,CAR,0,0,0,0,0,10,59,0,7,8,60,1,0,17.9,24.9,21.4
20,Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,5,7,103,1,0,16.3,21.3,18.8
21,Marquise Goodwin,WR,CHI,0,0,0,0,0,0,0,0,4,8,104,1,0,16.4,20.4,18.4
22,Tom Brady,QB,TAM,307,2,1,46,30,1,10,0,0,0,0,0,0,19.28,19.28,19.28
23,Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,9,13,112,0,0,11.200000000000001,20.200000000000003,15.700000000000001
24,Taylor Heinicke,QB,WAS,206,3,0,22,16,6,29,0,0,0,0,0,0,23.14,23.14,23.14
25,Ben Roethlisberger,QB,PIT,273,3,0,44,28,0,0,0,0,0,0,0,0,22.92,22.92,22.92
26,Dalvin Cook,RB,MIN,0,0,0,0,0,22,86,1,3,4,29,0,0,17.5,20.5,19.0
27,Adam Thielen,WR,MIN,0,0,0,0,0,0,0,0,8,10,82,1,0,14.200000000000001,22.200000000000003,18.200000000000003
28,Darren Waller,TE,LVR,0,0,0,0,0,0,0,0,7,8,116,0,0,11.600000000000001,18.6,15.100000000000001
29,Brandon Aiyuk,WR,SFO,0,0,0,0,0,0,0,0,7,7,85,1,0,14.5,21.5,18.0
30,James Conner,RB,ARI,0,0,0,0,0,21,62,1,5,6,37,0,0,15.899999999999999,20.9,18.4
31,Nick Westbrook-Ikhine,WR,TEN,0,0,0,0,0,0,0,0,7,8,107,0,0,10.700000000000001,17.700000000000003,14.200000000000001
32,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,5,6,97,1,0,15.700000000000001,20.700000000000003,18.200000000000003
33,Jaylen Waddle,WR,MIA,0,0,0,0,0,1,1,1,8,9,65,0,0,12.6,20.6,16.6
34,Mike Evans,WR,TAM,0,0,0,0,0,1,10,0,6,11,73,1,0,14.3,20.3,17.3
35,Devonta Freeman,RB,BAL,0,0,0,0,0,16,49,1,6,6,31,0,0,14.0,20.0,17.0
36,Tyreek Hill,WR,KAN,0,0,0,0,0,1,33,0,9,11,77,0,0,11.0,20.0,15.5
37,Chris Godwin,WR,TAM,0,0,0,0,0,1,7,0,6,6,65,1,0,13.2,19.2,16.2
38,Tyrod Taylor,QB,HOU,107,0,0,24,14,6,28,2,0,0,0,0,0,19.08,19.08,19.08
39,Joe Flacco,QB,NYJ,291,2,0,39,24,2,3,0,0,0,0,0,1,17.94,17.94,17.94
40,Travis Kelce,TE,KAN,0,0,0,0,0,1,4,1,5,8,74,0,0,13.8,18.8,16.3
41,Myles Gaskin,RB,MIA,0,0,0,0,0,23,89,0,3,4,7,1,0,15.6,18.6,17.1
42,Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,4,5,115,0,0,11.5,15.5,13.5
43,Tua Tagovailoa,QB,MIA,273,2,1,33,27,3,6,0,0,0,0,0,0,17.520000000000003,17.520000000000003,17.520000000000003
44,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,4,6,23,2,0,14.3,18.3,16.3
45,Josh Allen,QB,BUF,209,2,2,35,21,2,18,0,0,0,0,0,0,14.16,14.16,14.16
46,Najee Harris,RB,PIT,0,0,0,0,0,12,39,1,5,6,20,0,0,11.9,16.9,14.4
47,Adam Trautman,TE,NOR,0,0,0,0,0,0,0,0,5,8,58,1,0,11.8,16.8,14.3
48,Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,6,7,44,1,0,10.4,16.4,13.4
49,Deebo Samuel,WR,SFO,0,0,0,0,0,8,79,1,1,2,15,0,0,15.4,16.4,15.9
50,Mark Ingram,RB,NOR,0,0,0,0,0,16,88,0,6,8,25,0,1,9.3,15.3,12.3
