,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
0,Tee Higgins,WR,CIN,0,0,0,0,0,0,0,0,12,13,194,2,0,31.400000000000002,43.400000000000006,37.400000000000006
1,Joe Burrow,QB,CIN,525,4,0,46,37,2,11,0,0,0,0,0,0,38.1,38.1,38.1
2,Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,10,13,114,2,0,23.4,33.4,28.4
3,Justin Jackson,RB,LAC,0,0,0,0,0,11,64,2,8,9,98,0,1,26.2,34.2,30.2
4,A.J. Brown,WR,TEN,0,0,0,1,0,0,0,0,11,16,145,1,0,20.5,31.5,26.0
5,Dak Prescott,QB,DAL,330,4,0,39,28,4,21,0,0,0,0,0,0,31.300000000000004,31.300000000000004,31.300000000000004
6,Josh Allen,QB,BUF,314,3,0,47,30,12,64,0,0,0,0,0,0,30.96,30.96,30.96
7,Isaiah McKenzie,WR,BUF,0,0,0,0,0,1,-1,0,11,12,125,1,0,18.4,29.4,23.9
8,Rex Burkhead,RB,HOU,0,0,0,0,0,22,149,2,2,2,0,0,0,26.9,28.9,27.9
9,Joe Mixon,RB,CIN,0,0,0,0,0,18,65,1,6,6,70,1,0,25.5,31.5,28.5
10,Damien Harris,RB,NWE,0,0,0,0,0,18,103,3,0,1,0,0,0,28.3,28.3,28.3
11,Deebo Samuel,WR,SFO,0,0,0,0,0,5,32,0,9,11,159,0,0,19.1,28.1,23.6
12,Nick Chubb,RB,CLE,0,0,0,0,0,17,126,1,3,4,58,0,0,24.400000000000002,27.400000000000002,25.900000000000002
13,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,8,10,125,1,0,18.5,26.5,22.5
14,Chase Edmonds,RB,ARI,0,0,0,0,0,16,56,1,8,9,71,0,0,18.700000000000003,26.700000000000003,22.700000000000003
15,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,2,19,0,9,11,91,1,0,17.0,26.0,21.5
16,Byron Pringle,WR,KAN,0,0,0,0,0,0,0,0,6,7,75,2,0,19.5,25.5,22.5
17,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,10,12,92,1,0,15.200000000000001,25.200000000000003,20.200000000000003
18,Cooper Kupp,WR,LAR,0,0,0,0,0,1,4,0,10,13,109,0,0,11.3,21.3,16.3
19,David Montgomery,RB,CHI,0,0,0,0,0,21,45,1,7,9,61,0,0,16.6,23.6,20.1
20,Sony Michel,RB,LAR,0,0,0,0,0,27,131,1,1,4,4,0,0,19.5,20.5,20.0
21,Josh Johnson,QB,BAL,304,2,1,40,28,5,10,0,0,0,0,0,0,19.16,19.16,19.16
22,Zach Wilson,QB,NYJ,102,1,0,22,14,4,91,1,0,0,0,0,0,23.18,23.18,23.18
23,Antonio Brown,WR,TAM,0,0,0,0,0,0,0,0,10,15,101,0,0,10.100000000000001,20.1,15.100000000000001
24,Justin Jefferson,WR,MIN,0,0,0,0,0,0,0,0,8,12,116,0,0,11.600000000000001,19.6,15.600000000000001
25,Ja'Marr Chase,WR,CIN,0,0,0,0,0,0,0,0,7,10,125,0,0,12.5,19.5,16.0
26,Rashaad Penny,RB,SEA,0,0,0,0,0,17,135,1,0,1,0,0,0,19.5,19.5,19.5
27,Patrick Mahomes,QB,KAN,258,3,0,30,23,0,0,0,0,0,0,0,0,22.32,22.32,22.32
28,Dalton Schultz,TE,DAL,0,0,0,0,0,0,0,0,8,9,82,1,0,14.200000000000001,22.200000000000003,18.200000000000003
29,Justin Herbert,QB,LAC,336,1,2,35,27,4,15,0,0,0,0,0,0,14.939999999999998,14.939999999999998,14.939999999999998
30,Kyler Murray,QB,ARI,245,1,0,43,27,4,74,0,0,0,7,0,0,21.900000000000002,21.900000000000002,21.900000000000002
31,Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,7,11,85,1,0,14.5,21.5,18.0
32,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,7,13,85,1,0,14.5,21.5,18.0
33,Kirk Cousins,QB,MIN,315,1,1,38,27,4,17,0,0,0,0,0,0,16.3,16.3,16.3
34,Aaron Rodgers,QB,GNB,202,3,0,34,24,1,-1,0,0,0,0,0,0,19.979999999999997,19.979999999999997,19.979999999999997
35,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,6,6,102,0,0,10.200000000000001,16.200000000000003,13.200000000000001
36,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,5,7,80,1,0,14.0,19.0,16.5
37,Devin Singletary,RB,BUF,0,0,0,0,0,12,39,1,5,6,39,0,0,13.8,18.8,16.3
38,Jimmy Garoppolo,QB,SFO,322,1,2,35,26,1,3,0,0,0,0,0,0,13.180000000000003,13.180000000000003,13.180000000000003
39,Davis Mills,QB,HOU,254,2,0,27,21,1,-1,0,0,0,0,0,0,18.06,18.06,18.06
40,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,5,7,68,1,0,12.8,17.8,15.3
41,Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,3,5,85,1,0,14.5,17.5,16.0
42,Michael Carter,RB,NYJ,0,0,0,0,0,16,118,0,2,3,6,0,0,12.4,14.4,13.4
43,Carson Wentz,QB,IND,225,2,0,28,18,2,4,0,0,0,0,0,0,17.4,17.4,17.4
44,Ezekiel Elliott,RB,DAL,0,0,0,0,0,9,37,1,1,1,5,1,0,16.2,17.2,16.7
45,Malik Turner,WR,DAL,0,0,0,0,0,0,0,0,3,3,82,1,0,14.200000000000001,17.200000000000003,15.700000000000001
46,Gerald Everett,TE,SEA,0,0,0,0,0,0,0,0,4,5,68,1,0,12.8,16.8,14.8
47,Nick Foles,QB,CHI,250,1,0,35,24,4,8,0,0,0,0,0,0,14.8,14.8,14.8
48,Jalen Hurts,QB,PHI,199,2,0,29,17,2,7,0,0,0,0,0,0,16.66,16.66,16.66
49,Michael Pittman Jr.,WR,IND,0,0,0,0,0,1,3,0,8,12,82,0,0,8.500000000000002,16.5,12.500000000000002
50,Russell Wilson,QB,SEA,181,2,0,27,16,2,13,0,0,0,0,0,0,16.54,16.54,16.54
51,Diontae Johnson,WR,PIT,0,0,0,0,0,0,0,0,6,9,51,1,1,9.100000000000001,15.100000000000001,12.100000000000001
52,Ronald Jones II,RB,TAM,0,0,0,0,0,20,65,1,2,3,16,0,0,14.1,16.1,15.1
53,Najee Harris,RB,PIT,0,0,0,0,0,19,93,0,5,7,17,0,0,11.0,16.0,13.5
54,Alexander Mattison,RB,MIN,0,0,0,0,0,13,41,1,3,4,29,0,0,13.000000000000002,16.0,14.500000000000002
55,Josh Jacobs,RB,LVR,0,0,0,0,0,27,129,0,1,3,-5,0,1,10.4,11.4,10.9
56,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,8,13,74,0,0,7.4,15.4,11.4
57,Josh Palmer,WR,LAC,0,0,0,0,0,0,0,0,5,6,43,1,0,10.3,15.3,12.8
58,Dare Ogunbowale,RB,JAX,0,0,0,0,0,17,57,1,2,4,15,0,0,13.2,15.2,14.2
59,T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,4,5,51,1,0,11.100000000000001,15.100000000000001,13.100000000000001
60,Braxton Berrios,WR,NYJ,0,0,0,0,0,1,3,0,5,6,37,0,0,4.0,9.0,6.5
61,Chris Conley,WR,HOU,0,0,0,0,0,0,0,0,3,3,60,1,0,12.0,15.0,13.5
62,Tavon Austin,WR,JAX,0,0,0,0,0,3,21,0,6,7,68,0,0,8.9,14.9,11.9
63,Jeff Wilson,RB,SFO,0,0,0,0,0,14,45,1,3,3,12,0,0,11.7,14.7,13.2
64,James Proche,WR,BAL,0,0,0,0,0,0,0,0,7,8,76,0,0,7.6000000000000005,14.600000000000001,11.100000000000001
65,Ryan Tannehill,QB,TEN,209,1,0,29,22,3,22,0,0,0,0,0,0,14.559999999999999,14.559999999999999,14.559999999999999
66,Tom Brady,QB,TAM,232,1,0,30,18,1,11,0,0,0,0,0,0,14.379999999999999,14.379999999999999,14.379999999999999
67,Brandon Aiyuk,WR,SFO,0,0,0,0,0,0,0,0,4,5,40,1,0,10.0,14.0,12.0
68,Baker Mayfield,QB,CLE,222,2,4,36,21,2,11,0,0,0,0,0,0,9.980000000000002,9.980000000000002,9.980000000000002
69,Trevor Lawrence,QB,JAX,280,0,0,39,26,6,37,0,0,0,0,0,1,12.900000000000002,12.900000000000002,12.900000000000002
70,Antonio Gibson,RB,WAS,0,0,0,0,0,6,29,0,2,4,29,1,0,11.8,13.8,12.8
71,Allen Lazard,WR,GNB,0,0,0,0,0,1,13,0,2,5,45,1,0,11.8,13.8,12.8
72,Jonathan Taylor,RB,IND,0,0,0,0,0,27,108,0,0,2,0,0,0,10.8,10.8,10.8
73,Odell Beckham Jr.,WR,LAR,0,0,0,0,0,0,0,0,4,8,37,1,0,9.7,13.7,11.7
74,Aaron Jones,RB,GNB,0,0,0,0,0,12,66,0,5,6,21,0,0,8.700000000000001,13.700000000000001,11.200000000000001
75,Zach Ertz,TE,ARI,0,0,0,0,0,0,0,0,8,13,54,0,0,5.4,13.4,9.4
76,Derrick Gore,RB,KAN,0,0,0,0,0,12,43,0,3,3,61,0,0,10.4,13.4,11.9
77,Matt Ryan,QB,ATL,215,1,0,24,18,4,5,0,0,0,0,0,0,13.1,13.1,13.1
78,Hunter Renfrow,WR,LVR,0,0,0,0,0,0,0,0,3,3,40,1,0,10.0,13.0,11.5
79,Ke'Shawn Vaughn,RB,TAM,0,0,0,0,0,7,70,1,0,1,0,0,0,13.0,13.0,13.0
80,Rashod Bateman,WR,BAL,0,0,0,0,0,0,0,0,4,5,26,1,0,8.6,12.6,10.6
81,John Bates,TE,WAS,0,0,0,0,0,0,0,0,2,3,45,1,0,10.5,12.5,11.5
82,Cyril Grayson,WR,TAM,0,0,0,0,0,1,14,0,3,3,81,0,0,9.5,12.5,11.0
83,Nico Collins,WR,HOU,0,0,0,0,0,0,0,0,3,4,33,1,0,9.3,12.3,10.8
84,Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,3,5,31,1,0,9.1,12.1,10.6
85,D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,2,5,41,1,0,10.100000000000001,12.100000000000001,11.100000000000001
86,Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,6,8,59,0,0,5.9,11.9,8.9
87,Christian Kirk,WR,ARI,0,0,0,0,0,0,0,0,7,9,48,0,0,4.800000000000001,11.8,8.3
88,Evan Engram,TE,NYG,0,0,0,0,0,0,0,0,4,5,17,1,0,7.7,11.7,9.7
89,Shi Smith,WR,CAR,0,0,0,0,0,0,0,0,3,5,86,0,0,8.6,11.6,10.1
90,Darrel Williams,RB,KAN,0,0,0,0,0,11,55,0,3,3,30,0,0,8.5,11.5,10.0
91,Jimmy Graham,TE,CHI,0,0,0,0,0,0,0,0,2,2,30,1,0,9.0,11.0,10.0
92,Zay Jones,WR,LVR,0,0,0,0,0,0,0,0,6,8,50,0,0,5.0,11.0,8.0
93,Tua Tagovailoa,QB,MIA,198,1,1,26,19,1,1,0,0,0,0,0,0,10.02,10.02,10.02
94,Darnell Mooney,WR,CHI,0,0,0,0,0,2,2,0,5,9,57,0,0,5.9,10.9,8.4
95,Antoine Wesley,WR,ARI,0,0,0,0,0,0,0,0,2,4,29,1,0,8.9,10.9,9.9
96,Robby Anderson,WR,CAR,0,0,0,0,0,0,0,0,5,10,58,0,0,5.800000000000001,10.8,8.3
97,Rashard Higgins,WR,CLE,0,0,0,0,0,0,0,0,5,6,58,0,0,5.800000000000001,10.8,8.3
98,Foster Moreau,TE,LVR,0,0,0,0,0,0,0,0,4,4,67,0,0,6.7,10.7,8.7
99,Tim Boyle,QB,DET,187,1,1,34,24,0,0,0,0,0,0,0,0,9.48,9.48,9.48
100,Derek Carr,QB,LVR,201,1,1,25,20,7,5,0,0,0,0,0,1,8.540000000000001,8.540000000000001,8.540000000000001
101,D.J. Moore,WR,CAR,0,0,0,0,0,0,0,0,5,12,55,0,0,5.5,10.5,8.0
102,CeeDee Lamb,WR,DAL,0,0,0,0,0,1,-2,0,4,5,66,0,0,6.4,10.4,8.4
103,Clyde Edwards-Helaire,RB,KAN,0,0,0,0,0,9,27,1,1,1,4,0,0,9.1,10.1,9.6
104,Hayden Hurst,TE,ATL,0,0,0,0,0,0,0,0,2,2,21,1,0,8.1,10.1,9.1
105,Boston Scott,RB,PHI,0,0,0,0,0,12,41,1,0,0,0,0,0,10.100000000000001,10.100000000000001,10.100000000000001
106,Devonta Freeman,RB,BAL,0,0,0,0,0,6,17,1,2,2,3,0,0,8.0,10.0,9.0
107,Lil'Jordan Humphrey,WR,NOR,0,0,0,0,0,0,0,0,3,5,70,0,0,7.0,10.0,8.5
108,Javonte Williams,RB,DEN,0,0,0,0,0,7,12,1,2,2,8,0,0,8.0,10.0,9.0
109,Anthony Schwartz,WR,CLE,0,0,0,0,0,2,24,0,1,1,5,1,0,8.9,9.9,9.4
110,Khalil Herbert,RB,CHI,0,0,0,0,0,2,21,1,1,1,7,0,0,8.799999999999999,9.799999999999999,9.299999999999999
111,Matthew Stafford,QB,LAR,197,1,3,37,21,3,8,0,0,0,0,0,0,6.679999999999999,6.679999999999999,6.679999999999999
112,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,0,4,4,56,0,0,5.6000000000000005,9.600000000000001,7.6000000000000005
113,Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,4,7,55,0,0,5.5,9.5,7.5
114,Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,5,9,44,0,0,4.4,9.4,6.9
115,Jared Cook,TE,LAC,0,0,0,0,0,0,0,0,3,5,44,0,0,4.4,7.4,5.9
116,Laquon Treadwell,WR,JAX,0,0,0,0,0,0,0,0,4,5,54,0,0,5.4,9.4,7.4
117,Peyton Barber,RB,LVR,0,0,0,0,0,5,22,1,1,1,0,0,0,8.2,9.2,8.7
118,Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,2,4,11,1,0,7.1,9.1,8.1
119,Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,5,6,41,0,0,4.1000000000000005,9.100000000000001,6.6000000000000005
120,Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,2,3,11,1,0,7.1,9.1,8.1
121,Jerry Jeudy,WR,DEN,0,0,0,0,0,0,0,0,3,4,60,0,0,6.0,9.0,7.5
122,Cole Kmet,TE,CHI,0,0,0,0,0,0,0,0,4,5,49,0,0,4.9,8.9,6.9
