,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
16,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,1,2,0,10,12,86,1,0,14.799999999999999,24.799999999999997,19.799999999999997
17,Kirk Cousins,QB,MIN,340,2,0,40,30,2,6,0,0,0,0,0,1,20.200000000000003,20.200000000000003,20.200000000000003
18,Josh Jacobs,RB,LVR,0,0,0,0,0,13,52,1,9,9,38,0,0,15.0,24.0,19.5
19,Matthew Stafford,QB,LAR,295,3,0,38,26,1,2,0,0,0,0,0,0,24.0,24.0,24.0
20,Joe Burrow,QB,CIN,300,1,2,40,24,1,6,1,0,0,0,0,1,16.6,16.6,16.6
21,Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,5,8,34,2,0,15.4,20.4,17.9
22,Leonard Fournette,RB,TAM,0,0,0,0,0,13,44,0,7,8,48,1,0,15.200000000000001,22.200000000000003,18.700000000000003
23,Hunter Renfrow,WR,LVR,0,0,0,0,0,0,0,0,9,10,102,0,0,10.200000000000001,19.200000000000003,14.700000000000001
24,Antonio Gibson,RB,WAS,0,0,0,0,0,23,88,0,5,6,23,1,0,17.1,22.1,19.6
25,Zach Wilson,QB,NYJ,226,2,1,38,23,3,0,1,0,0,0,0,0,21.04,21.04,21.04
26,Jared Goff,QB,DET,296,3,1,41,25,2,1,0,0,0,0,0,1,19.94,19.94,19.94
27,Rob Gronkowski,TE,TAM,0,0,0,0,0,0,0,0,4,8,58,2,0,17.8,21.8,19.8
28,Alexander Mattison,RB,MIN,0,0,0,0,0,22,90,1,3,3,34,0,0,18.4,21.4,19.9
29,Devonta Freeman,RB,BAL,0,0,0,0,0,14,52,1,5,8,45,0,0,15.7,20.7,18.2
30,Elijah Moore,WR,NYJ,0,0,0,0,0,1,9,0,6,12,77,1,0,14.6,20.6,17.6
31,Miles Sanders,RB,PHI,0,0,0,0,0,24,120,0,3,3,22,0,0,14.2,17.2,15.7
32,Damien Harris,RB,NWE,0,0,0,0,0,10,111,1,0,0,0,0,0,17.1,17.1,17.1
33,Deonte Harris,WR,NOR,0,0,0,0,0,1,3,0,4,8,96,1,0,15.900000000000002,19.900000000000002,17.900000000000002
34,Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,7,8,68,1,0,12.8,19.8,16.3
35,Kenneth Gainwell,RB,PHI,0,0,0,0,0,12,54,1,5,5,33,0,0,14.700000000000001,19.700000000000003,17.200000000000003
36,Austin Ekeler,RB,LAC,0,0,0,0,0,14,59,1,5,5,45,0,2,12.399999999999999,17.4,14.899999999999999
37,Ben Roethlisberger,QB,PIT,236,2,0,31,21,1,-1,0,0,0,0,0,0,17.339999999999996,17.339999999999996,17.339999999999996
38,CeeDee Lamb,WR,DAL,0,0,0,0,0,1,33,0,7,13,89,0,0,12.200000000000001,19.200000000000003,15.700000000000001
39,James Conner,RB,ARI,0,0,0,0,0,20,75,0,2,2,36,1,0,17.1,19.1,18.1
40,Travis Homer,RB,SEA,0,0,0,0,0,3,80,1,4,5,10,0,0,15.0,19.0,17.0
41,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,5,7,110,0,0,11.0,16.0,13.5
42,Jalen Guyton,WR,LAC,0,0,0,0,0,1,-1,0,4,4,90,1,0,14.9,18.9,16.9
43,Gardner Minshew II,QB,PHI,242,2,0,25,20,4,11,0,0,0,0,0,0,18.78,18.78,18.78
44,Lamar Jackson,QB,BAL,253,1,1,37,23,8,55,0,0,0,0,0,0,17.62,17.62,17.62
45,Jimmy Garoppolo,QB,SFO,299,2,2,30,20,2,0,0,0,0,0,0,0,15.96,15.96,15.96
46,Jaylen Waddle,WR,MIA,0,0,0,0,0,0,0,0,9,11,90,0,0,9.0,18.0,13.5
47,Tua Tagovailoa,QB,MIA,244,2,0,41,30,2,1,0,0,0,0,0,0,17.86,17.86,17.86
48,Russell Wilson,QB,SEA,231,2,1,37,30,3,15,0,0,0,0,0,0,16.740000000000002,16.740000000000002,16.740000000000002
49,Elijah Mitchell,RB,SFO,0,0,0,0,0,22,66,1,3,3,18,0,0,14.400000000000002,17.400000000000002,15.900000000000002
50,Jakeem Grant,WR,CHI,0,0,0,0,0,0,0,0,5,7,62,1,0,12.2,17.2,14.7
51,Michael Pittman Jr.,WR,IND,0,0,0,0,0,2,33,0,6,8,77,0,0,11.0,17.0,14.0
52,Mike Davis,RB,ATL,0,0,0,0,0,4,32,1,4,4,37,0,0,12.899999999999999,16.9,14.899999999999999
53,Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,7,10,99,0,0,9.9,16.9,13.4
54,Van Jefferson,WR,LAR,0,0,0,0,0,0,0,0,6,8,41,1,0,10.100000000000001,16.1,13.100000000000001
55,Andy Dalton,QB,CHI,229,2,4,41,26,2,6,0,0,0,0,0,0,9.76,9.76,9.76
56,Taylor Heinicke,QB,WAS,196,2,1,30,23,3,10,0,0,0,0,0,0,14.84,14.84,14.84
57,Najee Harris,RB,PIT,0,0,0,0,0,21,71,0,5,5,36,0,0,10.700000000000001,15.700000000000001,13.200000000000001
58,Tony Pollard,RB,DAL,0,0,0,0,0,7,71,1,2,4,3,0,0,13.400000000000002,15.400000000000002,14.400000000000002
59,T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,4,8,49,1,0,10.9,14.9,12.9
60,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,4,7,47,1,0,10.7,14.7,12.7
61,Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,5,9,36,1,0,9.6,14.6,12.1
62,Teddy Bridgewater,QB,DEN,257,1,2,40,22,4,17,0,0,0,0,0,0,11.98,11.98,11.98
63,Sammy Watkins,WR,BAL,0,0,0,0,0,0,0,0,4,6,39,1,0,9.9,13.9,11.9
64,Logan Thomas,TE,WAS,0,0,0,0,0,0,0,0,3,5,48,1,0,10.8,13.8,12.3
65,Patrick Mahomes,QB,KAN,184,0,1,29,15,4,12,1,0,0,0,0,0,12.56,12.56,12.56
66,Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,5,7,85,0,0,8.5,13.5,11.0
67,Saquon Barkley,RB,NYG,0,0,0,0,0,11,55,0,6,9,19,0,0,7.4,13.4,10.4
68,Lil'Jordan Humphrey,WR,NOR,0,0,0,0,0,0,0,0,2,2,49,1,0,10.9,12.9,11.9
69,Josh Allen,QB,BUF,145,1,0,30,15,6,39,0,0,0,0,0,1,11.700000000000001,11.700000000000001,11.700000000000001
70,Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,7,9,56,0,0,5.6000000000000005,12.600000000000001,9.100000000000001
71,Cordarrelle Patterson,RB,ATL,0,0,0,0,0,13,78,0,3,5,18,0,0,9.600000000000001,12.600000000000001,11.100000000000001
72,D'Wayne Eskridge,WR,SEA,0,0,0,0,0,0,0,0,3,3,35,1,0,9.5,12.5,11.0
73,Derek Carr,QB,LVR,249,0,0,38,28,2,24,0,0,0,0,0,0,12.360000000000001,12.360000000000001,12.360000000000001
74,Dak Prescott,QB,DAL,238,1,1,40,26,3,-3,0,0,0,0,0,0,11.219999999999999,11.219999999999999,11.219999999999999
75,Matt Ryan,QB,ATL,297,0,0,41,30,3,2,0,0,0,0,0,0,12.08,12.08,12.08
76,Jerry Jeudy,WR,DEN,0,0,0,0,0,0,0,0,4,6,77,0,0,7.7,11.7,9.7
77,Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,7,11,46,0,0,4.6000000000000005,11.600000000000001,8.100000000000001
78,Clyde Edwards-Helaire,RB,KAN,0,0,0,0,0,14,54,0,3,3,28,0,0,8.200000000000001,11.200000000000001,9.700000000000001
79,DeAndre Hopkins,WR,ARI,0,0,0,0,0,0,0,0,2,2,32,1,0,9.2,11.2,10.2
80,DeVante Parker,WR,MIA,0,0,0,0,0,0,0,0,5,5,62,0,0,6.2,11.2,8.7
81,Carson Wentz,QB,IND,158,1,0,22,16,3,8,0,0,0,0,0,0,11.120000000000001,11.120000000000001,11.120000000000001
82,Gabriel Davis,WR,BUF,0,0,0,0,0,0,0,0,2,4,30,1,0,9.0,11.0,10.0
83,D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,5,8,60,0,0,6.0,11.0,8.5
84,Darrel Williams,RB,KAN,0,0,0,0,0,5,20,0,3,3,60,0,0,8.0,11.0,9.5
85,Josh Reynolds,WR,DET,0,0,0,0,0,0,0,0,4,7,69,0,0,6.9,10.9,8.9
86,Odell Beckham Jr.,WR,LAR,0,0,0,0,0,0,0,0,2,5,28,1,0,8.8,10.8,9.8
87,Brock Wright,TE,DET,0,0,0,0,0,0,0,0,2,3,28,1,0,8.8,10.8,9.8
88,Tevin Coleman,RB,NYJ,0,0,0,0,0,11,58,0,3,4,19,0,0,7.700000000000001,10.700000000000001,9.200000000000001
89,Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,5,7,55,0,0,5.5,10.5,8.0
90,Joe Mixon,RB,CIN,0,0,0,0,0,19,54,1,0,1,0,0,1,9.4,9.4,9.4
91,Ja'Marr Chase,WR,CIN,0,0,0,0,0,0,0,0,5,8,52,0,0,5.2,10.2,7.7
92,Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,4,6,62,0,0,6.2,10.2,8.2
93,Laquon Treadwell,WR,JAX,0,0,0,0,0,0,0,0,4,5,62,0,0,6.2,10.2,8.2
94,Evan Engram,TE,NYG,0,0,0,0,0,0,0,0,4,5,61,0,0,6.1000000000000005,10.100000000000001,8.100000000000001
95,Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,5,6,48,0,0,4.800000000000001,9.8,7.300000000000001
96,Ryan Griffin,TE,NYJ,0,0,0,0,0,0,0,0,2,2,15,1,0,7.5,9.5,8.5
97,Devontae Booker,RB,NYG,0,0,0,0,0,6,36,0,4,4,18,0,0,5.4,9.4,7.4
98,Dalton Schultz,TE,DAL,0,0,0,0,0,0,0,0,5,5,43,0,0,4.3,9.3,6.8
99,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,4,7,51,0,0,5.1000000000000005,9.100000000000001,7.1000000000000005
100,Jimmy Graham,TE,CHI,0,0,0,0,0,0,0,0,1,1,1,1,0,6.1,7.1,6.6
101,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,4,9,50,0,0,5.0,9.0,7.0
102,Quez Watkins,WR,PHI,0,0,0,0,0,0,0,0,3,3,60,0,0,6.0,9.0,7.5
103,Jamaal Williams,RB,DET,0,0,0,0,0,17,71,0,1,1,9,0,0,8.0,9.0,8.5
104,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,4,7,48,0,0,4.800000000000001,8.8,6.800000000000001
105,Nyheim Hines,RB,IND,0,0,0,0,0,3,24,0,3,4,32,0,0,5.6000000000000005,8.600000000000001,7.1000000000000005
106,Brandon Aiyuk,WR,SFO,0,0,0,0,0,0,0,0,3,6,55,0,0,5.5,8.5,7.0
107,Brandin Cooks,WR,HOU,0,0,0,0,0,1,16,0,3,6,38,0,0,5.4,8.4,6.9
108,Carlos Hyde,RB,JAX,0,0,0,0,0,9,24,1,1,1,-1,0,1,6.300000000000001,7.300000000000001,6.800000000000001
109,Deon Jackson,RB,IND,0,0,0,0,0,6,19,1,0,0,0,0,0,7.9,7.9,7.9
110,Adam Humphries,WR,WAS,0,0,0,0,0,0,0,0,4,5,38,0,0,3.8000000000000003,7.800000000000001,5.800000000000001
111,Rhamondre Stevenson,RB,NWE,0,0,0,0,0,24,78,0,0,0,0,0,0,7.800000000000001,7.800000000000001,7.800000000000001
112,Nick Vannett,TE,NOR,0,0,0,0,0,0,0,0,3,4,48,0,0,4.800000000000001,7.800000000000001,6.300000000000001
113,Darnell Mooney,WR,CHI,0,0,0,0,0,0,0,0,5,7,27,0,0,2.7,7.7,5.2
114,Pat Freiermuth,TE,PIT,0,0,0,0,0,0,0,0,3,4,26,0,0,2.6,5.6,4.1
115,Adrian Peterson,RB,SEA,0,0,0,0,0,11,16,1,0,0,0,0,0,7.6,7.6,7.6
116,Olamide Zaccheaus,WR,ATL,0,0,0,0,0,1,2,0,3,5,44,0,0,4.6000000000000005,7.6000000000000005,6.1000000000000005
117,Mack Hollins,WR,MIA,0,0,0,0,0,0,0,0,1,1,5,1,0,6.5,7.5,7.0
118,Chase Claypool,WR,PIT,0,0,0,0,0,1,2,0,2,3,52,0,0,5.4,7.4,6.4
119,Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,1,1,3,1,0,6.3,7.3,6.8
120,Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,4,4,33,0,0,3.3000000000000003,7.300000000000001,5.300000000000001
121,John Bates,TE,WAS,0,0,0,0,0,0,0,0,3,4,42,0,0,4.2,7.2,5.7
122,Ashton Dulin,WR,IND,0,0,0,0,0,0,0,0,1,1,2,1,0,6.2,7.2,6.7
123,Isaiah Ford,WR,MIA,0,0,0,0,0,0,0,0,1,1,2,1,0,6.2,7.2,6.7
124,Rashaad Penny,RB,SEA,0,0,0,0,0,10,35,0,1,1,27,0,0,6.2,7.2,6.7
125,Cole Kmet,TE,CHI,0,0,0,0,0,0,0,0,3,7,41,0,0,4.1000000000000005,7.1000000000000005,5.6000000000000005
126,Ty Montgomery,WR,NOR,0,0,0,0,0,4,21,0,4,7,9,0,0,3.0,7.0,5.0
127,Myles Gaskin,RB,MIA,0,0,0,0,0,15,44,0,2,2,5,0,0,4.9,6.9,5.9
128,Trevor Lawrence,QB,JAX,145,0,0,28,16,4,10,0,0,0,0,0,0,6.8,6.8,6.8
129,Ezekiel Elliott,RB,DAL,0,0,0,0,0,13,45,0,2,3,2,0,0,4.7,6.7,5.7
130,Kenny Golladay,WR,NYG,0,0,0,0,0,0,0,0,3,5,37,0,0,3.7,6.7,5.2
131,Damiere Byrd,WR,CHI,0,0,0,0,0,0,0,0,3,7,36,0,0,3.6,6.6,5.1
132,Albert Wilson,WR,MIA,0,0,0,0,0,0,0,0,4,8,26,0,0,2.6,6.6,4.6
133,Brandon Bolden,RB,NWE,0,0,0,0,0,4,28,0,1,1,7,0,0,3.5000000000000004,4.5,4.0
134,Mike Glennon,QB,NYG,187,0,1,44,23,0,0,0,0,0,0,0,0,5.48,5.48,5.48
135,Mike Boone,RB,DEN,0,0,0,0,0,4,35,0,1,1,19,0,0,5.4,6.4,5.9
136,Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,2,2,41,0,0,4.1000000000000005,6.1000000000000005,5.1000000000000005
137,Samaje Perine,RB,CIN,0,0,0,0,0,5,36,0,2,2,5,0,0,4.1,6.1,5.1
138,Laviska Shenault Jr.,WR,JAX,0,0,0,0,0,3,1,0,3,5,30,0,0,3.1,6.1,4.6
139,Tevaughn Campbell,CB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
140,Bryan Edwards,WR,LVR,0,0,0,0,0,0,0,0,3,5,30,0,0,3.0,6.0,4.5
141,Jared Cook,TE,LAC,0,0,0,0,0,0,0,0,3,4,29,0,0,2.9000000000000004,5.9,4.4
142,Travis Kelce,TE,KAN,0,0,0,0,0,0,0,0,3,8,27,0,0,2.7,5.7,4.2
143,Rex Burkhead,RB,HOU,0,0,0,0,0,8,30,0,1,2,15,0,0,4.5,5.5,5.0
144,Latavius Murray,RB,BAL,0,0,0,0,0,2,1,0,2,2,34,0,0,3.5000000000000004,5.5,4.5
145,Pharaoh Brown,TE,HOU,0,0,0,0,0,0,0,0,4,5,23,0,1,0.30000000000000027,4.300000000000001,2.3000000000000003
146,Zack Moss,RB,BUF,0,0,0,0,0,8,21,0,2,3,12,0,0,3.3000000000000003,5.300000000000001,4.300000000000001
147,Kalif Raymond,WR,DET,0,0,0,0,0,0,0,0,2,2,33,0,0,3.3000000000000003,5.300000000000001,4.300000000000001
148,Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,3,5,22,0,0,2.2,5.2,3.7
149,Emmanuel Sanders,WR,BUF,0,0,0,0,0,0,0,0,3,6,22,0,0,2.2,5.2,3.7
150,Zay Jones,WR,LVR,0,0,0,0,0,0,0,0,3,5,21,0,0,2.1,5.1,3.6
151,Albert Okwuegbunam,TE,DEN,0,0,0,0,0,0,0,0,3,4,21,0,0,2.1,5.1,3.6
152,C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,3,6,20,0,0,2.0,5.0,3.5
153,Freddie Swain,WR,SEA,0,0,0,0,0,0,0,0,3,3,18,0,0,1.8,4.8,3.3
154,Ben Skowronek,WR,LAR,0,0,0,0,0,0,0,0,1,2,35,0,0,3.5,4.5,4.0
155,Wendell Smallwood,RB,WAS,0,0,0,0,0,1,13,0,2,2,12,0,0,2.5,4.5,3.5
156,Foster Moreau,TE,LVR,0,0,0,0,0,0,0,0,1,3,34,0,0,3.4000000000000004,4.4,3.9000000000000004
157,Tyreek Hill,WR,KAN,0,0,0,0,0,0,0,0,2,5,22,0,0,2.2,4.2,3.2
158,T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,2,2,22,0,0,2.2,4.2,3.2
159,Pharoh Cooper,WR,NYG,0,0,0,0,0,0,0,0,2,3,21,0,0,2.1,4.1,3.1
160,Devin Duvernay,WR,BAL,0,0,0,0,0,0,0,0,2,3,21,0,0,2.1,4.1,3.1
161,Justin Jackson,RB,LAC,0,0,0,0,0,6,15,0,2,2,6,0,0,2.1,4.1,3.1
162,Kyle Juszczyk,FB,SFO,0,0,0,0,0,0,0,0,2,3,21,0,0,2.1,4.1,3.1
163,Demarcus Robinson,WR,KAN,0,0,0,0,0,0,0,0,2,2,21,0,0,2.1,4.1,3.1
164,Tajae Sharpe,WR,ATL,0,0,0,0,0,0,0,0,3,5,10,0,0,1.0,4.0,2.5
165,Kyle Rudolph,TE,NYG,0,0,0,0,0,0,0,0,2,4,18,0,0,1.8,3.8,2.8
166,Khalil Herbert,RB,CHI,0,0,0,0,0,4,16,0,1,1,11,0,0,2.7,3.7,3.2
167,Juwan Johnson,TE,NOR,0,0,0,0,0,0,0,0,1,1,27,0,0,2.7,3.7,3.2
168,Mark Ingram,RB,NOR,0,0,0,0,0,10,28,0,1,2,-2,0,0,2.6,3.6,3.1
169,Trent Sherfield,WR,SFO,0,0,0,0,0,0,0,0,2,5,16,0,0,1.6,3.6,2.6
170,Devin Singletary,RB,BUF,0,0,0,0,0,10,36,0,0,0,0,0,0,3.6,3.6,3.6
171,Corey Davis,WR,NYJ,0,0,0,0,0,0,0,0,2,3,15,0,0,1.5,3.5,2.5
172,Ty Johnson,RB,NYJ,0,0,0,0,0,1,1,0,2,4,14,0,0,1.5000000000000002,3.5,2.5
173,James Robinson,RB,JAX,0,0,0,0,0,8,24,0,1,4,11,0,1,1.5000000000000004,2.5000000000000004,2.0000000000000004
174,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,2,4,15,0,0,1.5,3.5,2.5
175,Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,2,7,15,0,0,1.5,3.5,2.5
176,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,2,6,15,0,0,1.5,3.5,2.5
177,Noah Brown,WR,DAL,0,0,0,0,0,0,0,0,2,3,14,0,0,1.4000000000000001,3.4000000000000004,2.4000000000000004
178,Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,2,6,14,0,0,1.4000000000000001,3.4000000000000004,2.4000000000000004
179,James O'Shaughnessy,TE,JAX,0,0,0,0,0,0,0,0,2,6,13,0,0,1.3,3.3,2.3
180,Darius Slayton,WR,NYG,0,0,0,0,0,0,0,0,2,7,13,0,0,1.3,3.3,2.3
181,Royce Freeman,RB,HOU,0,0,0,0,0,3,10,0,1,1,11,0,0,2.1,3.1,2.6
182,Godwin Igwebuike,RB,DET,0,0,0,0,0,2,8,0,1,2,13,0,0,2.1,3.1,2.6
183,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,2,3,11,0,0,1.1,3.1,2.1
184,Davis Mills,QB,HOU,49,0,0,14,6,2,11,0,0,0,0,0,0,3.06,3.06,3.06
185,Austin Walter,RB,NYJ,0,0,0,0,0,1,2,0,2,2,9,0,0,1.1,3.1,2.1
186,Zach Gentry,TE,PIT,0,0,0,0,0,0,0,0,2,2,10,0,0,1.0,3.0,2.0
187,Jaydon Mickens,WR,JAX,0,0,0,0,0,0,0,0,2,2,10,0,0,1.0,3.0,2.0
188,C.J. Ham,FB,MIN,0,0,0,0,0,0,0,0,1,1,19,0,0,1.9000000000000001,2.9000000000000004,2.4000000000000004
189,Zach Pascal,WR,IND,0,0,0,0,0,1,12,0,1,3,6,0,0,1.8000000000000003,2.8000000000000003,2.3000000000000003
190,Will Dissly,TE,SEA,0,0,0,0,0,0,0,0,2,2,7,0,0,0.7000000000000001,2.7,1.7000000000000002
191,Gerald Everett,TE,SEA,0,0,0,0,0,0,0,0,4,6,7,0,2,-3.3,0.7000000000000002,-1.2999999999999998
192,Demetrius Harris,TE,ARI,0,0,0,0,0,0,0,0,2,2,7,0,0,0.7000000000000001,2.7,1.7000000000000002
193,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,0,2,4,7,0,0,0.7000000000000001,2.7,1.7000000000000002
194,Qadree Ollison,RB,ATL,0,0,0,0,0,2,7,0,1,1,8,0,0,1.5,2.5,2.0
195,A.J. Green,WR,ARI,0,0,0,0,0,0,0,0,1,1,14,0,0,1.4000000000000001,2.4000000000000004,1.9000000000000001
196,DeSean Jackson,WR,LVR,0,0,0,0,0,0,0,0,1,1,14,0,0,1.4000000000000001,2.4000000000000004,1.9000000000000001
197,Kene Nwangwu,RB,MIN,0,0,0,0,0,2,0,0,2,3,4,0,0,0.4,2.4,1.4
198,Byron Pringle,WR,KAN,0,0,0,0,0,0,0,0,1,4,14,0,0,1.4000000000000001,2.4000000000000004,1.9000000000000001
199,Salvon Ahmed,RB,MIA,0,0,0,0,0,8,23,0,0,0,0,0,0,2.3000000000000003,2.3000000000000003,2.3000000000000003
200,Eno Benjamin,RB,ARI,0,0,0,0,0,2,1,0,1,1,12,0,0,1.3000000000000003,2.3000000000000003,1.8000000000000003
201,Marquez Callaway,WR,NOR,0,0,0,0,0,0,0,0,1,4,13,0,0,1.3,2.3,1.8
202,Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,1,1,13,0,0,1.3,2.3,1.8
203,Donald Parham,TE,LAC,0,0,0,0,0,0,0,0,2,4,3,0,0,0.30000000000000004,2.3,1.3
204,Tyrod Taylor,QB,HOU,45,0,1,13,5,3,15,0,0,0,0,0,0,1.3,1.3,1.3
205,Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,1,1,12,0,0,1.2000000000000002,2.2,1.7000000000000002
206,Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,1,3,11,0,0,1.1,2.1,1.6
207,Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,1,1,11,0,0,1.1,2.1,1.6
208,Jonnu Smith,TE,NWE,0,0,0,0,0,1,-1,0,1,1,12,0,0,1.1,2.1,1.6
209,Giovani Bernard,RB,TAM,0,0,0,0,0,1,3,0,1,2,7,0,0,1.0,2.0,1.5
210,Zach Ertz,TE,ARI,0,0,0,0,0,0,0,0,1,2,10,0,0,1.0,2.0,1.5
211,Rondale Moore,WR,ARI,0,0,0,0,0,3,2,0,1,2,8,0,0,1.0,2.0,1.5
212,Malik Turner,WR,DAL,0,0,0,0,0,0,0,0,1,1,10,0,0,1.0,2.0,1.5
213,Tavon Austin,WR,JAX,0,0,0,0,0,0,0,0,1,2,9,0,0,0.9,1.9,1.4
214,Garrett Griffin,TE,NOR,0,0,0,0,0,0,0,0,1,1,9,0,0,0.9,1.9,1.4
215,KhaDarel Hodge,WR,DET,0,0,0,0,0,0,0,0,1,1,9,0,0,0.9,1.9,1.4
216,Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,1,5,9,0,0,0.9,1.9,1.4
217,Patrick Ricard,FB,BAL,0,0,0,0,0,0,0,0,1,1,9,0,0,0.9,1.9,1.4
218,Matt Breida,RB,BUF,0,0,0,0,0,1,3,0,1,1,5,0,0,0.8,1.8,1.3
219,Kenyan Drake,RB,LVR,0,0,0,0,0,1,0,0,1,2,8,0,0,0.8,1.8,1.3
220,Jermar Jefferson,RB,DET,0,0,0,0,0,5,18,0,0,1,0,0,0,1.8,1.8,1.8
221,Jauan Jennings,WR,SFO,0,0,0,0,0,0,0,0,1,1,8,0,0,0.8,1.8,1.3
222,Hunter Long,TE,MIA,0,0,0,0,0,0,0,0,1,1,8,0,0,0.8,1.8,1.3
223,Kendall Hinton,WR,DEN,0,0,0,0,0,0,0,0,1,1,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
224,Ray-Ray McCloud,WR,PIT,0,0,0,0,0,0,0,0,1,4,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
225,Jalen Reagor,WR,PHI,0,0,0,0,0,1,0,0,1,1,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
226,Kendall Blanton,TE,LAR,0,0,0,0,0,0,0,0,1,2,6,0,0,0.6000000000000001,1.6,1.1
227,Dyami Brown,WR,WAS,0,0,0,0,0,0,0,0,1,1,6,0,0,0.6000000000000001,1.6,1.1
228,DeAndre Carter,WR,WAS,0,0,0,0,0,0,0,0,1,1,6,0,0,0.6000000000000001,1.6,1.1
229,Kylen Granson,TE,IND,0,0,0,0,0,0,0,0,1,2,6,0,0,0.6000000000000001,1.6,1.1
230,Tyler Johnson,WR,TAM,0,0,0,0,0,0,0,0,1,1,5,0,0,0.5,1.5,1.0
