,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
0,Josh Allen,QB,BUF,308,2,1,54,36,12,109,1,0,0,0,0,0,35.22,35.22,35.22
1,Dalvin Cook,RB,MIN,0,0,0,0,0,27,205,2,1,3,17,0,0,34.2,35.2,34.7
2,Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,10,13,121,2,0,24.1,34.1,29.1
3,George Kittle,TE,SFO,0,0,0,0,0,0,0,0,13,15,151,1,0,21.1,34.1,27.6
4,Cooper Kupp,WR,LAR,0,0,0,0,0,0,0,0,13,15,123,1,0,18.3,31.3,24.8
5,James Conner,RB,ARI,0,0,0,0,0,13,31,2,9,9,94,0,0,24.5,33.5,29.0
6,Tom Brady,QB,TAM,363,2,0,46,31,7,16,1,0,0,0,0,0,30.12,30.12,30.12
7,Hunter Renfrow,WR,LVR,0,0,0,0,0,0,0,0,13,14,117,1,1,15.700000000000003,28.700000000000003,22.200000000000003
8,Aaron Rodgers,QB,GNB,341,4,0,37,29,1,0,0,0,0,0,0,0,29.64,29.64,29.64
9,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,11,11,115,1,0,17.5,28.5,23.0
10,Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,5,9,142,1,0,20.200000000000003,25.200000000000003,22.700000000000003
11,Rashaad Penny,RB,SEA,0,0,0,0,0,16,137,2,1,1,1,0,0,25.800000000000004,26.800000000000004,26.300000000000004
12,Ben Roethlisberger,QB,PIT,308,3,1,40,28,1,5,0,0,0,0,0,0,22.82,22.82,22.82
13,Alvin Kamara,RB,NOR,0,0,0,0,0,27,120,1,4,5,25,0,0,20.5,24.5,22.5
14,Taysom Hill,QB,NOR,175,0,0,21,15,11,73,2,0,0,0,0,0,26.3,26.3,26.3
15,Leonard Fournette,RB,TAM,0,0,0,0,0,19,113,1,4,7,19,0,0,19.2,23.2,21.2
16,Melvin Gordon,RB,DEN,0,0,0,0,0,24,111,2,0,0,0,0,0,23.1,23.1,23.1
17,Najee Harris,RB,PIT,0,0,0,0,0,20,94,1,3,3,10,1,0,22.4,25.4,23.9
18,Ja'Marr Chase,WR,CIN,0,0,0,0,0,1,6,0,5,8,77,2,0,20.3,25.3,22.8
19,Joe Burrow,QB,CIN,348,2,0,34,25,2,3,0,0,0,0,0,0,22.220000000000002,22.220000000000002,22.220000000000002
20,Justin Herbert,QB,LAC,275,3,0,31,23,4,19,0,0,0,0,0,0,24.9,24.9,24.9
21,Chris Godwin,WR,TAM,0,0,0,0,0,0,0,0,10,15,105,0,0,10.5,20.5,15.5
22,Matthew Stafford,QB,LAR,287,3,0,30,23,0,0,0,0,0,0,0,0,23.48,23.48,23.48
23,Kyler Murray,QB,ARI,383,0,2,49,32,7,61,0,0,0,0,0,0,17.42,17.42,17.42
24,Aaron Jones,RB,GNB,0,0,0,0,0,5,35,1,3,3,30,1,0,18.5,21.5,20.0
25,Robby Anderson,WR,CAR,0,0,0,0,0,0,0,0,7,12,84,1,0,14.4,21.4,17.9
26,Justin Fields,QB,CHI,224,2,2,33,18,9,74,0,0,0,0,0,1,18.36,18.36,18.36
27,Javonte Williams,RB,DEN,0,0,0,0,0,15,73,1,1,2,10,1,0,20.3,21.3,20.8
28,Russell Wilson,QB,SEA,260,2,0,28,17,2,8,0,0,0,0,0,0,19.2,19.2,19.2
29,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,8,11,101,0,0,10.100000000000001,18.1,14.100000000000001
30,Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,6,6,91,1,0,15.1,21.1,18.1
31,Davis Mills,QB,HOU,331,1,0,49,33,2,8,0,0,0,0,0,0,18.040000000000003,18.040000000000003,18.040000000000003
32,Allen Lazard,WR,GNB,0,0,0,0,0,1,14,0,6,7,75,1,0,14.9,20.9,17.9
33,Justin Jefferson,WR,MIN,0,0,0,0,0,1,-4,0,7,15,79,1,0,13.5,20.5,17.0
34,Rashod Bateman,WR,BAL,0,0,0,0,0,0,0,0,7,8,103,0,0,10.3,17.3,13.8
35,Mike Glennon,QB,NYG,191,2,1,36,17,1,7,1,0,0,0,0,1,18.34,18.34,18.34
36,Patrick Mahomes,QB,KAN,258,2,0,24,20,4,20,0,0,0,0,0,0,20.32,20.32,20.32
37,A.J. Green,WR,ARI,0,0,0,0,0,0,0,0,7,10,102,0,0,10.200000000000001,17.200000000000003,13.700000000000001
38,Jimmy Garoppolo,QB,SFO,296,2,0,41,27,1,3,0,0,0,0,0,0,20.14,20.14,20.14
39,Odell Beckham Jr.,WR,LAR,0,0,0,0,0,0,0,0,6,7,77,1,0,13.7,19.7,16.7
40,Tee Higgins,WR,CIN,0,0,0,0,0,0,0,0,5,7,114,0,0,11.4,16.4,13.9
41,Clyde Edwards-Helaire,RB,KAN,0,0,0,0,0,10,37,2,3,3,5,0,0,16.2,19.2,17.7
42,Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,7,9,60,1,0,12.0,19.0,15.5
43,Brandon Aiyuk,WR,SFO,0,0,0,0,0,1,4,0,6,10,62,1,0,12.600000000000001,18.6,15.600000000000001
44,Saquon Barkley,RB,NYG,0,0,0,0,0,16,64,0,3,3,31,1,0,15.5,18.5,17.0
45,Jakeem Grant,WR,CHI,0,0,0,0,0,1,5,0,1,3,46,1,0,11.100000000000001,12.100000000000001,11.600000000000001
46,Jalen Guyton,WR,LAC,0,0,0,0,0,0,0,0,3,3,87,1,0,14.700000000000001,17.700000000000003,16.200000000000003
47,Josh Palmer,WR,LAC,0,0,0,0,0,0,0,0,5,7,66,1,0,12.600000000000001,17.6,15.100000000000001
48,Chase Claypool,WR,PIT,0,0,0,0,0,1,2,0,8,9,93,0,0,9.5,17.5,13.5
49,Tyler Huntley,QB,BAL,270,1,0,38,27,6,45,0,0,0,0,0,2,15.3,15.3,15.3
50,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,3,9,83,1,0,14.3,17.3,15.8
51,Derrick Gore,RB,KAN,0,0,0,0,0,9,66,1,2,2,23,0,0,14.900000000000002,16.900000000000002,15.900000000000002
52,Ryan Tannehill,QB,TEN,191,0,0,31,20,4,29,1,0,0,0,0,0,16.54,16.54,16.54
53,James Washington,WR,PIT,0,0,0,0,0,0,0,0,4,6,65,1,0,12.5,16.5,14.5
54,Austin Ekeler,RB,LAC,0,0,0,0,0,12,67,1,2,4,17,0,0,14.399999999999999,16.4,15.399999999999999
55,Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,5,7,51,1,0,11.100000000000001,16.1,13.600000000000001
56,Kirk Cousins,QB,MIN,216,2,2,31,14,2,14,0,0,0,0,0,0,14.040000000000001,14.040000000000001,14.040000000000001
57,Baker Mayfield,QB,CLE,190,2,1,32,22,6,14,0,0,0,0,0,0,15.000000000000002,15.000000000000002,15.000000000000002
58,Cam Sims,WR,WAS,0,0,0,0,0,0,0,0,3,4,69,1,0,12.9,15.9,14.4
59,Cam Newton,QB,CAR,178,0,1,23,15,10,47,1,0,0,0,0,1,13.82,13.82,13.82
60,Damiere Byrd,WR,CHI,0,0,0,0,0,0,0,0,2,2,76,1,0,13.600000000000001,15.600000000000001,14.600000000000001
61,Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,9,11,64,0,0,6.4,15.4,10.9
62,Gabriel Davis,WR,BUF,0,0,0,0,0,0,0,0,5,8,43,1,0,10.3,15.3,12.8
63,Diontae Johnson,WR,PIT,0,0,0,0,0,1,7,0,5,10,76,0,0,8.3,13.3,10.8
64,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,0,0,0,8,12,73,0,0,7.300000000000001,15.3,11.3
65,Teddy Bridgewater,QB,DEN,179,2,0,25,18,0,0,0,0,0,0,0,0,15.16,15.16,15.16
66,Jarvis Landry,WR,CLE,0,0,0,0,0,0,0,0,5,10,41,1,0,10.100000000000001,15.100000000000001,12.600000000000001
67,Albert Okwuegbunam,TE,DEN,0,0,0,0,0,0,0,0,5,5,41,1,0,10.100000000000001,15.100000000000001,12.600000000000001
68,Devin Singletary,RB,BUF,0,0,0,0,0,4,52,0,6,7,37,0,0,8.9,14.9,11.9
69,Van Jefferson,WR,LAR,0,0,0,0,0,1,10,0,2,3,58,1,0,12.8,14.8,13.8
70,CeeDee Lamb,WR,DAL,0,0,0,0,0,2,15,0,7,10,61,0,0,7.6000000000000005,14.600000000000001,11.100000000000001
71,Stefon Diggs,WR,BUF,0,0,0,0,0,0,0,0,7,13,74,0,0,7.4,14.4,10.9
72,D.J. Moore,WR,CAR,0,0,0,0,0,0,0,0,6,10,84,0,0,8.4,14.4,11.4
73,D'Onta Foreman,RB,TEN,0,0,0,0,0,13,47,1,2,2,15,0,0,12.2,14.2,13.2
74,David Montgomery,RB,CHI,0,0,0,0,0,10,42,0,6,7,39,0,0,8.100000000000001,14.100000000000001,11.100000000000001
75,Austin Hooper,TE,CLE,0,0,0,0,0,0,0,0,5,6,30,1,0,9.0,14.0,11.5
76,Donovan Peoples-Jones,WR,CLE,0,0,0,0,0,0,0,0,5,7,90,0,0,9.0,14.0,11.5
77,Cordarrelle Patterson,RB,ATL,0,0,0,0,0,16,58,1,2,5,1,0,0,11.9,13.9,12.9
78,Mike Davis,RB,ATL,0,0,0,0,0,11,44,0,5,6,42,0,0,8.600000000000001,13.600000000000001,11.100000000000001
79,Kalif Raymond,WR,DET,0,0,0,0,0,0,0,0,4,5,31,1,0,9.1,13.1,11.1
80,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,6,7,70,0,0,7.0,13.0,10.0
81,Deebo Samuel,WR,SFO,0,0,0,0,0,8,37,1,1,1,22,0,0,11.899999999999999,12.899999999999999,12.399999999999999
82,Darrel Williams,RB,KAN,0,0,0,0,0,2,8,0,3,3,31,1,0,9.9,12.9,11.4
83,Breshad Perriman,WR,TAM,0,0,0,0,0,0,0,0,1,2,58,1,0,11.8,12.8,12.3
84,Royce Freeman,RB,HOU,0,0,0,0,0,11,15,0,6,8,51,0,0,6.6000000000000005,12.600000000000001,9.600000000000001
85,Jared Goff,QB,DET,215,1,1,39,24,2,10,0,0,0,0,0,0,11.6,11.6,11.6
86,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,0,4,7,26,1,0,8.6,12.6,10.6
87,Derek Carr,QB,LVR,263,1,1,45,33,0,0,0,0,0,0,0,1,10.52,10.52,10.52
88,Devontae Booker,RB,NYG,0,0,0,0,0,8,56,0,4,5,28,0,0,8.4,12.4,10.4
89,Devonta Freeman,RB,BAL,0,0,0,0,0,13,64,0,5,5,8,0,0,7.2,12.2,9.7
90,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,6,6,61,0,0,6.1000000000000005,12.100000000000001,9.100000000000001
91,Nico Collins,WR,HOU,0,0,0,0,0,0,0,0,5,10,69,0,0,6.9,11.9,9.4
92,Dak Prescott,QB,DAL,211,1,2,39,22,7,15,0,0,0,0,0,0,9.94,9.94,9.94
93,Craig Reynolds,RB,DET,0,0,0,0,0,11,83,0,2,2,16,0,0,9.9,11.9,10.9
94,Matt Ryan,QB,ATL,190,1,0,28,19,4,3,0,0,0,0,0,0,11.900000000000002,11.900000000000002,11.900000000000002
95,Tyreek Hill,WR,KAN,0,0,0,0,0,0,0,0,4,4,76,0,0,7.6000000000000005,11.600000000000001,9.600000000000001
96,Christian Kirk,WR,ARI,0,0,0,0,0,0,0,0,3,6,86,0,0,8.6,11.6,10.1
97,Zach Wilson,QB,NYJ,202,0,0,42,19,4,33,0,0,0,0,0,0,11.38,11.38,11.38
98,Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,6,10,52,0,0,5.2,11.2,8.2
99,Pat Freiermuth,TE,PIT,0,0,0,0,0,0,0,0,2,3,32,1,0,9.2,11.2,10.2
100,Rob Gronkowski,TE,TAM,0,0,0,0,0,0,0,0,5,9,62,0,0,6.2,11.2,8.7
101,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,5,6,61,0,0,6.1000000000000005,11.100000000000001,8.600000000000001
102,Michael Gallup,WR,DAL,0,0,0,0,0,0,0,0,5,9,60,0,0,6.0,11.0,8.5
103,Josh Jacobs,RB,LVR,0,0,0,0,0,9,24,0,5,6,46,0,1,5.000000000000001,10.0,7.500000000000001
104,Gerald Everett,TE,SEA,0,0,0,0,0,1,13,0,2,2,15,1,0,8.8,10.8,9.8
105,Laquon Treadwell,WR,JAX,0,0,0,0,0,0,0,0,4,6,68,0,0,6.800000000000001,10.8,8.8
106,Rex Burkhead,RB,HOU,0,0,0,0,0,11,40,0,4,4,26,0,0,6.6,10.6,8.6
107,Jonathan Williams,RB,WAS,0,0,0,0,0,4,16,1,1,1,19,0,0,9.5,10.5,10.0
108,Russell Gage,WR,ATL,0,0,0,0,0,0,0,0,4,6,64,0,0,6.4,10.4,8.4
109,DeAndre Hopkins,WR,ARI,0,0,0,0,0,0,0,0,5,13,54,0,0,5.4,10.4,7.9
110,Tyler Boyd,WR,CIN,0,0,0,0,0,1,8,0,4,5,55,0,0,6.3,10.3,8.3
111,Elijhaa Penny,RB,NYG,0,0,0,0,0,1,8,0,1,1,3,1,0,7.1,8.1,7.6
112,Taylor Heinicke,QB,WAS,122,1,1,25,11,3,8,0,0,0,0,0,1,5.679999999999999,5.679999999999999,5.679999999999999
113,Jerry Jeudy,WR,DEN,0,0,0,0,0,0,0,0,5,6,47,0,0,4.7,9.7,7.2
114,Ty Johnson,RB,NYJ,0,0,0,0,0,6,17,0,4,7,40,0,0,5.7,9.7,7.7
115,C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,4,6,56,0,0,5.6000000000000005,9.600000000000001,7.6000000000000005
116,Nick Chubb,RB,CLE,0,0,0,0,0,17,59,0,3,4,6,0,0,6.5,9.5,8.0
117,Chuba Hubbard,RB,CAR,0,0,0,0,0,10,33,1,0,0,0,0,0,9.3,9.3,9.3
118,Zach Ertz,TE,ARI,0,0,0,0,0,0,0,0,5,7,42,0,0,4.2,9.2,6.7
119,Ray-Ray McCloud,WR,PIT,0,0,0,0,0,0,0,0,6,8,32,0,0,3.2,9.2,6.2
120,Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,5,8,41,0,0,4.1000000000000005,9.100000000000001,6.6000000000000005
