,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
89,Jared Cook,TE,LAC,0,0,0,0,0,0,0,0,4,4,48,0,0,4.800000000000001,8.8,6.800000000000001
90,Allen Robinson,WR,CHI,0,0,0,0,0,0,0,0,4,6,68,0,0,6.800000000000001,10.8,8.8
91,Darrel Williams,RB,KAN,0,0,0,0,0,19,70,0,3,4,7,0,0,7.7,10.7,9.2
92,Sony Michel,RB,LAR,0,0,0,0,0,7,20,0,2,3,6,1,0,8.6,10.6,9.6
93,Emmanuel Sanders,WR,BUF,0,0,0,0,0,0,0,0,4,8,65,0,0,6.5,10.5,8.5
94,Patrick Mahomes,QB,KAN,166,1,0,37,20,2,-2,0,0,0,0,0,0,10.440000000000001,10.440000000000001,10.440000000000001
95,Damien Harris,RB,NWE,0,0,0,0,0,15,30,1,1,1,3,0,0,9.3,10.3,9.8
96,Davante Adams,WR,GNB,0,0,0,0,0,0,0,0,6,14,42,0,0,4.2,10.2,7.2
97,Rashod Bateman,WR,BAL,0,0,0,0,0,0,0,0,5,8,52,0,0,5.2,10.2,7.7
98,Brandon Bolden,RB,NWE,0,0,0,0,0,8,54,0,2,2,27,0,0,8.100000000000001,10.100000000000001,9.100000000000001
99,Tyler Higbee,TE,LAR,0,0,0,0,0,0,0,0,5,10,51,0,0,5.1000000000000005,10.100000000000001,7.6000000000000005
100,Dan Arnold,TE,JAX,0,0,0,0,0,0,0,0,4,7,60,0,0,6.0,10.0,8.0
101,David Montgomery,RB,CHI,0,0,0,0,0,13,63,0,2,2,17,0,0,8.0,10.0,9.0
102,Eno Benjamin,RB,ARI,0,0,0,0,0,9,39,1,0,0,0,0,0,9.9,9.9,9.9
103,Ja'Marr Chase,WR,CIN,0,0,0,0,0,2,0,0,6,13,49,0,1,2.9000000000000004,8.9,5.9
104,Hunter Henry,TE,NWE,0,0,0,0,0,0,0,0,2,3,19,1,0,7.9,9.9,8.9
105,Zach Pascal,WR,IND,0,0,0,0,0,0,0,0,4,7,58,0,0,5.800000000000001,9.8,7.800000000000001
106,Michael Carter,RB,NYJ,0,0,0,0,0,13,49,0,1,2,37,0,0,8.600000000000001,9.600000000000001,9.100000000000001
107,Adrian Peterson,RB,TEN,0,0,0,0,0,10,21,1,1,1,5,0,0,8.6,9.6,9.1
108,Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,5,7,45,0,0,4.5,9.5,7.0
109,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,5,10,44,0,0,4.4,9.4,6.9
110,Joe Burrow,QB,CIN,282,0,2,40,28,2,1,0,0,0,0,0,0,7.379999999999999,7.379999999999999,7.379999999999999
111,Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,4,8,54,0,0,5.4,9.4,7.4
112,Dalton Schultz,TE,DAL,0,0,0,0,0,0,0,0,4,5,54,0,0,5.4,9.4,7.4
113,A.J. Brown,WR,TEN,0,0,0,0,0,0,0,0,5,11,42,0,0,4.2,9.2,6.7
114,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,3,7,62,0,0,6.2,9.2,7.7
115,Antoine Wesley,WR,ARI,0,0,0,0,0,0,0,0,3,3,62,0,0,6.2,9.2,7.7
116,Daniel Jones,QB,NYG,110,1,0,20,15,4,17,0,0,0,0,0,1,8.100000000000001,8.100000000000001,8.100000000000001
117,Allen Lazard,WR,GNB,0,0,0,0,0,0,0,0,1,1,20,1,0,8.0,9.0,8.5
118,Tyrod Taylor,QB,HOU,240,0,3,43,24,3,23,0,0,0,0,0,0,5.9,5.9,5.9
119,Jamison Crowder,WR,NYJ,0,0,0,0,0,0,0,0,5,7,38,0,0,3.8000000000000003,8.8,6.300000000000001
120,Devin Duvernay,WR,BAL,0,0,0,0,0,0,0,0,2,2,8,1,0,6.8,8.8,7.8
121,Darrell Henderson,RB,LAR,0,0,0,0,0,11,55,0,3,4,3,0,0,5.8,8.8,7.3
122,David Njoku,TE,CLE,0,0,0,0,0,0,0,0,1,3,18,1,0,7.8,8.8,8.3
123,Adam Trautman,TE,NOR,0,0,0,0,0,0,0,0,4,7,47,0,0,4.7,8.7,6.7
124,Adam Thielen,WR,MIN,0,0,0,0,0,0,0,0,2,7,6,1,0,6.6,8.6,7.6
125,Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,3,4,53,0,0,5.300000000000001,8.3,6.800000000000001
126,Randall Cobb,WR,GNB,0,0,0,0,0,0,0,0,3,5,50,0,0,5.0,8.0,6.5
127,Mac Jones,QB,NWE,139,1,1,18,12,2,4,0,0,0,0,0,1,5.960000000000001,5.960000000000001,5.960000000000001
128,Danny Amendola,WR,HOU,0,0,0,1,0,0,0,0,3,7,49,0,0,4.9,7.9,6.4
129,Mike White,QB,NYJ,95,1,0,11,7,0,0,0,0,0,0,0,0,7.800000000000001,7.800000000000001,7.800000000000001
130,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,2,5,58,0,0,5.800000000000001,7.800000000000001,6.800000000000001
131,D.J. Moore,WR,CAR,0,0,0,0,0,2,14,0,3,7,32,0,0,4.6000000000000005,7.6000000000000005,6.1000000000000005
132,Julio Jones,WR,TEN,0,0,0,0,0,0,0,0,4,4,35,0,0,3.5,7.5,5.5
133,Rondale Moore,WR,ARI,0,0,0,0,0,0,0,0,5,5,25,0,0,2.5,7.5,5.0
134,Chase Claypool,WR,PIT,0,0,0,0,0,2,13,0,3,5,30,0,0,4.3,7.3,5.8
135,Dallas Goedert,TE,PHI,0,0,0,0,0,0,0,0,3,6,43,0,0,4.3,7.3,5.8
136,Tyreek Hill,WR,KAN,0,0,0,0,0,1,-4,0,4,11,37,0,0,3.3000000000000003,7.300000000000001,5.300000000000001
137,Carlos Hyde,RB,JAX,0,0,0,0,0,21,67,0,1,2,6,0,1,5.300000000000001,6.300000000000001,5.800000000000001
138,Danny Pinter,G,IND,0,0,0,0,0,0,0,0,1,1,2,1,0,6.2,7.2,6.7
139,Jack Doyle,TE,IND,0,0,0,0,0,0,0,0,1,2,1,1,0,6.1,7.1,6.6
140,Van Jefferson,WR,LAR,0,0,0,0,0,0,0,0,3,7,41,0,0,4.1000000000000005,7.1000000000000005,5.6000000000000005
141,Ameer Abdullah,RB,CAR,0,0,0,0,0,1,0,0,4,5,30,0,0,3.0,7.0,5.0
142,David Johnson,RB,HOU,0,0,0,0,0,4,11,0,3,5,29,0,0,4.0,7.0,5.5
143,Jeff Smith,WR,NYJ,0,0,0,0,0,0,0,0,3,4,40,0,0,4.0,7.0,5.5
144,Kene Nwangwu,RB,MIN,0,0,0,0,0,1,9,0,0,0,0,0,0,0.9,0.9,0.9
145,Jamal Agnew,WR,JAX,0,0,0,0,0,1,11,0,3,5,27,0,0,3.8000000000000003,6.800000000000001,5.300000000000001
146,Drew Sample,TE,CIN,0,0,0,0,0,0,0,0,3,3,36,0,0,3.6,6.6,5.1
147,Jeremy McNichols,RB,TEN,0,0,0,0,0,7,24,0,3,3,11,0,0,3.5000000000000004,6.5,5.0
148,Albert Okwuegbunam,TE,DEN,0,0,0,0,0,0,0,0,4,5,25,0,0,2.5,6.5,4.5
149,James Washington,WR,PIT,0,0,0,0,0,2,13,0,1,3,42,0,0,5.5,6.5,6.0
150,Kendrick Bourne,WR,NWE,0,0,0,0,0,0,0,0,3,4,34,0,0,3.4000000000000004,6.4,4.9
151,C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,4,5,24,0,0,2.4000000000000004,6.4,4.4
152,Kenneth Gainwell,RB,PHI,0,0,0,0,0,2,3,1,0,0,0,0,0,6.3,6.3,6.3
153,Marquise Goodwin,WR,CHI,0,0,0,0,0,0,0,0,1,4,50,0,0,5.0,6.0,5.5
154,DeAndre Houston-Carson,DB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
155,Kyle Rudolph,TE,NYG,0,0,0,0,0,0,0,0,4,5,20,0,0,2.0,6.0,4.0
156,Laviska Shenault Jr.,WR,JAX,0,0,0,0,0,1,-4,0,4,4,24,0,0,2.0000000000000004,6.0,4.0
157,Chris Conley,WR,HOU,0,0,0,0,0,0,0,0,2,3,38,0,0,3.8000000000000003,5.800000000000001,4.800000000000001
158,Alec Ingold,FB,LVR,0,0,0,0,0,0,0,0,3,3,28,0,0,2.8000000000000003,5.800000000000001,4.300000000000001
159,Tyler Kroft,TE,NYJ,0,0,0,0,0,0,0,0,2,3,38,0,0,3.8000000000000003,5.800000000000001,4.800000000000001
160,Amari Cooper,WR,DAL,0,0,0,0,0,0,0,0,2,5,37,0,0,3.7,5.7,4.7
161,Zach Ertz,TE,ARI,0,0,0,0,0,0,0,0,3,5,27,0,0,2.7,5.7,4.2
162,Samaje Perine,RB,CIN,0,0,0,0,0,5,20,0,2,3,17,0,0,3.7,5.7,4.7
163,Jerick McKinnon,RB,KAN,0,0,0,0,0,0,0,0,3,3,26,0,0,2.6,5.6,4.1
164,Nico Collins,WR,HOU,0,0,0,0,0,0,0,0,3,3,25,0,0,2.5,5.5,4.0
165,Aaron Jones,RB,GNB,0,0,0,0,0,12,53,0,0,2,0,0,0,5.300000000000001,5.300000000000001,5.300000000000001
166,Tony Pollard,RB,DAL,0,0,0,0,0,4,11,0,1,2,32,0,0,4.300000000000001,5.300000000000001,4.800000000000001
167,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,3,5,21,0,0,2.1,5.1,3.6
168,Trevor Lawrence,QB,JAX,118,0,0,26,15,3,4,0,0,0,0,0,0,5.12,5.12,5.12
169,Mecole Hardman,WR,KAN,0,0,0,0,0,0,0,0,3,6,20,0,0,2.0,5.0,3.5
170,Kendall Hinton,WR,DEN,0,0,0,0,0,0,0,0,1,1,40,0,0,4.0,5.0,4.5
171,Sam Darnold,QB,CAR,172,0,3,33,16,3,9,0,0,0,0,0,0,1.7799999999999998,1.7799999999999998,1.7799999999999998
172,Kenny Golladay,WR,NYG,0,0,0,0,0,0,0,0,2,3,28,0,0,2.8000000000000003,4.800000000000001,3.8000000000000003
173,Cedrick Wilson Jr.,WR,DAL,0,0,0,0,0,0,0,0,2,5,28,0,0,2.8000000000000003,4.800000000000001,3.8000000000000003
174,Elijhaa Penny,RB,NYG,0,0,0,0,0,5,35,0,2,2,-8,0,0,2.7,4.7,3.7
175,Durham Smythe,TE,MIA,0,0,0,0,0,0,0,0,2,2,27,0,0,2.7,4.7,3.7
176,Harrison Bryant,TE,CLE,0,0,0,0,0,0,0,0,2,2,26,0,0,2.6,4.6,3.6
177,Chuba Hubbard,RB,CAR,0,0,0,0,0,3,3,0,1,2,33,0,0,3.6000000000000005,4.6000000000000005,4.1000000000000005
178,Zack Moss,RB,BUF,0,0,0,0,0,3,6,0,2,4,18,0,0,2.4000000000000004,4.4,3.4000000000000004
179,Antony Auclair,TE,HOU,0,0,0,0,0,0,0,0,2,2,23,0,0,2.3000000000000003,4.300000000000001,3.3000000000000003
180,Ashton Dulin,WR,IND,0,0,0,0,0,0,0,0,2,2,23,0,0,2.3000000000000003,4.300000000000001,3.3000000000000003
181,Jamycal Hasty,RB,SFO,0,0,0,0,0,1,2,0,3,4,11,0,0,1.3,4.3,2.8
182,CeeDee Lamb,WR,DAL,0,0,0,0,0,0,0,0,2,9,23,0,0,2.3000000000000003,4.300000000000001,3.3000000000000003
183,Josh Palmer,WR,LAC,0,0,0,0,0,0,0,0,2,2,22,0,0,2.2,4.2,3.2
184,Jarvis Landry,WR,CLE,0,0,0,0,0,1,0,0,3,5,11,0,0,1.1,4.1,2.6
185,Boston Scott,RB,PHI,0,0,0,0,0,10,40,0,0,0,0,0,0,4.0,4.0,4.0
186,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,1,2,9,0,0,0.9,1.9,1.4
187,Marquez Valdes-Scantling,WR,GNB,0,0,0,0,0,0,0,0,2,2,19,0,0,1.9000000000000001,3.9000000000000004,2.9000000000000004
188,Mo Alie-Cox,TE,IND,0,0,0,0,0,0,0,0,1,1,28,0,0,2.8000000000000003,3.8000000000000003,3.3000000000000003
189,Jimmy Graham,TE,CHI,0,0,0,0,0,0,0,0,1,3,28,0,0,2.8000000000000003,3.8000000000000003,3.3000000000000003
190,Jalen Richard,RB,LVR,0,0,0,0,0,0,0,0,2,3,18,0,0,1.8,3.8,2.8
191,Kylen Granson,TE,IND,0,0,0,0,0,0,0,0,1,1,27,0,0,2.7,3.7,3.2
192,C.J. Ham,FB,MIN,0,0,0,0,0,0,0,0,1,1,27,0,0,2.7,3.7,3.2
193,Josiah Deguara,TE,GNB,0,0,0,0,0,0,0,0,2,2,16,0,0,1.6,3.6,2.6
194,Hayden Hurst,TE,ATL,0,0,0,0,0,0,0,0,2,3,16,0,0,1.6,3.6,2.6
195,Trevon Wesco,TE,NYJ,0,0,0,0,0,0,0,0,2,2,16,0,0,1.6,3.6,2.6
196,Austin Hooper,TE,CLE,0,0,0,0,0,0,0,0,2,2,14,0,0,1.4000000000000001,3.4000000000000004,2.4000000000000004
197,Kyle Juszczyk,FB,SFO,0,0,0,0,0,0,0,0,2,2,14,0,0,1.4000000000000001,3.4000000000000004,2.4000000000000004
198,Demetric Felton,RB,CLE,0,0,0,0,0,0,0,0,1,1,22,0,0,2.2,3.2,2.7
199,Zay Jones,WR,LVR,0,0,0,0,0,0,0,0,1,4,20,0,0,2.0,3.0,2.5
200,Isaiah McKenzie,WR,BUF,0,0,0,0,0,0,0,0,2,2,10,0,0,1.0,3.0,2.0
201,Denzel Mims,WR,NYJ,0,0,0,0,0,0,0,0,1,5,20,0,0,2.0,3.0,2.5
202,K.J. Osborn,WR,MIN,0,0,0,0,0,0,0,0,1,2,20,0,0,2.0,3.0,2.5
203,Tommy Sweeney,TE,BUF,0,0,0,0,0,0,0,0,2,2,10,0,0,1.0,3.0,2.0
204,D'Onta Foreman,RB,TEN,0,0,0,0,0,5,29,0,0,0,0,0,0,2.9000000000000004,2.9000000000000004,2.9000000000000004
205,Derrick Gore,RB,KAN,0,0,0,0,0,3,13,0,1,1,6,0,0,1.9000000000000001,2.9000000000000004,2.4000000000000004
206,Jalen Guyton,WR,LAC,0,0,0,0,0,0,0,0,1,2,19,0,0,1.9000000000000001,2.9000000000000004,2.4000000000000004
207,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,0,2,2,9,0,0,0.9,2.9,1.9
208,Quez Watkins,WR,PHI,0,0,0,0,0,0,0,0,2,3,9,0,0,0.9,2.9,1.9
209,Mike Davis,RB,ATL,0,0,0,0,0,9,13,0,1,2,5,0,0,1.8,2.8,2.3
210,Phillip Lindsay,RB,HOU,0,0,0,0,0,8,28,0,0,0,0,0,0,2.8000000000000003,2.8000000000000003,2.8000000000000003
211,Mike Thomas,WR,CIN,0,0,0,0,0,0,0,0,1,1,16,0,0,1.6,2.6,2.1
212,Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,2,3,5,0,0,0.5,2.5,1.5
213,Anthony Schwartz,WR,CLE,0,0,0,0,0,0,0,0,1,1,15,0,0,1.5,2.5,2.0
214,Nick Westbrook-Ikhine,WR,TEN,0,0,0,0,0,0,0,0,1,1,14,0,0,1.4000000000000001,2.4000000000000004,1.9000000000000001
215,Kirk Merritt,WR,MIA,0,0,0,0,0,0,0,0,1,3,13,0,0,1.3,2.3,1.8
216,Tajae Sharpe,WR,ATL,0,0,0,0,0,0,0,0,1,1,12,0,0,1.2000000000000002,2.2,1.7000000000000002
217,Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,1,2,11,0,0,1.1,2.1,1.6
218,Chris Evans,RB,CIN,0,0,0,0,0,0,0,0,1,1,11,0,0,1.1,2.1,1.6
219,Adam Shaheen,TE,MIA,0,0,0,0,0,0,0,0,1,2,11,0,0,1.1,2.1,1.6
220,Albert Wilson,WR,MIA,0,0,0,0,0,0,0,0,1,2,11,0,0,1.1,2.1,1.6
221,Joshua Kelley,RB,LAC,0,0,0,0,0,3,6,0,1,1,4,0,0,1.0,2.0,1.5
222,Chris Manhertz,TE,JAX,0,0,0,0,0,0,0,0,1,1,9,0,0,0.9,1.9,1.4
223,Ian Thomas,TE,CAR,0,0,0,0,0,0,0,0,1,2,9,0,0,0.9,1.9,1.4
224,Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,1,4,8,0,0,0.8,1.8,1.3
225,Jonnu Smith,TE,NWE,0,0,0,0,0,1,4,0,1,2,4,0,0,0.8,1.8,1.3
226,Jordan Akins,TE,HOU,0,0,0,0,0,0,0,0,2,3,7,0,1,-1.2999999999999998,0.7000000000000002,-0.2999999999999998
227,Anthony Firkser,TE,TEN,0,0,0,0,0,0,0,0,1,1,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
228,Taysom Hill,QB,NOR,33,0,0,2,2,1,4,0,0,0,0,0,0,1.7200000000000002,1.7200000000000002,1.7200000000000002
229,Dezmon Patmon,WR,IND,0,0,0,0,0,0,0,0,1,1,7,0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002
