,Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,StandardFantasyPoints,PPRFantasyPoints,HalfPPRFantasyPoints
44,Dawson Knox,TE,BUF,0,0,0,0,0,0,0,0,3,3,32,2,0,15.2,18.2,16.7
45,Trevor Lawrence,QB,JAX,228,1,1,42,23,5,39,0,0,0,0,0,0,15.020000000000001,15.020000000000001,15.020000000000001
46,Joe Burrow,QB,CIN,190,1,1,24,20,1,8,1,0,0,0,0,0,16.400000000000002,16.400000000000002,16.400000000000002
47,Darrell Henderson,RB,LAR,0,0,0,0,0,16,55,0,4,4,18,1,0,13.3,17.3,15.3
48,D.J. Moore,WR,CAR,0,0,0,0,0,0,0,0,4,10,103,0,0,10.3,14.3,12.3
49,Ezekiel Elliott,RB,DAL,0,0,0,0,0,9,25,1,6,8,24,0,0,10.9,16.9,13.9
50,Tony Pollard,RB,DAL,0,0,0,0,0,10,36,0,4,4,32,0,0,6.800000000000001,10.8,8.8
51,Mark Andrews,TE,BAL,0,0,0,0,0,0,0,0,4,10,65,1,0,12.5,16.5,14.5
52,Kirk Cousins,QB,MIN,238,2,1,32,20,0,0,0,0,0,0,0,0,15.52,15.52,15.52
53,Tyrod Taylor,QB,HOU,158,2,1,26,17,2,30,0,0,0,0,0,0,15.32,15.32,15.32
54,Teddy Bridgewater,QB,DEN,129,1,0,18,11,2,10,1,0,0,0,0,0,16.16,16.16,16.16
55,Josh Reynolds,WR,DET,0,0,0,0,0,0,0,0,3,5,70,1,0,13.0,16.0,14.5
56,Dalton Schultz,TE,DAL,0,0,0,0,0,0,0,0,3,7,46,1,0,10.600000000000001,13.600000000000001,12.100000000000001
57,Keenan Allen,WR,LAC,0,0,0,0,0,0,0,0,7,10,85,0,0,8.5,15.5,12.0
58,Dalvin Cook,RB,MIN,0,0,0,0,0,10,39,0,6,7,64,0,1,8.3,14.3,11.3
59,Daniel Jones,QB,NYG,202,1,0,30,19,9,30,0,0,0,0,0,0,15.08,15.08,15.08
60,Jakobi Meyers,WR,NWE,0,0,0,0,0,0,0,0,5,8,98,0,0,9.8,14.8,12.3
61,Gerald Everett,TE,SEA,0,0,0,0,0,0,0,0,5,9,37,1,0,9.7,14.7,12.2
62,Cole Kmet,TE,CHI,0,0,0,0,0,0,0,0,8,11,65,0,0,6.5,14.5,10.5
63,D'Onta Foreman,RB,TEN,0,0,0,0,0,19,109,0,1,1,3,0,1,9.200000000000001,10.200000000000001,9.700000000000001
64,Boston Scott,RB,PHI,0,0,0,0,0,15,64,1,2,3,8,0,1,11.200000000000001,13.200000000000001,12.200000000000001
65,Pat Freiermuth,TE,PIT,0,0,0,0,0,0,0,0,4,4,40,1,0,10.0,14.0,12.0
66,Jared Goff,QB,DET,171,2,0,25,21,0,0,0,0,0,0,0,1,12.84,12.84,12.84
67,Matt Breida,RB,BUF,0,0,0,0,0,9,26,0,2,2,29,1,0,11.5,13.5,12.5
68,Brandin Cooks,WR,HOU,0,0,0,0,0,0,0,0,3,5,45,1,0,10.5,13.5,12.0
69,James Robinson,RB,JAX,0,0,0,0,0,17,86,0,3,4,29,0,1,9.5,12.5,11.0
70,Lamar Jackson,QB,BAL,165,1,4,32,20,17,68,0,0,0,0,0,0,9.400000000000002,9.400000000000002,9.400000000000002
71,Justin Jefferson,WR,MIN,24,0,0,1,1,0,0,0,4,9,83,0,0,9.260000000000002,13.260000000000002,11.260000000000002
72,Baker Mayfield,QB,CLE,247,1,0,37,18,2,4,0,0,0,0,0,1,12.280000000000001,12.280000000000001,12.280000000000001
73,Jamaal Williams,RB,DET,0,0,0,0,0,15,65,0,5,5,18,0,0,8.3,13.3,10.8
74,Ashton Dulin,WR,IND,0,0,0,0,0,0,0,0,1,1,62,1,0,12.2,13.2,12.7
75,Tua Tagovailoa,QB,MIA,230,1,0,31,27,4,0,0,0,0,0,0,0,13.200000000000001,13.200000000000001,13.200000000000001
76,Marquise Brown,WR,BAL,0,0,0,0,0,0,0,0,8,10,51,0,0,5.1000000000000005,13.100000000000001,9.100000000000001
77,T.Y. Hilton,WR,IND,0,0,0,0,0,0,0,0,4,5,28,1,0,8.8,12.8,10.8
78,Tyler Lockett,WR,SEA,0,0,0,0,0,0,0,0,3,5,96,0,0,9.600000000000001,12.600000000000001,11.100000000000001
79,Brandon Aiyuk,WR,SFO,0,0,0,0,0,1,4,0,3,6,91,0,0,9.5,12.5,11.0
80,T.J. Hockenson,TE,DET,0,0,0,0,0,0,0,0,3,3,35,1,0,9.5,12.5,11.0
81,David Njoku,TE,CLE,0,0,0,0,0,0,0,0,3,5,35,1,0,9.5,12.5,11.0
82,Tom Brady,QB,TAM,226,1,1,34,25,2,2,0,0,0,0,0,0,11.24,11.24,11.24
83,Jimmy Garoppolo,QB,SFO,230,1,1,26,17,3,0,0,0,0,0,0,0,11.200000000000001,11.200000000000001,11.200000000000001
84,Damien Harris,RB,NWE,0,0,0,0,0,11,40,1,1,1,12,0,0,11.2,12.2,11.7
85,Taylor Heinicke,QB,WAS,223,1,1,35,27,4,3,0,0,0,0,0,0,11.22,11.22,11.22
86,Ben Roethlisberger,QB,PIT,263,1,2,41,24,0,0,0,0,0,0,0,1,8.52,8.52,8.52
87,Jimmy Graham,TE,CHI,0,0,0,0,0,0,0,0,2,3,34,1,0,9.4,11.4,10.4
88,Noah Brown,WR,DAL,0,0,0,0,0,0,0,0,6,9,53,0,0,5.300000000000001,11.3,8.3
89,Zay Jones,WR,LVR,0,0,0,0,0,1,4,0,5,7,59,0,0,6.300000000000001,11.3,8.8
90,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,0,3,3,23,1,0,8.3,11.3,9.8
91,Chase Claypool,WR,PIT,0,0,0,0,0,0,0,0,3,8,82,0,0,8.200000000000001,11.200000000000001,9.700000000000001
92,Matt Ryan,QB,ATL,190,1,1,29,19,4,6,0,0,0,0,0,0,10.200000000000001,10.200000000000001,10.200000000000001
93,Zach Wilson,QB,NYJ,145,0,1,24,14,2,3,1,0,0,0,0,0,10.1,10.1,10.1
94,Alexander Mattison,RB,MIN,0,0,0,0,0,7,21,1,2,3,7,0,0,8.799999999999999,10.799999999999999,9.799999999999999
95,Jared Cook,TE,LAC,0,0,0,0,0,0,0,0,2,5,25,1,0,8.5,10.5,9.5
96,Nick Westbrook-Ikhine,WR,TEN,0,0,0,0,0,0,0,0,2,6,25,1,0,8.5,10.5,9.5
97,Jauan Jennings,WR,SFO,0,0,0,0,0,0,0,0,2,3,24,1,0,8.4,10.4,9.4
98,David Montgomery,RB,CHI,0,0,0,0,0,17,46,0,3,3,28,0,0,7.4,10.4,8.9
99,Freddie Swain,WR,SEA,0,0,0,0,0,0,0,0,1,2,32,1,0,9.2,10.2,9.7
100,Tavon Austin,WR,JAX,0,0,0,0,0,0,0,0,2,2,21,1,0,8.1,10.1,9.1
101,Jalen Hurts,QB,PHI,129,0,3,31,14,8,77,0,0,0,0,0,0,6.86,6.86,6.86
102,Melvin Gordon,RB,DEN,0,0,0,0,0,17,83,0,1,2,5,0,0,8.8,9.8,9.3
103,Trevor Siemian,QB,NOR,163,1,1,29,17,3,3,0,0,0,0,0,0,8.82,8.82,8.82
104,Austin Walter,RB,NYJ,0,0,0,0,0,9,38,1,0,1,0,0,0,9.8,9.8,9.8
105,Ronald Jones II,RB,TAM,0,0,0,0,0,7,37,1,0,0,0,0,0,9.7,9.7,9.7
106,Cole Beasley,WR,BUF,0,0,0,0,0,0,0,0,5,5,46,0,0,4.6000000000000005,9.600000000000001,7.1000000000000005
107,Ty Montgomery,WR,NOR,0,0,0,0,0,6,14,0,5,7,31,0,0,4.5,9.5,7.0
108,Brandon Bolden,RB,NWE,0,0,0,0,0,0,0,0,4,4,54,0,0,5.4,9.4,7.4
109,Saquon Barkley,RB,NYG,0,0,0,0,0,13,40,0,4,5,13,0,0,5.3,9.3,7.3
110,Elijah Moore,WR,NYJ,0,0,0,0,0,1,7,0,4,8,46,0,0,5.300000000000001,9.3,7.300000000000001
111,Michael Pittman Jr.,WR,IND,0,0,0,0,0,0,0,0,4,10,53,0,0,5.300000000000001,9.3,7.300000000000001
112,Laquon Treadwell,WR,JAX,0,0,0,0,0,0,0,0,4,8,53,0,0,5.300000000000001,9.3,7.300000000000001
113,Terry McLaurin,WR,WAS,0,0,0,0,0,0,0,0,4,7,51,0,0,5.1000000000000005,9.100000000000001,7.1000000000000005
114,Chris Myarick,TE,NYG,0,0,0,0,0,0,0,0,2,2,11,1,0,7.1,9.1,8.1
115,Ryan Tannehill,QB,TEN,93,1,1,21,11,5,24,0,0,0,0,0,0,8.120000000000001,8.120000000000001,8.120000000000001
116,Tevin Coleman,RB,NYJ,0,0,0,0,0,16,67,0,2,3,3,0,0,7.0,9.0,8.0
117,Marquez Valdes-Scantling,WR,GNB,0,0,0,0,0,0,0,0,4,9,50,0,0,5.0,9.0,7.0
118,Jonnu Smith,TE,NWE,0,0,0,0,0,1,9,0,3,4,49,0,0,5.800000000000001,8.8,7.300000000000001
119,DeAndre Carter,WR,WAS,0,0,0,0,0,1,4,0,4,5,42,0,0,4.6000000000000005,8.600000000000001,6.6000000000000005
120,Durham Smythe,TE,MIA,0,0,0,0,0,2,3,0,5,5,32,0,0,3.5,8.5,6.0
121,Rex Burkhead,RB,HOU,0,0,0,0,0,12,27,0,3,3,27,0,0,5.4,8.4,6.9
122,Marvin Jones,WR,JAX,0,0,0,0,0,0,0,0,4,7,43,0,0,4.3,8.3,6.3
123,Laviska Shenault Jr.,WR,JAX,0,0,0,0,0,0,0,0,5,9,33,0,0,3.3000000000000003,8.3,5.800000000000001
124,Damiere Byrd,WR,CHI,0,0,0,0,0,0,0,0,4,5,42,0,0,4.2,8.2,6.2
125,Cam Newton,QB,CAR,92,0,2,21,5,3,5,1,0,0,0,0,0,6.18,6.18,6.18
126,DeeJay Dallas,RB,SEA,0,0,0,0,0,3,4,0,5,5,27,0,0,3.1,8.1,5.6
127,Nick Vannett,TE,NOR,0,0,0,0,0,0,0,0,1,1,11,1,0,7.1,8.1,7.6
128,Harrison Bryant,TE,CLE,0,0,0,0,0,0,0,0,3,3,50,0,0,5.0,8.0,6.5
129,Kenny Golladay,WR,NYG,0,0,0,0,0,0,0,0,3,7,50,0,0,5.0,8.0,6.5
130,Sean McKeon,TE,DAL,0,0,0,0,0,0,0,0,1,1,10,1,0,7.0,8.0,7.5
131,James O'Shaughnessy,TE,JAX,0,0,0,0,0,0,0,0,3,5,29,0,0,2.9000000000000004,5.9,4.4
132,Mike Williams,WR,LAC,0,0,0,0,0,0,0,0,4,8,39,0,0,3.9000000000000004,7.9,5.9
133,Lil'Jordan Humphrey,WR,NOR,0,0,0,0,0,0,0,0,3,5,47,0,0,4.7,7.7,6.2
134,David Johnson,RB,HOU,0,0,0,0,0,10,39,0,2,3,16,0,0,5.5,7.5,6.5
135,Miles Sanders,RB,PHI,0,0,0,0,0,9,64,0,1,1,0,0,0,6.4,7.4,6.9
136,Rashod Bateman,WR,BAL,0,0,0,0,0,0,0,0,4,4,31,0,0,3.1,7.1,5.1
137,Mike Davis,RB,ATL,0,0,0,0,0,5,16,0,3,4,25,0,0,4.1,7.1,5.6
138,Eric Saubert,TE,DEN,0,0,0,0,0,0,0,0,1,1,1,1,0,6.1,7.1,6.6
139,Tre'Quan Smith,WR,NOR,0,0,0,0,0,0,0,0,4,5,31,0,0,3.1,7.1,5.1
140,Devonta Freeman,RB,BAL,0,0,0,0,0,16,52,0,1,1,8,0,0,6.0,7.0,6.5
141,Ja'Marr Chase,WR,CIN,0,0,0,0,0,0,0,0,3,3,39,0,0,3.9000000000000004,6.9,5.4
142,Braxton Berrios,WR,NYJ,0,0,0,0,0,0,0,0,2,3,47,0,0,4.7,6.7,5.7
143,Gabriel Davis,WR,BUF,0,0,0,0,0,0,0,0,2,3,47,0,0,4.7,6.7,5.7
144,Evan Engram,TE,NYG,0,0,0,0,0,0,0,0,3,6,37,0,0,3.7,6.7,5.2
145,Najee Harris,RB,PIT,0,0,0,0,0,8,23,0,3,5,14,0,0,3.7,6.7,5.2
146,Kene Nwangwu,RB,MIN,0,0,0,0,0,1,7,0,0,0,0,0,0,0.7000000000000001,0.7000000000000001,0.7000000000000001
147,Albert Wilson,WR,MIA,0,0,0,0,0,0,0,0,5,6,17,0,0,1.7000000000000002,6.7,4.2
148,Marcus Mariota,QB,LVR,0,0,0,0,0,2,4,1,0,0,0,0,0,6.4,6.4,6.4
149,Amon-Ra St. Brown,WR,DET,0,0,0,0,0,0,0,0,4,4,23,0,0,2.3000000000000003,6.300000000000001,4.300000000000001
150,Kenneth Gainwell,RB,PHI,0,0,0,0,0,0,0,0,3,4,32,0,0,3.2,6.2,4.7
151,Logan Thomas,TE,WAS,0,0,0,0,0,0,0,0,3,6,31,0,0,3.1,6.1,4.6
152,Nick Chubb,RB,CLE,0,0,0,0,0,8,16,0,2,4,23,0,0,3.9000000000000004,5.9,4.9
153,Emmanuel Sanders,WR,BUF,0,0,0,0,0,0,0,0,3,3,28,0,0,2.8000000000000003,5.800000000000001,4.300000000000001
154,Devin Singletary,RB,BUF,0,0,0,0,0,15,44,0,1,1,4,0,0,4.800000000000001,5.800000000000001,5.300000000000001
155,Chris Godwin,WR,TAM,0,0,0,0,0,1,3,0,4,5,24,0,1,0.7000000000000002,4.7,2.7
156,Kyle Juszczyk,FB,SFO,0,0,0,0,0,0,0,0,2,2,37,0,0,3.7,5.7,4.7
157,Darius Slayton,WR,NYG,0,0,0,0,0,1,-13,0,3,4,40,0,0,2.7,5.7,4.2
158,Danny Amendola,WR,HOU,0,0,0,0,0,0,0,0,3,5,23,0,0,2.3000000000000003,5.300000000000001,3.8000000000000003
159,Cameron Brate,TE,TAM,0,0,0,0,0,0,0,0,3,4,23,0,0,2.3000000000000003,5.300000000000001,3.8000000000000003
160,Darren Waller,TE,LVR,0,0,0,0,0,0,0,0,2,5,33,0,0,3.3000000000000003,5.300000000000001,4.300000000000001
161,Jalen Reagor,WR,PHI,0,0,0,0,0,0,0,0,2,7,31,0,0,3.1,5.1,4.1
162,Nelson Agholor,WR,NWE,0,0,0,0,0,0,0,0,3,3,20,0,0,2.0,5.0,3.5
163,Kenyan Drake,RB,LVR,0,0,0,0,0,7,25,0,2,2,5,0,0,3.0,5.0,4.0
164,Ryan Griffin,TE,NYJ,0,0,0,0,0,0,0,0,3,4,20,0,0,2.0,5.0,3.5
165,Nyheim Hines,RB,IND,0,0,0,0,0,1,3,0,3,4,26,0,1,0.9000000000000004,3.9000000000000004,2.4000000000000004
166,Nico Collins,WR,HOU,0,0,0,0,0,0,0,0,2,5,28,0,0,2.8000000000000003,4.800000000000001,3.8000000000000003
167,John Ross,WR,NYG,0,0,0,0,0,0,0,0,2,2,28,0,0,2.8000000000000003,4.800000000000001,3.8000000000000003
168,Mike Gesicki,TE,MIA,0,0,0,0,0,0,0,0,3,3,17,0,0,1.7000000000000002,4.7,3.2
169,Mike Evans,WR,TAM,0,0,0,0,0,0,0,0,3,6,16,0,0,1.6,4.6,3.1
170,Tim Patrick,WR,DEN,0,0,0,0,0,0,0,0,2,3,26,0,0,2.6,4.6,3.6
171,Kyle Pitts,TE,ATL,0,0,0,0,0,0,0,0,2,6,26,0,0,2.6,4.6,3.6
172,Kalif Raymond,WR,DET,0,0,0,0,0,0,0,0,3,4,16,0,0,1.6,4.6,3.1
173,Rhamondre Stevenson,RB,NWE,0,0,0,0,0,9,46,0,0,1,0,0,0,4.6000000000000005,4.6000000000000005,4.6000000000000005
174,Quez Watkins,WR,PHI,0,0,0,0,0,1,3,0,2,5,23,0,0,2.6000000000000005,4.6000000000000005,3.6000000000000005
175,Tyler Conklin,TE,MIN,0,0,0,0,0,0,0,0,2,3,25,0,0,2.5,4.5,3.5
176,Jakeem Grant,WR,CHI,0,0,0,0,0,1,0,0,2,4,25,0,0,2.5,4.5,3.5
177,Jerry Jeudy,WR,DEN,0,0,0,0,0,0,0,0,2,3,25,0,0,2.5,4.5,3.5
178,Josh Palmer,WR,LAC,0,0,0,0,0,0,0,0,2,2,25,0,0,2.5,4.5,3.5
179,Ameer Abdullah,RB,CAR,0,0,0,0,0,2,4,0,2,6,20,0,0,2.4,4.4,3.4
180,Marquez Callaway,WR,NOR,0,0,0,0,0,0,0,0,2,4,24,0,0,2.4000000000000004,4.4,3.4000000000000004
181,Keelan Cole,WR,NYJ,0,0,0,0,0,0,0,0,2,2,24,0,0,2.4000000000000004,4.4,3.4000000000000004
182,Jalen Guyton,WR,LAC,0,0,0,0,0,0,0,0,2,3,23,0,0,2.3000000000000003,4.300000000000001,3.3000000000000003
183,Noah Fant,TE,DEN,0,0,0,0,0,0,0,0,3,4,12,0,0,1.2000000000000002,4.2,2.7
184,Kylen Granson,TE,IND,0,0,0,0,0,0,0,0,2,2,22,0,0,2.2,4.2,3.2
185,Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,2,4,22,0,0,2.2,4.2,3.2
186,Ty Johnson,RB,NYJ,0,0,0,0,0,6,42,0,0,1,0,0,0,4.2,4.2,4.2
187,Phillip Lindsay,RB,MIA,0,0,0,0,0,12,42,0,0,0,0,0,0,4.2,4.2,4.2
188,Tajae Sharpe,WR,ATL,0,0,0,0,0,0,0,0,2,3,22,0,0,2.2,4.2,3.2
189,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,0,2,4,22,0,0,2.2,4.2,3.2
190,Joshua Kelley,RB,LAC,0,0,0,0,0,1,5,0,2,3,15,0,0,2.0,4.0,3.0
191,Will Dissly,TE,SEA,0,0,0,0,0,0,0,0,2,2,19,0,0,1.9000000000000001,3.9000000000000004,2.9000000000000004
192,D'Andre Swift,RB,DET,0,0,0,0,0,3,0,0,3,3,9,0,0,0.9,3.9,2.4
193,C.J. Uzomah,TE,CIN,0,0,0,0,0,0,0,0,3,3,9,0,0,0.9,3.9,2.4
194,Stephen Anderson,TE,LAC,0,0,0,0,0,0,0,0,2,2,18,0,0,1.8,3.8,2.8
195,Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,2,2,18,0,0,1.8,3.8,2.8
196,Chris Evans,RB,CIN,0,0,0,0,0,5,23,0,1,1,5,0,0,2.8000000000000003,3.8000000000000003,3.3000000000000003
197,Kalen Ballage,RB,PIT,0,0,0,0,0,3,21,0,1,2,6,0,0,2.7,3.7,3.2
198,Devontae Booker,RB,NYG,0,0,0,0,0,3,10,0,1,1,17,0,0,2.7,3.7,3.2
199,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,2,3,17,0,0,1.7000000000000002,3.7,2.7
200,Salvon Ahmed,RB,MIA,0,0,0,0,0,5,17,0,1,1,9,0,0,2.6,3.6,3.1
201,Hunter Henry,TE,NWE,0,0,0,0,0,0,0,0,2,5,16,0,0,1.6,3.6,2.6
202,Keith Smith,FB,ATL,0,0,0,0,0,0,0,0,2,2,16,0,0,1.6,3.6,2.6
203,Christian McCaffrey,RB,CAR,0,0,0,0,0,10,35,0,0,1,0,0,0,3.5,3.5,3.5
204,Sony Michel,RB,LAR,0,0,0,0,0,3,14,0,1,1,11,0,0,2.5,3.5,3.0
205,Adam Humphries,WR,WAS,0,0,0,0,0,0,0,0,2,2,14,0,0,1.4000000000000001,3.4000000000000004,2.4000000000000004
206,Brandon Zylstra,WR,CAR,0,0,0,0,0,0,0,0,1,2,24,0,0,2.4000000000000004,3.4000000000000004,2.9000000000000004
207,Tyler Boyd,WR,CIN,0,0,0,0,0,0,0,0,2,2,13,0,0,1.3,3.3,2.3
208,Josiah Deguara,TE,GNB,0,0,0,0,0,0,0,0,2,4,13,0,0,1.3,3.3,2.3
209,Allen Lazard,WR,GNB,0,0,0,0,0,0,0,0,2,6,13,0,0,1.3,3.3,2.3
210,D'Wayne Eskridge,WR,SEA,0,0,0,0,0,0,0,0,2,3,10,0,0,1.0,3.0,2.0
211,Donovan Peoples-Jones,WR,CLE,0,0,0,0,0,0,0,0,2,5,10,0,0,1.0,3.0,2.0
212,Alex Collins,RB,SEA,0,0,0,0,0,7,14,0,1,1,13,0,1,0.7000000000000002,1.7000000000000002,1.2000000000000002
213,Tony Jones,RB,NOR,0,0,0,0,0,16,27,0,0,0,0,0,0,2.7,2.7,2.7
214,C.J. Ham,FB,MIN,0,0,0,0,0,0,0,0,1,1,16,0,0,1.6,2.6,2.1
215,Robby Anderson,WR,CAR,0,0,0,0,0,0,0,0,1,4,15,0,0,1.5,2.5,2.0
216,John Bates,TE,WAS,0,0,0,0,0,0,0,0,1,1,15,0,0,1.5,2.5,2.0
217,Devin Duvernay,WR,BAL,0,0,0,0,0,1,13,0,1,2,2,0,0,1.5,2.5,2.0
218,Samaje Perine,RB,CIN,0,0,0,0,0,3,3,0,1,1,12,0,0,1.5000000000000002,2.5,2.0
219,P.J. Walker,QB,CAR,87,0,1,10,5,0,0,0,0,0,0,0,0,1.48,1.48,1.48
220,Dez Fitzpatrick,WR,TEN,0,0,0,0,0,0,0,0,1,1,14,0,0,1.4000000000000001,2.4000000000000004,1.9000000000000001
221,Marcedes Lewis,TE,GNB,0,0,0,0,0,0,0,0,2,3,4,0,0,0.4,2.4,1.4
222,JJ Arcega-Whiteside,WR,PHI,0,0,0,0,0,0,0,0,1,1,13,0,0,1.3,2.3,1.8
223,Alex Erickson,WR,CAR,0,0,0,0,0,0,0,0,1,1,13,0,0,1.3,2.3,1.8
224,Aaron Jones,RB,GNB,0,0,0,0,0,10,23,0,0,1,0,0,0,2.3000000000000003,2.3000000000000003,2.3000000000000003
225,George Kittle,TE,SFO,0,0,0,0,0,0,0,0,1,2,13,0,0,1.3,2.3,1.8
226,Anthony McFarland Jr.,RB,PIT,0,0,0,0,0,2,2,0,1,1,11,0,0,1.3,2.3,1.8
227,D.K. Metcalf,WR,SEA,0,0,0,0,0,0,0,0,1,4,13,0,0,1.3,2.3,1.8
228,Curtis Samuel,WR,WAS,0,0,0,0,0,1,4,0,1,1,9,0,0,1.3,2.3,1.8
229,Bryan Edwards,WR,LVR,0,0,0,0,0,0,0,0,1,1,12,0,0,1.2000000000000002,2.2,1.7000000000000002
230,Albert Okwuegbunam,TE,DEN,0,0,0,0,0,0,0,0,1,2,12,0,0,1.2000000000000002,2.2,1.7000000000000002
