,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2014,Damien Williams,RB,21,18,Oklahoma,5-11,222,4.45,35.5,16.0,121.0,7.37,4.25,
1,2,2014,Andre Williams,RB,21,7,Boston Col.,5-11,230,4.56,38.0,,129.0,7.27,4.06,New York Giants / 4th / 113th pick / 2014
2,3,2014,"James Wilder, Jr.",RB,21,0,Florida State,6-3,232,4.65,35.0,18.0,121.0,6.92,4.24,
3,4,2014,James White,RB,22,36,Wisconsin,5-9,204,4.57,32.0,23.0,114.0,7.05,4.2,New England Patriots / 4th / 130th pick / 2014
4,5,2014,Terrance West,RB,23,12,Towson,5-9,225,4.56,33.5,16.0,120.0,,,Cleveland Browns / 3rd / 94th pick / 2014
5,6,2014,De'Anthony Thomas,RB,21,6,Oregon,5-9,174,4.39,32.0,8.0,124.0,,,Kansas City Chiefs / 4th / 124th pick / 2014
6,7,2014,Lorenzo Taliaferro,RB,22,3,Coastal Carolina,6-0,229,4.58,33.0,18.0,118.0,6.88,4.22,Baltimore Ravens / 4th / 138th pick / 2014
7,8,2014,Jerome Smith,RB,22,0,Syracuse,5-11,220,4.84,36.0,14.0,118.0,7.53,4.6,
8,9,2014,Charles Sims,RB,23,14,West Virginia,6-0,214,4.48,37.5,17.0,126.0,7.16,4.3,Tampa Bay Buccaneers / 3rd / 69th pick / 2014
9,10,2014,Lache Seastrunk,RB,22,0,Baylor,5-9,201,4.51,41.5,15.0,134.0,,,Washington Redskins / 6th / 186th pick / 2014
10,11,2014,Bishop Sankey,RB,21,6,Washington,5-9,209,4.49,35.5,26.0,126.0,6.75,4.0,Tennessee Titans / 2nd / 54th pick / 2014
11,12,2014,Silas Redd,RB,22,1,USC,5-10,212,4.7,37.0,18.0,122.0,,,
12,13,2014,LaDarius Perkins,RB,23,0,Mississippi State,5-7,195,4.46,35.5,23.0,124.0,7.08,4.3,
13,14,2014,Jerick McKinnon,RB,21,22,Georgia Southern,5-9,209,4.41,40.5,32.0,132.0,6.83,4.12,Minnesota Vikings / 3rd / 96th pick / 2014
14,15,2014,Tre Mason,RB,20,7,Auburn,5-8,207,4.5,38.5,,126.0,,4.15,St. Louis Rams / 3rd / 75th pick / 2014
15,16,2014,Henry Josey,RB,22,0,Missouri,5-8,194,4.43,34.5,20.0,118.0,7.07,4.13,
16,17,2014,Storm Johnson,RB,21,0,Central Florida,6-0,209,4.6,35.5,16.0,118.0,,,Jacksonville Jaguars / 7th / 222nd pick / 2014
17,18,2014,Carlos Hyde,RB,23,31,Ohio State,6-0,230,4.62,34.5,19.0,114.0,,,San Francisco 49ers / 2nd / 57th pick / 2014
18,19,2014,Jeremy Hill,RB,21,22,LSU,6-1,233,4.56,29.0,20.0,113.0,,,Cincinnati Bengals / 2nd / 55th pick / 2014
19,20,2014,Marion Grice,RB,22,0,Arizona State,6-0,208,4.67,,,,,,San Diego Chargers / 6th / 201st pick / 2014
20,21,2014,Tyler Gaffney,RB,22,0,Stanford,5-11,220,4.49,36.5,,116.0,6.78,4.18,Carolina Panthers / 6th / 204th pick / 2014
21,22,2014,Devonta Freeman,RB,21,47,Florida State,5-8,206,4.58,31.5,,118.0,7.11,4.26,Atlanta Falcons / 4th / 103rd pick / 2014
22,23,2014,David Fluellen,RB,22,0,Toledo,5-11,224,4.72,36.5,,120.0,6.9,,
23,24,2014,Isaiah Crowell,RB,21,25,Arkansas,5-11,224,4.57,38.0,23.0,117.0,,,
24,25,2014,Ka'Deem Carey,RB,21,3,Arizona,5-9,207,4.69,32.5,19.0,115.0,7.08,4.38,Chicago Bears / 4th / 117th pick / 2014
25,26,2014,Alfred Blue,RB,22,19,LSU,6-2,223,4.63,32.0,13.0,121.0,7.15,4.5,Houston Texans / 6th / 181st pick / 2014
26,27,2014,Kapri Bibbs,RB,21,3,Colorado State,5-9,212,4.67,29.0,24.0,106.0,,,
27,28,2014,George Atkinson,RB,21,0,Notre Dame,6-1,218,4.48,38.0,19.0,121.0,7.07,4.46,
28,29,2014,Antonio Andrews,RB,21,4,Western Kentucky,5-10,225,4.82,29.5,20.0,106.0,7.24,4.49,
