,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2014,Albert Wilson,WR,21,23,Georgia State,5-9,202,4.43,37.5,10.0,123.0,7.0,4.21,
1,2,2014,Sammy Watkins,WR,20,40,Clemson,6-1,211,4.43,34.0,16.0,126.0,6.95,4.34,Buffalo Bills / 1st / 4th pick / 2014
2,3,2014,L'Damian Washington,WR,22,0,Missouri,6-4,195,4.46,32.0,8.0,115.0,7.19,4.35,
3,4,2014,Devin Street,WR,22,1,Pittsburgh,6-3,198,4.55,37.0,,124.0,6.89,4.01,Dallas Cowboys / 5th / 146th pick / 2014
4,5,2014,Josh Stewart,WR,21,0,Oklahoma State,5-10,178,4.69,35.0,11.0,117.0,7.1,4.33,
5,6,2014,Willie Snead,WR,21,28,Ball State,5-11,195,4.62,33.5,11.0,113.0,7.19,4.39,
6,7,2014,Jalen Saunders,WR,21,0,Oklahoma,5-9,165,4.44,34.0,,122.0,,,New York Jets / 4th / 104th pick / 2014
7,8,2014,Allen Robinson,WR,20,36,Penn State,6-3,220,4.6,39.0,,127.0,7.0,4.0,Jacksonville Jaguars / 2nd / 61st pick / 2014
8,9,2014,Paul Richardson,WR,21,15,Colorado,6-0,175,4.4,38.0,,124.0,7.09,,Seattle Seahawks / 2nd / 45th pick / 2014
9,10,2014,Tevin Reese,WR,23,0,Baylor,5-10,163,4.46,41.0,,132.0,6.63,4.18,San Diego Chargers / 7th / 240th pick / 2014
10,11,2014,Kevin Norwood,WR,24,1,Alabama,6-2,198,4.48,33.0,8.0,121.0,6.68,4.32,Seattle Seahawks / 4th / 123rd pick / 2014
11,12,2014,Donte Moncrief,WR,20,20,Mississippi,6-2,221,4.4,39.5,13.0,132.0,7.02,4.3,Indianapolis Colts / 3rd / 90th pick / 2014
12,13,2014,Jordan Matthews,WR,21,25,Vanderbilt,6-3,212,4.46,35.5,21.0,120.0,6.95,4.18,Philadelphia Eagles / 2nd / 42nd pick / 2014
13,14,2014,Marcus Lucas,WR,22,0,Missouri,6-4,218,4.6,36.0,20.0,124.0,7.07,4.25,
14,15,2014,Marqise Lee,WR,22,18,USC,6-0,192,4.52,38.0,,127.0,,4.01,Jacksonville Jaguars / 2nd / 39th pick / 2014
15,16,2014,Cody Latimer,WR,21,6,Indiana,6-2,215,4.52,,23.0,,,,Denver Broncos / 2nd / 56th pick / 2014
16,17,2014,Jarvis Landry,WR,21,50,LSU,5-11,205,4.65,28.5,12.0,110.0,,,Miami Dolphins / 2nd / 63rd pick / 2014
17,18,2014,Jeff Janis,WR,22,2,Saginaw Valley State,6-3,219,4.42,37.5,20.0,123.0,6.64,3.98,Green Bay Packers / 7th / 236th pick / 2014
18,19,2014,Allen Hurns,WR,22,25,Miami (FL),6-1,198,4.55,31.0,14.0,120.0,7.23,4.5,
19,20,2014,Josh Huff,WR,22,6,Oregon,5-11,206,4.51,35.5,14.0,116.0,,,Philadelphia Eagles / 3rd / 86th pick / 2014
20,21,2014,Robert Herron,WR,21,0,Wyoming,5-9,193,4.48,35.5,18.0,125.0,6.84,4.27,Tampa Bay Buccaneers / 6th / 185th pick / 2014
21,22,2014,Matt Hazel,WR,22,0,Coastal Carolina,6-1,198,4.5,36.5,15.0,118.0,7.08,4.2,Miami Dolphins / 6th / 190th pick / 2014
22,23,2014,Ryan Grant,WR,23,10,Tulane,6-0,199,4.64,35.5,8.0,119.0,6.68,4.11,Washington Redskins / 5th / 142nd pick / 2014
23,24,2014,Bennie Fowler,WR,22,8,Michigan State,6-1,217,4.52,36.0,,126.0,7.06,4.18,
24,25,2014,Shaquelle Evans,WR,23,0,UCLA,6-1,213,4.51,34.5,13.0,122.0,7.07,4.21,New York Jets / 4th / 115th pick / 2014
25,26,2014,Mike Evans,WR,20,55,Texas A&M,6-5,231,4.53,37.0,12.0,,7.08,4.26,Tampa Bay Buccaneers / 1st / 7th pick / 2014
26,27,2014,Quincy Enunwa,WR,21,13,Nebraska,6-2,225,4.41,,19.0,,,,New York Jets / 6th / 209th pick / 2014
27,28,2014,Bruce Ellington,WR,22,7,South Carolina,5-9,197,4.45,39.5,15.0,120.0,6.69,3.95,San Francisco 49ers / 4th / 106th pick / 2014
28,29,2014,Damian Copeland,WR,23,0,Louisville,5-11,184,4.5,40.0,12.0,120.0,6.53,3.9,
29,30,2014,Brandin Cooks,WR,20,56,Oregon State,5-10,189,4.33,36.0,16.0,120.0,6.76,3.81,New Orleans Saints / 1st / 20th pick / 2014
30,31,2014,Kain Colter,WR,23,0,Northwestern,5-10,198,4.71,,,,,,
31,32,2014,Brandon Coleman,WR,21,10,Rutgers,6-6,225,4.56,32.5,21.0,,7.33,4.51,
32,33,2014,Michael Campanaro,WR,23,4,Wake Forest,5-9,192,4.46,39.0,20.0,122.0,6.77,4.01,Baltimore Ravens / 7th / 218th pick / 2014
33,34,2014,Trey Burton,WR,22,11,Florida,6-2,224,4.62,30.0,,112.0,7.14,4.32,
34,35,2014,Isaiah Burse,WR,22,0,Fresno State,5-10,188,4.58,31.0,16.0,115.0,6.74,3.94,
35,36,2014,Martavis Bryant,WR,22,20,Clemson,6-4,211,4.42,39.0,16.0,124.0,7.18,4.15,Pittsburgh Steelers / 4th / 118th pick / 2014
36,37,2014,Corey Brown,WR,22,11,Ohio State,5-11,178,4.51,33.0,,116.0,7.16,4.22,
37,38,2014,John Brown,WR,23,36,Pittsburg State,5-10,179,4.34,36.5,,119.0,6.91,4.12,Arizona Cardinals / 3rd / 91st pick / 2014
38,39,2014,Chris Boyd,WR,22,0,Vanderbilt,6-4,206,4.73,,12.0,,,,
39,40,2014,Kelvin Benjamin,WR,23,23,Florida State,6-5,240,4.61,32.5,13.0,119.0,7.33,4.39,Carolina Panthers / 1st / 28th pick / 2014
40,41,2014,"Odell Beckham, Jr.",WR,21,54,LSU,5-11,198,4.38,38.5,7.0,122.0,6.69,3.94,New York Giants / 1st / 12th pick / 2014
41,42,2014,Dri Archer,WR,22,0,Kent State,5-8,173,4.26,38.0,20.0,122.0,6.86,4.06,Pittsburgh Steelers / 3rd / 97th pick / 2014
42,43,2014,Davante Adams,WR,21,46,Fresno State,6-1,212,4.56,39.5,14.0,123.0,6.82,4.3,Green Bay Packers / 2nd / 53rd pick / 2014
43,44,2014,Jared Abbrederis,WR,23,1,Wisconsin,6-1,195,4.5,30.5,4.0,117.0,6.8,4.08,Green Bay Packers / 5th / 176th pick / 2014
