,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2009,Kory Sperry,TE,23,1,Colorado State,6-5,238,4.69,33.5,20.0,122.0,7.0,4.24,
1,2,2009,Richard Quinn,TE,22,0,North Carolina,6-4,264,4.88,32.5,24.0,119.0,7.5,4.62,Denver Broncos / 2nd / 64th pick / 2009
2,3,2009,John Phillips,TE,21,2,Virginia,6-5,251,4.78,33.5,20.0,112.0,6.84,4.27,Dallas Cowboys / 6th / 208th pick / 2009
3,4,2009,Brandon Pettigrew,TE,24,24,Oklahoma State,6-5,263,4.8,33.0,22.0,118.0,7.12,4.37,Detroit Lions / 1st / 20th pick / 2009
4,5,2009,Bear Pascoe,TE,23,3,Fresno State,6-5,251,4.89,26.5,,107.0,7.65,4.55,San Francisco 49ers / 6th / 184th pick / 2009
5,6,2009,Shawn Nelson,TE,23,1,Southern Miss,6-5,240,4.52,33.0,19.0,115.0,6.96,4.46,Buffalo Bills / 4th / 121st pick / 2009
6,7,2009,Cameron Morrah,TE,21,2,California,6-3,244,4.61,32.5,24.0,115.0,6.99,4.36,Seattle Seahawks / 7th / 248th pick / 2009
7,8,2009,Anthony Hill,TE,24,0,North Carolina State,6-5,262,4.84,30.5,21.0,107.0,7.31,4.56,Houston Texans / 4th / 122nd pick / 2009
8,9,2009,Dan Gronkowski,TE,24,1,Maryland,6-5,255,4.79,33.0,26.0,122.0,6.92,4.26,Detroit Lions / 7th / 255th pick / 2009
9,10,2009,Jared Cook,TE,21,54,South Carolina,6-5,246,4.49,41.0,23.0,123.0,,,Tennessee Titans / 3rd / 89th pick / 2009
10,11,2009,Chase Coffman,TE,22,0,Missouri,6-6,244,4.83,,,,,,Cincinnati Bengals / 3rd / 98th pick / 2009
11,12,2009,Travis Beckum,TE,22,2,Wisconsin,6-3,243,4.61,,28.0,,,,New York Giants / 3rd / 100th pick / 2009
