,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2009,John Parker Wilson,QB,23,0,Alabama,6-1,219,4.75,29.5,,105.0,7.53,4.59,
1,2,2009,Pat White,QB,23,1,West Virginia,6-0,197,4.55,35.0,,117.0,7.06,4.42,Miami Dolphins / 2nd / 44th pick / 2009
2,3,2009,Matthew Stafford,QB,21,118,Georgia,6-2,225,4.81,30.5,,107.0,7.06,4.47,Detroit Lions / 1st / 1st pick / 2009
3,4,2009,Mark Sanchez,QB,22,38,USC,6-2,227,4.93,32.5,,116.0,7.06,4.21,New York Jets / 1st / 5th pick / 2009
4,5,2009,Curtis Painter,QB,23,2,Purdue,6-3,225,4.87,29.0,,102.0,7.0,4.48,Indianapolis Colts / 6th / 201st pick / 2009
5,6,2009,Stephen McGee,QB,23,2,Texas A&M,6-3,225,4.61,33.0,,112.0,7.34,4.49,Dallas Cowboys / 4th / 101st pick / 2009
6,7,2009,Brian Hoyer,QB,23,25,Michigan State,6-2,215,5.02,32.0,,109.0,7.1,4.42,
7,8,2009,Graham Harrell,QB,23,0,Texas Tech,6-2,223,4.95,29.5,,98.0,7.45,4.56,
8,9,2009,Josh Freeman,QB,21,41,Kansas State,6-6,248,4.9,33.5,,119.0,7.11,4.43,Tampa Bay Buccaneers / 1st / 17th pick / 2009
9,10,2009,Chase Daniel,QB,22,5,Missouri,6-0,218,4.79,33.0,,,7.28,4.31,
10,11,2009,Rudy Carpenter,QB,22,0,Arizona State,6-2,218,4.89,29.0,11.0,100.0,7.25,4.47,
11,12,2009,Tom Brandstater,QB,24,0,Fresno State,6-5,220,4.87,28.5,,106.0,6.93,4.37,Denver Broncos / 6th / 174th pick / 2009
