,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2013,Brad Sorensen,QB,24,0,Southern Utah,6-4,229,4.97,29.0,,112.0,7.17,4.55,San Diego Chargers / 7th / 221st pick / 2013
1,2,2013,Geno Smith,QB,22,16,West Virginia,6-2,218,4.58,33.5,,124.0,,,New York Jets / 2nd / 39th pick / 2013
2,3,2013,Sean Renfree,QB,22,0,Duke,6-3,219,4.76,,,,,,Atlanta Falcons / 7th / 249th pick / 2013
3,4,2013,Ryan Nassib,QB,22,0,Syracuse,6-2,227,5.06,28.5,,105.0,7.34,4.53,New York Giants / 4th / 110th pick / 2013
4,5,2013,E.J. Manuel,QB,22,11,Florida State,6-5,237,4.65,34.0,,118.0,7.08,4.21,Buffalo Bills / 1st / 16th pick / 2013
5,6,2013,Landry Jones,QB,23,4,Oklahoma,6-4,225,5.11,31.0,,115.0,7.12,4.3,Pittsburgh Steelers / 4th / 115th pick / 2013
6,7,2013,MarQueis Gray,QB,23,2,Minnesota,6-3,240,4.65,30.0,15.0,111.0,7.25,4.3,
7,8,2013,Mike Glennon,QB,23,13,North Carolina State,6-7,225,4.94,26.5,,102.0,7.49,4.52,Tampa Bay Buccaneers / 3rd / 73rd pick / 2013
8,9,2013,Zac Dysert,QB,23,0,Miami (OH),6-3,231,4.81,,,,,,Denver Broncos / 7th / 234th pick / 2013
9,10,2013,Tyler Bray,QB,21,0,Tennessee,6-6,232,5.05,,,100.0,7.2,4.51,
10,11,2013,Matt Barkley,QB,22,4,USC,6-2,227,4.91,,,,,,Philadelphia Eagles / 4th / 98th pick / 2013
