,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2013,Levine Toilolo,TE,21,8,Stanford,6-8,260,4.86,31.0,17.0,113.0,7.09,4.57,Atlanta Falcons / 4th / 133rd pick / 2013
1,2,2013,Jake Stoneburner,TE,23,0,Ohio State,6-3,252,4.65,34.5,18.0,116.0,7.12,4.27,
2,3,2013,Dion Sims,TE,22,7,Michigan State,6-5,262,4.75,35.0,22.0,112.0,7.36,4.52,Miami Dolphins / 4th / 106th pick / 2013
3,4,2013,Mychal Rivera,TE,22,10,Tennessee,6-3,242,4.81,31.0,17.0,112.0,7.17,4.43,Oakland Raiders / 6th / 184th pick / 2013
4,5,2013,Jordan Reed,TE,22,26,Florida,6-2,236,4.72,,16.0,,,,Washington Redskins / 3rd / 85th pick / 2013
5,6,2013,Chris Pantale,TE,22,0,Boston Col.,6-5,254,4.99,33.5,17.0,110.0,7.48,4.5,
6,7,2013,Ryan Otten,TE,22,0,San Jose State,6-5,230,4.69,,,,,,
7,8,2013,Vance McDonald,TE,22,15,Rice,6-4,267,4.69,33.5,31.0,119.0,7.08,4.53,San Francisco 49ers / 2nd / 55th pick / 2013
8,9,2013,Travis Kelce,TE,23,66,Cincinnati,6-5,255,4.63,,,,,,Kansas City Chiefs / 3rd / 63rd pick / 2013
9,10,2013,Nick Kasa,TE,22,0,Colorado,6-6,269,4.71,31.5,22.0,113.0,,,Oakland Raiders / 6th / 172nd pick / 2013
10,11,2013,D.C. Jefferson,TE,23,0,Rutgers,6-6,255,4.97,,3.0,,,,Arizona Cardinals / 7th / 219th pick / 2013
11,12,2013,Chris Gragg,TE,22,1,Arkansas,6-3,244,4.5,37.5,18.0,125.0,7.08,4.51,Buffalo Bills / 7th / 222nd pick / 2013
12,13,2013,Joseph Fauria,TE,23,3,UCLA,6-7,259,4.82,,17.0,,,,
13,14,2013,Gavin Escobar,TE,22,2,San Diego State,6-6,254,4.84,32.0,,114.0,7.07,4.31,Dallas Cowboys / 2nd / 47th pick / 2013
14,15,2013,Zach Ertz,TE,22,46,Stanford,6-5,249,4.76,30.5,24.0,111.0,7.08,4.47,Philadelphia Eagles / 2nd / 35th pick / 2013
15,16,2013,Tyler Eifert,TE,22,18,Notre Dame,6-5,250,4.68,35.5,22.0,119.0,6.92,4.32,Cincinnati Bengals / 1st / 21st pick / 2013
16,17,2013,Justice Cunningham,TE,22,0,South Carolina,6-3,258,4.94,31.5,,116.0,7.12,4.45,Indianapolis Colts / 7th / 254th pick / 2013
