,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2013,Robert Woods,WR,20,51,USC,6-0,201,4.51,33.5,14.0,117.0,7.15,4.47,Buffalo Bills / 2nd / 41st pick / 2013
1,2,2013,Marquess Wilson,WR,20,6,Washington State,6-3,194,4.51,34.5,7.0,122.0,6.65,4.33,Chicago Bears / 7th / 236th pick / 2013
2,3,2013,Terrance Williams,WR,23,31,Baylor,6-2,208,4.52,32.5,11.0,119.0,7.01,4.32,Dallas Cowboys / 3rd / 74th pick / 2013
3,4,2013,Markus Wheaton,WR,22,13,Oregon State,5-11,189,4.45,37.0,20.0,120.0,6.8,4.02,Pittsburgh Steelers / 3rd / 79th pick / 2013
4,5,2013,Kenbrell Thompkins,WR,24,7,Cincinnati,6-1,193,4.54,33.5,8.0,121.0,6.88,4.21,
5,6,2013,Kenny Stills,WR,20,38,Oklahoma,6-0,194,4.38,33.5,16.0,124.0,,4.35,New Orleans Saints / 5th / 144th pick / 2013
6,7,2013,Ryan Spadola,WR,22,0,Lehigh,6-1,204,4.48,33.5,15.0,119.0,6.72,4.07,
7,8,2013,Rodney Smith,WR,22,0,Florida State,6-4,225,4.51,34.5,,120.0,7.03,4.07,
8,9,2013,Ace Sanders,WR,21,3,South Carolina,5-7,173,4.58,32.0,7.0,117.0,6.81,4.37,Jacksonville Jaguars / 4th / 101st pick / 2013
9,10,2013,Da'Rick Rogers,WR,21,2,Tennessee Tech,6-2,217,4.5,39.5,10.0,132.0,6.71,4.06,
10,11,2013,Denard Robinson,WR,22,8,Michigan,5-10,199,4.43,36.5,,123.0,7.09,4.22,Jacksonville Jaguars / 5th / 135th pick / 2013
11,12,2013,Quinton Patton,WR,22,7,Louisiana Tech,6-0,204,4.53,33.0,8.0,118.0,6.91,4.01,San Francisco 49ers / 4th / 128th pick / 2013
12,13,2013,Cordarrelle Patterson,WR,21,29,Tennessee,6-2,216,4.42,37.0,,128.0,,,Minnesota Vikings / 1st / 29th pick / 2013
13,14,2013,T.J. Moe,WR,22,0,Missouri,5-11,204,4.74,36.0,26.0,120.0,6.53,3.96,
14,15,2013,Alec Lemon,WR,21,0,Syracuse,6-1,202,4.59,32.0,7.0,112.0,7.04,4.29,
15,16,2013,Tavarres King,WR,22,2,Georgia,6-0,189,4.47,36.5,11.0,123.0,6.91,4.33,Denver Broncos / 5th / 161st pick / 2013
16,17,2013,Darius Johnson,WR,22,2,SMU,5-9,179,4.6,32.0,6.0,109.0,,4.53,
17,18,2013,Justin Hunter,WR,21,10,Tennessee,6-4,196,4.44,39.5,,136.0,,4.33,Tennessee Titans / 2nd / 34th pick / 2013
18,19,2013,DeAndre Hopkins,WR,20,68,Clemson,6-1,214,4.57,36.0,15.0,115.0,,4.5,Houston Texans / 1st / 27th pick / 2013
19,20,2013,Chris Harper,WR,23,0,Kansas State,6-1,229,4.55,35.5,20.0,116.0,6.89,4.39,Seattle Seahawks / 4th / 123rd pick / 2013
20,21,2013,Cobi Hamilton,WR,22,2,Arkansas,6-2,212,4.56,29.5,11.0,107.0,,4.31,Cincinnati Bengals / 6th / 197th pick / 2013
21,22,2013,Marquise Goodwin,WR,22,19,Texas,5-9,183,4.27,,13.0,132.0,,,Buffalo Bills / 3rd / 78th pick / 2013
22,23,2013,Corey Fuller,WR,22,3,Virginia Tech,6-2,204,4.43,31.5,12.0,120.0,,,Detroit Lions / 6th / 171st pick / 2013
23,24,2013,Aaron Dobson,WR,21,6,Marshall,6-3,210,4.37,,,,,,New England Patriots / 2nd / 59th pick / 2013
24,25,2013,Marlon Brown,WR,21,7,Georgia,6-4,213,4.63,,,,,,
25,26,2013,Josh Boyce,WR,21,1,TCU,5-11,206,4.38,34.0,22.0,131.0,6.68,4.1,New England Patriots / 4th / 102nd pick / 2013
26,27,2013,Alan Bonner,WR,22,0,Jacksonville State,5-10,193,4.59,33.0,14.0,117.0,,4.15,Houston Texans / 6th / 195th pick / 2013
27,28,2013,Stedman Bailey,WR,22,7,West Virginia,5-10,193,4.52,34.5,11.0,117.0,6.81,4.09,St. Louis Rams / 3rd / 92nd pick / 2013
28,29,2013,Tavon Austin,WR,22,28,West Virginia,5-8,174,4.34,32.0,14.0,120.0,,4.01,St. Louis Rams / 1st / 8th pick / 2013
29,30,2013,Keenan Allen,WR,20,56,California,6-2,206,4.58,,,,,,San Diego Chargers / 3rd / 76th pick / 2013
