,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2006,DeAngelo Williams,RB,22,73,Memphis,5-9,214,4.45,35.5,25.0,121.0,,,Carolina Panthers / 1st / 27th pick / 2006
1,2,2006,LenDale White,RB,21,15,USC,6-0,238,4.49,,,,,,Tennessee Titans / 2nd / 45th pick / 2006
2,3,2006,Leon Washington,RB,23,34,Florida State,5-8,201,4.42,32.5,17.0,105.0,6.94,4.37,New York Jets / 4th / 117th pick / 2006
3,4,2006,Derrick Ross,RB,22,0,Tarleton State,5-10,226,4.56,35.0,20.0,112.0,7.0,4.35,
4,5,2006,Cory Ross,RB,23,0,Nebraska,5-6,201,4.58,,15.0,,,,
5,6,2006,Jerious Norwood,RB,22,21,Mississippi State,6-0,210,4.4,36.5,15.0,122.0,6.81,4.25,Atlanta Falcons / 3rd / 79th pick / 2006
6,7,2006,Laurence Maroney,RB,21,27,Minnesota,6-0,217,4.48,,,,,,New England Patriots / 1st / 21st pick / 2006
7,8,2006,Wali Lundy,RB,22,5,Virginia,5-11,214,4.48,35.0,18.0,111.0,6.99,4.36,Houston Texans / 6th / 170th pick / 2006
8,9,2006,Jerome Harrison,RB,23,14,Washington State,5-9,201,4.47,34.5,19.0,124.0,6.77,4.07,Cleveland Browns / 5th / 145th pick / 2006
9,10,2006,Andre Hall,RB,23,3,South Florida,5-8,208,4.4,33.0,18.0,113.0,7.38,,
10,11,2006,Marques Hagans,RB,23,1,Virginia,5-9,202,4.67,35.0,,114.0,7.03,4.38,St. Louis Rams / 5th / 144th pick / 2006
11,12,2006,Quinton Ganther,RB,21,3,Utah,5-9,218,4.5,35.0,29.0,119.0,7.19,,Tennessee Titans / 7th / 246th pick / 2006
12,13,2006,Maurice Jones-Drew,RB,20,84,UCLA,5-7,207,4.39,36.0,18.0,116.0,7.08,4.38,Jacksonville Jaguars / 2nd / 60th pick / 2006
13,14,2006,P.J. Daniels,RB,23,0,Georgia Tech,5-10,214,4.64,33.0,21.0,116.0,7.13,4.4,Baltimore Ravens / 4th / 132nd pick / 2006
14,15,2006,Brian Calhoun,RB,21,1,Wisconsin,5-9,201,4.57,31.5,18.0,124.0,7.05,4.2,Detroit Lions / 3rd / 74th pick / 2006
15,16,2006,Reggie Bush,RB,21,72,USC,5-11,201,4.37,,,,,,New Orleans Saints / 1st / 2nd pick / 2006
16,17,2006,Mike Bell,RB,22,12,Arizona,6-0,221,4.6,31.5,19.0,112.0,7.16,4.21,
17,18,2006,Joseph Addai,RB,22,54,LSU,5-11,214,4.4,38.5,18.0,125.0,7.09,4.47,Indianapolis Colts / 1st / 30th pick / 2006
