,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2001,Cedrick Wilson,WR,22,24,Tennessee,5-10,179,4.48,38.0,,123.0,,,San Francisco 49ers / 6th / 169th pick / 2001
1,2,2001,Marcus Williams,WR,23,0,Washington State,6-5,230,4.56,41.0,,130.0,7.37,4.2,
2,3,2001,Reggie Wayne,WR,22,155,Miami (FL),6-0,198,4.45,,,,,,Indianapolis Colts / 1st / 30th pick / 2001
3,4,2001,David Terrell,WR,21,12,Michigan,6-3,213,4.43,,,,,,Chicago Bears / 1st / 8th pick / 2001
4,5,2001,Vinny Sutherland,WR,22,0,Purdue,5-9,192,4.48,,,,,,Atlanta Falcons / 5th / 136th pick / 2001
5,6,2001,Steve Smith,WR,21,139,Utah,5-9,184,4.41,38.5,,121.0,7.44,4.25,Carolina Panthers / 3rd / 74th pick / 2001
6,7,2001,Koren Robinson,WR,20,39,North Carolina State,6-1,211,4.61,,,,,,Seattle Seahawks / 1st / 9th pick / 2001
7,8,2001,Ken-Yon Rambo,WR,22,1,Ohio State,6-1,196,4.34,,,,,,Oakland Raiders / 7th / 229th pick / 2001
8,9,2001,Nate Poole,WR,24,3,Marshall,6-1,198,4.79,32.5,,112.0,7.26,4.22,
9,10,2001,Steve Neal,WR,24,49,West. Michigan,6-1,190,4.59,36.0,,119.0,7.18,4.19,
10,11,2001,Santana Moss,WR,21,93,Miami (FL),5-10,184,4.31,,,,,,New York Jets / 1st / 16th pick / 2001
11,12,2001,Quincy Morgan,WR,23,22,Kansas State,6-1,211,4.48,,,,,,Cleveland Browns / 2nd / 33rd pick / 2001
12,13,2001,Freddie Mitchell,WR,22,14,UCLA,5-11,185,4.46,39.5,,120.0,6.95,4.06,Philadelphia Eagles / 1st / 25th pick / 2001
13,14,2001,Snoop Minnis,WR,24,5,Florida State,6-1,171,4.57,37.5,,115.0,7.06,4.07,Kansas City Chiefs / 3rd / 77th pick / 2001
14,15,2001,Quentin McCord,WR,22,5,Kentucky,5-10,191,4.48,36.5,,112.0,7.17,4.18,Atlanta Falcons / 7th / 236th pick / 2001
15,16,2001,Justin McCareins,WR,22,37,Northern Illinois,6-2,209,4.51,41.0,,129.0,7.06,3.99,Tennessee Titans / 4th / 124th pick / 2001
16,17,2001,David Martin,WR,21,13,Tennessee,6-4,242,4.76,,,,,,Green Bay Packers / 6th / 198th pick / 2001
17,18,2001,Andre King,WR,27,2,Miami (FL),6-0,199,4.61,,,,,,Cleveland Browns / 7th / 245th pick / 2001
18,19,2001,Kevin Kasper,WR,23,2,Iowa,6-0,199,4.42,43.5,,126.0,6.56,3.73,Denver Broncos / 6th / 190th pick / 2001
19,20,2001,Chad Johnson,WR,23,105,Oregon State,6-1,192,4.57,33.0,,108.0,7.51,4.14,Cincinnati Bengals / 2nd / 36th pick / 2001
20,21,2001,Cedric James,WR,21,0,TCU,6-2,204,4.49,43.0,,134.0,,,Minnesota Vikings / 4th / 131st pick / 2001
21,22,2001,Arnold Jackson,WR,23,0,Louisville,5-8,167,4.48,41.0,,127.0,7.42,4.11,
22,23,2001,Reggie Germany,WR,22,2,Ohio State,6-1,183,4.39,,,,,,Buffalo Bills / 7th / 214th pick / 2001
23,24,2001,Rod Gardner,WR,23,27,Clemson,6-2,219,4.48,,,,,,Washington Redskins / 1st / 15th pick / 2001
24,25,2001,Robert Ferguson,WR,21,20,Texas A&M,6-1,205,4.48,36.5,,120.0,7.24,4.07,Green Bay Packers / 2nd / 41st pick / 2001
25,26,2001,Kenny Clark,WR,22,0,Central Florida,6-1,225,4.59,35.5,,121.0,,,
26,27,2001,Chris Chambers,WR,22,70,Wisconsin,6-0,210,4.33,45.0,,134.0,,4.0,Miami Dolphins / 2nd / 52nd pick / 2001
27,28,2001,Eddie Berlin,WR,23,3,New Mexico,5-11,191,4.43,39.5,,122.0,6.78,4.08,Tennessee Titans / 5th / 159th pick / 2001
28,29,2001,Alex Bannister,WR,21,1,East. Kentucky,6-5,201,4.47,30.5,,110.0,,,Seattle Seahawks / 5th / 140th pick / 2001
29,30,2001,Scotty Anderson,WR,21,8,Grambling State,6-2,184,4.57,34.5,,115.0,,,Detroit Lions / 5th / 148th pick / 2001
