,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2001,Reggie White,RB,21,0,Oklahoma State,6-0,228,4.58,37.5,17.0,114.0,7.48,4.4,
1,2,2001,LaDainian Tomlinson,RB,21,157,TCU,5-10,221,4.46,40.5,18.0,124.0,6.84,4.21,San Diego Chargers / 1st / 5th pick / 2001
2,3,2001,Anthony Thomas,RB,23,29,Michigan,6-2,229,4.58,32.5,20.0,115.0,7.48,4.44,Chicago Bears / 2nd / 38th pick / 2001
3,4,2001,Marcel Shipp,RB,22,18,Massachusetts,5-11,222,4.71,32.5,18.0,115.0,,,
4,5,2001,Travis Minor,RB,21,11,Florida State,5-10,197,4.44,32.0,9.0,115.0,,,Miami Dolphins / 3rd / 85th pick / 2001
5,6,2001,Deuce McAllister,RB,22,61,Mississippi,6-1,222,4.41,,,,,,New Orleans Saints / 1st / 23rd pick / 2001
6,7,2001,Lamont Jordan,RB,22,35,Maryland,5-10,234,4.57,,24.0,,,,New York Jets / 2nd / 49th pick / 2001
7,8,2001,Rudi Johnson,RB,21,52,Auburn,5-10,227,4.57,37.5,24.0,119.0,7.32,4.22,Cincinnati Bengals / 4th / 100th pick / 2001
8,9,2001,James Jackson,RB,24,9,Miami (FL),5-10,210,4.55,,,,,,Cleveland Browns / 3rd / 65th pick / 2001
9,10,2001,Travis Henry,RB,22,46,Tennessee,5-9,223,4.61,,23.0,,,,Buffalo Bills / 2nd / 58th pick / 2001
10,11,2001,Derek Combs,RB,22,1,Ohio State,6-0,193,4.42,35.0,8.0,120.0,6.96,4.07,Oakland Raiders / 7th / 228th pick / 2001
11,12,2001,Correll Buckhalter,RB,22,32,Nebraska,6-0,226,4.53,40.0,11.0,123.0,7.08,4.06,Philadelphia Eagles / 4th / 121st pick / 2001
12,13,2001,Derrick Blaylock,RB,21,12,Stephen F. Austin,5-10,194,4.36,35.5,18.0,119.0,7.05,4.09,Kansas City Chiefs / 5th / 150th pick / 2001
13,14,2001,Michael Bennett,RB,22,38,Wisconsin,5-9,207,4.38,39.5,13.0,130.0,,,Minnesota Vikings / 1st / 27th pick / 2001
14,15,2001,Kevan Barlow,RB,22,39,Pittsburgh,6-1,235,4.56,,,,,,San Francisco 49ers / 3rd / 80th pick / 2001
15,16,2001,David Allen,RB,23,1,Kansas State,5-9,194,4.62,31.0,15.0,111.0,,,
