Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
14,Anquan Boldin,ARI,WR,25.0,14.0,14.0,171.0,102.0,0.0,0.0,1.0,45.0,0.0,12.0,1402.0,7.0,286.7,0.0,2.0,1.0
15,Torry Holt,STL,WR,29.0,14.0,14.0,163.0,102.0,0.0,0.0,0.0,2.0,0.0,1.0,1331.0,9.0,289.3,0.0,2.0,0.0
16,Chris Chambers,MIA,WR,27.0,16.0,16.0,166.0,82.0,0.0,0.0,0.0,92.0,0.0,12.0,1118.0,11.0,265.0,0.0,5.0,2.0
17,Marvin Harrison,IND,WR,33.0,15.0,15.0,134.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,12.0,268.6,0.0,0.0,0.0
18,Jeremy Shockey,NYG,TE,25.0,15.0,15.0,121.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,7.0,196.1,0.0,0.0,0.0
19,Carson Palmer,CIN,QB,26.0,16.0,16.0,0.0,0.0,3836.0,32.0,509.0,41.0,1.0,34.0,0.0,0.0,263.54,12.0,5.0,2.0
20,Thomas Jones,CHI,RB,27.0,15.0,15.0,39.0,26.0,0.0,0.0,0.0,1335.0,9.0,314.0,143.0,0.0,223.8,0.0,2.0,2.0
21,Mike Anderson,DEN,0,32.0,15.0,15.0,21.0,18.0,0.0,0.0,0.0,1014.0,12.0,239.0,212.0,1.0,214.6,0.0,2.0,2.0
22,Todd Heap,BAL,TE,25.0,16.0,16.0,114.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,7.0,200.5,0.0,2.0,1.0
23,Steven Jackson,STL,RB,22.0,15.0,15.0,55.0,43.0,0.0,0.0,0.0,1046.0,8.0,254.0,320.0,2.0,233.6,0.0,3.0,3.0
24,Hines Ward,PIT,WR,29.0,15.0,15.0,114.0,69.0,0.0,0.0,0.0,10.0,0.0,3.0,975.0,11.0,231.5,0.0,1.0,1.0
25,Alge Crumpler,ATL,TE,28.0,16.0,16.0,118.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,5.0,180.7,0.0,1.0,1.0
26,Plaxico Burress,NYG,WR,28.0,16.0,15.0,166.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.0,7.0,237.4,0.0,1.0,1.0
27,Tom Brady,NWE,QB,28.0,16.0,16.0,0.0,0.0,4110.0,26.0,530.0,89.0,1.0,27.0,0.0,0.0,249.3,14.0,4.0,3.0
28,Warrick Dunn,ATL,RB,30.0,16.0,16.0,37.0,29.0,0.0,0.0,0.0,1416.0,3.0,280.0,220.0,1.0,214.6,0.0,3.0,1.0
29,Terry Glenn,DAL,WR,31.0,16.0,16.0,119.0,62.0,0.0,0.0,0.0,-4.0,1.0,2.0,1136.0,7.0,223.2,0.0,0.0,0.0
30,Jason Witten,DAL,TE,23.0,16.0,16.0,89.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,6.0,177.7,0.0,0.0,0.0
31,Peyton Manning,IND,QB,29.0,16.0,16.0,0.0,0.0,3747.0,28.0,453.0,45.0,0.0,33.0,0.0,0.0,244.38,10.0,5.0,1.0
32,Donald Driver,GNB,WR,30.0,16.0,16.0,146.0,86.0,0.0,0.0,0.0,13.0,0.0,2.0,1221.0,5.0,239.4,0.0,0.0,0.0
33,T.J. Houshmandzadeh,CIN,WR,28.0,14.0,12.0,115.0,78.0,0.0,0.0,0.0,62.0,1.0,8.0,956.0,7.0,225.8,0.0,1.0,1.0
34,Randy Moss,OAK,WR,28.0,16.0,15.0,123.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,8.0,208.5,0.0,0.0,0.0
35,Rod Smith,DEN,WR,35.0,16.0,16.0,126.0,85.0,0.0,0.0,1.0,7.0,0.0,1.0,1105.0,6.0,228.2,0.0,2.0,2.0
36,Tony Gonzalez,KAN,TE,29.0,16.0,16.0,116.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,2.0,180.5,0.0,0.0,0.0
37,Keenan McCardell,SDG,WR,35.0,16.0,16.0,108.0,70.0,0.0,0.0,0.0,6.0,0.0,2.0,917.0,9.0,216.3,0.0,0.0,0.0
38,Willis McGahee,BUF,RB,24.0,16.0,15.0,37.0,28.0,0.0,0.0,0.0,1247.0,5.0,325.0,178.0,0.0,198.5,0.0,1.0,1.0
39,Reuben Droughns,CLE,RB,27.0,16.0,16.0,56.0,39.0,0.0,0.0,0.0,1232.0,2.0,309.0,369.0,0.0,209.1,0.0,6.0,1.0
40,Willie Parker,PIT,RB,25.0,15.0,15.0,24.0,18.0,0.0,0.0,0.0,1202.0,4.0,255.0,218.0,1.0,190.0,0.0,4.0,0.0
41,Eddie Kennison,KAN,WR,32.0,16.0,16.0,108.0,68.0,0.0,0.0,0.0,43.0,0.0,7.0,1102.0,5.0,210.5,0.0,1.0,1.0
42,Corey Dillon,NWE,RB,31.0,12.0,10.0,26.0,22.0,0.0,0.0,0.0,733.0,12.0,209.0,181.0,1.0,189.4,0.0,1.0,1.0
43,Matt Hasselbeck,SEA,QB,30.0,16.0,16.0,0.0,0.0,3459.0,24.0,449.0,124.0,1.0,36.0,0.0,0.0,230.76,9.0,4.0,2.0
44,Domanick Williams,HOU,RB,25.0,11.0,11.0,48.0,39.0,0.0,0.0,1.0,976.0,2.0,230.0,337.0,4.0,204.3,0.0,2.0,1.0
45,Brian Westbrook,PHI,RB,26.0,12.0,12.0,96.0,61.0,0.0,0.0,0.0,617.0,3.0,156.0,616.0,4.0,226.3,0.0,0.0,0.0
46,Jimmy Smith,JAX,WR,36.0,16.0,16.0,128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,6.0,208.3,0.0,0.0,0.0
47,Reggie Wayne,IND,WR,27.0,16.0,16.0,122.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,5.0,218.5,0.0,1.0,0.0
48,Donte' Stallworth,NOR,WR,25.0,16.0,13.0,129.0,70.0,0.0,0.0,0.0,2.0,0.0,2.0,945.0,7.0,204.7,0.0,1.0,1.0
49,Cadillac Williams,TAM,RB,23.0,14.0,14.0,25.0,20.0,0.0,0.0,0.0,1178.0,6.0,290.0,81.0,0.0,177.9,0.0,3.0,2.0
50,Eli Manning,NYG,QB,24.0,16.0,16.0,0.0,0.0,3762.0,24.0,557.0,80.0,1.0,29.0,0.0,0.0,222.48,17.0,9.0,2.0
51,Michael Vick,ATL,QB,25.0,15.0,15.0,1.0,1.0,2412.0,15.0,387.0,597.0,6.0,102.0,-14.0,0.0,215.78000000000003,13.0,11.0,5.0
52,Chris Brown,TEN,RB,24.0,15.0,14.0,37.0,25.0,0.0,0.0,0.0,851.0,5.0,224.0,327.0,2.0,178.8,0.0,4.0,3.0
53,Randy McMichael,MIA,TE,26.0,16.0,16.0,104.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,5.0,146.2,0.0,1.0,1.0
54,L.J. Smith,PHI,TE,25.0,16.0,16.0,107.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,3.0,145.2,0.0,1.0,1.0
55,Deion Branch,NWE,WR,26.0,16.0,15.0,125.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,5.0,207.8,0.0,0.0,0.0
56,Joe Jurevicius,SEA,WR,31.0,16.0,12.0,84.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,10.0,184.4,0.0,1.0,0.0
57,Drew Bledsoe,DAL,QB,33.0,16.0,16.0,0.0,0.0,3639.0,23.0,499.0,50.0,2.0,34.0,0.0,0.0,204.56,17.0,17.0,8.0
58,Jerramy Stevens,SEA,TE,26.0,16.0,11.0,68.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,5.0,130.4,0.0,0.0,0.0
59,Jake Plummer,DEN,QB,31.0,16.0,16.0,0.0,0.0,3366.0,18.0,456.0,151.0,2.0,46.0,0.0,0.0,215.74,7.0,4.0,2.0
60,Drew Brees,SDG,QB,26.0,16.0,16.0,1.0,0.0,3576.0,24.0,500.0,49.0,1.0,21.0,0.0,0.0,209.94,15.0,8.0,5.0
61,Heath Miller,PIT,TE,23.0,16.0,15.0,52.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,6.0,120.9,0.0,0.0,0.0
62,Trent Green,KAN,QB,35.0,16.0,16.0,0.0,0.0,4014.0,17.0,507.0,82.0,0.0,35.0,0.0,0.0,208.76,10.0,8.0,4.0
63,Derrick Mason,BAL,WR,31.0,16.0,16.0,137.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.0,3.0,209.3,0.0,1.0,1.0
64,Antonio Bryant,CLE,WR,24.0,16.0,15.0,123.0,69.0,0.0,0.0,0.0,3.0,0.0,1.0,1009.0,4.0,192.2,0.0,1.0,1.0
65,Julius Jones,DAL,RB,24.0,13.0,12.0,45.0,35.0,0.0,0.0,0.0,993.0,5.0,257.0,218.0,0.0,182.1,0.0,4.0,2.0
66,Tatum Bell,DEN,RB,24.0,15.0,1.0,28.0,18.0,0.0,0.0,0.0,921.0,8.0,173.0,104.0,0.0,166.5,0.0,3.0,1.0
67,Jerry Porter,OAK,WR,27.0,16.0,14.0,142.0,76.0,0.0,0.0,0.0,-8.0,0.0,1.0,942.0,5.0,199.4,0.0,1.0,0.0
68,Kerry Collins,OAK,QB,33.0,15.0,15.0,0.0,0.0,3759.0,20.0,565.0,39.0,1.0,17.0,0.0,0.0,208.26,12.0,13.0,4.0
69,Kevin Curtis,STL,WR,27.0,16.0,9.0,97.0,60.0,0.0,0.0,0.0,5.0,1.0,1.0,801.0,6.0,180.6,0.0,2.0,1.0
70,Keyshawn Johnson,DAL,WR,33.0,16.0,14.0,123.0,71.0,0.0,0.0,1.0,3.0,0.0,1.0,839.0,6.0,185.2,0.0,3.0,3.0
71,Ben Troupe,TEN,TE,23.0,15.0,11.0,80.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,4.0,132.0,0.0,2.0,0.0
72,Lee Evans,BUF,WR,24.0,16.0,15.0,92.0,48.0,0.0,0.0,0.0,38.0,0.0,4.0,743.0,7.0,168.10000000000005,0.0,0.0,0.0
73,Ronnie Brown,MIA,RB,24.0,15.0,14.0,47.0,32.0,0.0,0.0,0.0,907.0,4.0,207.0,232.0,1.0,167.9,0.0,4.0,4.0
74,Corey McIntyre,CLE,0,26.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,DeShaun Foster,CAR,RB,25.0,15.0,5.0,48.0,34.0,0.0,0.0,1.0,879.0,2.0,205.0,372.0,1.0,175.10000000000005,0.0,2.0,1.0
76,Sean McHugh,DET,0,23.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Jake Delhomme,CAR,QB,30.0,16.0,16.0,0.0,0.0,3421.0,24.0,435.0,31.0,1.0,24.0,0.0,0.0,195.94,16.0,12.0,7.0
78,Mark Brunell,WAS,QB,35.0,16.0,15.0,0.0,0.0,3050.0,23.0,454.0,111.0,0.0,42.0,0.0,0.0,193.1,10.0,11.0,6.0
79,Steve McNair,TEN,QB,32.0,14.0,14.0,0.0,0.0,3161.0,16.0,476.0,139.0,1.0,32.0,0.0,0.0,180.34,11.0,7.0,4.0
80,Brett Favre,GNB,QB,36.0,16.0,16.0,0.0,0.0,3881.0,20.0,607.0,62.0,0.0,18.0,0.0,0.0,169.44,29.0,10.0,7.0
81,Aaron Brooks,NOR,QB,29.0,13.0,13.0,0.0,0.0,2882.0,13.0,431.0,281.0,2.0,45.0,0.0,0.0,169.38,17.0,4.0,2.0
82,David Carr,HOU,QB,26.0,16.0,16.0,0.0,0.0,2488.0,14.0,423.0,308.0,1.0,56.0,0.0,0.0,158.32,11.0,17.0,6.0
83,Gus Frerotte,MIA,QB,34.0,16.0,15.0,0.0,0.0,2996.0,18.0,494.0,61.0,0.0,27.0,0.0,0.0,163.94,13.0,13.0,4.0
84,Ben Roethlisberger,PIT,QB,23.0,12.0,12.0,0.0,0.0,2385.0,17.0,268.0,69.0,3.0,31.0,0.0,0.0,168.3,9.0,2.0,1.0
85,Donovan McNabb,PHI,QB,29.0,9.0,9.0,0.0,0.0,2507.0,16.0,357.0,55.0,1.0,25.0,0.0,0.0,151.78,9.0,8.0,3.0
86,Byron Leftwich,JAX,QB,25.0,11.0,11.0,0.0,0.0,2123.0,15.0,302.0,67.0,2.0,31.0,0.0,0.0,147.62,5.0,8.0,3.0
87,Kurt Warner,ARI,QB,34.0,10.0,10.0,1.0,1.0,2713.0,11.0,375.0,28.0,0.0,13.0,0.0,0.0,128.32,9.0,9.0,5.0
88,Jamal Lewis,BAL,RB,26.0,15.0,15.0,44.0,32.0,0.0,0.0,0.0,906.0,3.0,269.0,191.0,1.0,155.7,0.0,5.0,5.0
89,Marc Bulger,STL,QB,28.0,8.0,8.0,1.0,1.0,2297.0,14.0,287.0,29.0,0.0,9.0,1.0,0.0,129.88,9.0,4.0,2.0
90,Stephen Davis,CAR,RB,31.0,13.0,11.0,12.0,5.0,0.0,0.0,0.0,549.0,12.0,180.0,45.0,0.0,136.4,0.0,2.0,0.0
91,Brad Johnson,MIN,QB,37.0,15.0,9.0,0.0,0.0,1885.0,12.0,294.0,53.0,0.0,18.0,0.0,0.0,114.7,4.0,5.0,3.0
92,Ricky Williams,MIA,RB,28.0,12.0,3.0,20.0,17.0,0.0,0.0,0.0,743.0,6.0,168.0,93.0,0.0,134.6,0.0,1.0,1.0
93,Chris Cooley,WAS,RB,23.0,16.0,16.0,103.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,7.0,188.4,0.0,3.0,1.0
94,Mewelde Moore,MIN,RB,23.0,16.0,8.0,49.0,37.0,0.0,0.0,0.0,662.0,1.0,155.0,339.0,2.0,153.10000000000005,0.0,2.0,1.0
95,Trent Dilfer,CLE,QB,33.0,11.0,11.0,0.0,0.0,2321.0,11.0,333.0,46.0,0.0,20.0,0.0,0.0,103.44,12.0,9.0,7.0
96,Roy Williams,DET,WR,24.0,13.0,12.0,94.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,8.0,161.7,0.0,0.0,0.0
97,Laveranues Coles,NYJ,WR,28.0,16.0,16.0,132.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,5.0,187.5,0.0,1.0,0.0
98,Curtis Martin,NYJ,RB,32.0,12.0,12.0,30.0,24.0,0.0,0.0,0.0,735.0,5.0,220.0,118.0,0.0,137.3,0.0,2.0,1.0
99,Terrell Owens,PHI,WR,32.0,7.0,7.0,92.0,47.0,0.0,0.0,0.0,2.0,0.0,1.0,763.0,6.0,159.5,0.0,0.0,0.0
100,Joey Harrington,DET,QB,27.0,12.0,11.0,1.0,1.0,2021.0,12.0,330.0,80.0,0.0,24.0,-4.0,0.0,105.44,12.0,7.0,4.0
101,Chris Simms,TAM,QB,25.0,11.0,10.0,1.0,1.0,2035.0,10.0,313.0,31.0,0.0,19.0,-3.0,0.0,103.2,7.0,6.0,4.0
102,Amani Toomer,NYG,WR,31.0,16.0,15.0,109.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,7.0,170.4,0.0,0.0,0.0
103,Ernest Wilford,JAX,WR,26.0,16.0,8.0,74.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,7.0,151.1,0.0,0.0,0.0
104,Samkon Gado,GNB,RB,23.0,8.0,5.0,12.0,10.0,0.0,0.0,1.0,582.0,6.0,143.0,77.0,1.0,115.9,0.0,4.0,1.0
105,Priest Holmes,KAN,RB,32.0,7.0,7.0,32.0,21.0,0.0,0.0,0.0,451.0,6.0,119.0,197.0,1.0,127.8,0.0,1.0,0.0
106,Kevin Jones,DET,RB,23.0,13.0,13.0,28.0,20.0,0.0,0.0,0.0,664.0,5.0,186.0,109.0,0.0,127.3,0.0,2.0,0.0
107,Eric Moulds,BUF,WR,32.0,15.0,15.0,129.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,4.0,186.6,0.0,0.0,0.0
108,Kyle Boller,BAL,QB,24.0,9.0,9.0,1.0,0.0,1799.0,11.0,293.0,66.0,1.0,23.0,0.0,0.0,100.56,12.0,8.0,2.0
109,Fred Taylor,JAX,RB,29.0,11.0,11.0,18.0,13.0,0.0,0.0,0.0,787.0,3.0,194.0,83.0,0.0,118.0,0.0,0.0,0.0
110,Brandon Lloyd,SFO,WR,24.0,16.0,15.0,109.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,5.0,149.3,0.0,1.0,1.0
111,Josh McCown,ARI,QB,26.0,9.0,6.0,0.0,0.0,1836.0,9.0,270.0,139.0,0.0,29.0,0.0,0.0,99.34,11.0,5.0,1.0
112,Kevan Barlow,SFO,RB,26.0,12.0,12.0,42.0,31.0,0.0,0.0,0.0,581.0,3.0,176.0,241.0,0.0,129.2,0.0,2.0,1.0
113,Muhsin Muhammad,CHI,WR,32.0,15.0,15.0,136.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,4.0,163.0,0.0,0.0,0.0
114,Drew Bennett,TEN,WR,27.0,13.0,10.0,109.0,58.0,0.0,0.0,1.0,3.0,0.0,1.0,738.0,4.0,156.10000000000005,0.0,0.0,0.0
115,Bobby Engram,SEA,WR,32.0,13.0,13.0,97.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,3.0,158.8,0.0,2.0,2.0
116,David Garrard,JAX,QB,27.0,7.0,5.0,0.0,0.0,1117.0,4.0,168.0,172.0,3.0,31.0,0.0,0.0,91.88,1.0,4.0,1.0
117,Eric Parker,SDG,WR,26.0,15.0,9.0,80.0,57.0,0.0,0.0,0.0,55.0,0.0,4.0,725.0,3.0,151.0,0.0,2.0,1.0
118,Marion Barber,DAL,RB,22.0,13.0,2.0,25.0,18.0,0.0,0.0,0.0,538.0,5.0,138.0,115.0,0.0,113.3,0.0,3.0,0.0
119,Jerome Bettis,PIT,RB,33.0,12.0,0.0,4.0,4.0,0.0,0.0,0.0,368.0,9.0,110.0,40.0,0.0,98.8,0.0,0.0,0.0
120,Brooks Bollinger,NYJ,QB,26.0,11.0,9.0,0.0,0.0,1558.0,7.0,266.0,135.0,0.0,35.0,0.0,0.0,89.82,6.0,3.0,1.0
121,T.J. Duckett,ATL,RB,24.0,14.0,0.0,7.0,6.0,0.0,0.0,0.0,380.0,8.0,121.0,63.0,0.0,94.3,0.0,2.0,2.0
122,Frank Gore,SFO,RB,22.0,14.0,1.0,22.0,15.0,0.0,0.0,0.0,608.0,3.0,127.0,131.0,0.0,102.9,0.0,2.0,2.0
123,Kelly Holcomb,BUF,QB,32.0,10.0,8.0,0.0,0.0,1509.0,10.0,230.0,11.0,1.0,18.0,0.0,0.0,81.46,8.0,13.0,5.0
124,Ashley Lelie,DEN,WR,25.0,16.0,13.0,88.0,42.0,0.0,0.0,0.0,84.0,0.0,5.0,770.0,1.0,133.4,0.0,0.0,0.0
125,Michael Bennett,MIN,RB,27.0,16.0,6.0,31.0,27.0,0.0,0.0,0.0,473.0,3.0,126.0,124.0,2.0,108.7,0.0,5.0,4.0
126,Kyle Orton,CHI,QB,23.0,15.0,15.0,0.0,0.0,1869.0,9.0,368.0,44.0,0.0,24.0,0.0,0.0,79.16000000000003,13.0,12.0,5.0
127,Antowain Smith,NOR,RB,33.0,16.0,7.0,15.0,12.0,0.0,0.0,0.0,659.0,3.0,166.0,46.0,0.0,96.5,0.0,2.0,2.0
128,Greg Jones,JAX,RB,24.0,14.0,13.0,15.0,10.0,0.0,0.0,0.0,575.0,4.0,151.0,65.0,0.0,98.0,0.0,0.0,0.0
129,Marty Booker,MIA,WR,29.0,15.0,12.0,86.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,686.0,3.0,125.6,0.0,0.0,0.0
130,David Givens,NWE,WR,25.0,13.0,10.0,96.0,59.0,0.0,0.0,0.0,13.0,0.0,2.0,738.0,2.0,146.10000000000005,0.0,0.0,0.0
131,Michael Pittman,TAM,RB,30.0,16.0,4.0,46.0,36.0,0.0,0.0,0.0,436.0,1.0,70.0,300.0,1.0,121.6,0.0,1.0,0.0
132,Daunte Culpepper,MIN,QB,28.0,7.0,7.0,0.0,0.0,1564.0,6.0,216.0,147.0,1.0,24.0,0.0,0.0,77.26,12.0,5.0,3.0
133,J.P. Losman,BUF,QB,24.0,9.0,8.0,0.0,0.0,1340.0,8.0,228.0,154.0,0.0,31.0,0.0,0.0,79.0,8.0,7.0,3.0
134,Travis Taylor,MIN,WR,27.0,16.0,13.0,90.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,604.0,4.0,134.70000000000002,0.0,1.0,0.0
135,Justin McCareins,NYJ,WR,27.0,16.0,16.0,102.0,43.0,0.0,0.0,0.0,8.0,0.0,1.0,713.0,2.0,127.1,0.0,0.0,0.0
136,Marcus Robinson,MIN,WR,30.0,15.0,9.0,57.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,5.0,112.5,0.0,0.0,0.0
137,Chester Taylor,BAL,RB,26.0,15.0,1.0,53.0,41.0,0.0,0.0,0.0,487.0,0.0,117.0,292.0,1.0,118.9,0.0,3.0,3.0
138,Reggie Brown,PHI,WR,24.0,16.0,11.0,79.0,43.0,0.0,0.0,0.0,5.0,0.0,1.0,571.0,4.0,124.6,0.0,1.0,0.0
139,Antonio Chatman,GNB,WR,26.0,16.0,3.0,86.0,49.0,0.0,0.0,0.0,34.0,0.0,8.0,549.0,4.0,131.3,0.0,0.0,0.0
140,Andre Johnson,HOU,WR,24.0,13.0,13.0,114.0,63.0,0.0,0.0,0.0,10.0,0.0,6.0,688.0,2.0,142.8,0.0,1.0,1.0
141,Mike McMahon,PHI,QB,26.0,9.0,7.0,0.0,0.0,1158.0,5.0,207.0,118.0,3.0,34.0,0.0,0.0,76.11999999999998,8.0,8.0,2.0
142,Brian Finneran,ATL,WR,29.0,16.0,7.0,81.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,2.0,123.1,0.0,0.0,0.0
143,Matt Jones,JAX,WR,22.0,16.0,1.0,69.0,36.0,12.0,0.0,3.0,51.0,0.0,12.0,432.0,5.0,114.78,0.0,2.0,0.0
144,Chris Henry,CIN,WR,22.0,14.0,5.0,50.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,6.0,107.2,0.0,2.0,1.0
145,Antwaan Randle El,PIT,WR,26.0,16.0,15.0,69.0,35.0,67.0,1.0,3.0,73.0,0.0,12.0,558.0,1.0,106.78,0.0,4.0,2.0
146,Anthony Wright,BAL,QB,29.0,9.0,7.0,0.0,0.0,1582.0,6.0,266.0,68.0,0.0,18.0,0.0,0.0,74.08,9.0,5.0,1.0
147,Corey Bradford,HOU,WR,30.0,16.0,6.0,66.0,34.0,0.0,0.0,0.0,-2.0,0.0,1.0,436.0,5.0,107.4,0.0,0.0,0.0
148,Mike Alstott,TAM,RB,32.0,16.0,7.0,38.0,25.0,0.0,0.0,0.0,80.0,6.0,34.0,222.0,1.0,97.2,0.0,0.0,0.0
149,Doug Gabriel,OAK,WR,25.0,14.0,2.0,72.0,37.0,0.0,0.0,0.0,5.0,0.0,1.0,554.0,3.0,110.9,0.0,0.0,0.0
150,Jonathan Wells,HOU,RB,26.0,15.0,6.0,27.0,22.0,0.0,0.0,0.0,325.0,4.0,90.0,179.0,0.0,96.4,0.0,1.0,0.0
151,Dallas Clark,IND,TE,26.0,15.0,14.0,52.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,4.0,109.8,0.0,0.0,0.0
152,Chris Perry,CIN,RB,24.0,14.0,2.0,62.0,51.0,0.0,0.0,0.0,279.0,0.0,61.0,328.0,2.0,121.7,0.0,2.0,1.0
153,Isaac Bruce,STL,WR,33.0,11.0,10.0,71.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,3.0,106.5,0.0,0.0,0.0
154,Joe Horn,NOR,WR,33.0,13.0,13.0,103.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,1.0,118.4,0.0,2.0,1.0
155,Samie Parker,KAN,WR,24.0,12.0,9.0,58.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,3.0,103.3,0.0,2.0,2.0
156,Artose Pinner,DET,RB,27.0,16.0,2.0,25.0,21.0,0.0,0.0,0.0,349.0,3.0,106.0,181.0,0.0,92.0,0.0,0.0,0.0
157,Marcel Shipp,ARI,RB,27.0,15.0,11.0,44.0,35.0,0.0,0.0,0.0,451.0,0.0,157.0,255.0,0.0,99.6,0.0,4.0,3.0
158,Marcus Pollard,DET,TE,33.0,16.0,16.0,79.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,3.0,113.6,0.0,1.0,1.0
159,Braylon Edwards,CLE,WR,22.0,10.0,7.0,59.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,3.0,101.2,0.0,0.0,0.0
