Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
0,Chris Johnson,TEN,RB,24.0,16.0,16.0,71.0,50.0,0.0,0.0,1.0,2006.0,14.0,358.0,503.0,2.0,390.9,0.0,3.0,3.0
1,Adrian Peterson,MIN,RB,24.0,16.0,15.0,57.0,43.0,0.0,0.0,0.0,1383.0,18.0,314.0,436.0,0.0,320.9,0.0,7.0,6.0
2,Maurice Jones-Drew,JAX,RB,24.0,16.0,16.0,71.0,53.0,0.0,0.0,0.0,1391.0,15.0,312.0,374.0,1.0,323.5,0.0,2.0,1.0
3,Aaron Rodgers,GNB,QB,26.0,16.0,16.0,0.0,0.0,4434.0,30.0,541.0,316.0,5.0,58.0,0.0,0.0,336.9600000000001,7.0,10.0,4.0
4,Ray Rice,BAL,RB,22.0,16.0,15.0,101.0,78.0,0.0,0.0,1.0,1339.0,7.0,254.0,702.0,1.0,326.1,0.0,3.0,2.0
5,Andre Johnson,HOU,WR,28.0,16.0,16.0,171.0,101.0,0.0,0.0,0.0,10.0,0.0,2.0,1569.0,9.0,312.9,0.0,1.0,0.0
6,Randy Moss,NWE,WR,32.0,16.0,16.0,137.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,13.0,285.4,0.0,2.0,1.0
7,Frank Gore,SFO,RB,26.0,14.0,14.0,75.0,52.0,0.0,0.0,0.0,1120.0,10.0,229.0,406.0,3.0,278.6,0.0,4.0,2.0
8,Thomas Jones,NYJ,RB,31.0,16.0,16.0,18.0,10.0,0.0,0.0,0.0,1402.0,14.0,331.0,58.0,0.0,240.0,0.0,2.0,0.0
9,Miles Austin,DAL,WR,25.0,16.0,9.0,124.0,81.0,0.0,0.0,0.0,-2.0,0.0,2.0,1320.0,11.0,278.8,0.0,1.0,0.0
10,Vernon Davis,SFO,TE,25.0,16.0,16.0,128.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,965.0,13.0,252.5,0.0,0.0,0.0
11,DeSean Jackson,PHI,WR,23.0,15.0,15.0,117.0,62.0,0.0,0.0,0.0,137.0,1.0,11.0,1156.0,9.0,249.3,0.0,3.0,1.0
12,Dallas Clark,IND,TE,30.0,16.0,16.0,133.0,100.0,0.0,0.0,0.0,11.0,0.0,2.0,1106.0,10.0,271.70000000000005,0.0,1.0,0.0
13,Larry Fitzgerald,ARI,WR,26.0,16.0,16.0,153.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.0,13.0,284.2,0.0,0.0,0.0
14,Drew Brees,NOR,QB,30.0,15.0,15.0,1.0,1.0,4388.0,34.0,514.0,33.0,2.0,22.0,-4.0,0.0,293.42,11.0,10.0,6.0
15,Ricky Williams,MIA,RB,32.0,16.0,7.0,53.0,35.0,0.0,0.0,1.0,1121.0,11.0,241.0,264.0,2.0,245.5,1.0,5.0,2.0
16,Reggie Wayne,IND,WR,31.0,16.0,16.0,149.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1264.0,10.0,284.4,1.0,0.0,0.0
17,Roddy White,ATL,WR,28.0,16.0,16.0,165.0,85.0,0.0,0.0,0.0,2.0,0.0,1.0,1153.0,11.0,266.5,0.0,1.0,0.0
18,Antonio Gates,SDG,TE,29.0,16.0,16.0,114.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,8.0,242.7,0.0,1.0,0.0
19,Ryan Grant,GNB,RB,27.0,16.0,16.0,30.0,25.0,0.0,0.0,0.0,1253.0,11.0,282.0,197.0,0.0,234.0,0.0,1.0,1.0
20,Sidney Rice,MIN,WR,23.0,16.0,14.0,121.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,1312.0,8.0,260.2,0.0,1.0,1.0
21,Brandon Marshall,DEN,WR,25.0,15.0,13.0,154.0,101.0,0.0,0.0,0.0,39.0,0.0,7.0,1120.0,10.0,276.9,0.0,0.0,0.0
22,Fred Jackson,BUF,WR,28.0,16.0,11.0,61.0,46.0,27.0,1.0,1.0,1062.0,2.0,237.0,371.0,2.0,214.38,0.0,4.0,2.0
23,Vincent Jackson,SDG,WR,26.0,15.0,15.0,108.0,68.0,0.0,0.0,0.0,11.0,0.0,3.0,1167.0,9.0,239.8,0.0,0.0,0.0
24,Joseph Addai,IND,RB,26.0,15.0,15.0,63.0,51.0,22.0,1.0,1.0,828.0,10.0,219.0,336.0,3.0,248.28,0.0,1.0,1.0
25,Steven Jackson,STL,RB,26.0,15.0,15.0,75.0,51.0,0.0,0.0,0.0,1416.0,4.0,324.0,322.0,0.0,244.8,0.0,2.0,2.0
26,Brett Favre,MIN,QB,40.0,16.0,16.0,1.0,1.0,4202.0,33.0,531.0,7.0,0.0,9.0,-2.0,0.0,281.5800000000001,7.0,2.0,3.0
27,Matt Schaub,HOU,QB,28.0,16.0,16.0,0.0,0.0,4770.0,29.0,583.0,57.0,0.0,48.0,0.0,0.0,278.5,15.0,3.0,2.0
28,Steve Smith,NYG,WR,24.0,16.0,15.0,157.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,7.0,271.0,0.0,0.0,0.0
29,Wes Welker,NWE,WR,28.0,14.0,13.0,162.0,123.0,0.0,0.0,0.0,36.0,0.0,5.0,1348.0,4.0,285.4000000000001,0.0,2.0,0.0
30,Brent Celek,PHI,TE,24.0,16.0,15.0,112.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,8.0,221.1,0.0,0.0,0.0
31,Jonathan Stewart,CAR,RB,22.0,16.0,3.0,26.0,18.0,0.0,0.0,0.0,1133.0,10.0,221.0,139.0,1.0,207.2,0.0,3.0,2.0
32,Marques Colston,NOR,WR,26.0,16.0,14.0,107.0,70.0,0.0,0.0,0.0,6.0,0.0,1.0,1074.0,9.0,230.0,0.0,2.0,1.0
33,Chad Johnson,CIN,0,31.0,16.0,15.0,128.0,72.0,0.0,0.0,0.0,32.0,0.0,3.0,1047.0,9.0,229.9,0.0,2.0,2.0
34,Tony Romo,DAL,QB,29.0,16.0,16.0,0.0,0.0,4483.0,26.0,550.0,105.0,1.0,35.0,0.0,0.0,273.82,9.0,6.0,4.0
35,Jamaal Charles,KAN,RB,23.0,15.0,10.0,55.0,40.0,0.0,0.0,0.0,1120.0,7.0,190.0,297.0,1.0,223.7,0.0,4.0,3.0
36,Peyton Manning,IND,QB,33.0,16.0,16.0,0.0,0.0,4500.0,33.0,571.0,-13.0,0.0,19.0,0.0,0.0,278.7,16.0,2.0,0.0
37,Santonio Holmes,PIT,WR,25.0,16.0,16.0,138.0,79.0,0.0,0.0,1.0,6.0,0.0,3.0,1248.0,5.0,234.4,0.0,0.0,0.0
38,Philip Rivers,SDG,QB,28.0,16.0,16.0,0.0,0.0,4254.0,28.0,486.0,50.0,1.0,26.0,0.0,0.0,269.16,9.0,6.0,3.0
39,Tom Brady,NWE,QB,32.0,16.0,16.0,0.0,0.0,4398.0,28.0,565.0,44.0,1.0,29.0,0.0,0.0,268.31999999999994,13.0,4.0,2.0
40,Rashard Mendenhall,PIT,RB,22.0,16.0,12.0,32.0,25.0,0.0,0.0,0.0,1108.0,7.0,242.0,261.0,1.0,203.9,0.0,3.0,3.0
41,Ben Roethlisberger,PIT,QB,27.0,15.0,15.0,0.0,0.0,4328.0,26.0,506.0,82.0,2.0,40.0,0.0,0.0,267.32,12.0,7.0,3.0
42,Hines Ward,PIT,WR,33.0,16.0,16.0,137.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.0,6.0,245.7,0.0,2.0,1.0
43,DeAngelo Williams,CAR,RB,26.0,13.0,13.0,41.0,29.0,0.0,0.0,0.0,1117.0,7.0,216.0,252.0,0.0,201.9,0.0,3.0,3.0
44,Derrick Mason,BAL,WR,35.0,16.0,16.0,134.0,73.0,0.0,0.0,0.0,2.0,0.0,1.0,1028.0,7.0,218.0,0.0,0.0,0.0
45,Steve Smith,CAR,WR,30.0,15.0,15.0,129.0,65.0,0.0,0.0,0.0,22.0,0.0,5.0,982.0,7.0,207.4,0.0,1.0,0.0
46,Donald Driver,GNB,WR,34.0,16.0,16.0,113.0,70.0,0.0,0.0,0.0,13.0,0.0,1.0,1061.0,6.0,211.4,0.0,2.0,1.0
47,Cedric Benson,CIN,RB,27.0,13.0,13.0,24.0,17.0,0.0,0.0,0.0,1251.0,6.0,301.0,111.0,0.0,189.2,0.0,1.0,0.0
48,Tony Gonzalez,ATL,TE,33.0,16.0,16.0,134.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,6.0,205.7,0.0,0.0,0.0
49,Visanthe Shiancoe,MIN,TE,29.0,16.0,13.0,79.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,11.0,178.6,0.0,0.0,0.0
50,Greg Jennings,GNB,WR,26.0,16.0,13.0,119.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,4.0,203.3,0.0,0.0,0.0
51,Knowshon Moreno,DEN,RB,22.0,16.0,9.0,41.0,28.0,0.0,0.0,0.0,947.0,7.0,247.0,213.0,2.0,190.0,0.0,4.0,4.0
52,Kellen Winslow,TAM,TE,26.0,16.0,14.0,127.0,77.0,0.0,0.0,0.0,7.0,0.0,1.0,884.0,5.0,196.1,0.0,0.0,0.0
53,Calvin Johnson,DET,WR,24.0,14.0,14.0,137.0,67.0,0.0,0.0,0.0,73.0,0.0,7.0,984.0,5.0,198.7,0.0,3.0,2.0
54,Matt Forte,CHI,RB,24.0,16.0,16.0,72.0,57.0,0.0,0.0,0.0,929.0,4.0,258.0,471.0,0.0,215.0,0.0,6.0,3.0
55,Robert Meachem,NOR,WR,25.0,16.0,7.0,64.0,45.0,0.0,0.0,0.0,82.0,0.0,6.0,722.0,9.0,177.39999999999995,0.0,2.0,1.0
56,Anquan Boldin,ARI,WR,29.0,15.0,15.0,127.0,84.0,0.0,0.0,0.0,12.0,1.0,3.0,1024.0,4.0,213.6,0.0,3.0,2.0
57,Jason Witten,DAL,TE,27.0,16.0,16.0,124.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,2.0,209.0,0.0,0.0,0.0
58,Heath Miller,PIT,TE,27.0,16.0,16.0,98.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,6.0,190.9,0.0,2.0,0.0
59,LaDainian Tomlinson,SDG,RB,30.0,14.0,14.0,30.0,20.0,0.0,0.0,1.0,730.0,12.0,223.0,154.0,0.0,176.4,0.0,2.0,2.0
60,Mike Sims-Walker,JAX,WR,25.0,15.0,14.0,111.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,7.0,189.9,0.0,2.0,1.0
61,Percy Harvin,MIN,WR,21.0,15.0,8.0,91.0,60.0,0.0,0.0,0.0,135.0,0.0,15.0,790.0,6.0,188.5,0.0,1.0,0.0
62,Eli Manning,NYG,QB,28.0,16.0,16.0,0.0,0.0,4021.0,27.0,509.0,65.0,0.0,17.0,0.0,0.0,231.34000000000003,14.0,13.0,8.0
63,Greg Olsen,CHI,TE,24.0,16.0,15.0,108.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,8.0,169.2,0.0,0.0,0.0
64,Pierre Thomas,NOR,RB,25.0,14.0,6.0,45.0,39.0,0.0,0.0,0.0,793.0,6.0,147.0,302.0,2.0,194.5,0.0,2.0,1.0
65,Marion Barber,DAL,RB,26.0,15.0,15.0,36.0,26.0,0.0,0.0,0.0,932.0,7.0,214.0,221.0,0.0,179.3,0.0,2.0,2.0
66,Terrell Owens,BUF,WR,36.0,16.0,16.0,109.0,55.0,0.0,0.0,0.0,54.0,1.0,6.0,829.0,5.0,179.3,0.0,1.0,0.0
67,Reggie Bush,NOR,WR,24.0,14.0,8.0,68.0,47.0,0.0,0.0,0.0,390.0,5.0,70.0,335.0,3.0,163.5,0.0,4.0,2.0
68,Donovan McNabb,PHI,QB,33.0,14.0,14.0,1.0,1.0,3553.0,22.0,443.0,140.0,2.0,37.0,1.0,0.0,233.22,10.0,10.0,2.0
69,Michael Turner,ATL,RB,27.0,11.0,11.0,7.0,5.0,0.0,0.0,0.0,871.0,10.0,178.0,35.0,0.0,151.6,0.0,4.0,2.0
70,Tim Hightower,ARI,RB,23.0,16.0,16.0,80.0,63.0,0.0,0.0,0.0,598.0,8.0,143.0,428.0,0.0,205.6,0.0,5.0,4.0
71,Jerome Harrison,CLE,RB,26.0,14.0,7.0,50.0,34.0,0.0,0.0,0.0,862.0,5.0,194.0,220.0,2.0,180.2,0.0,2.0,2.0
72,John Carlson,SEA,TE,25.0,16.0,16.0,83.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,7.0,150.4,0.0,0.0,0.0
