Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
0,Terrell Davis,DEN,RB,26.0,16.0,16.0,38.0,25.0,0.0,0.0,0.0,2008.0,21.0,392.0,217.0,2.0,381.5,0.0,2.0,2.0
1,Jamal Anderson,ATL,RB,26.0,16.0,16.0,46.0,27.0,0.0,0.0,2.0,1846.0,14.0,410.0,319.0,2.0,335.5,0.0,5.0,2.0
2,Steve Young,SFO,QB,37.0,15.0,15.0,0.0,0.0,4170.0,36.0,517.0,454.0,6.0,70.0,0.0,0.0,356.2,12.0,9.0,6.0
3,Marshall Faulk,IND,RB,25.0,16.0,15.0,106.0,86.0,0.0,0.0,0.0,1319.0,6.0,324.0,908.0,4.0,364.70000000000016,0.0,3.0,2.0
4,Garrison Hearst,SFO,RB,27.0,16.0,16.0,56.0,39.0,0.0,0.0,0.0,1570.0,7.0,310.0,535.0,2.0,297.5,0.0,4.0,3.0
5,Fred Taylor,JAX,RB,22.0,15.0,12.0,53.0,44.0,0.0,0.0,0.0,1223.0,14.0,264.0,421.0,3.0,306.4,0.0,3.0,2.0
6,Randy Moss,MIN,WR,21.0,16.0,11.0,124.0,69.0,0.0,0.0,0.0,4.0,0.0,1.0,1313.0,17.0,302.7,0.0,2.0,0.0
7,Emmitt Smith,DAL,RB,29.0,16.0,16.0,32.0,27.0,0.0,0.0,0.0,1332.0,13.0,319.0,175.0,2.0,263.7,0.0,3.0,2.0
8,Antonio Freeman,GNB,WR,26.0,15.0,15.0,153.0,84.0,0.0,0.0,0.0,5.0,0.0,3.0,1424.0,14.0,310.9,0.0,0.0,0.0
9,Ricky Watters,SEA,RB,29.0,16.0,16.0,73.0,52.0,1.0,1.0,1.0,1239.0,9.0,319.0,373.0,0.0,267.24,0.0,4.0,2.0
10,Randall Cunningham,MIN,QB,35.0,15.0,14.0,1.0,1.0,3704.0,34.0,425.0,132.0,1.0,32.0,-3.0,0.0,282.05999999999995,10.0,2.0,1.0
11,Curtis Martin,NYJ,RB,25.0,15.0,15.0,57.0,43.0,0.0,0.0,0.0,1287.0,8.0,369.0,365.0,1.0,260.2,0.0,5.0,1.0
12,Robert Edwards,NWE,RB,24.0,16.0,15.0,52.0,35.0,0.0,0.0,0.0,1115.0,9.0,291.0,331.0,3.0,249.6,0.0,5.0,1.0
13,Terrell Owens,SFO,WR,25.0,16.0,10.0,104.0,67.0,0.0,0.0,0.0,53.0,1.0,4.0,1097.0,14.0,270.0,0.0,1.0,1.0
14,Barry Sanders,DET,RB,30.0,16.0,16.0,57.0,37.0,0.0,0.0,0.0,1491.0,4.0,343.0,289.0,0.0,235.0,0.0,3.0,2.0
15,Eddie George,TEN,RB,25.0,16.0,16.0,49.0,37.0,0.0,0.0,0.0,1294.0,5.0,348.0,310.0,1.0,231.4,0.0,7.0,1.0
16,Brett Favre,GNB,QB,29.0,16.0,16.0,0.0,0.0,4212.0,31.0,551.0,133.0,1.0,40.0,0.0,0.0,261.78000000000003,23.0,8.0,2.0
17,Shannon Sharpe,DEN,TE,30.0,16.0,16.0,107.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,10.0,200.8,0.0,0.0,0.0
18,Robert Smith,MIN,RB,26.0,14.0,14.0,35.0,28.0,0.0,0.0,0.0,1187.0,6.0,249.0,291.0,2.0,221.8,0.0,1.0,1.0
19,Eric Moulds,BUF,WR,25.0,16.0,15.0,116.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,9.0,257.8,0.0,0.0,0.0
20,Keyshawn Johnson,NYJ,WR,26.0,16.0,16.0,149.0,83.0,0.0,0.0,0.0,60.0,1.0,2.0,1131.0,10.0,268.1,0.0,0.0,0.0
21,Duce Staley,PHI,RB,23.0,16.0,13.0,70.0,57.0,0.0,0.0,0.0,1065.0,5.0,258.0,432.0,1.0,242.7,0.0,2.0,0.0
22,Terance Mathis,ATL,WR,31.0,16.0,16.0,114.0,64.0,0.0,0.0,0.0,-6.0,0.0,1.0,1136.0,11.0,243.0,0.0,0.0,0.0
23,Adrian Murrell,ARI,RB,28.0,15.0,14.0,27.0,18.0,0.0,0.0,0.0,1042.0,8.0,274.0,169.0,2.0,193.1,0.0,6.0,3.0
24,Steve McNair,TEN,QB,25.0,16.0,16.0,0.0,0.0,3228.0,15.0,492.0,559.0,4.0,77.0,0.0,0.0,247.02,10.0,5.0,1.0
25,Vinny Testaverde,NYJ,QB,35.0,14.0,13.0,0.0,0.0,3256.0,29.0,421.0,104.0,1.0,24.0,0.0,0.0,242.64,7.0,7.0,3.0
26,Jerry Rice,SFO,WR,36.0,16.0,16.0,151.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,9.0,247.7,0.0,2.0,2.0
27,Cris Carter,MIN,WR,33.0,16.0,16.0,125.0,78.0,0.0,0.0,0.0,-1.0,0.0,1.0,1011.0,12.0,251.0,0.0,0.0,0.0
28,Ed McCaffrey,DEN,WR,30.0,15.0,15.0,99.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.0,10.0,229.3,0.0,1.0,0.0
29,Joey Galloway,SEA,WR,27.0,16.0,16.0,132.0,65.0,0.0,0.0,0.0,26.0,0.0,9.0,1047.0,10.0,230.3,0.0,1.0,1.0
30,Jimmy Smith,JAX,WR,29.0,16.0,15.0,133.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,8.0,242.2,0.0,2.0,1.0
31,Rod Smith,DEN,WR,28.0,16.0,16.0,139.0,86.0,14.0,0.0,1.0,63.0,0.0,6.0,1222.0,6.0,251.06,0.0,0.0,0.0
32,Priest Holmes,BAL,RB,25.0,16.0,13.0,62.0,43.0,0.0,0.0,1.0,1008.0,7.0,233.0,260.0,0.0,203.8,1.0,3.0,3.0
33,Cam Cleeland,NOR,TE,23.0,16.0,16.0,88.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,6.0,158.4,0.0,1.0,0.0
