Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
61,Brent Celek,PHI,TE,26.0,16.0,16.0,98.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,5.0,173.1,0.0,0.0,0.0
62,Brandon Lloyd,2TM,WR,30.0,15.0,14.0,148.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,966.0,5.0,196.6,0.0,1.0,0.0
63,Michael Vick,PHI,QB,31.0,13.0,13.0,0.0,0.0,3303.0,18.0,423.0,589.0,1.0,76.0,0.0,0.0,233.02,14.0,10.0,4.0
64,Ahmad Bradshaw,NYG,RB,25.0,12.0,9.0,44.0,34.0,0.0,0.0,0.0,659.0,9.0,171.0,267.0,2.0,190.6,0.0,1.0,1.0
65,Antonio Brown,PIT,WR,23.0,16.0,3.0,124.0,69.0,0.0,0.0,0.0,41.0,0.0,7.0,1108.0,2.0,195.9,0.0,0.0,0.0
66,Brandon Pettigrew,DET,TE,26.0,16.0,16.0,126.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,5.0,190.7,0.0,0.0,0.0
67,Jabar Gaffney,WAS,WR,31.0,16.0,15.0,114.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,5.0,190.7,0.0,1.0,1.0
68,Willis McGahee,DEN,RB,30.0,15.0,14.0,20.0,12.0,0.0,0.0,0.0,1199.0,4.0,249.0,51.0,1.0,161.0,0.0,4.0,3.0
69,DeSean Jackson,PHI,WR,25.0,15.0,15.0,104.0,58.0,0.0,0.0,0.0,41.0,0.0,7.0,961.0,4.0,182.2,0.0,1.0,0.0
70,Darrius Heyward-Bey,OAK,WR,24.0,15.0,14.0,115.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,4.0,183.5,0.0,1.0,1.0
71,Reggie Wayne,IND,WR,33.0,16.0,16.0,132.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,4.0,195.0,0.0,0.0,0.0
72,Mike Tolbert,SDG,RB,26.0,15.0,1.0,79.0,54.0,0.0,0.0,0.0,490.0,8.0,121.0,433.0,2.0,204.3,0.0,2.0,1.0
73,Cedric Benson,CIN,RB,29.0,15.0,15.0,22.0,15.0,0.0,0.0,0.0,1067.0,6.0,273.0,82.0,0.0,161.9,0.0,5.0,2.0
74,Santonio Holmes,NYJ,WR,27.0,16.0,16.0,101.0,51.0,0.0,0.0,0.0,27.0,0.0,3.0,654.0,8.0,165.1,0.0,2.0,1.0
75,Marquis Johnson,STL,0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Korey Hall,NOR,0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Ryan Fitzpatrick,BUF,QB,29.0,16.0,16.0,0.0,0.0,3832.0,24.0,569.0,215.0,0.0,56.0,0.0,0.0,220.78,23.0,7.0,2.0
78,Ben Roethlisberger,PIT,QB,29.0,15.0,15.0,0.0,0.0,4077.0,21.0,513.0,70.0,0.0,31.0,0.0,0.0,216.08,14.0,9.0,5.0
79,Josh Freeman,TAM,QB,23.0,15.0,15.0,1.0,0.0,3592.0,16.0,551.0,238.0,4.0,55.0,-4.0,0.0,201.08,22.0,9.0,5.0
80,Alex Smith,SFO,QB,27.0,16.0,16.0,0.0,0.0,3144.0,17.0,445.0,179.0,2.0,52.0,0.0,0.0,209.66,5.0,7.0,2.0
81,Joe Flacco,BAL,QB,26.0,16.0,16.0,1.0,1.0,3610.0,20.0,542.0,88.0,1.0,39.0,-8.0,0.0,203.4,12.0,11.0,6.0
82,Andy Dalton,CIN,QB,24.0,16.0,16.0,1.0,0.0,3398.0,20.0,516.0,152.0,1.0,37.0,0.0,0.0,207.12,13.0,5.0,2.0
83,Tim Tebow,DEN,QB,24.0,14.0,11.0,0.0,0.0,1729.0,12.0,271.0,660.0,6.0,122.0,0.0,0.0,195.16,6.0,14.0,6.0
84,Matt Hasselbeck,TEN,QB,36.0,16.0,16.0,0.0,0.0,3571.0,18.0,518.0,52.0,0.0,20.0,0.0,0.0,190.04,14.0,4.0,1.0
85,Tarvaris Jackson,SEA,QB,28.0,15.0,14.0,0.0,0.0,3091.0,14.0,450.0,108.0,1.0,40.0,0.0,0.0,162.44,13.0,9.0,4.0
86,Colt McCoy,CLE,QB,25.0,13.0,13.0,1.0,1.0,2733.0,14.0,463.0,212.0,0.0,61.0,-5.0,0.0,161.01999999999995,11.0,11.0,2.0
87,Matt Moore,MIA,QB,27.0,13.0,12.0,0.0,0.0,2497.0,16.0,347.0,65.0,2.0,32.0,0.0,0.0,162.38,9.0,14.0,1.0
88,Matt Schaub,HOU,QB,30.0,10.0,10.0,0.0,0.0,2479.0,15.0,292.0,9.0,2.0,15.0,0.0,0.0,158.06,6.0,3.0,1.0
89,Rex Grossman,WAS,QB,31.0,13.0,13.0,0.0,0.0,3151.0,16.0,458.0,11.0,1.0,20.0,0.0,0.0,149.14,20.0,8.0,4.0
90,BenJarvus Green-Ellis,NWE,RB,26.0,16.0,6.0,13.0,9.0,0.0,0.0,0.0,667.0,11.0,181.0,159.0,0.0,157.6,0.0,0.0,0.0
91,Jonathan Stewart,CAR,RB,24.0,16.0,3.0,61.0,47.0,0.0,0.0,0.0,761.0,4.0,142.0,413.0,1.0,194.4,0.0,1.0,0.0
92,Jay Cutler,CHI,QB,28.0,10.0,10.0,0.0,0.0,2319.0,13.0,314.0,55.0,1.0,18.0,0.0,0.0,136.26,7.0,7.0,3.0
93,DeAngelo Williams,CAR,RB,28.0,16.0,14.0,25.0,16.0,0.0,0.0,0.0,836.0,7.0,155.0,135.0,0.0,155.1,0.0,0.0,0.0
94,Carson Palmer,OAK,QB,32.0,10.0,9.0,0.0,0.0,2753.0,13.0,328.0,20.0,1.0,16.0,0.0,0.0,136.12,16.0,2.0,1.0
95,Pierre Thomas,NOR,RB,27.0,16.0,7.0,59.0,50.0,0.0,0.0,0.0,562.0,5.0,110.0,425.0,1.0,182.7,0.0,2.0,1.0
96,Ben Tate,HOU,RB,23.0,15.0,2.0,19.0,13.0,0.0,0.0,0.0,942.0,4.0,175.0,98.0,0.0,135.0,0.0,4.0,3.0
97,Blaine Gabbert,JAX,QB,22.0,15.0,14.0,0.0,0.0,2214.0,12.0,413.0,98.0,0.0,48.0,0.0,0.0,116.36,11.0,14.0,4.0
98,LeGarrette Blount,TAM,RB,25.0,14.0,14.0,25.0,15.0,0.0,0.0,0.0,781.0,5.0,184.0,148.0,0.0,131.89999999999998,0.0,5.0,3.0
99,Christian Ponder,MIN,QB,23.0,11.0,10.0,0.0,0.0,1853.0,13.0,291.0,219.0,0.0,28.0,0.0,0.0,118.02,13.0,6.0,2.0
100,Roy Helu,WAS,RB,23.0,15.0,5.0,59.0,49.0,0.0,0.0,0.0,640.0,2.0,151.0,379.0,1.0,164.9,0.0,2.0,2.0
101,Brandon Jacobs,NYG,RB,29.0,14.0,6.0,23.0,15.0,0.0,0.0,0.0,571.0,7.0,152.0,128.0,1.0,132.9,0.0,3.0,0.0
102,DeMarco Murray,DAL,RB,23.0,13.0,7.0,35.0,26.0,0.0,0.0,0.0,897.0,2.0,164.0,183.0,0.0,146.0,0.0,1.0,0.0
103,C.J. Spiller,BUF,RB,24.0,16.0,11.0,54.0,39.0,0.0,0.0,0.0,561.0,4.0,107.0,269.0,2.0,158.0,0.0,2.0,0.0
104,Malcom Floyd,SDG,WR,30.0,12.0,9.0,70.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,5.0,158.6,0.0,0.0,0.0
105,Jeremy Maclin,PHI,WR,23.0,13.0,13.0,96.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,859.0,5.0,177.0,0.0,1.0,1.0
106,Lance Moore,NOR,WR,28.0,14.0,7.0,73.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,8.0,162.7,0.0,0.0,0.0
107,Michael Crabtree,SFO,WR,24.0,15.0,14.0,115.0,72.0,0.0,0.0,0.0,6.0,0.0,1.0,874.0,4.0,184.0,0.0,0.0,0.0
108,Plaxico Burress,NYJ,WR,34.0,16.0,13.0,96.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,8.0,154.2,0.0,0.0,0.0
109,Eric Decker,DEN,WR,24.0,16.0,13.0,96.0,44.0,0.0,0.0,1.0,1.0,0.0,1.0,612.0,8.0,151.29999999999995,0.0,1.0,1.0
110,Anquan Boldin,BAL,WR,31.0,14.0,14.0,106.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,3.0,163.7,0.0,1.0,0.0
111,Kevin Kolb,ARI,QB,27.0,9.0,9.0,0.0,0.0,1955.0,9.0,253.0,65.0,0.0,17.0,0.0,0.0,98.7,8.0,8.0,3.0
112,Darren McFadden,OAK,RB,24.0,7.0,7.0,23.0,19.0,0.0,0.0,0.0,614.0,4.0,113.0,154.0,1.0,123.8,0.0,1.0,1.0
113,John Skelton,ARI,QB,23.0,8.0,7.0,0.0,0.0,1913.0,11.0,275.0,128.0,0.0,28.0,0.0,0.0,103.32,14.0,4.0,1.0
114,James Jones,GNB,WR,27.0,16.0,0.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,7.0,143.5,0.0,1.0,0.0
115,Denarius Moore,OAK,WR,23.0,13.0,10.0,76.0,33.0,0.0,0.0,0.0,61.0,1.0,5.0,618.0,5.0,136.9,0.0,1.0,0.0
116,Doug Baldwin,SEA,WR,23.0,16.0,1.0,85.0,51.0,0.0,0.0,0.0,-2.0,0.0,1.0,788.0,4.0,153.60000000000005,0.0,0.0,0.0
117,Donald Brown,IND,RB,24.0,16.0,2.0,19.0,16.0,0.0,0.0,0.0,645.0,5.0,134.0,86.0,0.0,119.1,0.0,0.0,0.0
118,Nate Burleson,DET,WR,30.0,16.0,11.0,110.0,73.0,0.0,0.0,0.0,85.0,0.0,11.0,757.0,3.0,173.2,0.0,1.0,1.0
119,Sam Bradford,STL,QB,24.0,10.0,10.0,0.0,0.0,2164.0,6.0,357.0,26.0,0.0,18.0,0.0,0.0,89.16,6.0,10.0,6.0
120,Ryan Grant,GNB,RB,29.0,15.0,14.0,24.0,19.0,0.0,0.0,0.0,559.0,2.0,134.0,268.0,1.0,117.7,0.0,2.0,1.0
121,Miles Austin,DAL,WR,27.0,10.0,10.0,73.0,43.0,0.0,0.0,0.0,3.0,0.0,2.0,579.0,7.0,143.20000000000005,0.0,1.0,0.0
122,Deion Branch,NWE,WR,32.0,15.0,15.0,90.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,5.0,151.2,0.0,0.0,0.0
123,Matt Cassel,KAN,QB,29.0,9.0,9.0,1.0,1.0,1713.0,10.0,269.0,99.0,0.0,25.0,-4.0,0.0,97.02,9.0,5.0,2.0
124,Robert Meachem,NOR,WR,27.0,16.0,8.0,60.0,40.0,0.0,0.0,0.0,18.0,0.0,4.0,620.0,6.0,139.8,0.0,0.0,0.0
125,Titus Young,DET,WR,22.0,16.0,9.0,86.0,48.0,0.0,0.0,0.0,15.0,0.0,2.0,607.0,6.0,146.2,0.0,1.0,0.0
126,Early Doucet,ARI,WR,26.0,16.0,6.0,97.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,5.0,152.9,0.0,1.0,0.0
127,Jerome Simpson,CIN,WR,25.0,16.0,14.0,105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,4.0,146.5,0.0,0.0,0.0
128,Mike Williams,TAM,WR,24.0,16.0,15.0,124.0,65.0,0.0,0.0,0.0,3.0,0.0,1.0,771.0,3.0,156.4,0.0,2.0,2.0
129,Fred Davis,WAS,TE,25.0,12.0,12.0,88.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,3.0,154.6,0.0,1.0,1.0
130,David Nelson,BUF,WR,25.0,16.0,13.0,97.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,5.0,156.8,0.0,0.0,0.0
131,Toby Gerhart,MIN,RB,24.0,16.0,5.0,28.0,23.0,0.0,0.0,0.0,531.0,1.0,109.0,190.0,3.0,119.1,0.0,1.0,0.0
132,Jermaine Gresham,CIN,TE,23.0,14.0,13.0,92.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,6.0,149.6,0.0,1.0,1.0
133,Dexter McCluster,KAN,WR,22.0,16.0,4.0,64.0,46.0,0.0,0.0,0.0,516.0,1.0,114.0,328.0,1.0,136.4,0.0,4.0,3.0
134,Kevin Smith,DET,RB,25.0,7.0,4.0,28.0,22.0,0.0,0.0,0.0,356.0,4.0,72.0,179.0,3.0,115.5,0.0,1.0,1.0
135,Jared Cook,TEN,TE,24.0,16.0,5.0,81.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,3.0,138.9,0.0,2.0,2.0
136,Kellen Winslow,TAM,TE,28.0,16.0,15.0,123.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,2.0,161.3,0.0,2.0,1.0
137,Steve Breaston,KAN,WR,28.0,16.0,13.0,98.0,61.0,0.0,0.0,0.0,25.0,0.0,1.0,785.0,2.0,154.0,0.0,0.0,0.0
138,LaDainian Tomlinson,NYJ,RB,32.0,14.0,1.0,61.0,42.0,0.0,0.0,0.0,280.0,1.0,75.0,449.0,2.0,132.9,0.0,0.0,0.0
139,Peyton Hillis,CLE,RB,25.0,10.0,9.0,34.0,22.0,0.0,0.0,0.0,587.0,3.0,161.0,130.0,0.0,109.7,0.0,2.0,1.0
140,Kyle Orton,2TM,QB,29.0,9.0,8.0,0.0,0.0,1758.0,9.0,252.0,13.0,0.0,11.0,0.0,0.0,85.61999999999998,9.0,4.0,2.0
141,Damian Williams,TEN,WR,23.0,15.0,13.0,94.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,5.0,134.2,0.0,0.0,0.0
142,Jahvid Best,DET,RB,22.0,6.0,6.0,40.0,27.0,0.0,0.0,0.0,390.0,2.0,84.0,287.0,1.0,112.7,0.0,0.0,0.0
143,Owen Daniels,HOU,TE,29.0,15.0,15.0,85.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,3.0,139.7,0.0,0.0,0.0
144,Felix Jones,DAL,RB,24.0,12.0,8.0,45.0,33.0,0.0,0.0,0.0,575.0,1.0,127.0,221.0,0.0,114.6,0.0,5.0,2.0
145,Greg Olsen,CAR,RB,26.0,16.0,13.0,89.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,5.0,127.0,0.0,1.0,1.0
146,Jason Campbell,OAK,QB,30.0,6.0,6.0,0.0,0.0,1170.0,6.0,165.0,60.0,2.0,18.0,0.0,0.0,78.8,4.0,3.0,1.0
147,Johnny Knox,CHI,WR,25.0,14.0,11.0,69.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,2.0,119.7,0.0,1.0,1.0
148,James Starks,GNB,RB,25.0,13.0,2.0,37.0,29.0,0.0,0.0,0.0,578.0,1.0,133.0,216.0,0.0,112.4,0.0,2.0,1.0
149,Jake Ballard,NYG,TE,24.0,14.0,13.0,61.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,4.0,122.4,0.0,0.0,0.0
150,Greg Little,CLE,WR,22.0,16.0,12.0,119.0,61.0,0.0,0.0,0.0,15.0,0.0,3.0,709.0,2.0,145.4,0.0,0.0,0.0
151,Marion Barber,CHI,RB,28.0,11.0,1.0,9.0,5.0,0.0,0.0,0.0,422.0,6.0,114.0,50.0,0.0,86.2,0.0,1.0,1.0
152,Ed Dickson,BAL,TE,24.0,16.0,16.0,89.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,5.0,136.8,0.0,0.0,0.0
153,Mark Ingram,NOR,RB,22.0,10.0,4.0,13.0,11.0,0.0,0.0,0.0,474.0,5.0,122.0,46.0,0.0,91.0,0.0,1.0,1.0
154,Santana Moss,WAS,WR,32.0,12.0,12.0,95.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,4.0,128.4,0.0,0.0,0.0
155,Donald Driver,GNB,WR,36.0,16.0,15.0,56.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,6.0,117.5,0.0,0.0,0.0
156,Curtis Painter,IND,QB,26.0,9.0,8.0,0.0,0.0,1541.0,6.0,243.0,107.0,0.0,17.0,0.0,0.0,72.34,9.0,5.0,3.0
157,Demaryius Thomas,DEN,WR,24.0,11.0,5.0,70.0,32.0,0.0,0.0,1.0,5.0,0.0,1.0,551.0,4.0,111.6,0.0,0.0,0.0
158,Jackie Battle,KAN,RB,28.0,15.0,4.0,13.0,9.0,0.0,0.0,0.0,597.0,2.0,149.0,68.0,0.0,87.5,0.0,0.0,0.0
159,Kendall Hunter,SFO,RB,23.0,16.0,1.0,26.0,16.0,0.0,0.0,0.0,473.0,2.0,112.0,195.0,0.0,94.8,0.0,1.0,0.0
