Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
0,Jerry Rice,SFO,WR,31.0,16.0,16.0,153.0,98.0,0.0,0.0,0.0,69.0,1.0,3.0,1503.0,15.0,345.2,0.0,3.0,0.0
1,Emmitt Smith,DAL,RB,24.0,14.0,13.0,65.0,57.0,0.0,0.0,0.0,1486.0,9.0,283.0,414.0,1.0,299.0,0.0,4.0,0.0
2,Steve Young,SFO,QB,32.0,16.0,16.0,2.0,2.0,4023.0,29.0,462.0,407.0,2.0,69.0,2.0,0.0,283.81999999999994,16.0,8.0,0.0
3,Andre Rison,ATL,WR,26.0,16.0,16.0,165.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,15.0,296.2,0.0,2.0,0.0
4,Shannon Sharpe,DEN,TE,25.0,16.0,12.0,110.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,9.0,232.5,0.0,1.0,0.0
5,Jerome Bettis,RAM,RB,21.0,16.0,12.0,34.0,26.0,0.0,0.0,0.0,1429.0,7.0,294.0,244.0,0.0,227.3,0.0,4.0,0.0
6,Thurman Thomas,BUF,RB,27.0,16.0,16.0,71.0,48.0,0.0,0.0,1.0,1315.0,6.0,355.0,387.0,0.0,242.2,0.0,6.0,0.0
7,Sterling Sharpe,GNB,WR,28.0,16.0,16.0,189.0,112.0,1.0,0.0,1.0,8.0,0.0,4.0,1274.0,11.0,304.24,0.0,1.0,0.0
8,John Elway,DEN,QB,33.0,16.0,16.0,0.0,0.0,4030.0,25.0,551.0,153.0,0.0,44.0,0.0,0.0,240.5,10.0,8.0,0.0
9,Ricky Watters,SFO,RB,24.0,13.0,13.0,45.0,31.0,0.0,0.0,0.0,950.0,10.0,208.0,326.0,1.0,214.6,0.0,5.0,0.0
10,Marcus Allen,KAN,RB,33.0,16.0,10.0,46.0,34.0,0.0,0.0,0.0,764.0,12.0,206.0,238.0,3.0,216.2,0.0,4.0,0.0
11,Michael Irvin,DAL,WR,27.0,16.0,16.0,143.0,88.0,0.0,0.0,0.0,6.0,0.0,2.0,1330.0,7.0,263.6,0.0,0.0,0.0
12,Eric Green,PIT,TE,26.0,16.0,16.0,113.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,5.0,181.2,0.0,3.0,0.0
13,Leonard Russell,NWE,RB,24.0,16.0,15.0,37.0,26.0,0.0,0.0,0.0,1088.0,7.0,300.0,245.0,0.0,193.3,0.0,4.0,0.0
14,Gary Brown,HOU,RB,24.0,16.0,8.0,30.0,21.0,0.0,0.0,0.0,1002.0,6.0,195.0,240.0,2.0,185.2,0.0,4.0,0.0
15,Ben Coates,NWE,TE,24.0,16.0,10.0,93.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,8.0,166.9,0.0,0.0,0.0
16,Johnny Johnson,NYJ,RB,25.0,15.0,9.0,83.0,67.0,0.0,0.0,0.0,821.0,3.0,198.0,641.0,1.0,227.2,0.0,5.0,0.0
17,Cris Carter,MIN,WR,28.0,16.0,16.0,143.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,9.0,247.1,0.0,0.0,0.0
18,Tim Brown,RAI,WR,27.0,16.0,16.0,127.0,80.0,0.0,0.0,0.0,7.0,0.0,2.0,1180.0,7.0,238.7,0.0,1.0,0.0
19,Erric Pegram,ATL,RB,24.0,16.0,14.0,42.0,33.0,0.0,0.0,0.0,1185.0,3.0,292.0,302.0,0.0,187.7,0.0,6.0,0.0
20,Anthony Miller,SDG,WR,28.0,16.0,16.0,162.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,1162.0,7.0,242.2,0.0,0.0,0.0
21,Terry Kirby,MIA,RB,23.0,16.0,8.0,95.0,75.0,0.0,0.0,0.0,390.0,3.0,119.0,874.0,3.0,227.4,0.0,5.0,0.0
22,Edgar Bennett,GNB,RB,24.0,16.0,14.0,74.0,59.0,0.0,0.0,0.0,550.0,9.0,159.0,457.0,1.0,219.7,0.0,0.0,0.0
23,Jeff Hostetler,RAI,QB,32.0,15.0,15.0,1.0,0.0,3242.0,14.0,419.0,202.0,5.0,55.0,0.0,0.0,203.88,10.0,6.0,0.0
24,Herschel Walker,PHI,RB,31.0,16.0,16.0,91.0,75.0,0.0,0.0,0.0,746.0,1.0,174.0,610.0,3.0,228.6,0.0,3.0,0.0
25,Chris Warren,SEA,RB,25.0,14.0,14.0,21.0,15.0,0.0,0.0,0.0,1072.0,7.0,273.0,99.0,0.0,168.1,0.0,3.0,0.0
26,Rodney Hampton,NYG,RB,24.0,12.0,10.0,23.0,18.0,0.0,0.0,0.0,1077.0,5.0,292.0,210.0,0.0,172.7,0.0,2.0,0.0
27,Ronald Moore,PHO,RB,23.0,16.0,11.0,7.0,3.0,0.0,0.0,0.0,1018.0,9.0,263.0,16.0,0.0,154.39999999999995,0.0,3.0,0.0
28,Johnny Mitchell,NYJ,TE,22.0,14.0,14.0,73.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,6.0,138.0,0.0,0.0,0.0
29,Keith Jackson,MIA,TE,28.0,15.0,15.0,73.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,6.0,132.3,0.0,2.0,0.0
30,Barry Sanders,DET,RB,25.0,11.0,11.0,48.0,36.0,0.0,0.0,0.0,1115.0,3.0,243.0,205.0,0.0,180.0,0.0,3.0,0.0
31,Brent Jones,SFO,TE,30.0,16.0,16.0,94.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,3.0,155.5,0.0,2.0,0.0
