Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
0,Marshall Faulk,STL,RB,26.0,16.0,16.0,103.0,87.0,0.0,0.0,1.0,1381.0,7.0,253.0,1048.0,5.0,397.9,0.0,2.0,2.0
1,Edgerrin James,IND,RB,21.0,16.0,16.0,82.0,62.0,0.0,0.0,0.0,1553.0,13.0,369.0,586.0,4.0,369.9,0.0,8.0,4.0
2,Kurt Warner,STL,QB,28.0,16.0,16.0,0.0,0.0,4353.0,41.0,499.0,92.0,1.0,23.0,0.0,0.0,317.32,13.0,9.0,5.0
3,Stephen Davis,WAS,RB,25.0,14.0,14.0,28.0,23.0,0.0,0.0,0.0,1405.0,17.0,290.0,111.0,0.0,274.6,0.0,4.0,1.0
4,Eddie George,TEN,RB,26.0,16.0,16.0,65.0,47.0,0.0,0.0,0.0,1304.0,9.0,320.0,458.0,4.0,293.2,0.0,5.0,4.0
5,Steve Beuerlein,CAR,QB,34.0,16.0,16.0,0.0,0.0,4436.0,36.0,571.0,124.0,2.0,27.0,0.0,0.0,299.84,15.0,12.0,8.0
6,Marvin Harrison,IND,WR,27.0,16.0,16.0,184.0,115.0,0.0,0.0,0.0,4.0,0.0,1.0,1663.0,12.0,351.7,0.0,2.0,1.0
7,Wesley Walls,CAR,TE,33.0,16.0,16.0,108.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,12.0,215.2,0.0,1.0,1.0
8,Emmitt Smith,DAL,RB,30.0,15.0,15.0,32.0,27.0,0.0,0.0,0.0,1397.0,11.0,329.0,119.0,2.0,250.6,0.0,5.0,3.0
9,Tony Gonzalez,KAN,TE,23.0,15.0,15.0,104.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,11.0,224.9,0.0,2.0,1.0
10,Randy Moss,MIN,WR,22.0,16.0,16.0,137.0,80.0,27.0,1.0,1.0,43.0,0.0,4.0,1413.0,11.0,294.68,0.0,3.0,1.0
11,Dorsey Levens,GNB,RB,29.0,14.0,14.0,81.0,71.0,0.0,0.0,0.0,1034.0,9.0,279.0,573.0,1.0,281.7000000000001,0.0,5.0,5.0
12,Charlie Garner,SFO,RB,27.0,16.0,15.0,76.0,56.0,0.0,0.0,0.0,1229.0,4.0,241.0,535.0,2.0,264.4,0.0,4.0,2.0
13,Cris Carter,MIN,WR,34.0,16.0,16.0,137.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.0,13.0,292.1,0.0,0.0,0.0
14,Jimmy Smith,JAX,WR,30.0,16.0,16.0,173.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,6.0,313.6,0.0,1.0,1.0
15,Marcus Robinson,CHI,WR,24.0,16.0,11.0,149.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,9.0,278.0,0.0,0.0,0.0
16,Isaac Bruce,STL,WR,27.0,16.0,16.0,120.0,77.0,0.0,0.0,0.0,32.0,0.0,5.0,1165.0,12.0,268.7,0.0,0.0,0.0
17,Curtis Martin,NYJ,RB,26.0,16.0,16.0,49.0,45.0,0.0,0.0,0.0,1464.0,5.0,367.0,259.0,0.0,247.3,0.0,2.0,0.0
18,Ricky Watters,SEA,RB,30.0,16.0,16.0,62.0,40.0,0.0,0.0,0.0,1210.0,5.0,325.0,387.0,2.0,233.7,0.0,4.0,4.0
19,Rich Gannon,OAK,QB,34.0,16.0,16.0,1.0,1.0,3840.0,24.0,515.0,298.0,2.0,46.0,-3.0,0.0,256.1,14.0,8.0,4.0
20,Peyton Manning,IND,QB,23.0,16.0,16.0,0.0,0.0,4135.0,26.0,533.0,73.0,2.0,35.0,0.0,0.0,252.7,15.0,6.0,3.0
