Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
0,Shaun Alexander,SEA,RB,27.0,16.0,16.0,38.0,23.0,0.0,0.0,0.0,1696.0,16.0,353.0,170.0,4.0,323.6,0.0,5.0,3.0
1,Daunte Culpepper,MIN,QB,27.0,16.0,16.0,0.0,0.0,4717.0,39.0,548.0,406.0,2.0,88.0,0.0,0.0,365.28,11.0,9.0,5.0
2,Tiki Barber,NYG,RB,29.0,16.0,14.0,79.0,52.0,0.0,0.0,0.0,1518.0,13.0,322.0,578.0,2.0,347.6,0.0,5.0,2.0
3,LaDainian Tomlinson,SDG,RB,25.0,15.0,15.0,66.0,53.0,38.0,0.0,2.0,1335.0,17.0,339.0,441.0,1.0,336.12,0.0,6.0,2.0
4,Peyton Manning,IND,QB,28.0,16.0,16.0,0.0,0.0,4557.0,49.0,497.0,38.0,0.0,25.0,0.0,0.0,360.08,10.0,5.0,1.0
5,Curtis Martin,NYJ,RB,31.0,16.0,16.0,49.0,41.0,0.0,0.0,0.0,1697.0,12.0,371.0,245.0,2.0,319.2,0.0,2.0,0.0
6,Muhsin Muhammad,CAR,WR,31.0,16.0,16.0,160.0,93.0,0.0,0.0,0.0,15.0,0.0,3.0,1405.0,16.0,329.0,0.0,3.0,1.0
7,Antonio Gates,SDG,TE,24.0,15.0,15.0,114.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,13.0,255.4,0.0,0.0,0.0
8,Domanick Williams,HOU,RB,24.0,15.0,15.0,84.0,68.0,0.0,0.0,0.0,1188.0,13.0,302.0,588.0,1.0,323.6,0.0,4.0,3.0
9,Edgerrin James,IND,RB,26.0,16.0,16.0,60.0,51.0,0.0,0.0,0.0,1548.0,9.0,334.0,483.0,0.0,304.1,0.0,6.0,2.0
10,Tony Gonzalez,KAN,TE,28.0,16.0,16.0,148.0,102.0,0.0,0.0,0.0,5.0,0.0,1.0,1258.0,7.0,270.3,0.0,0.0,0.0
11,Corey Dillon,NWE,RB,30.0,15.0,14.0,21.0,15.0,0.0,0.0,0.0,1635.0,12.0,345.0,103.0,1.0,258.8,0.0,5.0,4.0
12,Javon Walker,GNB,WR,26.0,16.0,12.0,144.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,12.0,295.2,0.0,2.0,2.0
13,Joe Horn,NOR,WR,32.0,16.0,16.0,153.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,11.0,299.9,0.0,0.0,0.0
14,Terrell Owens,PHI,WR,31.0,14.0,14.0,127.0,77.0,0.0,0.0,0.0,-5.0,0.0,3.0,1200.0,14.0,278.5,0.0,2.0,1.0
15,Marvin Harrison,IND,WR,32.0,16.0,16.0,139.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,15.0,285.3,0.0,1.0,1.0
16,Donovan McNabb,PHI,QB,28.0,15.0,15.0,0.0,0.0,3875.0,31.0,469.0,220.0,3.0,41.0,0.0,0.0,291.0,8.0,8.0,6.0
17,Torry Holt,STL,WR,28.0,16.0,16.0,135.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,10.0,291.2,0.0,3.0,0.0
18,Drew Bennett,TEN,WR,26.0,16.0,16.0,144.0,80.0,26.0,1.0,1.0,12.0,0.0,1.0,1247.0,11.0,276.94,0.0,3.0,0.0
19,Rudi Johnson,CIN,RB,25.0,16.0,16.0,28.0,15.0,0.0,0.0,0.0,1454.0,12.0,361.0,84.0,0.0,232.8,0.0,4.0,4.0
20,Jason Witten,DAL,TE,22.0,16.0,15.0,122.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,6.0,219.0,0.0,2.0,1.0
21,Reggie Wayne,IND,WR,26.0,16.0,16.0,115.0,77.0,0.0,0.0,0.0,-4.0,0.0,1.0,1210.0,12.0,269.6,0.0,0.0,0.0
22,Chad Johnson,CIN,WR,26.0,16.0,16.0,170.0,95.0,0.0,0.0,0.0,39.0,0.0,4.0,1274.0,9.0,280.29999999999995,0.0,1.0,0.0
23,Willis McGahee,BUF,RB,23.0,16.0,11.0,36.0,22.0,0.0,0.0,0.0,1128.0,13.0,284.0,169.0,0.0,225.7,0.0,4.0,2.0
24,Donald Driver,GNB,WR,29.0,16.0,11.0,137.0,84.0,0.0,0.0,0.0,4.0,0.0,3.0,1208.0,9.0,255.2,0.0,2.0,2.0
25,Brian Westbrook,PHI,RB,25.0,13.0,12.0,87.0,73.0,0.0,0.0,0.0,812.0,3.0,177.0,703.0,6.0,276.5,0.0,1.0,1.0
26,Alge Crumpler,ATL,TE,27.0,14.0,14.0,74.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,6.0,159.4,0.0,1.0,1.0
27,Clinton Portis,WAS,RB,23.0,15.0,15.0,57.0,40.0,15.0,1.0,2.0,1315.0,5.0,343.0,235.0,2.0,235.6,0.0,5.0,3.0
28,Priest Holmes,KAN,RB,31.0,8.0,8.0,25.0,19.0,0.0,0.0,0.0,892.0,14.0,196.0,187.0,1.0,212.9,0.0,4.0,2.0
29,Brandon Stokley,IND,WR,28.0,16.0,3.0,102.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,10.0,233.7,0.0,1.0,1.0
30,Ahman Green,GNB,RB,27.0,15.0,15.0,51.0,40.0,20.0,1.0,1.0,1163.0,7.0,259.0,275.0,1.0,228.6,0.0,7.0,4.0
31,Reuben Droughns,DEN,RB,26.0,16.0,15.0,44.0,32.0,0.0,0.0,0.0,1240.0,6.0,275.0,241.0,2.0,222.1,0.0,5.0,3.0
32,Isaac Bruce,STL,WR,32.0,16.0,16.0,148.0,89.0,0.0,0.0,2.0,0.0,0.0,0.0,1292.0,6.0,246.2,0.0,5.0,4.0
33,Randy McMichael,MIA,TE,25.0,16.0,16.0,118.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,4.0,176.1,0.0,2.0,0.0
34,Michael Clayton,TAM,WR,22.0,16.0,13.0,122.0,80.0,0.0,0.0,0.0,30.0,0.0,5.0,1193.0,7.0,244.3,0.0,1.0,0.0
35,Warrick Dunn,ATL,RB,29.0,16.0,16.0,39.0,29.0,0.0,0.0,0.0,1106.0,9.0,265.0,294.0,0.0,219.0,0.0,3.0,2.0
36,Darrell Jackson,SEA,WR,26.0,16.0,16.0,156.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,7.0,246.9,0.0,2.0,1.0
37,Trent Green,KAN,QB,34.0,16.0,16.0,0.0,0.0,4591.0,27.0,556.0,85.0,0.0,25.0,0.0,0.0,258.14,17.0,11.0,4.0
38,Jeremy Shockey,NYG,TE,24.0,15.0,15.0,97.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,6.0,163.6,0.0,1.0,0.0
39,Michael Pittman,TAM,RB,29.0,13.0,13.0,65.0,41.0,0.0,0.0,0.0,926.0,7.0,219.0,391.0,3.0,220.7,0.0,6.0,6.0
40,Nate Burleson,MIN,WR,23.0,16.0,15.0,102.0,68.0,0.0,0.0,0.0,49.0,0.0,6.0,1006.0,9.0,227.5,0.0,1.0,0.0
41,Eddie Kennison,KAN,WR,31.0,14.0,14.0,106.0,62.0,0.0,0.0,0.0,15.0,0.0,2.0,1086.0,8.0,220.1,0.0,1.0,0.0
42,Rod Smith,DEN,WR,34.0,16.0,16.0,136.0,79.0,0.0,0.0,0.0,33.0,0.0,5.0,1144.0,7.0,238.7,0.0,4.0,0.0
43,Derrick Mason,TEN,WR,30.0,16.0,16.0,158.0,96.0,0.0,0.0,0.0,-3.0,0.0,1.0,1168.0,7.0,254.5,0.0,2.0,0.0
44,Eric Johnson,SFO,TE,28.0,16.0,14.0,117.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,2.0,174.5,0.0,1.0,1.0
45,Deuce McAllister,NOR,RB,26.0,14.0,14.0,48.0,34.0,0.0,0.0,0.0,1074.0,9.0,269.0,228.0,0.0,210.2,0.0,5.0,4.0
46,Randy Moss,MIN,WR,27.0,13.0,13.0,86.0,49.0,37.0,0.0,2.0,0.0,0.0,0.0,767.0,13.0,201.18,1.0,1.0,1.0
47,Jerry Porter,OAK,WR,26.0,16.0,16.0,136.0,64.0,0.0,0.0,0.0,-4.0,0.0,1.0,998.0,9.0,213.4,0.0,2.0,2.0
48,Jake Delhomme,CAR,QB,29.0,16.0,16.0,0.0,0.0,3886.0,29.0,533.0,71.0,1.0,25.0,0.0,0.0,244.54,15.0,12.0,5.0
49,Jimmy Smith,JAX,WR,35.0,16.0,16.0,137.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,6.0,225.2,0.0,2.0,1.0
50,Jake Plummer,DEN,QB,30.0,16.0,16.0,0.0,0.0,4089.0,27.0,521.0,202.0,1.0,62.0,0.0,0.0,255.76,20.0,6.0,1.0
51,Brett Favre,GNB,QB,35.0,16.0,16.0,0.0,0.0,4088.0,30.0,540.0,36.0,0.0,16.0,0.0,0.0,251.12,17.0,4.0,1.0
52,Andre Johnson,HOU,WR,23.0,16.0,16.0,138.0,79.0,0.0,0.0,0.0,12.0,0.0,4.0,1142.0,6.0,228.4,0.0,1.0,1.0
53,Jerome Bettis,PIT,RB,32.0,15.0,6.0,8.0,6.0,10.0,1.0,1.0,941.0,13.0,250.0,46.0,0.0,187.1,0.0,1.0,0.0
54,Ashley Lelie,DEN,WR,24.0,16.0,16.0,101.0,54.0,0.0,0.0,0.0,5.0,0.0,3.0,1084.0,7.0,204.9,0.0,0.0,0.0
55,Thomas Jones,CHI,RB,26.0,14.0,14.0,72.0,56.0,0.0,0.0,0.0,948.0,7.0,240.0,427.0,0.0,233.5,0.0,2.0,1.0
56,Lee Evans,BUF,WR,23.0,16.0,11.0,74.0,48.0,0.0,0.0,0.0,85.0,0.0,5.0,843.0,9.0,192.8,0.0,1.0,1.0
57,Fred Taylor,JAX,RB,28.0,14.0,14.0,58.0,36.0,0.0,0.0,0.0,1224.0,2.0,260.0,345.0,1.0,206.9,0.0,3.0,2.0
58,Aaron Brooks,NOR,QB,28.0,16.0,16.0,1.0,1.0,3810.0,21.0,542.0,173.0,4.0,58.0,1.0,0.0,242.8,16.0,13.0,2.0
59,Chris Chambers,MIA,WR,26.0,15.0,15.0,140.0,69.0,0.0,0.0,0.0,76.0,0.0,9.0,898.0,7.0,206.4,0.0,1.0,1.0
60,Drew Brees,SDG,QB,25.0,15.0,15.0,1.0,1.0,3159.0,27.0,400.0,85.0,2.0,53.0,38.0,0.0,241.66000000000003,7.0,7.0,2.0
61,Marc Bulger,STL,QB,27.0,14.0,14.0,0.0,0.0,3964.0,21.0,485.0,89.0,3.0,19.0,0.0,0.0,233.46,14.0,5.0,4.0
62,Daniel Graham,NWE,TE,26.0,14.0,14.0,48.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,7.0,108.4,0.0,0.0,0.0
63,Bubba Franks,GNB,TE,26.0,16.0,14.0,50.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,7.0,112.1,0.0,0.0,0.0
64,Kevin Jones,DET,RB,22.0,15.0,14.0,41.0,28.0,0.0,0.0,0.0,1133.0,5.0,241.0,180.0,1.0,193.3,0.0,2.0,1.0
65,Eric Moulds,BUF,WR,31.0,16.0,16.0,152.0,88.0,0.0,0.0,0.0,19.0,0.0,5.0,1043.0,5.0,222.2,0.0,1.0,1.0
66,Nick Goings,CAR,RB,26.0,16.0,8.0,61.0,45.0,0.0,0.0,0.0,821.0,6.0,217.0,394.0,1.0,206.5,0.0,1.0,1.0
67,Keyshawn Johnson,DAL,WR,32.0,16.0,16.0,124.0,70.0,0.0,0.0,2.0,13.0,0.0,2.0,981.0,6.0,201.4,1.0,1.0,1.0
68,Emmitt Smith,ARI,RB,35.0,15.0,15.0,20.0,15.0,21.0,1.0,1.0,937.0,9.0,267.0,105.0,0.0,176.04000000000005,0.0,4.0,1.0
69,Hines Ward,PIT,WR,28.0,16.0,16.0,108.0,80.0,0.0,0.0,0.0,25.0,1.0,7.0,1004.0,4.0,212.9,0.0,1.0,0.0
70,Dallas Clark,IND,TE,25.0,15.0,13.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,5.0,95.3,0.0,2.0,1.0
71,Roy Williams,DET,WR,23.0,14.0,12.0,118.0,54.0,0.0,0.0,1.0,1.0,0.0,1.0,817.0,8.0,181.8,0.0,1.0,1.0
