Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
0,Emmitt Smith,DAL,RB,26.0,16.0,16.0,78.0,62.0,0.0,0.0,0.0,1773.0,25.0,377.0,375.0,0.0,414.8,0.0,7.0,6.0
1,Jerry Rice,SFO,WR,33.0,16.0,16.0,176.0,122.0,41.0,1.0,1.0,36.0,1.0,5.0,1848.0,15.0,406.04,0.0,3.0,3.0
2,Isaac Bruce,STL,WR,23.0,16.0,16.0,199.0,119.0,0.0,0.0,0.0,17.0,0.0,3.0,1781.0,13.0,374.8,0.0,2.0,1.0
3,Herman Moore,DET,WR,26.0,16.0,16.0,206.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.0,14.0,371.6,0.0,2.0,2.0
4,Brett Favre,GNB,QB,26.0,16.0,16.0,0.0,0.0,4413.0,38.0,570.0,181.0,3.0,39.0,0.0,0.0,330.62,13.0,8.0,4.0
5,Curtis Martin,NWE,RB,22.0,16.0,15.0,50.0,30.0,0.0,0.0,0.0,1487.0,14.0,368.0,261.0,1.0,288.7999999999999,0.0,5.0,3.0
6,Barry Sanders,DET,RB,27.0,16.0,16.0,70.0,48.0,11.0,0.0,2.0,1500.0,11.0,314.0,398.0,1.0,304.24,0.0,3.0,3.0
7,Cris Carter,MIN,WR,30.0,16.0,16.0,197.0,122.0,0.0,0.0,0.0,0.0,0.0,1.0,1371.0,17.0,361.1,0.0,0.0,0.0
8,Chris Warren,SEA,RB,27.0,16.0,16.0,50.0,35.0,0.0,0.0,0.0,1346.0,15.0,310.0,247.0,1.0,284.3,0.0,5.0,3.0
9,Robert Brooks,GNB,WR,25.0,16.0,16.0,167.0,102.0,0.0,0.0,0.0,21.0,0.0,4.0,1497.0,13.0,331.8,0.0,0.0,0.0
10,Scott Mitchell,DET,QB,27.0,16.0,16.0,0.0,0.0,4338.0,32.0,583.0,104.0,4.0,36.0,0.0,0.0,305.92,12.0,8.0,3.0
11,Carl Pickens,CIN,WR,25.0,16.0,16.0,168.0,99.0,0.0,0.0,0.0,6.0,0.0,1.0,1234.0,17.0,325.0,0.0,1.0,0.0
12,Ricky Watters,PHI,RB,26.0,16.0,16.0,93.0,62.0,0.0,0.0,0.0,1273.0,11.0,337.0,434.0,1.0,298.7,0.0,6.0,3.0
13,Michael Irvin,DAL,WR,29.0,16.0,16.0,165.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,10.0,329.3,0.0,1.0,1.0
14,Marshall Faulk,IND,RB,22.0,16.0,16.0,74.0,56.0,0.0,0.0,0.0,1078.0,11.0,289.0,475.0,3.0,287.3,0.0,8.0,4.0
15,Brett Perriman,DET,WR,30.0,16.0,16.0,179.0,108.0,0.0,0.0,0.0,48.0,0.0,5.0,1488.0,9.0,313.6,0.0,1.0,1.0
16,Terry Allen,WAS,RB,27.0,16.0,16.0,40.0,31.0,0.0,0.0,0.0,1309.0,10.0,338.0,232.0,1.0,245.1,0.0,6.0,3.0
17,Derek Loville,SFO,RB,27.0,16.0,16.0,110.0,87.0,0.0,0.0,0.0,723.0,10.0,218.0,662.0,3.0,301.5,0.0,1.0,1.0
18,Warren Moon,MIN,QB,39.0,16.0,16.0,0.0,0.0,4228.0,33.0,606.0,82.0,0.0,33.0,0.0,0.0,273.32,14.0,13.0,4.0
19,Tim Brown,OAK,WR,29.0,16.0,16.0,148.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,10.0,283.2,0.0,0.0,0.0
20,Edgar Bennett,GNB,RB,26.0,16.0,16.0,79.0,61.0,0.0,0.0,0.0,1067.0,3.0,316.0,648.0,4.0,274.5,0.0,2.0,0.0
21,Anthony Miller,DEN,WR,30.0,14.0,14.0,108.0,59.0,0.0,0.0,0.0,5.0,0.0,1.0,1079.0,14.0,249.4,0.0,1.0,1.0
22,Jeff Blake,CIN,QB,25.0,16.0,16.0,0.0,0.0,3822.0,28.0,567.0,309.0,2.0,53.0,0.0,0.0,263.78,17.0,10.0,5.0
23,Harvey Williams,OAK,RB,28.0,16.0,16.0,60.0,54.0,13.0,1.0,1.0,1114.0,9.0,255.0,375.0,0.0,255.42,0.0,5.0,3.0
24,Eric Metcalf,ATL,WR,27.0,16.0,15.0,153.0,104.0,0.0,0.0,1.0,133.0,1.0,28.0,1189.0,8.0,284.2,0.0,4.0,3.0
