,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2002,Ricky Williams,RB,23,3,Texas Tech,5-7,190,4.47,32.5,19.0,110.0,,,
1,2,2002,Brian Westbrook,RB,22,80,Villanova,5-8,200,4.57,37.0,26.0,118.0,7.09,,Philadelphia Eagles / 3rd / 91st pick / 2002
2,3,2002,Jonathan Wells,RB,22,10,Ohio State,6-1,243,4.52,,,,,,Houston Texans / 4th / 99th pick / 2002
3,4,2002,Chester Taylor,RB,22,47,Toledo,5-11,213,4.58,33.0,22.0,114.0,,,Baltimore Ravens / 6th / 207th pick / 2002
4,5,2002,Travis Stephens,RB,23,0,Tennessee,5-8,194,4.6,32.0,15.0,121.0,,,Tampa Bay Buccaneers / 4th / 119th pick / 2002
5,6,2002,Josh Scobey,RB,22,3,Kansas State,5-11,218,4.42,40.5,21.0,124.0,6.96,3.93,Arizona Cardinals / 6th / 185th pick / 2002
6,7,2002,Clinton Portis,RB,20,82,Miami (FL),5-11,204,4.42,,,,,,Denver Broncos / 2nd / 51st pick / 2002
7,8,2002,Adrian Peterson,RB,22,12,Georgia Southern,5-10,214,4.68,34.0,14.0,119.0,7.59,4.6,Chicago Bears / 6th / 199th pick / 2002
8,9,2002,Larry Ned,RB,23,0,San Diego State,5-11,219,4.62,34.5,15.0,120.0,7.12,,Oakland Raiders / 6th / 197th pick / 2002
9,10,2002,Maurice Morris,RB,22,35,Oregon,5-11,208,4.53,38.5,23.0,119.0,,,Seattle Seahawks / 2nd / 54th pick / 2002
10,11,2002,Eric McCoo,RB,21,1,Penn State,5-10,214,4.55,32.5,14.0,112.0,,,
11,12,2002,Dameon Hunter,RB,23,0,Utah,5-11,219,4.68,30.5,,113.0,,,
12,13,2002,Maurice Hicks,RB,23,8,North Carolina A&T,5-10,200,4.64,,19.0,,,,
13,14,2002,Leonard Henry,RB,24,1,East Carolina,6-1,206,4.57,35.0,26.0,113.0,7.11,4.29,Miami Dolphins / 7th / 241st pick / 2002
14,15,2002,William Green,RB,22,15,Boston Col.,6-0,221,4.6,42.0,27.0,121.0,,,Cleveland Browns / 1st / 16th pick / 2002
15,16,2002,Lamar Gordon,RB,22,9,North Dakota State,6-1,214,4.55,34.0,16.0,119.0,,,St. Louis Rams / 3rd / 84th pick / 2002
16,17,2002,DeShaun Foster,RB,22,34,UCLA,6-1,222,4.57,35.5,20.0,119.0,6.82,4.16,Carolina Panthers / 2nd / 34th pick / 2002
17,18,2002,Tony Fisher,RB,22,17,Notre Dame,6-1,226,4.66,41.5,21.0,126.0,7.0,4.13,
18,19,2002,T.J. Duckett,RB,21,23,Michigan State,6-0,254,4.45,,,,,,Atlanta Falcons / 1st / 18th pick / 2002
19,20,2002,Rock Cartwright,RB,22,11,Kansas State,5-8,237,4.47,35.0,30.0,116.0,7.18,4.25,Washington Redskins / 7th / 257th pick / 2002
20,21,2002,Joe Burns,RB,22,2,Georgia Tech,5-9,213,4.81,31.0,21.0,105.0,,,
21,22,2002,Ladell Betts,RB,22,37,Iowa,5-10,220,4.62,38.0,23.0,116.0,7.06,4.06,Washington Redskins / 2nd / 56th pick / 2002
22,23,2002,Damien Anderson,RB,22,2,Northwestern,5-10,211,4.56,33.5,27.0,112.0,6.93,4.02,
23,24,2002,Brian Allen,RB,21,0,Stanford,5-9,209,4.46,33.0,19.0,112.0,6.9,4.08,Indianapolis Colts / 6th / 204th pick / 2002
