,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2002,Patrick Ramsey,QB,23,15,Tulane,6-2,219,5.24,33.5,,112.0,7.12,4.09,Washington Redskins / 1st / 32nd pick / 2002
1,2,2002,J.T. O'Sullivan,QB,22,6,California-Davis,6-2,223,4.88,29.0,,107.0,7.46,4.28,New Orleans Saints / 6th / 186th pick / 2002
2,3,2002,Josh McCown,QB,22,47,SMU,6-4,221,4.59,38.5,,120.0,6.85,3.9,Arizona Cardinals / 3rd / 81st pick / 2002
3,4,2002,Kurt Kittner,QB,22,1,Illinois,6-2,221,4.86,27.0,,100.0,7.34,4.5,Atlanta Falcons / 5th / 158th pick / 2002
4,5,2002,Joey Harrington,QB,23,33,Oregon,6-4,215,4.89,32.0,,112.0,7.0,4.21,Detroit Lions / 1st / 3rd pick / 2002
5,6,2002,David Garrard,QB,24,69,East Carolina,6-2,235,4.82,33.5,,111.0,7.35,4.26,Jacksonville Jaguars / 4th / 108th pick / 2002
6,7,2002,Randy Fasani,QB,23,1,Stanford,6-3,224,4.77,31.5,,106.0,6.75,3.87,Carolina Panthers / 5th / 137th pick / 2002
7,8,2002,Rohan Davey,QB,23,0,LSU,6-2,245,4.74,,,,,,New England Patriots / 4th / 117th pick / 2002
8,9,2002,Ronald Curry,QB,22,17,North Carolina,6-2,220,4.59,35.0,,115.0,7.06,4.11,Oakland Raiders / 7th / 235th pick / 2002
9,10,2002,David Carr,QB,22,48,Fresno State,6-3,223,4.67,35.0,,108.0,7.05,4.28,Houston Texans / 1st / 1st pick / 2002
