,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2004,Bradlee Van Pelt,QB,23,0,Colorado State,6-2,231,4.98,33.5,,115.0,6.89,4.11,Denver Broncos / 7th / 250th pick / 2004
1,2,2004,Matt Schaub,QB,22,81,Virginia,6-6,243,5.04,30.5,,110.0,7.65,4.62,Atlanta Falcons / 3rd / 90th pick / 2004
2,3,2004,Ben Roethlisberger,QB,22,186,Miami (OH),6-5,241,4.75,,,,,,Pittsburgh Steelers / 1st / 11th pick / 2004
3,4,2004,Philip Rivers,QB,22,204,North Carolina State,6-5,229,5.08,,,,,,New York Giants / 1st / 4th pick / 2004
4,5,2004,Cody Pickett,QB,23,1,Washington,6-3,233,4.79,30.5,,109.0,7.19,4.3,San Francisco 49ers / 7th / 217th pick / 2004
5,6,2004,John Navarre,QB,23,0,Michigan,6-6,246,5.19,26.5,,100.0,7.73,4.46,Arizona Cardinals / 7th / 202nd pick / 2004
6,7,2004,Luke McCown,QB,22,8,Louisiana Tech,6-4,208,4.71,37.5,,125.0,6.74,4.21,Cleveland Browns / 4th / 106th pick / 2004
7,8,2004,Matt Mauck,QB,25,1,LSU,6-2,228,4.79,,,,,,Denver Broncos / 7th / 225th pick / 2004
8,9,2004,Eli Manning,QB,23,165,Mississippi,6-5,221,4.9,,,,,,San Diego Chargers / 1st / 1st pick / 2004
9,10,2004,J.P. Losman,QB,22,20,Tulane,6-2,224,4.73,33.0,,116.0,,,Buffalo Bills / 1st / 22nd pick / 2004
10,11,2004,Jared Lorenzen,QB,23,0,Kentucky,6-3,288,5.28,,,,,,
11,12,2004,Craig Krenzel,QB,22,1,Ohio State,6-3,228,4.84,28.0,,112.0,7.22,4.08,Chicago Bears / 5th / 148th pick / 2004
