,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2004,Jason Wright,RB,21,10,Northwestern,5-10,210,4.68,30.0,,111.0,7.35,4.12,
1,2,2004,Quincy Wilson,RB,22,0,West Virginia,5-9,225,4.6,33.5,26.0,118.0,7.68,4.36,Atlanta Falcons / 7th / 219th pick / 2004
2,3,2004,Shaud Williams,RB,23,3,Alabama,5-7,193,4.73,34.0,15.0,114.0,7.01,4.15,
3,4,2004,Michael Turner,RB,22,62,Northern Illinois,5-10,237,4.49,31.0,22.0,114.0,7.5,4.15,San Diego Chargers / 5th / 154th pick / 2004
4,5,2004,Chris Perry,RB,22,9,Michigan,6-0,224,4.56,,19.0,,,,Cincinnati Bengals / 1st / 26th pick / 2004
5,6,2004,Jarrett Payton,RB,23,1,Miami (FL),6-0,220,4.66,31.0,,115.0,7.34,4.31,
6,7,2004,Mewelde Moore,RB,21,33,Tulane,5-11,209,4.65,35.0,,118.0,7.05,4.12,Minnesota Vikings / 4th / 119th pick / 2004
7,8,2004,Kevin Jones,RB,21,29,Virginia Tech,6-0,227,4.38,38.0,,120.0,,,Detroit Lions / 1st / 30th pick / 2004
8,9,2004,Julius Jones,RB,22,43,Notre Dame,5-10,217,4.47,37.5,,121.0,6.97,4.12,Dallas Cowboys / 2nd / 43rd pick / 2004
9,10,2004,Greg Jones,RB,22,10,Florida State,6-1,249,4.55,,,,,,Jacksonville Jaguars / 2nd / 55th pick / 2004
10,11,2004,Steven Jackson,RB,20,92,Oregon State,6-1,241,4.55,,,,,,St. Louis Rams / 1st / 24th pick / 2004
11,12,2004,Adimchinobi Echemandu,RB,23,1,California,5-11,226,4.58,,15.0,,,,Cleveland Browns / 7th / 208th pick / 2004
12,13,2004,Cedric Cobbs,RB,23,0,Arkansas,6-0,223,4.75,40.0,,123.0,,,New England Patriots / 4th / 128th pick / 2004
13,14,2004,Ran Carthon,RB,23,0,Florida,5-11,224,4.51,34.5,22.0,112.0,,4.12,
14,15,2004,Tatum Bell,RB,23,23,Oklahoma State,5-11,212,4.37,38.5,25.0,117.0,,,Denver Broncos / 2nd / 41st pick / 2004
15,16,2004,Rich Alexis,RB,22,0,Washington,6-0,210,4.64,32.0,,114.0,7.41,4.43,
