,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2019,Darius Slayton,WR,22.0,6,Auburn,6-1,190,4.39,40.5,11.0,135.0,7.0,4.15,New York Giants / 5th / 171st pick / 2019
1,2,2019,Deebo Samuel,WR,23.0,9,South Carolina,5-11,214,4.48,39.0,15.0,122.0,7.03,4.14,San Francisco 49ers / 2nd / 36th pick / 2019
2,3,2019,Riley Ridley,WR,22.0,1,Georgia,6-1,199,4.58,30.5,13.0,124.0,7.22,4.28,Chicago Bears / 4th / 126th pick / 2019
3,4,2019,Hunter Renfrow,WR,23.0,4,Clemson,5-10,184,4.59,35.0,7.0,116.0,6.8,4.19,Oakland Raiders / 5th / 149th pick / 2019
4,5,2019,D.K. Metcalf,WR,21.0,8,Mississippi,6-3,228,4.33,40.5,27.0,134.0,7.38,4.5,Seattle Seahawks / 2nd / 64th pick / 2019
5,6,2019,Terry McLaurin,WR,23.0,7,Ohio State,6-0,208,4.35,37.5,18.0,125.0,7.01,4.15,Washington Redskins / 3rd / 76th pick / 2019
6,7,2019,Bisi Johnson,WR,21.0,3,Colorado State,6-0,204,4.51,38.0,14.0,124.0,6.88,4.16,Minnesota Vikings / 7th / 247th pick / 2019
7,8,2019,Keesean Johnson,WR,22.0,2,Fresno State,6-1,201,4.6,30.0,14.0,117.0,7.28,4.23,Arizona Cardinals / 6th / 174th pick / 2019
8,9,2019,Diontae Johnson,WR,22.0,6,Toledo,5-10,183,4.53,33.5,15.0,123.0,7.09,4.45,Pittsburgh Steelers / 3rd / 66th pick / 2019
9,10,2019,Anthony Johnson,WR,,0,Buffalo,6-2,209,,32.5,18.0,122.0,7.12,,
10,11,2019,Gary Jennings,WR,21.0,0,West Virginia,6-1,214,4.42,37.0,20.0,127.0,7.32,4.15,Seattle Seahawks / 4th / 120th pick / 2019
11,12,2019,Andy Isabella,WR,22.0,2,Massachusetts,5-9,188,4.31,36.5,15.0,121.0,6.95,4.15,Arizona Cardinals / 2nd / 62nd pick / 2019
12,13,2019,N'Keal Harry,WR,21.0,1,Arizona State,6-2,228,4.53,38.5,27.0,122.0,,,New England Patriots / 1st / 32nd pick / 2019
13,14,2019,Kelvin Harmon,WR,22.0,3,North Carolina State,6-2,221,4.6,32.5,18.0,117.0,7.15,4.32,Washington Redskins / 6th / 206th pick / 2019
14,15,2019,Mecole Hardman,WR,20.0,7,Georgia,5-10,187,4.33,36.5,17.0,119.0,,,Kansas City Chiefs / 2nd / 56th pick / 2019
15,16,2019,Travis Fulgham,WR,23.0,0,Old Dominion,6-2,215,4.58,36.5,15.0,126.0,,,Detroit Lions / 6th / 184th pick / 2019
16,17,2019,Parris Campbell,WR,21.0,1,Ohio State,6-0,205,4.31,40.0,11.0,135.0,,4.03,Indianapolis Colts / 2nd / 59th pick / 2019
17,18,2019,Marquise Brown,WR,21.0,8,Oklahoma,5-9,166,,,,,,,Baltimore Ravens / 1st / 25th pick / 2019
18,19,2019,A.J. Brown,WR,21.0,10,Mississippi,6-0,226,4.49,36.5,19.0,120.0,,,Tennessee Titans / 2nd / 51st pick / 2019
19,20,2019,Miles Boykin,WR,22.0,3,Notre Dame,6-4,220,4.42,43.5,12.0,140.0,6.77,4.07,Baltimore Ravens / 3rd / 93rd pick / 2019
20,21,2019,J.J. Arcega-Whiteside,WR,22.0,1,Stanford,6-2,225,,,,,,,Philadelphia Eagles / 2nd / 57th pick / 2019
