,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2019,Trayveon Williams,RB,21,0,Texas A&M,5-8,206,4.51,33.0,19.0,121.0,7.44,4.44,Cincinnati Bengals / 6th / 182nd pick / 2019
1,2,2019,Dexter Williams,RB,22,0,Notre Dame,5-11,212,4.57,36.0,17.0,130.0,7.0,4.16,Green Bay Packers / 6th / 194th pick / 2019
2,3,2019,Devin Singletary,RB,21,6,Florida Atlantic,5-7,203,4.66,35.0,15.0,117.0,7.32,4.4,Buffalo Bills / 3rd / 74th pick / 2019
3,4,2019,Jordan Scarlett,RB,23,0,Florida,5-11,208,4.47,30.0,21.0,116.0,7.37,4.63,Carolina Panthers / 5th / 154th pick / 2019
4,5,2019,Miles Sanders,RB,21,9,Penn State,5-11,211,4.49,36.0,20.0,124.0,6.89,4.19,Philadelphia Eagles / 2nd / 53rd pick / 2019
5,6,2019,Tony Pollard,RB,21,4,Memphis,6-0,210,4.52,35.0,13.0,121.0,,,Dallas Cowboys / 4th / 128th pick / 2019
6,7,2019,Qadree Ollison,RB,22,0,Pittsburgh,6-1,228,4.58,29.5,19.0,114.0,7.53,4.31,Atlanta Falcons / 5th / 152nd pick / 2019
7,8,2019,David Montgomery,RB,21,5,Iowa State,5-10,222,4.63,28.5,15.0,121.0,,,Chicago Bears / 3rd / 73rd pick / 2019
8,9,2019,Alexander Mattison,RB,20,4,Boise State,5-11,221,4.67,35.0,22.0,127.0,7.13,4.29,Minnesota Vikings / 3rd / 102nd pick / 2019
9,10,2019,Josh Jacobs,RB,21,8,Alabama,5-10,220,,,,,,,Oakland Raiders / 1st / 24th pick / 2019
10,11,2019,Travis Homer,RB,20,1,Miami (FL),5-10,201,4.48,39.5,17.0,130.0,7.07,4.31,Seattle Seahawks / 6th / 204th pick / 2019
11,12,2019,Justice Hill,RB,21,3,Oklahoma State,5-10,198,4.4,40.0,21.0,130.0,,,Baltimore Ravens / 4th / 113th pick / 2019
12,13,2019,Darrell Henderson,RB,21,1,Memphis,5-8,208,4.49,33.5,22.0,121.0,,,Los Angeles Rams / 3rd / 70th pick / 2019
13,14,2019,Damien Harris,RB,22,0,Alabama,5-10,216,4.57,37.0,16.0,121.0,,,New England Patriots / 3rd / 87th pick / 2019
14,15,2019,Myles Gaskin,RB,22,1,Washington,5-9,205,4.58,35.5,24.0,118.0,7.19,4.27,Miami Dolphins / 7th / 234th pick / 2019
15,16,2019,Ryquell Armstead,RB,22,2,Temple,5-11,220,4.45,30.0,22.0,114.0,7.02,4.29,Jacksonville Jaguars / 5th / 140th pick / 2019
