,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2019,Trevon Wesco,TE,23,0,West Virginia,6-3,267,4.89,31.0,24.0,117.0,7.18,4.38,New York Jets / 4th / 121st pick / 2019
1,2,2019,Tommy Sweeney,TE,23,1,Boston Col.,6-4,251,4.83,,17.0,,,,Buffalo Bills / 7th / 228th pick / 2019
2,3,2019,Jace Sternberger,TE,22,0,Texas A&M,6-4,251,4.75,31.5,17.0,113.0,7.19,4.31,Green Bay Packers / 3rd / 75th pick / 2019
3,4,2019,Kaden Smith,TE,21,2,Stanford,6-5,255,4.92,32.0,15.0,108.0,7.08,4.47,San Francisco 49ers / 6th / 176th pick / 2019
4,5,2019,Irv Smith,TE,20,3,Alabama,6-2,242,4.63,32.5,19.0,110.0,7.32,4.33,Minnesota Vikings / 2nd / 50th pick / 2019
5,6,2019,Drew Sample,TE,22,0,Washington,6-5,255,4.71,33.5,,115.0,7.15,4.31,Cincinnati Bengals / 2nd / 52nd pick / 2019
6,7,2019,Josh Oliver,TE,21,0,San Jose State,6-5,249,4.63,34.0,22.0,117.0,7.21,4.47,Jacksonville Jaguars / 3rd / 69th pick / 2019
7,8,2019,Isaac Nauta,TE,21,0,Georgia,6-3,244,4.91,28.0,19.0,,7.45,4.43,Detroit Lions / 7th / 224th pick / 2019
8,9,2019,Foster Moreau,TE,21,1,LSU,6-4,253,4.66,36.5,22.0,121.0,7.16,4.11,Oakland Raiders / 4th / 137th pick / 2019
9,10,2019,Dawson Knox,TE,22,3,Mississippi,6-4,254,,34.5,16.0,,7.12,4.27,Buffalo Bills / 3rd / 96th pick / 2019
10,11,2019,T.J. Hockenson,TE,21,3,Iowa,6-5,251,4.7,37.5,17.0,123.0,7.02,4.18,Detroit Lions / 1st / 8th pick / 2019
11,12,2019,Zach Gentry,TE,22,0,Michigan,6-8,265,4.9,29.5,12.0,110.0,7.4,4.53,Pittsburgh Steelers / 5th / 141st pick / 2019
12,13,2019,Noah Fant,TE,21,4,Iowa,6-4,249,4.5,39.5,20.0,127.0,6.81,4.22,Denver Broncos / 1st / 20th pick / 2019
