,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2012,Devon Wylie,WR,23,0,Fresno State,5-9,187,4.36,39.0,17.0,123.0,,,Kansas City Chiefs / 4th / 107th pick / 2012
1,2,2012,Kendall Wright,WR,22,31,Baylor,5-10,196,4.49,38.5,,121.0,6.93,4.18,Tennessee Titans / 1st / 20th pick / 2012
2,3,2012,Jarius Wright,WR,22,26,Arkansas,5-10,182,4.39,38.0,11.0,120.0,6.93,4.03,Minnesota Vikings / 4th / 118th pick / 2012
3,4,2012,Jordan White,WR,23,0,West. Michigan,6-0,208,4.63,35.0,14.0,119.0,6.84,4.13,New York Jets / 7th / 244th pick / 2012
4,5,2012,Nick Toon,WR,23,3,Wisconsin,6-2,215,4.49,37.5,18.0,,,,New Orleans Saints / 4th / 122nd pick / 2012
5,6,2012,Tommy Streeter,WR,22,0,Miami (FL),6-5,219,4.37,33.0,17.0,125.0,7.08,,Baltimore Ravens / 6th / 198th pick / 2012
6,7,2012,Mohamed Sanu,WR,22,45,Rutgers,6-1,211,4.62,36.0,19.0,126.0,6.88,4.22,Cincinnati Bengals / 3rd / 83rd pick / 2012
7,8,2012,James Rodgers,WR,23,0,Oregon State,5-7,184,4.61,37.0,19.0,115.0,,4.23,
8,9,2012,Rueben Randle,WR,20,22,LSU,6-3,210,4.55,31.0,15.0,121.0,6.99,4.36,New York Giants / 2nd / 63rd pick / 2012
9,10,2012,Brian Quick,WR,22,12,Appalachian State,6-3,220,4.5,34.0,15.0,119.0,7.1,4.23,St. Louis Rams / 2nd / 33rd pick / 2012
10,11,2012,DeVier Posey,WR,21,2,Ohio State,6-2,211,4.39,36.5,14.0,123.0,7.03,4.15,Houston Texans / 3rd / 68th pick / 2012
11,12,2012,Eric Page,WR,20,1,Toledo,5-9,186,4.5,30.0,15.0,112.0,6.95,3.98,
12,13,2012,Chris Owusu,WR,22,3,Stanford,6-0,196,4.36,40.5,19.0,129.0,6.85,4.11,
13,14,2012,Derek Moye,WR,23,0,Penn State,6-4,209,4.46,33.5,10.0,115.0,,4.23,
14,15,2012,Kashif Moore,WR,23,0,Connecticut,5-9,180,4.36,43.5,19.0,126.0,6.82,4.05,
15,16,2012,Marvin McNutt,WR,22,0,Iowa,6-3,216,4.48,37.0,,122.0,7.15,4.07,Philadelphia Eagles / 6th / 194th pick / 2012
16,17,2012,Rishard Matthews,WR,22,25,Nevada,6-0,217,4.54,36.0,20.0,,6.88,4.19,Miami Dolphins / 7th / 227th pick / 2012
17,18,2012,Keshawn Martin,WR,21,7,Michigan State,5-11,188,4.42,39.5,13.0,122.0,6.85,4.13,Houston Texans / 4th / 121st pick / 2012
18,19,2012,Jermaine Kearse,WR,22,30,Washington,6-1,209,4.5,34.0,14.0,119.0,7.03,4.12,
19,20,2012,Marvin Jones,WR,21,45,California,6-2,199,4.46,33.0,22.0,112.0,6.81,4.11,Cincinnati Bengals / 5th / 166th pick / 2012
20,21,2012,A.J. Jenkins,WR,22,2,Illinois,6-0,190,4.37,38.5,12.0,124.0,,,San Francisco 49ers / 1st / 30th pick / 2012
21,22,2012,Alshon Jeffery,WR,22,56,South Carolina,6-3,216,4.48,,,,,,Chicago Bears / 2nd / 45th pick / 2012
22,23,2012,Jerrell Jackson,WR,22,0,Missouri,6-0,196,4.5,41.0,22.0,127.0,6.82,4.11,
23,24,2012,T.Y. Hilton,WR,22,77,Florida International,5-9,183,4.34,,,,,,Indianapolis Colts / 3rd / 92nd pick / 2012
