,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
24,25,2012,Stephen Hill,WR,20,4,Georgia Tech,6-4,215,4.36,39.5,14.0,133.0,6.88,4.48,New York Jets / 2nd / 43rd pick / 2012
25,26,2012,Junior Hemingway,WR,23,2,Michigan,6-1,225,4.48,35.5,21.0,124.0,6.59,3.98,Kansas City Chiefs / 7th / 238th pick / 2012
26,27,2012,Darius Hanks,WR,23,0,Alabama,6-0,184,4.52,34.0,11.0,117.0,,,
27,28,2012,T.J. Graham,WR,22,7,North Carolina State,5-11,188,4.34,33.5,8.0,120.0,6.77,4.18,Buffalo Bills / 3rd / 69th pick / 2012
28,29,2012,Chris Givens,WR,22,13,Wake Forest,5-11,198,4.35,33.5,19.0,118.0,6.97,4.23,St. Louis Rams / 4th / 96th pick / 2012
29,30,2012,Jeff Fuller,WR,21,0,Texas A&M,6-4,223,4.53,,17.0,,,,
30,31,2012,Michael Floyd,WR,22,31,Notre Dame,6-3,220,4.4,36.5,16.0,122.0,,,Arizona Cardinals / 1st / 13th pick / 2012
31,32,2012,Patrick Edwards,WR,23,0,Houston,5-9,172,4.57,,,,,,
32,33,2012,B.J. Cunningham,WR,22,0,Michigan State,6-1,211,4.52,31.5,12.0,116.0,7.1,,Miami Dolphins / 6th / 183rd pick / 2012
33,34,2012,Juron Criner,WR,22,1,Arizona,6-2,224,4.66,38.0,17.0,117.0,7.15,4.3,Oakland Raiders / 5th / 168th pick / 2012
34,35,2012,Josh Cooper,WR,23,1,Oklahoma State,5-11,190,4.65,,11.0,,,,
35,36,2012,Danny Coale,WR,23,0,Virginia Tech,6-0,201,4.42,35.0,12.0,115.0,6.69,4.15,Dallas Cowboys / 5th / 152nd pick / 2012
36,37,2012,Greg Childs,WR,21,0,Arkansas,6-3,219,4.52,36.5,19.0,125.0,,,Minnesota Vikings / 4th / 134th pick / 2012
37,38,2012,Ryan Broyles,WR,23,3,Oklahoma,5-10,192,4.57,,21.0,,,,Detroit Lions / 2nd / 54th pick / 2012
38,39,2012,LaVon Brazill,WR,22,3,Ohio,5-11,192,4.43,32.5,11.0,,,,Indianapolis Colts / 6th / 206th pick / 2012
39,40,2012,Jarrett Boykin,WR,22,6,Virginia Tech,6-2,217,4.62,36.0,11.0,123.0,7.12,4.28,
40,41,2012,Justin Blackmon,WR,22,9,Oklahoma State,6-1,207,4.46,,14.0,,,,Jacksonville Jaguars / 1st / 5th pick / 2012
41,42,2012,Travis Benjamin,WR,22,28,Miami (FL),5-10,172,4.31,38.0,14.0,119.0,,,Cleveland Browns / 4th / 100th pick / 2012
42,43,2012,Tim Benford,WR,22,0,Tennessee Tech,5-11,205,4.51,,15.0,,,,
43,44,2012,Joe Adams,WR,22,0,Arkansas,5-11,179,4.51,36.0,,123.0,7.09,,Carolina Panthers / 4th / 104th pick / 2012
