,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2015,T.J. Yeldon,RB,21,21,Alabama,6-1,226,4.61,36.0,22.0,117.0,7.19,4.22,Jacksonville Jaguars / 2nd / 36th pick / 2015
1,2,2015,Trey Williams,RB,22,0,Texas A&M,5-7,195,4.49,33.5,18.0,119.0,6.84,4.12,
2,3,2015,Karlos Williams,RB,21,4,Florida State,6-1,230,4.48,33.5,16.0,117.0,7.16,4.46,Buffalo Bills / 5th / 155th pick / 2015
3,4,2015,Josh Robinson,RB,22,0,Mississippi State,5-8,217,4.7,32.0,21.0,113.0,,,Indianapolis Colts / 6th / 205th pick / 2015
4,5,2015,Thomas Rawls,RB,21,12,Central Michigan,5-9,215,4.65,35.5,15.0,116.0,,,
5,6,2015,Marcus Murphy,RB,23,2,Missouri,5-9,198,4.61,29.0,11.0,109.0,,4.4,New Orleans Saints / 7th / 230th pick / 2015
6,7,2015,Terrence Magee,RB,21,0,LSU,5-8,213,4.62,37.0,22.0,115.0,7.52,4.37,
7,8,2015,Jeremy Langford,RB,23,8,Michigan State,6-0,208,4.42,34.5,,118.0,7.22,4.32,Chicago Bears / 4th / 106th pick / 2015
8,9,2015,Matt Jones,RB,21,10,Florida,6-2,231,4.61,31.5,20.0,112.0,,4.2,Washington Redskins / 3rd / 95th pick / 2015
9,10,2015,Duke Johnson,RB,21,27,Miami (FL),5-9,207,4.54,33.5,,121.0,,,Cleveland Browns / 3rd / 77th pick / 2015
10,11,2015,David Johnson,RB,23,36,New Mexico,6-1,224,4.5,41.5,25.0,127.0,6.82,4.27,Arizona Cardinals / 3rd / 86th pick / 2015
11,12,2015,Todd Gurley,RB,20,53,Georgia,6-1,222,4.52,,17.0,,,,St. Louis Rams / 1st / 10th pick / 2015
12,13,2015,Melvin Gordon,RB,21,42,Wisconsin,6-1,215,4.52,35.0,19.0,126.0,7.04,4.07,San Diego Chargers / 1st / 15th pick / 2015
13,14,2015,Mike Davis,RB,22,10,South Carolina,5-9,217,4.61,34.0,17.0,116.0,7.0,4.18,San Francisco 49ers / 4th / 126th pick / 2015
14,15,2015,John Crockett,RB,23,0,North Dakota State,6-0,217,4.62,40.0,15.0,125.0,7.15,4.25,
15,16,2015,Tevin Coleman,RB,21,33,Indiana,5-11,206,4.4,,22.0,,,,Atlanta Falcons / 3rd / 73rd pick / 2015
16,17,2015,David Cobb,RB,21,1,Minnesota,5-11,229,4.81,38.5,17.0,121.0,,,Tennessee Titans / 5th / 138th pick / 2015
17,18,2015,Cameron Artis-Payne,RB,24,5,Auburn,5-10,212,4.53,36.5,,118.0,7.13,,Carolina Panthers / 5th / 174th pick / 2015
18,19,2015,Javorius Allen,RB,23,14,USC,6-0,221,4.53,35.5,11.0,121.0,6.96,4.28,Baltimore Ravens / 4th / 125th pick / 2015
19,20,2015,Jay Ajayi,RB,21,20,Boise State,6-0,221,4.57,39.0,19.0,121.0,7.1,4.1,Miami Dolphins / 5th / 149th pick / 2015
20,21,2015,Ameer Abdullah,RB,21,13,Nebraska,5-9,205,4.6,42.5,24.0,130.0,6.79,3.95,Detroit Lions / 2nd / 54th pick / 2015
