,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2015,Kevin White,WR,22,2,West Virginia,6-3,215,4.35,36.5,23.0,123.0,6.92,4.14,Chicago Bears / 1st / 7th pick / 2015
1,2,2015,DeAndrew White,WR,23,0,Alabama,5-11,193,4.44,34.5,,118.0,6.97,4.18,
2,3,2015,Darren Waller,WR,22,10,Georgia Tech,6-6,238,4.46,37.0,12.0,125.0,7.07,4.25,Baltimore Ravens / 6th / 204th pick / 2015
3,4,2015,Jaelen Strong,WR,21,2,Arizona State,6-2,217,4.44,42.0,,123.0,,,Houston Texans / 3rd / 70th pick / 2015
4,5,2015,Devin Smith,WR,23,2,Ohio State,6-0,196,4.42,39.0,10.0,122.0,,4.15,New York Jets / 2nd / 37th pick / 2015
5,6,2015,DeAndre Smelter,WR,23,0,Georgia Tech,6-2,226,4.52,,,,,,San Francisco 49ers / 4th / 132nd pick / 2015
6,7,2015,Breshad Perriman,WR,21,11,Central Florida,6-2,212,,,,,,,Baltimore Ravens / 1st / 26th pick / 2015
7,8,2015,DeVante Parker,WR,22,25,Louisville,6-3,209,4.45,36.5,17.0,125.0,,,Miami Dolphins / 1st / 14th pick / 2015
8,9,2015,J.J. Nelson,WR,22,12,Ala-Birmingham,5-10,156,4.28,36.0,,127.0,7.02,4.15,Arizona Cardinals / 5th / 159th pick / 2015
9,10,2015,Keith Mumphery,WR,22,2,Michigan State,6-0,215,4.54,32.5,,121.0,7.07,4.25,Houston Texans / 5th / 175th pick / 2015
10,11,2015,Ty Montgomery,WR,22,16,Stanford,6-0,221,4.55,40.5,,121.0,6.97,4.21,Green Bay Packers / 3rd / 94th pick / 2015
11,12,2015,Tre McBride,WR,22,1,William & Mary,6-0,210,4.41,38.0,16.0,122.0,6.96,4.08,Tennessee Titans / 7th / 245th pick / 2015
12,13,2015,Vince Mayle,WR,23,0,Washington State,6-2,224,4.67,35.5,,117.0,6.93,4.13,Cleveland Browns / 4th / 123rd pick / 2015
13,14,2015,Tyler Lockett,WR,22,40,Kansas State,5-10,182,4.4,35.5,,121.0,6.89,4.07,Seattle Seahawks / 3rd / 69th pick / 2015
14,15,2015,Tony Lippett,WR,22,6,Michigan State,6-2,192,4.61,36.0,10.0,114.0,6.92,4.13,Miami Dolphins / 5th / 156th pick / 2015
15,16,2015,Justin Hardy,WR,23,9,East Carolina,5-10,192,4.56,36.5,11.0,114.0,6.63,4.21,Atlanta Falcons / 4th / 107th pick / 2015
16,17,2015,Rannell Hall,WR,22,0,Central Florida,6-0,198,4.6,41.0,16.0,132.0,6.86,4.15,
17,18,2015,Rashad Greene,WR,22,2,Florida State,5-11,182,4.53,36.5,,122.0,6.88,4.12,Jacksonville Jaguars / 5th / 139th pick / 2015
18,19,2015,Dorial Green-Beckham,WR,21,7,Oklahoma,6-5,237,4.49,33.5,13.0,119.0,6.89,4.45,Tennessee Titans / 2nd / 40th pick / 2015
19,20,2015,Devin Funchess,WR,20,21,Michigan,6-4,232,4.7,38.5,17.0,122.0,,,Carolina Panthers / 2nd / 41st pick / 2015
20,21,2015,Phillip Dorsett,WR,22,15,Miami (FL),5-10,185,4.33,37.0,13.0,122.0,6.7,4.11,Indianapolis Colts / 1st / 29th pick / 2015
21,22,2015,Stefon Diggs,WR,21,44,Maryland,6-0,195,4.46,35.0,,115.0,7.03,4.32,Minnesota Vikings / 5th / 146th pick / 2015
22,23,2015,Geremy Davis,WR,23,0,Connecticut,6-2,216,4.49,36.5,23.0,124.0,6.86,4.18,New York Giants / 6th / 186th pick / 2015
23,24,2015,Jamison Crowder,WR,21,27,Duke,5-8,185,4.56,37.0,10.0,115.0,7.17,4.32,Washington Redskins / 4th / 105th pick / 2015
24,25,2015,Amari Cooper,WR,20,43,Alabama,6-1,211,4.42,33.0,,120.0,6.71,3.98,Oakland Raiders / 1st / 4th pick / 2015
25,26,2015,Chris Conley,WR,22,19,Georgia,6-2,213,4.35,45.0,18.0,139.0,7.06,4.3,Kansas City Chiefs / 3rd / 76th pick / 2015
26,27,2015,Sammie Coates,WR,21,4,Auburn,6-1,212,4.43,41.0,23.0,131.0,6.98,4.06,Pittsburgh Steelers / 3rd / 87th pick / 2015
27,28,2015,Kaelin Clay,WR,23,3,Utah,5-10,195,4.51,33.0,10.0,113.0,6.97,4.26,Tampa Bay Buccaneers / 6th / 184th pick / 2015
28,29,2015,Mario Alford,WR,23,0,West Virginia,5-8,180,4.43,34.0,13.0,121.0,6.64,4.07,Cincinnati Bengals / 7th / 238th pick / 2015
29,30,2015,Nelson Agholor,WR,21,22,USC,6-0,198,4.42,,12.0,,,,Philadelphia Eagles / 1st / 20th pick / 2015
