,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Green Bay Packers,300.0,4923.0,1024.0,4.8,42.0,24.0,296.0,279.0,469.0,3003.0,14.0,18.0,6.0,152.0,521.0,1920.0,15.0,3.7,118.0,104.0,852.0,26.0,,,140.12,663.3,523.8,384.3,234.0,4.0,7.0,7.0,5.0,16.0,1037.42,8.0,897.92,8.0,758.4200000000001,8.0
11,Buffalo Bills,305.0,4906.0,1022.0,4.8,31.0,14.0,297.0,249.0,447.0,2854.0,25.0,17.0,5.9,162.0,541.0,2052.0,11.0,3.8,114.0,103.0,840.0,21.0,,,180.16,684.4,559.9,435.4,243.2,18.0,12.0,13.0,14.0,18.0,1107.76,16.0,983.26,16.0,858.76,16.0
12,New York Giants,312.0,4658.0,1056.0,4.4,34.0,14.0,275.0,292.0,508.0,2890.0,17.0,20.0,5.1,148.0,493.0,1768.0,14.0,3.6,97.0,97.0,802.0,30.0,,,143.6,683.0,537.0,391.0,232.8,5.0,11.0,8.0,7.0,15.0,1059.4,11.0,913.4,10.0,767.4,9.0
13,Seattle Seahawks,314.0,5159.0,954.0,5.4,38.0,21.0,297.0,255.0,445.0,2958.0,20.0,17.0,6.1,148.0,472.0,2201.0,14.0,4.7,133.0,104.0,890.0,16.0,,,164.32,670.8,543.3,415.8,262.1,12.0,8.0,9.0,10.0,22.0,1097.22,14.0,969.72,15.0,842.22,15.0
14,San Diego Chargers,317.0,4953.0,1008.0,4.9,28.0,15.0,280.0,227.0,441.0,2782.0,19.0,13.0,5.7,136.0,522.0,2171.0,14.0,4.2,120.0,107.0,869.0,24.0,,,161.28,619.2,505.7,392.2,271.1,10.0,4.0,5.0,8.0,23.0,1051.58,10.0,938.0799999999999,11.0,824.5799999999999,13.0
15,Miami Dolphins,335.0,5445.0,1013.0,5.4,32.0,16.0,314.0,295.0,494.0,3247.0,21.0,16.0,6.3,176.0,498.0,2198.0,18.0,4.4,115.0,103.0,850.0,23.0,,,181.88,745.7,598.2,450.7,295.8,19.0,23.0,21.0,17.0,27.0,1223.38,23.0,1075.88,23.0,928.38,21.0
16,Minnesota Vikings,335.0,4824.0,979.0,4.9,37.0,11.0,281.0,278.0,498.0,3100.0,24.0,26.0,5.8,159.0,440.0,1724.0,9.0,3.9,95.0,107.0,964.0,27.0,,,168.0,732.0,593.0,454.0,204.4,14.0,20.0,18.0,18.0,8.0,1104.4,15.0,965.4,14.0,826.4,14.0
17,Dallas Cowboys,348.0,5061.0,1012.0,5.0,43.0,20.0,294.0,269.0,502.0,3444.0,21.0,23.0,6.2,175.0,459.0,1617.0,19.0,3.5,85.0,100.0,851.0,34.0,,,175.76,739.4,604.9,470.4,235.7,15.0,21.0,22.0,22.0,17.0,1150.86,19.0,1016.3599999999999,19.0,881.8599999999999,19.0
18,Houston Oilers,349.0,4993.0,976.0,5.1,37.0,14.0,287.0,266.0,495.0,3145.0,25.0,23.0,5.9,153.0,446.0,1848.0,10.0,4.1,98.0,101.0,874.0,36.0,,,179.8,730.5,597.5,464.5,216.8,17.0,19.0,20.0,21.0,13.0,1127.1,17.0,994.1,17.0,861.1,17.0
19,New York Jets,360.0,5041.0,993.0,5.1,29.0,11.0,300.0,260.0,488.0,3206.0,27.0,18.0,6.2,153.0,476.0,1835.0,15.0,3.9,117.0,96.0,881.0,30.0,,,200.24,742.6,612.6,482.6,251.5,23.0,22.0,24.0,25.0,19.0,1194.3400000000001,22.0,1064.3400000000001,22.0,934.34,23.0
20,Tampa Bay Buccaneers,360.0,4987.0,996.0,5.0,36.0,20.0,314.0,271.0,457.0,2949.0,23.0,16.0,5.9,163.0,500.0,2038.0,18.0,4.1,124.0,125.0,926.0,27.0,,,177.95999999999998,703.9,568.4,432.9,271.8,16.0,14.0,14.0,13.0,24.0,1153.6599999999999,20.0,1018.16,20.0,882.66,20.0
21,Los Angeles Rams,361.0,5121.0,961.0,5.3,27.0,11.0,279.0,281.0,504.0,3389.0,31.0,16.0,6.3,162.0,419.0,1732.0,8.0,4.1,95.0,100.0,888.0,22.0,,,227.56,805.9,665.4,524.9,199.2,28.0,27.0,27.0,27.0,7.0,1232.6599999999999,24.0,1092.1599999999999,24.0,951.66,24.0
22,St. Louis Cardinals,368.0,5384.0,1023.0,5.3,33.0,19.0,306.0,276.0,490.0,3383.0,30.0,14.0,6.4,168.0,492.0,2001.0,16.0,4.1,116.0,88.0,718.0,22.0,,,227.32,794.3,656.3,518.3,258.1,27.0,26.0,26.0,26.0,20.0,1279.72,27.0,1141.72,27.0,1003.72,27.0
23,Cincinnati Bengals,370.0,4697.0,937.0,5.0,26.0,12.0,286.0,267.0,456.0,3056.0,24.0,14.0,6.2,169.0,441.0,1641.0,15.0,3.7,99.0,79.0,669.0,18.0,,,190.24,716.6,583.1,449.6,230.1,22.0,16.0,15.0,16.0,14.0,1136.94,18.0,1003.44,18.0,869.94,18.0
24,Philadelphia Eagles,380.0,5249.0,1046.0,5.0,48.0,27.0,301.0,305.0,561.0,3606.0,29.0,21.0,5.8,186.0,428.0,1643.0,16.0,3.8,85.0,105.0,830.0,30.0,,,218.24,839.6,687.1,534.6,206.3,26.0,28.0,28.0,28.0,11.0,1264.14,25.0,1111.64,25.0,959.1400000000001,25.0
25,Detroit Lions,384.0,5273.0,1005.0,5.2,32.0,13.0,314.0,259.0,459.0,3203.0,23.0,19.0,6.4,162.0,504.0,2070.0,18.0,4.1,122.0,115.0,907.0,30.0,,,182.12,717.3,587.8,458.3,289.0,21.0,17.0,17.0,19.0,25.0,1188.42,21.0,1058.92,21.0,929.4200000000001,22.0
26,Kansas City Chiefs,388.0,5639.0,1045.0,5.4,28.0,17.0,344.0,279.0,484.0,3306.0,25.0,11.0,6.5,172.0,535.0,2333.0,16.0,4.4,139.0,112.0,936.0,33.0,,,210.24,759.6,620.1,480.6,295.3,25.0,25.0,25.0,24.0,26.0,1265.14,26.0,1125.64,26.0,986.1400000000001,26.0
27,Atlanta Falcons,436.0,5907.0,1070.0,5.5,27.0,12.0,354.0,243.0,453.0,3173.0,26.0,15.0,6.8,164.0,600.0,2734.0,24.0,4.6,162.0,92.0,729.0,28.0,,,200.92000000000002,716.3,594.8,473.3,393.4,24.0,15.0,19.0,23.0,28.0,1310.62,28.0,1189.12,28.0,1067.62,28.0
