,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
12,Los Angeles Raiders,338.0,4748.0,1024.0,4.6,36.0,16.0,285.0,282.0,531.0,3162.0,20.0,20.0,5.4,170.0,436.0,1586.0,13.0,3.6,86.0,109.0,947.0,29.0,,,166.48000000000002,718.2,577.2,436.2,204.6,12.0,11.0,12.0,10.0,3.0,1089.2800000000002,6.0,948.2800000000001,5.0,807.28,5.0
13,Cleveland Browns,342.0,5142.0,1029.0,5.0,32.0,10.0,309.0,280.0,469.0,3077.0,22.0,22.0,6.1,155.0,528.0,2065.0,15.0,3.9,138.0,105.0,940.0,16.0,,,167.07999999999998,719.7,579.7,439.7,276.5,14.0,12.0,13.0,13.0,16.0,1163.28,15.0,1023.28,15.0,883.28,15.0
14,Los Angeles Rams,344.0,5392.0,1078.0,5.0,44.0,20.0,311.0,319.0,556.0,3611.0,18.0,24.0,6.1,179.0,489.0,1781.0,21.0,3.6,118.0,89.0,804.0,14.0,,,168.44,788.1,628.6,469.1,264.1,15.0,21.0,20.5,19.0,15.0,1220.64,20.0,1061.14,20.0,901.6400000000001,19.0
15,New York Giants,347.0,4994.0,1039.0,4.8,36.0,13.0,289.0,283.0,493.0,3261.0,26.0,23.0,6.1,167.0,502.0,1733.0,10.0,3.5,98.0,114.0,927.0,24.0,,,188.44,765.1,623.6,482.1,207.3,19.0,18.0,18.0,21.0,4.0,1160.8400000000001,14.0,1019.34,14.0,877.84,13.0
16,Minnesota Vikings,348.0,5487.0,1104.0,5.0,48.0,23.0,318.0,263.0,478.0,2903.0,23.0,25.0,5.5,150.0,579.0,2584.0,16.0,4.5,147.0,92.0,759.0,21.0,,,158.12,691.3,559.8,428.3,308.4,8.0,7.0,8.0,9.0,23.0,1157.82,13.0,1026.32,16.0,894.8199999999999,17.0
17,Buffalo Bills,351.0,5809.0,1078.0,5.4,31.0,18.0,332.0,286.0,480.0,3306.0,22.0,13.0,6.5,148.0,566.0,2503.0,14.0,4.4,148.0,128.0,1298.0,36.0,,,194.24,748.6,605.6,462.6,298.3,22.0,16.0,16.0,17.0,22.0,1241.14,21.0,1098.14,22.0,955.1400000000001,22.0
18,Baltimore Colts,354.0,5640.0,1045.0,5.4,36.0,16.0,321.0,281.0,488.0,3522.0,31.0,20.0,6.7,166.0,516.0,2118.0,13.0,4.1,123.0,82.0,666.0,32.0,,,224.88,819.2,678.7,538.2,257.8,26.0,23.0,24.0,24.0,14.0,1301.88,24.0,1161.38,24.0,1020.8800000000001,24.0
19,Dallas Cowboys,360.0,5427.0,1025.0,5.3,48.0,21.0,286.0,299.0,558.0,3928.0,27.0,27.0,6.4,181.0,410.0,1499.0,12.0,3.7,82.0,100.0,873.0,23.0,,,211.12,853.8,704.3,554.8,179.9,24.0,25.0,25.0,26.0,2.0,1244.82,22.0,1095.32,21.0,945.8199999999999,21.0
20,Kansas City Chiefs,367.0,5386.0,1089.0,4.9,51.0,21.0,319.0,261.0,500.0,3111.0,21.0,30.0,5.8,158.0,554.0,2275.0,18.0,4.1,136.0,105.0,837.0,25.0,,,148.44,698.1,567.6,437.1,293.5,7.0,10.0,10.0,11.0,21.0,1140.04,8.0,1009.54,11.0,879.04,14.0
21,Tampa Bay Buccaneers,380.0,5397.0,1093.0,4.9,41.0,18.0,320.0,300.0,490.0,3315.0,15.0,23.0,6.2,172.0,561.0,2082.0,19.0,3.7,124.0,105.0,799.0,24.0,,,146.6,721.5,571.5,421.5,286.2,6.0,14.0,11.0,7.0,19.0,1154.3,12.0,1004.3,9.0,854.3,8.0
22,Atlanta Falcons,389.0,5826.0,1023.0,5.7,30.0,15.0,342.0,313.0,493.0,3517.0,28.0,15.0,6.7,187.0,499.0,2309.0,20.0,4.6,139.0,81.0,710.0,16.0,,,222.68,832.7,676.2,519.7,320.9,25.0,24.0,23.0,23.0,25.0,1376.28,26.0,1219.78,26.0,1063.28,26.0
23,Seattle Seahawks,397.0,6029.0,1075.0,5.6,54.0,28.0,351.0,311.0,521.0,3831.0,33.0,26.0,6.8,195.0,511.0,2198.0,14.0,4.3,128.0,91.0,725.0,28.0,,,233.24,892.1,736.6,581.1,247.8,28.0,28.0,28.0,28.0,13.0,1373.14,25.0,1217.64,25.0,1062.14,25.0
24,St. Louis Cardinals,428.0,5005.0,1021.0,4.9,48.0,20.0,286.0,290.0,519.0,3167.0,24.0,28.0,5.5,161.0,443.0,1838.0,23.0,4.1,107.0,102.0,819.0,18.0,,,166.68,750.7,605.7,460.7,281.8,13.0,17.0,17.0,16.0,17.0,1199.18,19.0,1054.18,19.0,909.1800000000001,20.0
25,Green Bay Packers,439.0,6403.0,1156.0,5.5,31.0,12.0,366.0,300.0,518.0,3762.0,20.0,19.0,6.7,187.0,597.0,2641.0,28.0,4.4,171.0,110.0,965.0,8.0,,,192.48,796.2,646.2,496.2,408.1,21.0,22.0,22.0,22.0,28.0,1396.7800000000002,27.0,1246.7800000000002,27.0,1096.78,27.0
26,Houston Oilers,460.0,5632.0,1031.0,5.5,29.0,15.0,332.0,252.0,424.0,2845.0,26.0,14.0,6.3,150.0,576.0,2787.0,23.0,4.8,161.0,104.0,825.0,21.0,,,189.8,692.5,566.5,440.5,386.7,20.0,8.0,9.0,14.0,27.0,1269.0,23.0,1143.0,23.0,1017.0,23.0
27,San Diego Chargers,462.0,5955.0,1127.0,5.3,33.0,17.0,347.0,330.0,544.0,3782.0,28.0,16.0,6.6,187.0,552.0,2173.0,26.0,3.9,137.0,111.0,953.0,23.0,,,231.28,876.2,711.2,546.2,339.3,27.0,27.0,26.0,25.0,26.0,1446.7800000000002,28.0,1281.7800000000002,28.0,1116.7800000000002,28.0
