,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
0,Pittsburgh Steelers,138.0,3323.0,866.0,3.8,46.0,24.0,182.0,158.0,373.0,1866.0,9.0,22.0,4.5,96.0,452.0,1457.0,5.0,3.2,69.0,80.0,630.0,17.0,,,66.64,398.6,319.6,240.6,127.69999999999999,5.0,3.0,3.0,3.0,1.0,592.94,1.0,513.94,1.0,434.93999999999994,1.0
1,Minnesota Vikings,176.0,3671.0,855.0,4.3,32.0,13.0,207.0,158.0,323.0,1575.0,8.0,19.0,4.3,91.0,487.0,2096.0,14.0,4.3,103.0,76.0,653.0,13.0,,,57.0,363.5,284.5,205.5,267.6,1.0,1.0,1.0,1.0,15.0,688.1,3.0,609.1,3.0,530.1,3.0
2,San Francisco 49ers,190.0,3562.0,922.0,3.9,25.0,16.0,218.0,180.0,374.0,1776.0,13.0,9.0,4.1,102.0,487.0,1786.0,10.0,3.7,94.0,94.0,906.0,22.0,,,105.04,435.6,345.6,255.6,206.6,15.0,6.0,6.0,6.0,4.0,747.24,7.0,657.24,8.0,567.24,7.0
3,Los Angeles Rams,190.0,3656.0,871.0,4.2,48.0,16.0,213.0,199.0,397.0,2092.0,11.0,32.0,4.7,118.0,429.0,1564.0,11.0,3.6,79.0,82.0,747.0,16.0,,,63.68000000000001,474.2,374.7,275.2,190.4,3.0,14.0,11.0,11.0,2.0,728.28,5.0,628.78,4.0,529.28,2.0
4,Dallas Cowboys,194.0,3730.0,919.0,4.1,28.0,12.0,246.0,187.0,391.0,1909.0,12.0,16.0,4.4,111.0,484.0,1821.0,12.0,3.8,113.0,71.0,643.0,22.0,,,92.36,449.9,356.4,262.9,230.1,8.0,7.0,7.0,9.0,9.0,772.3599999999999,9.0,678.8599999999999,9.0,585.3599999999999,9.0
5,Denver Broncos,206.0,3734.0,919.0,4.1,37.0,13.0,222.0,214.0,391.0,2025.0,8.0,24.0,4.8,104.0,496.0,1709.0,14.0,3.4,90.0,88.0,715.0,28.0,,,65.0,464.5,357.5,250.5,228.9,4.0,10.0,8.0,4.0,8.0,758.4,8.0,651.4,7.0,544.4,5.0
6,Cincinnati Bengals,210.0,3670.0,930.0,3.9,41.0,15.0,234.0,177.0,364.0,1758.0,13.0,26.0,4.3,103.0,520.0,1912.0,11.0,3.7,116.0,90.0,768.0,15.0,,,70.32,430.8,342.3,253.8,227.2,7.0,5.0,5.0,5.0,7.0,728.3199999999999,6.0,639.8199999999999,5.0,551.3199999999999,6.0
7,Chicago Bears,216.0,4201.0,972.0,4.3,47.0,23.0,250.0,200.0,401.0,2217.0,15.0,24.0,4.9,128.0,522.0,1984.0,10.0,3.8,104.0,86.0,699.0,18.0,,,100.68,511.7,411.7,311.7,212.39999999999998,12.0,16.0,15.0,16.0,6.0,824.78,10.0,724.78,10.0,624.78,11.0
8,Washington Redskins,217.0,4122.0,953.0,4.3,47.0,21.0,215.0,146.0,354.0,1917.0,11.0,26.0,4.8,91.0,555.0,2205.0,12.0,4.0,109.0,95.0,818.0,15.0,,,68.68,403.7,330.7,257.7,250.5,6.0,4.0,4.0,7.0,13.0,722.88,4.0,649.88,6.0,576.88,8.0
9,Detroit Lions,220.0,3587.0,837.0,4.3,39.0,15.0,191.0,137.0,313.0,1686.0,11.0,24.0,4.9,76.0,496.0,1901.0,13.0,3.8,94.0,88.0,696.0,21.0,,,63.44,371.6,303.1,234.6,238.10000000000002,2.0,2.0,2.0,2.0,10.0,673.1400000000001,2.0,604.6400000000001,2.0,536.14,4.0
10,New England Patriots,236.0,4022.0,946.0,4.3,50.0,27.0,258.0,229.0,437.0,2175.0,16.0,23.0,4.5,134.0,462.0,1847.0,12.0,4.0,102.0,83.0,715.0,22.0,,,105.0,542.5,428.0,313.5,202.7,14.0,22.0,21.0,17.0,3.0,850.2,14.0,735.7,12.0,621.2,10.0
11,Oakland Raiders,237.0,4379.0,913.0,4.8,25.0,9.0,261.0,197.0,389.0,2476.0,13.0,16.0,5.7,138.0,478.0,1903.0,17.0,4.0,98.0,96.0,918.0,25.0,,,119.04,522.6,424.1,325.6,274.3,17.0,19.0,18.0,18.0,18.5,915.94,18.0,817.44,18.0,718.94,18.0
12,Baltimore Colts,246.0,4187.0,866.0,4.8,36.0,21.0,229.0,192.0,372.0,2343.0,16.0,15.0,5.5,126.0,438.0,1844.0,11.0,4.2,83.0,89.0,770.0,20.0,,,127.72,522.3,426.3,330.3,208.4,20.0,18.0,19.0,20.0,5.0,858.42,15.0,762.4200000000001,15.0,666.4200000000001,15.0
13,New York Giants,250.0,4191.0,921.0,4.6,27.0,15.0,251.0,189.0,330.0,1988.0,11.0,12.0,5.5,119.0,560.0,2203.0,14.0,3.9,120.0,104.0,835.0,12.0,,,99.52,453.8,359.3,264.8,274.3,10.0,8.0,9.0,10.0,18.5,827.62,11.0,733.12,11.0,638.62,12.0
14,Miami Dolphins,264.0,5081.0,892.0,5.7,29.0,18.0,268.0,195.0,347.0,2670.0,20.0,11.0,7.3,131.0,525.0,2411.0,14.0,4.6,125.0,94.0,716.0,12.0,,,164.8,582.0,484.5,387.0,289.1,26.0,23.0,25.0,25.0,20.0,1035.9,25.0,938.4000000000001,25.0,840.9000000000001,24.0
