,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2017,Jesus Wilson,WR,22,0,Florida State,5-9,189,4.57,,10.0,119.0,,4.57,
1,2,2017,Mike Williams,WR,22,15,Clemson,6-4,218,,32.5,15.0,121.0,,,Los Angeles Chargers / 1st / 7th pick / 2017
2,3,2017,Dede Westbrook,WR,23,14,Oklahoma,6-0,178,,,,,,,Jacksonville Jaguars / 4th / 110th pick / 2017
3,4,2017,Greg Ward Jr.,WR,21,2,Houston,5-11,186,,,10.0,,,,
4,5,2017,Trent Taylor,WR,22,5,Louisiana Tech,5-8,181,4.63,33.0,13.0,117.0,6.74,4.01,San Francisco 49ers / 5th / 177th pick / 2017
5,6,2017,Taywan Taylor,WR,22,6,Western Kentucky,5-11,203,4.5,33.5,13.0,132.0,6.57,4.21,Tennessee Titans / 3rd / 72nd pick / 2017
6,7,2017,Ryan Switzer,WR,22,3,North Carolina,5-8,181,4.51,32.0,11.0,116.0,6.77,4.0,Dallas Cowboys / 4th / 133rd pick / 2017
7,8,2017,ArDarius Stewart,WR,23,1,Alabama,5-11,204,4.49,34.0,,124.0,,,New York Jets / 3rd / 79th pick / 2017
8,9,2017,JuJu Smith-Schuster,WR,20,25,USC,6-1,215,4.54,32.5,15.0,120.0,,,Pittsburgh Steelers / 2nd / 62nd pick / 2017
9,10,2017,Ricky Seals-Jones,WR,21,5,Texas A&M,6-5,243,4.69,28.0,17.0,121.0,7.46,4.33,
10,11,2017,Curtis Samuel,WR,20,12,Ohio State,5-11,196,4.31,37.0,18.0,119.0,7.09,4.33,Carolina Panthers / 2nd / 40th pick / 2017
11,12,2017,Travis Rudolph,WR,21,1,Florida State,6-0,189,4.65,31.5,12.0,114.0,6.93,4.46,
12,13,2017,John Ross,WR,22,5,Washington,5-11,188,4.22,37.0,,133.0,,,Cincinnati Bengals / 1st / 9th pick / 2017
13,14,2017,Josh Reynolds,WR,22,8,Texas A&M,6-3,194,4.52,37.0,,124.0,6.83,4.13,Los Angeles Rams / 4th / 117th pick / 2017
14,15,2017,Zach Pascal,WR,22,9,Old Dominion,6-2,219,4.55,36.0,14.0,126.0,7.11,4.29,
15,16,2017,Isaiah McKenzie,WR,21,4,Georgia,5-7,173,4.42,36.0,11.0,123.0,6.64,4.15,Denver Broncos / 5th / 172nd pick / 2017
16,17,2017,Josh Malone,WR,20,1,Tennessee,6-3,208,4.4,30.5,10.0,121.0,7.05,4.19,Cincinnati Bengals / 4th / 128th pick / 2017
17,18,2017,Cooper Kupp,WR,23,24,East. Washington,6-2,204,4.62,31.0,,116.0,6.75,4.08,Los Angeles Rams / 3rd / 69th pick / 2017
18,19,2017,Zay Jones,WR,21,10,East Carolina,6-2,201,4.45,36.5,15.0,133.0,6.79,4.01,Buffalo Bills / 2nd / 37th pick / 2017
19,20,2017,Mack Hollins,WR,23,3,North Carolina,6-4,221,4.53,,,,,,Philadelphia Eagles / 4th / 118th pick / 2017
20,21,2017,Keon Hatcher,WR,22,0,Arkansas,6-1,212,4.64,,16.0,,,,
21,22,2017,Chad Hansen,WR,22,1,California,6-2,202,4.53,35.0,11.0,119.0,6.74,4.13,New York Jets / 4th / 141st pick / 2017
22,23,2017,Kenny Golladay,WR,23,21,Northern Illinois,6-4,218,4.5,35.5,18.0,120.0,7.0,4.15,Detroit Lions / 3rd / 96th pick / 2017
23,24,2017,Chris Godwin,WR,21,20,Penn State,6-1,209,4.42,36.0,19.0,126.0,7.01,4.0,Tampa Bay Buccaneers / 3rd / 84th pick / 2017
24,25,2017,Shelton Gibson,WR,21,0,West Virginia,5-11,191,4.5,32.0,8.0,118.0,6.83,4.2,Philadelphia Eagles / 5th / 166th pick / 2017
25,26,2017,Isaiah Ford,WR,21,2,Virginia Tech,6-1,194,4.61,35.5,14.0,127.0,6.94,4.34,Miami Dolphins / 7th / 237th pick / 2017
26,27,2017,Malachi Dupre,WR,21,0,LSU,6-2,196,4.52,39.5,11.0,135.0,7.19,4.26,Green Bay Packers / 7th / 247th pick / 2017
27,28,2017,Robert Davis,WR,21,0,Georgia State,6-3,219,4.44,41.0,19.0,136.0,6.82,4.28,Washington Redskins / 6th / 209th pick / 2017
28,29,2017,Corey Davis,WR,22,15,West. Michigan,6-3,209,,,,,,,Tennessee Titans / 1st / 5th pick / 2017
29,30,2017,Amara Darboh,WR,23,1,Michigan,6-2,214,4.45,36.0,17.0,124.0,,,Seattle Seahawks / 3rd / 106th pick / 2017
30,31,2017,Stacy Coley,WR,22,0,Miami (FL),6-1,195,4.45,34.0,10.0,122.0,,,Minnesota Vikings / 7th / 219th pick / 2017
31,32,2017,Jehu Chesson,WR,23,0,Michigan,6-3,204,4.47,35.5,10.0,132.0,6.7,4.09,Kansas City Chiefs / 4th / 139th pick / 2017
32,33,2017,Noah Brown,WR,21,0,Ohio State,6-2,222,,,19.0,,7.07,4.33,Dallas Cowboys / 7th / 239th pick / 2017
33,34,2017,Quincy Adeboyejo,WR,21,0,Mississippi,6-3,197,4.42,34.5,8.0,123.0,6.73,4.14,
34,35,2017,Rodney Adams,WR,22,0,South Florida,6-1,189,4.44,29.5,8.0,125.0,6.98,4.28,Minnesota Vikings / 5th / 170th pick / 2017
