season,week,player,player_id,pos,team,snapcount,snapcount_percentage,pass_yds,pass_td,pass_att,pass_cmp,rec_yds,rec_td,rec,targets,rush_att,rush_td,rush_yds,fumble,fumble_lost,interceptions
2020,17,Trent Murphy,TRMU900,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Andre Smith,ANSM970,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Tremaine Edmunds,TRED980,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Siran Neal,SINE940,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Matt Barkley,MABA904,QB,BUF,29.0,45.0,164.0,1.0,13.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.0,1.0
2020,17,Dawson Knox,DAKN963,TE,BUF,46.0,72.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Jaquan Johnson,JAJO950,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Matt Milano,MAMI940,OL,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Micah Hyde,MIHY900,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Dane Jackson,DAJA960,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Josh Allen,JOAL964,QB,BUF,35.0,55.0,224.0,3.0,25.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0
2020,17,Jordan Poyer,JOPO910,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Dean Marlowe,DEMA920,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Justin Zimmer,JUZI920,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,A.J. Klein,A.KL910,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Ed Oliver,EDOL970,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Harrison Phillips,HAPH960,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Josh Norman,JONO870,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,17,Zack Moss,ZAMO972,RB,BUF,18.0,28.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0
2020,17,A.J. Epenesa,A.EP980,DEF,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
