season,week,player,player_id,pos,team,snapcount,snapcount_percentage,pass_yds,pass_td,pass_att,pass_cmp,rec_yds,rec_td,rec,targets,rush_att,rush_td,rush_yds,fumble,fumble_lost,interceptions
2020,5,Alex Bars,ALBA950,OL,CHI,31.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Kindle Vildor,KIVI970,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Josh Woods,JOWO960,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Germain Ifedi,GEIF940,OL,CHI,63.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Jimmy Graham,JIGR863,TE,CHI,48.0,76.0,0.0,0.0,0.0,0.0,33.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Duke Shelley,DUSH960,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Akiem Hicks,AKHI890,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Cordarrelle Patterson,COPA911,WR,CHI,15.0,24.0,0.0,0.0,0.0,0.0,38.0,0.0,3.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0
2020,5,Cairo Santos,CASA910,K,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Ted Ginn Jr.,TEGI851,WR,CHI,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Kyle Fuller,KYFU920,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Devante Bond,DEBO930,OL,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Joel Iyiegbuniwe,JOIY950,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Nick Foles,NIFO894,QB,CHI,63.0,100.0,243.0,1.0,42.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0
2020,5,Mario Edwards,MAED940,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Cole Kmet,COKM993,TE,CHI,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Buster Skrine,BUSK890,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Roy Robertson-Harris,RORO930,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Tashaun Gipson,TAGI900,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Roquan Smith,ROSM970,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Patrick Scales,PASC880,OL,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Bobby Massie,BOMA890,OL,CHI,63.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Demetrius Harris,DEHA913,TE,CHI,28.0,44.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,DeAndre Houston-Carson,DEHO930,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Cody Whitehair,COWH920,OL,CHI,63.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,James Vaughters,JAVA930,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Allen Robinson,ALRO931,WR,CHI,55.0,87.0,0.0,0.0,0.0,0.0,90.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Robert Quinn,ROQU900,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,James Daniels,JADA970,OL,CHI,32.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Pat O'Donnell,PAO'910,P,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Charles Leno Jr.,CHLE910,OL,CHI,63.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Ryan Nall,RYNA952,RB,CHI,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Darnell Mooney,DAMO971,WR,CHI,41.0,65.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,David Montgomery,DAMO972,RB,CHI,51.0,81.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,8.0,10.0,1.0,29.0,0.0,0.0,0.0
2020,5,Eddie Jackson,EDJA930,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Anthony Miller,ANMI941,WR,CHI,26.0,41.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,J.P. Holtz,J.HO933,TE,CHI,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Jaylon Johnson,JAJO990,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Javon Wims,JAWI941,WR,CHI,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Rashaad Coward,RACO940,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Khalil Mack,KHMA910,OL,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Barkevious Mingo,BAMI900,OL,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Bilal Nichols,BINI960,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Jason Spriggs,JASP940,OL,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Brent Urban,BRUR910,DEF,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Danny Trevathan,DATR900,OL,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Tyler Johnson,TYJO981,WR,TAM,56.0,79.0,0.0,0.0,0.0,0.0,61.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Rakeem Nunez-Roches,RANU930,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Rob Gronkowski,ROGR893,TE,TAM,57.0,80.0,0.0,0.0,0.0,0.0,52.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Antoine Winfield Jr.,ANWI980,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Alex Cappa,ALCA950,OL,TAM,71.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Leonard Fournette,LEFO952,RB,TAM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Ronald Jones II,ROJO972,RB,TAM,49.0,69.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,5.0,17.0,0.0,106.0,0.0,0.0,0.0
2020,5,Ryan Jensen,RYJE910,OL,TAM,71.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Ryan Smith,RYSM930,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Kevin Minter,KEMI900,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Shaquil Barrett,SHBA920,OL,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Scott Miller,SCMI971,WR,TAM,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Jack Cichy,JACI950,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Ke'Shawn Vaughn,KEVA972,RB,TAM,18.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
2020,5,Ryan Succop,RYSU860,K,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Jamel Dean,JADE960,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Cam Gill,CAGI970,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Joe Haeg,JOHA930,OL,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Pat O'Connor,PAO'930,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Sean Murphy-Bunting,SEMU970,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Jordan Whitehead,JOWH970,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Zach Triner,ZATR910,OL,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Tanner Hudson,TAHU943,TE,TAM,16.0,23.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Quinton Bell,QUBE960,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Anthony Nelson,ANNE970,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Tom Brady,TOBR774,QB,TAM,71.0,100.0,253.0,1.0,41.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2020,5,Jason Pierre-Paul,JAPI890,DEF,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Cameron Brate,CABR913,TE,TAM,33.0,46.0,0.0,0.0,0.0,0.0,44.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,Bradley Pinion,BRPI940,P,TAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
