,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2007,D'Juan Woods,WR,22,0,Oklahoma State,6-0,208,4.58,36.5,,120.0,6.89,4.34,
1,2,2007,Paul Williams,WR,23,0,Fresno State,6-1,205,4.45,38.5,,125.0,7.03,4.24,Tennessee Titans / 3rd / 80th pick / 2007
2,3,2007,Mike Sims-Walker,WR,22,17,Central Florida,6-2,209,4.35,36.5,18.0,121.0,6.92,4.39,Jacksonville Jaguars / 3rd / 79th pick / 2007
3,4,2007,Courtney Taylor,WR,22,1,Auburn,6-2,204,4.5,36.0,,122.0,7.22,4.28,Seattle Seahawks / 6th / 197th pick / 2007
4,5,2007,Chansi Stuckey,WR,23,10,Clemson,5-11,197,4.56,35.0,,120.0,6.91,4.14,New York Jets / 7th / 235th pick / 2007
5,6,2007,Syndric Steptoe,WR,22,1,Arizona,5-9,194,4.59,33.0,17.0,,,,Cleveland Browns / 7th / 234th pick / 2007
6,7,2007,Steve Smith,WR,21,24,USC,6-0,197,4.44,38.0,,120.0,6.68,4.19,New York Giants / 2nd / 51st pick / 2007
7,8,2007,Ryne Robinson,WR,22,0,Miami (OH),5-9,179,4.47,35.0,,123.0,6.71,4.21,Carolina Panthers / 4th / 118th pick / 2007
8,9,2007,Laurent Robinson,WR,21,17,Illinois State,6-2,199,4.38,39.0,19.0,127.0,6.83,4.28,Atlanta Falcons / 3rd / 75th pick / 2007
9,10,2007,Sidney Rice,WR,20,36,South Carolina,6-3,200,4.51,39.5,,119.0,7.09,4.34,Minnesota Vikings / 2nd / 44th pick / 2007
10,11,2007,Legedu Naanee,WR,23,14,Boise State,6-2,225,4.41,40.0,19.0,119.0,,,San Diego Chargers / 5th / 172nd pick / 2007
11,12,2007,Robert Meachem,WR,22,29,Tennessee,6-2,214,4.39,37.5,,121.0,6.97,4.31,New Orleans Saints / 1st / 27th pick / 2007
12,13,2007,Jordan Kent,WR,22,0,Oregon,6-4,217,4.49,,,,,,Seattle Seahawks / 6th / 210th pick / 2007
13,14,2007,Onrea Jones,WR,23,0,Kansas State,5-11,202,4.42,39.0,,121.0,7.05,4.28,
14,15,2007,James Jones,WR,22,54,San Jose State,6-1,207,4.54,34.0,22.0,119.0,7.06,4.2,Green Bay Packers / 3rd / 78th pick / 2007
15,16,2007,Jacoby Jones,WR,22,34,Lane (TN),6-3,210,4.5,34.0,,129.0,7.03,4.31,Houston Texans / 3rd / 73rd pick / 2007
16,17,2007,Calvin Johnson,WR,21,93,Georgia Tech,6-5,239,4.35,,,,,,Detroit Lions / 1st / 2nd pick / 2007
17,18,2007,Dwayne Jarrett,WR,20,4,USC,6-4,219,4.62,,,,,,Carolina Panthers / 2nd / 45th pick / 2007
18,19,2007,Jonathan Holland,WR,22,1,Louisiana Tech,6-0,191,4.45,35.5,15.0,120.0,7.12,4.4,Oakland Raiders / 7th / 254th pick / 2007
19,20,2007,Jason Hill,WR,22,10,Washington State,6-0,204,4.32,37.0,,123.0,7.02,4.22,San Francisco 49ers / 3rd / 76th pick / 2007
20,21,2007,Johnnie Lee Higgins,WR,23,9,Texas-El Paso,5-11,186,4.48,36.5,,122.0,6.62,4.32,Oakland Raiders / 3rd / 99th pick / 2007
21,22,2007,Anthony Gonzalez,WR,22,16,Ohio State,6-0,193,4.44,38.0,,123.0,6.54,4.08,Indianapolis Colts / 1st / 32nd pick / 2007
22,23,2007,Ted Ginn,WR,21,65,Ohio State,5-11,178,4.38,,,,,,Miami Dolphins / 1st / 9th pick / 2007
23,24,2007,Yamon Figurs,WR,24,2,Kansas State,5-11,174,4.3,,,123.0,6.85,4.21,Baltimore Ravens / 3rd / 74th pick / 2007
24,25,2007,Chris Davis,WR,23,0,Florida State,5-10,181,4.5,35.5,,115.0,6.66,4.14,Tennessee Titans / 4th / 128th pick / 2007
25,26,2007,Buster Davis,WR,23,2,Florida State,6-1,207,4.41,,,,,,Arizona Cardinals / 3rd / 69th pick / 2007
26,27,2007,David Clowney,WR,21,3,Virginia Tech,6-0,188,4.36,32.5,,123.0,7.0,4.15,Green Bay Packers / 5th / 157th pick / 2007
27,28,2007,Steve Breaston,WR,23,28,Michigan,6-0,193,4.46,33.0,,124.0,6.9,4.29,Arizona Cardinals / 5th / 142nd pick / 2007
28,29,2007,Dwayne Bowe,WR,22,57,LSU,6-2,221,4.51,33.0,,125.0,6.81,4.35,Kansas City Chiefs / 1st / 23rd pick / 2007
29,30,2007,Dallas Baker,WR,24,0,Florida,6-3,208,4.53,36.0,,129.0,6.69,4.19,Pittsburgh Steelers / 7th / 227th pick / 2007
30,31,2007,Aundrae Allison,WR,20,3,East Carolina,6-0,198,4.39,37.0,,127.0,,,Minnesota Vikings / 5th / 146th pick / 2007
