,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2007,Matt Spaeth,TE,23,2,Minnesota,6-7,270,4.83,,,,,,Pittsburgh Steelers / 3rd / 77th pick / 2007
1,2,2007,Dante Rosario,TE,22,10,Oregon,6-3,244,4.78,36.0,20.0,115.0,6.96,4.47,Carolina Panthers / 5th / 155th pick / 2007
2,3,2007,Ben Patrick,TE,22,4,Duke,6-3,252,4.74,34.5,,111.0,7.21,4.31,Arizona Cardinals / 7th / 215th pick / 2007
3,4,2007,Greg Olsen,TE,21,74,Miami (FL),6-6,254,4.51,35.5,23.0,114.0,7.04,4.48,Chicago Bears / 1st / 31st pick / 2007
4,5,2007,Martrez Milner,TE,22,0,Georgia,6-4,252,4.79,34.0,19.0,117.0,7.35,4.49,Atlanta Falcons / 4th / 133rd pick / 2007
5,6,2007,Zach Miller,TE,21,33,Arizona State,6-4,256,4.87,34.0,,115.0,7.01,4.42,Oakland Raiders / 2nd / 38th pick / 2007
6,7,2007,Clark Harris,TE,22,13,Rutgers,6-5,261,4.8,32.0,21.0,112.0,,4.4,Green Bay Packers / 7th / 243rd pick / 2007
7,8,2007,Daniel Coats,TE,22,2,BYU,6-3,257,4.94,30.0,34.0,111.0,7.07,4.43,
8,9,2007,Scott Chandler,TE,21,20,Iowa,6-7,270,4.78,30.0,16.0,111.0,7.26,4.32,San Diego Chargers / 4th / 129th pick / 2007
9,10,2007,Kevin Boss,TE,23,17,Western Oregon,6-6,252,4.78,35.0,,116.0,6.96,4.41,New York Giants / 5th / 153rd pick / 2007
