Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
TE,CAR,Greg Olsen,14,805,988,81.48,57.5,0,10.19,10.19,71.7,0.09
WR,ARI,Christian Kirk,13,804,854,94.15,61.85,1.24,13.31,14.55,100.2,0.12
RB,NYJ,Le'Veon Bell,15,798,964,82.78,53.2,30.7,9.77,40.48,149,0.19
TE,TB,OJ Howard,14,793,997,79.54,56.64,0,6.68,6.68,49.9,0.06
TE,BAL,Nick Boyle,16,786,1130,69.56,49.13,0,5.47,5.47,44.1,0.06
WR,WAS,Terry McLaurin,14,784,848,92.45,56,0,11.86,11.86,133.9,0.17
WR,MIN,Stefon Diggs,15,783,987,79.33,52.2,0.64,12.01,12.64,149.1,0.19
TE,PHI,Dallas Goedert,15,781,1103,70.81,52.07,0,11.14,11.14,86.7,0.11
WR,ATL,Mohamed Sanu,15,769,1046,73.52,51.27,0.39,11.57,11.96,65.1,0.08
TE,HOU,Darren Fells,16,759,1095,69.32,47.44,0,6.32,6.32,76.1,0.1
WR,JAX,Dede Westbrook,15,757,1041,72.72,50.47,0.66,13.34,14,90.7,0.12
WR,BUF,Cole Beasley,15,752,1033,72.8,50.13,0,13.83,13.83,117.8,0.16
WR,KC,Sammy Watkins,14,746,943,79.11,53.29,0.27,12.06,12.33,86.5,0.12
WR,KC,Demarcus Robinson,16,745,1062,70.15,46.56,0,7.38,7.38,68.9,0.09
TE,ATL,Austin Hooper,13,743,945,78.62,57.15,0,13.06,13.06,116.7,0.16
WR,OAK,Tyrell Williams,14,743,898,82.74,53.07,0,8.61,8.61,101.1,0.14
RB,NYG,Saquon Barkley,13,737,884,83.37,56.69,29.44,9.91,39.35,192.1,0.26
RB,SEA,Chris Carson,15,736,1049,70.16,49.07,37.77,6.39,44.16,195.6,0.27
WR,TEN,Corey Davis,15,733,965,75.96,48.87,0,9.41,9.41,72.1,0.1
WR,ATL,Calvin Ridley,13,732,959,76.33,56.31,0.27,12.7,12.98,134,0.18
RB,CLE,Nick Chubb,16,731,1070,68.32,45.69,40.77,6.7,47.47,219.2,0.3
WR,SF,Deebo Samuel,15,728,1022,71.23,48.53,1.92,11.13,13.05,132.1,0.18
WR,DAL,Randall Cobb,15,728,1048,69.47,48.53,0.41,11.4,11.81,99.9,0.14
WR,LAR,Brandin Cooks,14,718,1002,71.66,51.29,0.84,10.03,10.86,75.5,0.11
TE,TEN,Jonnu Smith,16,718,1017,70.6,44.88,0.56,6.13,6.69,69.7,0.1
TE,LAR,Tyler Higbee,15,710,1068,66.48,47.33,0,12.54,12.54,91.4,0.13
WR,NYG,Darius Slayton,14,709,942,75.27,50.64,0,11.71,11.71,122,0.17
WR,PHI,Nelson Agholor,11,706,796,88.69,64.18,0.28,9.77,10.06,55,0.08
TE,MIA,Mike Gesicki,16,705,1085,64.98,44.06,0,12.62,12.62,85,0.12
TE,DEN,Noah Fant,16,704,1025,68.68,44,0.43,9.38,9.8,71,0.1
WR,CHI,Anthony Miller,16,704,1091,64.53,44,0.14,12.07,12.22,75.5,0.11
TE,PIT,Vance McDonald,14,703,900,78.11,50.21,0.14,7.82,7.97,45.5,0.06
WR,CAR,Jarius Wright,16,703,1131,62.16,43.94,0.14,8.25,8.39,28.9,0.04
WR,GB,Davante Adams,12,700,831,84.24,58.33,0,18.14,18.14,129.7,0.19
WR,TEN,A.J. Brown,16,695,1017,68.34,43.44,0.43,12.09,12.52,165.1,0.24
WR,BAL,Willie Snead,16,693,1130,61.33,43.31,0.29,6.49,6.78,64.1,0.09
TE,NYJ,Ryan Griffin,13,681,848,80.31,52.38,0,6.02,6.02,64,0.09
RB,GB,Aaron Jones,16,679,1108,61.28,42.44,34.76,10.01,44.77,265.8,0.39
RB,ATL,Devonta Freeman,14,675,1038,65.03,48.21,27.26,10.37,37.63,138.6,0.21
TE,HOU,Jordan Akins,16,672,1095,61.37,42,0,8.18,8.18,53.8,0.08
WR,PIT,Diontae Johnson,16,667,1018,65.52,41.69,0.6,13.79,14.39,98.1,0.15
WR,CIN,Auden Tate,12,666,821,81.12,55.5,0,12.01,12.01,61.5,0.09
RB,CIN,Joe Mixon,16,661,1123,58.86,41.31,42.06,6.81,48.87,190.4,0.29
WR,DEN,Daesean Hamilton,16,661,1025,64.49,41.31,0,7.87,7.87,35.7,0.05
TE,BUF,Dawson Knox,15,659,1033,63.79,43.93,0.15,7.59,7.74,51.7,0.08
WR,GB,Geronimo Allison,16,658,1108,59.39,41.13,0.15,8.36,8.51,41.4,0.06
TE,NO,Josh Hill,16,657,1083,60.66,41.06,0,5.33,5.33,40.6,0.06
WR,DET,Danny Amendola,15,656,1026,63.94,43.73,0,14.63,14.63,78.56,0.12
TE,CIN,CJ Uzomah,16,654,1123,58.24,40.88,0,6.12,6.12,36.2,0.06
WR,TB,Breshad Perriman,14,652,1020,63.92,46.57,0.31,10.74,11.04,102.1,0.16
WR,PIT,James Washington,15,650,958,67.85,43.33,0,12.31,12.31,89.5,0.14
WR,BUF,Zay Jones,15,643,1020,63.04,42.87,0.16,7,7.15,21.9,0.03
TE,GB,Jimmy Graham,16,642,1108,57.94,40.13,0,9.35,9.35,62.7,0.1
RB,NO,Alvin Kamara,14,636,929,68.46,45.43,26.89,15.25,42.14,167.52,0.26
WR,NYG,Golden Tate,11,629,732,85.93,57.18,0.16,13.51,13.67,103.2,0.16
WR,CIN,Alex Erickson,16,628,1123,55.92,39.25,0.8,12.42,13.22,53.24,0.08
RB,PHI,Miles Sanders,16,626,1184,52.87,39.13,28.59,10.06,38.66,168.7,0.27
RB,CHI,David Montgomery,16,625,1091,57.29,39.06,38.72,5.6,44.32,145.4,0.23
RB,MIA,Kenyan Drake,14,622,903,68.88,44.43,27.33,10.93,38.26,164.2,0.26
TE,LAC,Hunter Henry,12,621,792,78.41,51.75,0,12.24,12.24,95.2,0.15
WR,NO,Ted Ginn,16,620,1083,57.25,38.75,0.48,9.03,9.52,55.9,0.09
TE,MIN,Irv Smith Jr.,16,620,1036,59.85,38.75,0,7.58,7.58,43.1,0.07
RB,MIN,Dalvin Cook,14,615,933,65.92,43.93,40.65,10.24,50.89,239.4,0.39
TE,WAS,Jeremy Sprinkle,16,614,961,63.89,38.38,0,6.51,6.51,30.1,0.05
RB,LAC,Austin Ekeler,16,609,1071,56.86,38.06,21.67,17.73,39.41,217,0.36
WR,NYG,Sterling Shepard,10,608,672,90.48,60.8,0.99,13.65,14.64,84.8,0.14
WR,HOU,Kenny Stills,13,604,865,69.83,46.46,0,9.11,9.11,80.1,0.13
RB,TEN,Derrick Henry,15,602,955,63.04,40.13,50.33,3.99,54.32,276.6,0.46
WR,PIT,JuJu Smith-Schuster,12,582,763,76.28,48.5,0,12.2,12.2,71.2,0.12
WR,HOU,Will Fuller,11,580,736,78.8,52.73,0,12.24,12.24,85,0.15
WR,BAL,Marquise Brown,14,575,990,58.08,41.07,0,12.35,12.35,100.4,0.17
WR,NE,Phillip Dorsett,14,569,1007,56.5,40.64,0.53,9.49,10.02,71.8,0.13
TE,CLE,Demetrius Harris,15,569,1014,56.11,37.93,0,4.75,4.75,34.9,0.06
WR,KC,Tyreek Hill,12,567,785,72.23,47.25,1.41,15.7,17.11,130.3,0.23
WR,GB,Marquez Valdes-Scantling,16,561,1108,50.63,35.06,0.36,9.98,10.34,58.1,0.1
WR,BAL,Seth Roberts,16,560,1130,49.56,35,0,6.25,6.25,39.1,0.07
WR,MIN,Olabisi Johnson,16,547,1036,52.8,34.19,0.18,8.23,8.41,48,0.09
RB,BUF,Devin Singletary,12,545,807,67.53,45.42,27.71,7.52,35.23,118.9,0.22
RB,CHI,Tarik Cohen,16,543,1091,49.77,33.94,11.79,19.15,30.94,84.9,0.16
TE,DET,T.J. Hockenson,12,540,858,62.94,45,0,10.93,10.93,48.7,0.09
RB,HOU,Carlos Hyde,16,538,1095,49.13,33.63,45.54,2.97,48.51,143.2,0.27
RB,HOU,Duke Johnson,16,531,1095,48.49,33.19,15.63,11.68,27.31,110,0.21
WR,ATL,Russell Gage,16,527,1190,44.29,32.94,0.76,14.04,14.8,49.8,0.09
WR,MIA,Allen Hurns,14,527,965,54.61,37.64,0,9.11,9.11,51.6,0.1
TE,SEA,Jacob Hollister,11,521,771,67.57,47.36,0,11.32,11.32,52.9,0.1
RB,IND,Marlon Mack,14,517,953,54.25,36.93,47.78,3.29,51.06,167.3,0.32
RB,DEN,Phillip Lindsay,16,516,1025,50.34,32.25,43.41,9.3,52.71,162.7,0.32
RB,DEN,Royce Freeman,16,514,1025,50.15,32.13,25.68,9.73,35.41,99.2,0.19
TE,NO,Jared Cook,14,513,929,55.22,36.64,0,12.67,12.67,124.5,0.24
WR,LAC,Andre Patton,12,513,803,63.89,42.75,0,3.31,3.31,5.6,0.01
RB,BAL,Mark Ingram,15,511,1057,48.34,34.07,39.53,5.68,45.21,216.5,0.42
TE,CIN,Tyler Eifert,16,507,1123,45.15,31.69,0,12.43,12.43,63.6,0.13
WR,PHI,Alshon Jeffery,10,504,734,68.66,50.4,0.2,14.48,14.68,79.2,0.16
TE,DET,Jesse James,16,502,1103,45.51,31.38,0,5.38,5.38,14.2,0.03
TE,GB,Marcedes Lewis,16,500,1108,45.13,31.25,0,3.8,3.8,21.6,0.04
WR,CHI,Javon Wims,16,494,1091,45.28,30.88,0,7.89,7.89,24.6,0.05
RB,NE,James White,15,493,1082,45.56,32.87,13.59,19.27,32.86,128.2,0.26
TE,ARI,Maxx Williams,16,493,1065,46.29,30.81,0,3.65,3.65,26.2,0.05
WR,WAS,Kelvin Harmon,16,493,961,51.3,30.81,0,8.92,8.92,36.94,0.07
WR,PHI,JJ Arcega-Whiteside,16,492,1184,41.55,30.75,0,4.47,4.47,22.9,0.05
WR,LAR,Josh Reynolds,16,491,1134,43.3,30.69,1.02,8.76,9.78,40.9,0.08
TE,SF,Daniel Brunskill,13,486,867,56.06,37.38,0,0,0,0,0
WR,IND,T.Y. Hilton,10,485,670,72.39,48.5,0,14.02,14.02,80.1,0.17
TE,MIA,Durham Smythe,16,485,1085,44.7,30.31,0,2.89,2.89,6.5,0.01
TE,SEA,Nick Vannett,16,483,1055,45.78,30.19,0,4.55,4.55,16.6,0.03
WR,KC,Mecole Hardman,16,480,1062,45.2,30,0.83,8.54,9.38,87.5,0.18
WR,SF,Kendrick Bourne,16,475,1086,43.74,29.69,0,9.26,9.26,67.8,0.14
TE,NE,Benjamin Watson,10,469,715,65.59,46.9,0,5.12,5.12,17.3,0.04
RB,OAK,Josh Jacobs,13,469,838,55.97,36.08,51.6,5.76,57.36,171.6,0.37
WR,NYJ,Demaryius Thomas,11,469,725,64.69,42.64,0,12.37,12.37,49.3,0.11
TE,BAL,Hayden Hurst,16,468,1130,41.42,29.25,0,8.33,8.33,46.9,0.1
TE,BAL,Mark Andrews,15,467,1057,44.18,31.13,0,20.99,20.99,143.2,0.31
WR,NO,Tre'Quan Smith,11,464,734,63.22,42.18,0,5.39,5.39,53.4,0.12
WR,GB,Allen Lazard,12,464,832,55.77,38.67,0.22,11.21,11.42,67.8,0.15
WR,NE,Josh Gordon,11,462,792,58.33,42,0.22,10.17,10.39,46.7,0.1
WR,ARI,Damiere Byrd,11,461,729,63.24,41.91,0,9.98,9.98,39.9,0.09
WR,CHI,Taylor Gabriel,9,458,601,76.21,50.89,0.66,10.48,11.14,61.3,0.13
TE,LAR,Gerald Everett,13,457,912,50.11,35.15,0.22,13.13,13.35,52.8,0.12
RB,CIN,Giovani Bernard,16,457,1123,40.69,28.56,11.6,9.41,21.01,38.4,0.08
WR,BUF,Isaiah McKenzie,14,456,966,47.2,32.57,1.75,8.55,10.31,36.3,0.08
TE,NYG,Evan Engram,8,454,568,79.93,56.75,0.66,14.98,15.64,65.4,0.14
TE,TEN,MyCole Pruitt,16,448,1017,44.05,28,0,1.79,1.79,15,0.03
RB,ARI,David Johnson,13,445,891,49.94,34.23,21.12,10.56,31.69,105.5,0.24
WR,OAK,Hunter Renfrow,13,445,839,53.04,34.23,0,15.96,15.96,84.5,0.19
TE,ATL,Luke Stocker,15,445,1097,40.57,29.67,0,3.15,3.15,5.3,0.01
WR,TEN,Tajae Sharpe,15,444,957,46.39,29.6,0,7.88,7.88,56.9,0.13
WR,MIN,Adam Thielen,10,443,648,68.36,44.3,0.9,10.84,11.74,84.4,0.19
RB,NO,Latavius Murray,16,442,1083,40.81,27.63,33.03,9.73,42.76,123.2,0.28
WR,WAS,Trey Quinn,12,442,711,62.17,36.83,0,10.63,10.63,25.8,0.06
WR,MIA,Albert Wilson,13,441,899,49.05,33.92,1.13,14.06,15.19,46.4,0.11
TE,TB,Cameron Brate,16,437,1159,37.7,27.31,0,12.81,12.81,55.1,0.13
TE,NE,Matt LaCosse,11,437,794,55.04,39.73,0,4.35,4.35,19.1,0.04
TE,NYG,Kaden Smith,9,436,585,74.53,48.44,0,9.63,9.63,44.8,0.1
TE,DAL,Blake Jarwin,16,436,1130,38.58,27.25,0,9.4,9.4,54.5,0.12
WR,BAL,Miles Boykin,16,436,1130,38.58,27.25,0,5.05,5.05,37.8,0.09
RB,LAC,Melvin Gordon,12,433,798,54.26,36.08,37.41,12.7,50.12,138.8,0.32
RB,NE,Sony Michel,16,423,1159,36.5,26.44,58.39,4.73,63.12,140.6,0.33
WR,NE,Jakobi Meyers,15,422,1087,38.82,28.13,0,9.72,9.72,35.9,0.09
RB,TB,Ronald Jones II,16,422,1159,36.41,26.38,40.76,9.48,50.24,135.3,0.32
WR,PHI,Mack Hollins,16,419,1173,35.72,26.19,0,5.49,5.49,12.5,0.03
WR,IND,Marcus Johnson,8,417,516,80.81,52.13,0,7.91,7.91,39.7,0.1
WR,IND,Chester Rogers,12,414,853,48.53,34.5,0.24,6.76,7,29.7,0.07
WR,MIA,Preston Williams,8,412,514,80.16,51.5,0,14.56,14.56,58.8,0.14
WR,WAS,Paul Richardson,10,412,579,71.16,41.2,0.24,10.19,10.44,36.5,0.09
WR,CIN,John Ross,8,410,577,71.06,51.25,0.73,13.66,14.39,67,0.16
RB,WAS,Adrian Peterson,15,407,894,45.53,27.13,51.84,5.65,57.49,130,0.32
RB,BAL,Gus Edwards,16,404,1130,35.75,25.25,32.92,1.98,34.9,85.6,0.21
TE,ARI,Charles Clay,15,401,997,40.22,26.73,0,5.99,5.99,29.7,0.07
TE,KC,Blake Bell,15,400,994,40.24,26.67,0,3.75,3.75,6.7,0.02
TE,DEN,Jeff Heuerman,14,399,894,44.63,28.5,0,5.01,5.01,17.4,0.04
FB,SF,Kyle Juszczyk,12,396,803,49.32,33,0.76,6.06,6.82,30.6,0.08
RB,SF,Tevin Coleman,14,392,935,41.93,28,34.95,7.65,42.6,114.4,0.29
WR,TEN,Adam Humphries,12,390,764,51.05,32.5,0.26,12.05,12.31,49.5,0.13
RB,GB,Jamaal Williams,14,388,946,41.01,27.71,27.58,11.6,39.18,107.3,0.28
TE,LAC,Virgil Green,15,384,1004,38.25,25.6,0,3.39,3.39,13.8,0.04
RB,BUF,Frank Gore,16,382,1097,34.82,23.88,43.46,4.19,47.64,81.9,0.21
WR,JAX,Keelan Cole,16,380,1108,34.3,23.75,0.26,9.21,9.47,54.7,0.14
RB,TEN,Dion Lewis,16,379,1017,37.27,23.69,14.25,8.44,22.69,41.3,0.11
WR,SEA,Jaron Brown,14,379,985,38.48,27.07,0,7.39,7.39,32,0.08
WR,ARI,Keesean Johnson,10,378,694,54.47,37.8,0.26,11.11,11.38,25,0.07
TE,OAK,Foster Moreau,13,378,826,45.76,29.08,0,6.61,6.61,47.4,0.13
WR,NYG,Cody Latimer,15,373,1016,36.71,24.87,0,11.53,11.53,42,0.11
TE,SF,Ross Dwelley,16,372,1086,34.25,23.25,0,5.91,5.91,21.1,0.06
RB,SF,Raheem Mostert,16,370,1086,34.07,23.13,37.03,5.95,42.97,151.2,0.41
RB,PIT,Jaylen Samuels,14,370,881,42,26.43,17.84,15.41,33.24,57.4,0.16
RB,KC,Damien Williams,11,368,711,51.76,33.45,30.16,10.05,40.22,111.1,0.3
RB,TB,Dare Ogunbowale,16,367,1159,31.67,22.94,3,12.81,15.8,40.3,0.11
RB,MIN,CJ Ham,16,359,1036,34.65,22.44,1.95,7.24,9.19,20.6,0.06
TE,IND,Mo Alie-Cox,16,357,1092,32.69,22.31,0,3.08,3.08,9.3,0.03
WR,HOU,Keke Coutee,9,350,631,55.47,38.89,0.57,10.29,10.86,30.8,0.09
FB,BAL,Patrick Ricard,16,349,1130,30.88,21.81,0,3.15,3.15,10.7,0.03
RB,TB,Peyton Barber,16,347,1159,29.94,21.69,44.38,6.92,51.3,100.5,0.29
TE,CAR,Chris Manhertz,15,347,1066,32.55,23.13,0,0.29,0.29,1.1,0
TE,DET,Logan Thomas,16,343,1103,31.1,21.44,0,8.16,8.16,23.3,0.07
WR,NYG,Bennie Fowler,8,341,571,59.72,42.63,0.29,10.56,10.85,23.3,0.07
RB,IND,Nyheim Hines,16,341,1092,31.23,21.31,15.25,17.01,32.26,61.9,0.18
TE,CHI,JP Holtz,15,340,1024,33.2,22.67,0,2.35,2.35,9.1,0.03
WR,ATL,Christian Blake,9,339,707,47.95,37.67,0,7.08,7.08,9.1,0.03
WR,GB,Jake Kumerow,14,335,970,34.54,23.93,0,6.27,6.27,27.9,0.08
RB,PIT,James Conner,10,335,635,52.76,33.5,34.63,11.34,45.97,111.5,0.33
TE,BUF,Lee Smith,16,330,1097,30.08,20.63,0,1.52,1.52,9.1,0.03
TE,JAX,Seth DeValve,12,329,820,40.12,27.42,0,5.47,5.47,14,0.04
TE,IND,Eric Ebron,11,328,781,42,29.82,0,15.85,15.85,55.5,0.17
TE,NYG,Rhett Ellison,10,327,690,47.39,32.7,0,8.56,8.56,22.7,0.07
TE,MIA,Nick O'Leary,12,322,789,40.81,26.83,0,5.59,5.59,16.9,0.05
WR,NYJ,Vyncint Smith,13,319,844,37.8,24.54,0.94,9.72,10.66,31.7,0.1
WR,SEA,David Moore,14,318,992,32.06,22.71,0.94,10.69,11.64,42.6,0.13
RB,DET,Ty Johnson,16,318,1103,28.83,19.88,19.81,9.75,29.56,36.2,0.11
WR,SF,Dante Pettis,11,317,791,40.08,28.82,0,7.57,7.57,23.54,0.07
RB,WAS,Chris Thompson,11,317,691,45.88,28.82,11.67,18.3,29.97,51.6,0.16
RB,CLE,Kareem Hunt,8,313,526,59.51,39.13,13.74,14.06,27.8,64.4,0.21
WR,IND,Deon Cain,13,308,884,34.84,23.69,0,6.49,6.49,12.4,0.04
WR,PHI,Greg Ward,6,308,459,67.1,51.33,0.32,12.99,13.31,31.9,0.1
WR,DAL,Tavon Austin,14,307,988,31.07,21.93,1.95,7.82,9.77,34.4,0.11
RB,OAK,Jalen Richard,16,305,1037,29.41,19.06,12.79,14.1,26.89,46.8,0.15
TE,CAR,Ian Thomas,16,305,1131,26.97,19.06,0,9.84,9.84,19.6,0.06
WR,WAS,Steven Sims Jr.,16,304,961,31.63,19,2.96,18.42,21.38,69.5,0.23
RB,KC,LeSean McCoy,13,299,864,34.61,23,33.78,11.37,45.15,90.6,0.3
TE,NYJ,Daniel Brown,16,299,1035,28.89,18.69,0,3.68,3.68,13.2,0.04
RB,MIA,Patrick Laird,15,292,1035,28.21,19.47,21.23,10.27,31.51,45.2,0.15
TE,CHI,Trey Burton,8,291,506,57.51,36.38,0,8.25,8.25,8.4,0.03
WR,DEN,Tim Patrick,8,290,502,57.77,36.25,0,10.69,10.69,21.8,0.08
RB,PHI,Jordan Howard,10,283,724,39.09,28.3,42.05,4.95,47,101.4,0.36
RB,DET,Kerryon Johnson,8,282,535,52.71,35.25,40.07,5.32,45.39,75,0.27
WR,SF,Marquise Goodwin,9,276,659,41.88,30.67,0.36,7.61,7.97,26.1,0.09
TE,MIN,Tyler Conklin,15,276,983,28.08,18.4,0,3.62,3.62,5.8,0.02
RB,OAK,Deandre Washington,16,273,1037,26.33,17.06,39.56,14.65,54.21,85.9,0.31
TE,NE,Ryan Izzo,6,271,444,61.04,45.17,0,3.32,3.32,17.4,0.06
WR,CLE,Damion Ratley,13,267,858,31.12,20.54,0,8.99,8.99,26,0.1
RB,NE,Rex Burkhead,13,265,917,28.9,20.38,24.53,14.34,38.87,74.1,0.28
TE,JAX,Ben Koyack,11,263,760,34.61,23.91,0,1.14,1.14,0.9,0
WR,PIT,Johnny Holton,15,263,959,27.42,17.53,0.38,5.7,6.08,3,0.01
RB,DET,JD McKissic,16,262,1103,23.75,16.38,14.5,16.03,30.53,49.8,0.19
RB,SF,Matt Breida,13,259,904,28.65,19.92,47.49,8.49,55.98,84.3,0.33
WR,ARI,Trent Sherfield,16,258,1065,24.23,16.13,0,5.04,5.04,8,0.03
RB,MIA,Kalen Ballage,12,256,784,32.65,21.33,28.91,9.38,38.28,37.8,0.15
TE,SEA,Will Dissly,6,256,436,58.72,42.67,0.39,10.55,10.94,50.9,0.2
TE,CLE,Ricky Seals-Jones,14,248,927,26.75,17.71,0,8.87,8.87,44.9,0.18
TE,SEA,Luke Willson,8,245,559,43.83,30.63,0,4.08,4.08,7.9,0.03
WR,CIN,Pharoh Cooper,13,239,855,27.95,18.38,0.42,13.81,14.23,30.5,0.13
RB,ATL,Brian Hill,12,238,916,25.98,19.83,32.77,5.88,38.66,57.2,0.24
TE,DEN,Andrew Beck,16,233,1025,22.73,14.56,0.43,5.15,5.58,15.54,0.07
TE,IND,Hale Hentges,11,232,643,36.08,21.09,0,6.03,6.03,16.3,0.07
WR,SEA,Malik Turner,14,231,996,23.19,16.5,0,9.52,9.52,30.5,0.13
WR,TB,Justin Watson,16,231,1159,19.93,14.44,0,11.26,11.26,27.9,0.12
TE,BUF,Tyler Kroft,10,230,670,34.33,23,0,6.09,6.09,13.1,0.06
RB,LAR,Malcolm Brown,14,226,996,22.69,16.14,30.53,2.65,33.19,57.1,0.25
WR,MIA,Isaiah Ford,8,224,574,39.02,28,0.45,15.63,16.07,25.5,0.11
WR,NE,N'Keal Harry,7,222,497,44.67,31.71,2.25,10.81,13.06,27.4,0.12
FB,NO,Zach Line,12,221,826,26.76,18.42,3.17,4.52,7.69,5.6,0.03
WR,BUF,Robert Foster,13,219,893,24.52,16.85,0.91,8.22,9.13,9.3,0.04
WR,MIA,Jakeem Grant,10,219,636,34.43,21.9,1.83,14.61,16.44,20.9,0.1
TE,NYJ,Trevon Wesco,16,218,1035,21.06,13.63,0.46,1.38,1.83,4.9,0.02
TE,LAR,Johnny Mundt,13,213,889,23.96,16.38,0,3.29,3.29,2.6,0.01
WR,HOU,Deandre Carter,16,213,1095,19.45,13.31,0,6.57,6.57,14.2,0.07
TE,JAX,James O'Shaughnessy,5,212,348,60.92,42.4,0,9.43,9.43,27.3,0.13
WR,OAK,Trevor Davis,14,210,948,22.15,15,1.9,5.24,7.14,20.4,0.1
RB,ARI,Chase Edmonds,13,209,869,24.05,16.08,28.71,10.05,38.76,70.8,0.34
FB,OAK,Alec Ingold,16,209,1037,20.15,13.06,4.78,2.87,7.66,12.1,0.06
TE,ATL,Jaeden Graham,14,207,1051,19.7,14.79,0,4.83,4.83,20.9,0.1
WR,SF,Richie James,16,207,1086,19.06,12.94,0.97,4.83,5.8,20.4,0.1
TE,CLE,Stephen Carlson,9,207,601,34.44,23,0,3.38,3.38,11.1,0.05
WR,CIN,Damion Willis,10,206,665,30.98,20.6,0,7.77,7.77,8.2,0.04
