Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
WR,JAX,Laviska Shenault Jr.,14,585,915,63.93,41.79,3.08,13.5,16.58,99.1,0.17
WR,NE,N'Keal Harry,14,584,865,67.51,41.71,0.34,9.76,10.1,40.9,0.07
WR,GB,Allen Lazard,12,582,792,73.48,48.5,0.34,10.31,10.65,86.6,0.15
WR,LV,Henry Ruggs III,13,581,873,66.55,44.69,1.55,7.4,8.95,58.1,0.1
RB,CAR,Mike Davis,15,581,972,59.77,38.73,28.4,12.05,40.45,147.5,0.25
WR,HOU,Will Fuller V,11,577,666,86.64,52.45,0.17,13,13.17,135.9,0.24
TE,MIN,Kyle Rudolph,12,572,791,72.31,47.67,0,6.47,6.47,37.4,0.07
WR,NYG,Sterling Shepard,12,561,777,72.2,46.75,1.07,16.04,17.11,96.5,0.17
RB,IND,Jonathan Taylor,16,559,1096,51,34.94,45.26,8.05,53.31,231.2,0.41
WR,PHI,Travis Fulgham,13,552,898,61.47,42.46,0,12.14,12.14,77.9,0.14
RB,HOU,David Johnson,12,551,740,74.46,45.92,26.68,8.35,35.03,146.5,0.27
WR,KC,Sammy Watkins,11,550,794,69.27,50,0.18,10.18,10.36,51.7,0.09
WR,LV,Hunter Renfrow,16,550,1082,50.83,34.38,0,13.82,13.82,75.6,0.14
TE,JAX,Tyler Eifert,15,548,974,56.26,36.53,0,10.95,10.95,46.9,0.09
TE,MIN,Irv Smith Jr.,13,545,845,64.5,41.92,0,7.89,7.89,68.5,0.13
TE,HOU,Darren Fells,16,538,980,54.9,33.63,0,5.39,5.39,55.2,0.1
TE,NO,Jared Cook,17,537,1155,46.49,31.59,0,13.78,13.78,95.2,0.18
RB,BAL,J.K. Dobbins,17,534,1116,47.85,31.41,28.65,5.62,34.27,169.5,0.32
WR,DEN,DaeSean Hamilton,16,533,1075,49.58,33.31,0,8.26,8.26,39.3,0.07
TE,IND,Mo Alie-Cox,16,528,1107,47.7,33,0,7.95,7.95,52.6,0.1
RB,ARI,Chase Edmonds,16,526,1131,46.51,32.88,18.44,12.93,31.37,115,0.22
TE,PIT,Vance McDonald,15,523,1040,50.29,34.87,0,4.21,4.21,9.9,0.02
WR,DEN,K.J. Hamler,13,521,872,59.75,40.08,1.73,10.75,12.48,60.1,0.12
RB,CIN,Giovani Bernard,16,517,1080,47.87,32.31,23.98,11.41,35.4,111.1,0.21
WR,SEA,David Moore,17,515,1129,45.62,30.29,1.75,9.32,11.07,84.3,0.16
WR,PIT,James Washington,17,514,1188,43.27,30.24,0,12.06,12.06,76.4,0.15
WR,PHI,Jalen Reagor,11,510,763,66.84,46.36,0.78,10.59,11.37,50.2,0.1
RB,TB,Ronald Jones II,17,509,1133,44.92,29.94,44.6,8.64,53.24,172.2,0.34
RB,ATL,Todd Gurley II,15,507,1044,48.56,33.8,38.46,6.71,45.17,138.2,0.27
TE,CAR,Chris Manhertz,16,504,1034,48.74,31.5,0,1.59,1.59,5.2,0.01
TE,ATL,Luke Stocker,16,502,1122,44.74,31.38,0,2.19,2.19,6.3,0.01
TE,SF,Ross Dwelley,16,500,1094,45.7,31.25,0,4.8,4.8,30.5,0.06
WR,TB,Scotty Miller,20,496,1352,36.69,24.8,1.01,11.9,12.9,84,0.17
RB,LAR,Malcolm Brown,18,494,1246,39.65,27.44,22.27,7.09,29.35,90.4,0.18
TE,GB,Marcedes Lewis,17,489,1123,43.54,28.76,0,4.09,4.09,31.5,0.06
FB,BAL,Patrick Ricard,17,483,1116,43.28,28.41,0.21,3.52,3.73,12.1,0.03
RB,GB,Jamaal Williams,16,482,1054,45.73,30.13,28.63,8.09,36.72,107.1,0.22
RB,CLE,Nick Chubb,14,482,961,50.16,34.43,45.85,5.6,51.45,219.5,0.46
FB,SF,Kyle Juszczyk,16,472,1094,43.14,29.5,3.6,6.36,9.96,62.6,0.13
TE,ARI,Dan Arnold,16,470,1131,41.56,29.38,0,9.57,9.57,65.8,0.14
WR,ATL,Julio Jones,9,468,649,72.11,52,0,14.53,14.53,95.1,0.2
TE,JAX,James O'Shaughnessy,15,466,979,47.6,31.07,0,8.15,8.15,26.2,0.06
TE,DET,Jesse James,16,465,1049,44.33,29.06,0,4.73,4.73,24.9,0.05
WR,DET,Danny Amendola,14,462,911,50.71,33,0.22,14.94,15.15,60.4,0.13
TE,CLE,David Njoku,15,461,996,46.29,30.73,0,7.59,7.59,39.9,0.09
RB,MIA,Myles Gaskin,10,453,657,68.95,45.3,31.35,10.38,41.72,123.2,0.27
TE,NYG,Kaden Smith,15,453,932,48.61,30.2,0,4.64,4.64,11.2,0.02
TE,NO,Adam Trautman,17,452,1149,39.34,26.59,0,4.2,4.2,23.5,0.05
RB,SEA,Chris Carson,13,451,863,52.26,34.69,34.81,10.64,45.45,159,0.35
TE,MIA,Durham Smythe,15,449,1001,44.86,29.93,0,6.46,6.46,32.8,0.07
TE,MIN,Tyler Conklin,16,448,1082,41.4,28,0,5.8,5.8,25.4,0.06
WR,NO,Michael Thomas,9,446,620,71.94,49.56,0.22,14.8,15.02,57.2,0.13
RB,WAS,Antonio Gibson,15,445,1019,43.67,29.67,41.35,10.56,51.91,169.7,0.38
TE,SF,George Kittle,8,443,530,83.58,55.38,0.45,14.22,14.67,77.1,0.17
WR,JAX,Chris Conley,15,439,972,45.16,29.27,0,14.35,14.35,57.1,0.13
WR,NYJ,Denzel Mims,9,439,534,82.21,48.78,0,10.25,10.25,37.7,0.09
TE,SEA,Greg Olsen,12,437,795,54.97,36.42,0,8.47,8.47,29.9,0.07
TE,TB,Cameron Brate,20,433,1352,32.03,21.65,0,12.24,12.24,63.7,0.15
WR,NYG,Golden Tate,12,424,746,56.84,35.33,0,12.26,12.26,51.52,0.12
RB,BUF,Zack Moss,14,423,952,44.43,30.21,28.13,5.2,33.33,92.3,0.22
RB,IND,Nyheim Hines,17,423,1170,36.15,24.88,22.46,18.91,41.37,138.5,0.33
WR,WAS,Steven Sims Jr.,13,413,895,46.15,31.77,0.48,9.93,10.41,40,0.1
RB,LAC,Austin Ekeler,10,411,710,57.89,41.1,28.22,15.82,44.04,111.3,0.27
WR,TB,Antonio Brown,11,409,734,55.72,37.18,0.73,17.6,18.34,94.4,0.23
TE,SEA,Jacob Hollister,17,409,1129,36.23,24.06,0,11,11,40.9,0.1
TE,NO,Josh Hill,16,409,1095,37.35,25.56,0,2.69,2.69,10.3,0.03
TE,HOU,Jordan Akins,13,405,782,51.79,31.15,0.25,12.1,12.35,46.7,0.12
TE,LV,Jason Witten,16,404,1082,37.34,25.25,0,4.21,4.21,18.9,0.05
FB,MIN,C.J. Ham,15,404,1018,39.69,26.93,1.24,3.22,4.46,17.5,0.04
RB,LAR,Cam Akers,15,401,1045,38.37,26.73,47.63,4.24,51.87,132,0.33
RB,BAL,Gus Edwards,18,400,1170,34.19,22.22,40.5,3.25,43.75,127.2,0.32
RB,DET,D'Andre Swift,13,398,843,47.21,30.62,28.64,14.32,42.96,143.8,0.36
WR,SF,Richie James Jr.,10,395,687,57.5,39.5,0,8.86,8.86,41.4,0.1
TE,IND,Trey Burton,14,394,963,40.91,28.14,0.51,12.69,13.2,58.7,0.15
RB,NYG,Wayne Gallman,15,391,948,41.24,26.07,37.6,6.91,44.5,115.6,0.3
TE,NYJ,Ryan Griffin,15,391,920,42.5,26.07,0,3.07,3.07,8.6,0.02
RB,KC,Darrel Williams,16,391,1118,34.97,24.44,17.14,9.72,26.85,59.5,0.15
RB,NO,Latavius Murray,16,383,1096,34.95,23.94,39.16,7.31,46.48,121.2,0.32
RB,PHI,Boston Scott,16,383,1128,33.95,23.94,20.89,9.4,30.29,70.6,0.18
TE,TEN,Geoff Swaim,11,382,720,53.06,34.73,0,3.4,3.4,14.8,0.04
RB,NYJ,Frank Gore,15,380,926,41.04,25.33,49.21,5,54.21,84.2,0.22
TE,BAL,Nick Boyle,9,380,585,64.96,42.22,0,4.47,4.47,23.3,0.06
WR,MIA,Isaiah Ford,10,375,660,56.82,37.5,0,11.73,11.73,27.6,0.07
FB,NE,Jakob Johnson,16,373,1011,36.89,23.31,0,2.41,2.41,9.5,0.03
RB,SF,Jerick McKinnon,16,372,1094,34,23.25,21.77,12.37,34.14,93.2,0.25
WR,SEA,Freddie Swain,17,372,1129,32.95,21.88,0,5.91,5.91,30.7,0.08
WR,MIA,Jakeem Grant Sr.,14,370,912,40.57,26.43,0.81,14.59,15.41,45.3,0.12
WR,HOU,Randall Cobb,10,369,610,60.49,36.9,0,13.01,13.01,62.1,0.17
WR,KC,Byron Pringle,16,367,1105,33.21,22.94,0,7.36,7.36,25.9,0.07
WR,DET,Marvin Hall,12,367,818,44.87,30.58,0.27,8.72,8.99,42.3,0.12
TE,MIA,Adam Shaheen,16,367,1068,34.36,22.94,0,5.99,5.99,33,0.09
WR,DET,Quintez Cephus,13,365,849,42.99,28.08,0,9.59,9.59,46.9,0.13
TE,ARI,Darrell Daniels,12,365,847,43.09,30.42,0,3.01,3.01,15.2,0.04
RB,DAL,Tony Pollard,16,363,1145,31.7,22.69,27.82,11.02,38.84,92.7,0.26
TE,DEN,Nick Vannett,15,361,1012,35.67,24.07,0,5.82,5.82,15.5,0.04
TE,TEN,Anthony Firkser,17,360,1123,32.06,21.18,0,15.28,15.28,49.1,0.14
WR,CLE,Donovan Peoples-Jones,14,360,917,39.26,25.71,0,6.39,6.39,47.5,0.13
WR,WAS,Isaiah Wright,15,359,1027,34.96,23.93,0.84,10.03,10.86,19.3,0.05
TE,DAL,Blake Bell,16,358,1145,31.27,22.38,0.28,4.19,4.47,11.2,0.03
WR,BAL,Devin Duvernay,18,355,1170,30.34,19.72,1.13,7.32,8.45,27.1,0.08
RB,HOU,Duke Johnson,11,354,690,51.3,32.18,21.75,9.89,31.64,56.4,0.16
RB,LAR,Darrell Henderson Jr.,15,348,1047,33.24,23.2,39.66,6.9,46.55,114.4,0.33
WR,PHI,John Hightower,13,346,903,38.32,26.62,0.29,8.38,8.67,18.8,0.05
TE,KC,Nick Keizer,19,340,1310,25.95,17.89,0,2.94,2.94,4.3,0.01
WR,MIA,Lynn Bowden Jr.,10,337,712,47.33,33.7,2.67,10.98,13.65,25.58,0.08
WR,CHI,Javon Wims,14,337,926,36.39,24.07,0.3,4.75,5.04,13.8,0.04
WR,MIA,Preston Williams,8,336,502,66.93,42,0,10.42,10.42,56.8,0.17
RB,NE,James White,14,330,870,37.93,23.57,10.61,18.79,29.39,67.6,0.2
RB,ATL,Brian Hill,16,327,1122,29.14,20.44,30.58,9.17,39.76,70.4,0.22
TE,ARI,Maxx Williams,9,326,629,51.83,36.22,0,3.07,3.07,16.2,0.05
WR,WAS,Dontrelle Inman,11,324,744,43.55,29.45,0,8.64,8.64,28.3,0.09
WR,TB,Tyler Johnson,18,323,1221,26.45,17.94,0,6.81,6.81,32,0.1
WR,NYJ,Jeff Smith,12,318,742,42.86,26.5,0,11.64,11.64,16.7,0.05
WR,CLE,Odell Beckham Jr.,7,316,451,70.07,45.14,0.95,13.92,14.87,63.82,0.2
RB,DET,Adrian Peterson,16,316,1049,30.12,19.75,49.37,5.7,55.06,112.5,0.36
WR,MIN,Chad Beebe,14,314,976,32.17,22.43,0,9.24,9.24,30.1,0.1
WR,LAR,Van Jefferson,18,312,1246,25.04,17.33,0.32,12.18,12.5,38.5,0.12
RB,SF,Jeff Wilson Jr.,11,311,761,40.87,28.27,40.51,9,49.52,129.3,0.42
WR,NO,Marquez Callaway,13,309,887,34.84,23.77,0,9.39,9.39,21.3,0.07
WR,ATL,Olamide Zaccheaus,11,308,793,38.84,28,0.32,10.39,10.71,33.4,0.11
WR,ARI,Andy Isabella,13,306,902,33.92,23.54,0.33,11.11,11.44,33.8,0.11
WR,IND,Marcus Johnson,11,305,748,40.78,27.73,0,9.18,9.18,25.5,0.08
WR,SF,Deebo Samuel,7,305,490,62.24,43.57,2.62,14.43,17.05,47.7,0.16
RB,NYG,Dion Lewis,16,304,1013,30.01,19,9.54,9.87,19.41,38.2,0.13
RB,NYJ,Kalen Ballage,11,301,769,39.14,27.36,30.23,12.29,42.52,64.9,0.22
RB,PIT,Benny Snell Jr.,17,301,1188,25.34,17.71,37.54,5.32,42.86,66.6,0.22
WR,CLE,KhaDarel Hodge,10,299,632,47.31,29.9,0,5.69,5.69,18,0.06
TE,BUF,Tyler Kroft,10,298,668,44.61,29.8,0,5.37,5.37,29.9,0.1
WR,TEN,Cameron Batson,13,297,857,34.66,22.85,1.35,4.71,6.06,18.6,0.06
WR,BUF,Isaiah McKenzie,19,297,1277,23.26,15.63,4.04,12.46,16.5,71.88,0.24
RB,LAC,Joshua Kelley,14,297,1043,28.48,21.21,37.37,8.08,45.45,58.2,0.2
RB,DET,Kerryon Johnson,16,296,1049,28.22,18.5,17.57,8.78,26.35,52.8,0.18
WR,HOU,Keke Coutee,8,292,490,59.59,36.5,0,13.7,13.7,54,0.18
WR,NYJ,Braxton Berrios,16,291,989,29.42,18.19,1.03,18.9,19.93,60.3,0.21
RB,CIN,Joe Mixon,6,290,447,64.88,48.33,41.03,8.97,50,78.6,0.27
WR,LV,Zay Jones,16,288,1082,26.62,18,0,6.6,6.6,22.56,0.08
WR,MIA,Mack Hollins,16,287,1068,26.87,17.94,0,8.71,8.71,21.6,0.08
WR,HOU,Chad Hansen,5,284,314,90.45,56.8,0,8.45,8.45,29.6,0.1
WR,SF,Mohamed Sanu Sr.,10,282,661,42.66,28.2,0.35,8.51,8.87,27,0.1
RB,NYJ,Le'Veon Bell,12,281,820,34.27,23.42,29.89,7.83,37.72,59.2,0.21
RB,SEA,Carlos Hyde,11,277,747,37.08,25.18,30.69,7.22,37.91,69.4,0.25
RB,TEN,Jeremy McNichols,17,276,1123,24.58,16.24,17.39,6.16,23.55,32.3,0.12
TE,TEN,MyCole Pruitt,12,276,775,35.61,23,0,2.9,2.9,16.9,0.06
TE,NYG,Levine Toilolo,16,275,1013,27.15,17.19,0,2.18,2.18,4.6,0.02
TE,PHI,Richard Rodgers,14,275,987,27.86,19.64,0,11.27,11.27,46.5,0.17
WR,ATL,Christian Blake,16,275,1122,24.51,17.19,0,6.55,6.55,14.1,0.05
WR,NYJ,Chris Hogan,5,274,331,82.78,54.8,0,9.49,9.49,11.8,0.04
TE,HOU,Pharaoh Brown,13,271,796,34.05,20.85,0,5.9,5.9,28.3,0.1
RB,DEN,Phillip Lindsay,11,270,708,38.14,24.55,43.7,5.19,48.89,59,0.22
RB,NE,Rex Burkhead,10,269,662,40.63,26.9,24.91,12.27,37.17,82.6,0.31
WR,NE,Julian Edelman,6,265,389,68.12,44.17,0.75,14.72,15.47,35.22,0.13
WR,LAC,Tyron Johnson,12,263,851,30.9,21.92,1.14,9.89,11.03,59.5,0.23
WR,LV,Bryan Edwards,12,259,801,32.33,21.58,0,5.79,5.79,25.3,0.1
TE,LV,Foster Moreau,16,255,1082,23.57,15.94,0,3.53,3.53,26,0.1
WR,TEN,Kalif Raymond,16,251,1055,23.79,15.69,0.4,6.37,6.77,18.4,0.07
RB,NE,Damien Harris,10,251,636,39.47,25.1,54.58,2.79,57.37,86.3,0.34
TE,SF,Jordan Reed,10,247,682,36.22,24.7,0,18.62,18.62,47.1,0.19
TE,WAS,Jeremy Sprinkle,17,240,1162,20.65,14.12,0,1.67,1.67,1.4,0.01
RB,LV,Devontae Booker,16,238,1082,22,14.88,39.08,8.82,47.9,68.7,0.29
WR,JAX,Collin Johnson,14,237,917,25.85,16.93,0,13.08,13.08,41.2,0.17
RB,SF,Raheem Mostert,8,237,558,42.47,29.63,43.88,8.02,51.9,83.7,0.35
FB,NO,Michael Burton,17,236,1161,20.33,13.88,2.97,2.97,5.93,6.1,0.03
FB,LV,Alec Ingold,16,231,1082,21.35,14.44,1.3,7.36,8.66,17.4,0.08
WR,CIN,Mike Thomas,14,229,963,23.78,16.36,0.44,9.17,9.61,17.3,0.08
RB,MIN,Alexander Mattison,13,229,848,27,17.62,41.92,6.55,48.47,73.9,0.32
WR,DAL,Cedrick Wilson,16,228,1145,19.91,14.25,1.32,12.28,13.6,34.62,0.15
