Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
TE,DAL,Geoff Swaim,9,203,628,32.32,22.56,0.49,3.94,4.43,7,0.03
FB,MIN,Zach Line,14,201,905,22.21,14.36,3.48,1.49,4.98,1.5,0.01
TE,PIT,Xavier Grimble,13,197,887,22.21,15.15,0,10.66,10.66,23.8,0.12
WR,CHI,Kevin White,4,191,242,78.93,47.75,0.52,18.85,19.37,19.6,0.1
TE,TB,Austin Seferian-Jenkins,9,190,584,32.53,21.11,0,10.53,10.53,21.4,0.11
RB,SD,Kenneth Farrow,13,190,879,21.62,14.62,31.58,8.42,40,24.2,0.13
WR,ARI,Jaron Brown,7,188,526,35.74,26.86,0,12.23,12.23,24.7,0.13
WR,CIN,James Wright,13,187,888,21.06,14.38,1.07,10.16,11.23,10,0.05
FB,HOU,Jay Prosch,15,186,1050,17.71,12.4,2.15,0.54,2.69,1.5,0.01
WR,GB,Geronimo Allison,10,185,662,27.95,18.5,0,11.89,11.89,32.2,0.17
RB,TEN,Jalston Fowler,15,185,998,18.54,12.33,0.54,1.08,1.62,1.7,0.01
RB,LAR,Benjamin Cunningham,11,179,686,26.09,16.27,11.73,11.73,23.46,19.2,0.11
WR,CLE,Rashard Higgins,15,179,986,18.15,11.93,0,6.7,6.7,7.7,0.04
RB,HOU,Jonathan Grimes,10,175,716,24.44,17.5,13.14,10.29,23.43,19.9,0.11
WR,JAX,Neal Sterling,10,172,691,24.89,17.2,0,9.3,9.3,11,0.06
FB,KC,Anthony Sherman,16,170,1024,16.6,10.63,0,3.53,3.53,1.1,0.01
WR,TB,Freddie Martino,13,166,869,19.1,12.77,0,6.63,6.63,20.2,0.12
RB,GB,Eddie Lacy,5,166,339,48.97,33.2,42.77,4.22,46.99,38.8,0.23
WR,PHI,Josh Huff,10,165,599,27.55,16.5,2.42,13.94,16.36,18.8,0.11
RB,PHI,Wendell Smallwood,13,164,914,17.94,12.62,46.95,7.93,54.88,40.7,0.25
RB,NE,Dion Lewis,11,163,784,20.79,14.82,39.26,14.72,53.99,37.7,0.23
WR,BAL,Chris Moore,15,162,1063,15.24,10.8,1.85,9.88,11.73,6.5,0.04
RB,MIA,Damien Williams,15,160,883,18.12,10.67,21.88,19.38,41.25,70.4,0.44
WR,ARI,Brittan Golden,12,156,865,18.03,13,0,8.97,8.97,12.2,0.08
TE,DAL,Gavin Escobar,16,156,997,15.65,9.75,0,4.49,4.49,9,0.06
WR,PHI,Paul Turner,4,154,293,52.56,38.5,0,9.09,9.09,12.6,0.08
TE,DET,Matthew Mulligan,7,151,459,32.9,21.57,0,0.66,0.66,0.8,0.01
RB,ARI,Andre Ellington,16,150,1151,13.03,9.38,22.67,12.67,35.33,18.1,0.12
TE,SEA,Brandon Williams,16,149,1063,14.02,9.31,0,2.01,2.01,3.6,0.02
RB,SEA,CJ Prosise,6,147,383,38.38,24.5,20.41,12.93,33.33,44,0.3
TE,CHI,Ben Braunecker,13,146,838,17.42,11.23,0,4.11,4.11,4.1,0.03
WR,BUF,Brandon Tate,15,145,978,14.83,9.67,2.07,8.28,10.34,16.5,0.11
WR,NYJ,Jalin Marshall,10,145,646,22.45,14.5,0,15.86,15.86,24.2,0.17
RB,NYG,Bobby Rainey,14,144,918,15.69,10.29,11.81,17.36,29.17,19.6,0.14
RB,SEA,Alex Collins,10,140,681,20.56,14,22.14,7.86,30,24.9,0.18
TE,PIT,Ladarius Green,10,140,681,20.56,14,0,24.29,24.29,36.4,0.26
RB,SF,DuJuan Harris,11,138,720,19.17,12.55,27.54,6.52,34.06,27.3,0.2
WR,DAL,Lucky Whitehead,15,138,931,14.82,9.2,7.25,2.17,9.42,11,0.08
RB,TB,Peyton Barber,15,136,1006,13.52,9.07,40.44,4.41,44.85,31.1,0.23
FB,SD,Derek Watt,15,135,989,13.65,9,1.48,2.96,4.44,8.7,0.06
TE,NYJ,Eric Tomlinson,7,135,447,30.2,19.29,0,0,0,0,0
RB,MIN,Ronnie Hillman,8,134,521,25.72,16.75,30.6,11.19,41.79,22.4,0.17
RB,IND,Josh Ferguson,16,133,1096,12.14,8.31,11.28,19.55,30.83,15.6,0.12
WR,SD,Griff Whalen,8,131,560,23.39,16.38,0,3.05,3.05,2.2,0.02
WR,WAS,Maurice Harris,10,131,665,19.7,13.1,0,9.16,9.16,6.6,0.05
TE,HOU,Stephen Anderson,13,130,925,14.05,10,0,12.31,12.31,15.3,0.12
WR,SEA,Tanner Mcevoy,13,130,879,14.79,10,0,8.46,8.46,27.72,0.21
RB,DAL,Alfred Morris,14,130,929,13.99,9.29,53.08,4.62,57.69,37.4,0.29
FB,TB,Alan Cross,14,129,942,13.69,9.21,0,7.75,7.75,9.8,0.08
RB,DAL,Lance Dunbar,12,128,724,17.68,10.67,7.03,18.75,25.78,21.3,0.17
TE,OAK,Lee Smith,4,127,273,46.52,31.75,0,4.72,4.72,2.9,0.02
WR,PHI,Bryce Treggs,9,126,670,18.81,14,1.59,9.52,11.11,8.7,0.07
TE,JAX,Alex Ellis,6,124,416,29.81,20.67,0,3.23,3.23,1.1,0.01
WR,MIA,Leonte Carroo,14,123,820,15,8.79,0,4.88,4.88,8.9,0.07
WR,MIN,Jarius Wright,8,119,519,22.93,14.88,0,11.76,11.76,12.7,0.11
RB,NYG,Shane Vereen,6,117,399,29.32,19.5,28.21,16.24,44.44,27.2,0.23
TE,NE,Clay Harbor,14,117,896,13.06,8.36,0,2.56,2.56,1.9,0.02
TE,MIA,Dominique Jones,9,114,542,21.03,12.67,0,8.77,8.77,12.1,0.11
TE,BAL,Nick Boyle,10,114,715,15.94,11.4,0,5.26,5.26,4.4,0.04
TE,WAS,Niles Paul,8,112,562,19.93,14,0,1.79,1.79,2.7,0.02
FB,DAL,Keith Smith,15,112,924,12.12,7.47,1.79,2.68,4.46,2.5,0.02
TE,KC,James O'Shaughnessy,16,111,1024,10.84,6.94,0,2.7,2.7,-0.1,0
RB,MIA,Kenyan Drake,16,109,948,11.5,6.81,30.28,9.17,39.45,34.5,0.32
TE,LAR,Cory Harkey,11,107,685,15.62,9.73,0,0,0,0,0
TE,SF,Blake Bell,12,105,777,13.51,8.75,0,8.57,8.57,8.5,0.08
TE,GB,Justin Perillo,9,102,635,16.06,11.33,0,4.9,4.9,3.5,0.03
RB,JAX,Denard Robinson,13,101,921,10.97,7.77,40.59,4.95,45.54,16.6,0.16
TE,DET,Khari Lee,8,101,512,19.73,12.63,0,0.99,0.99,0,0
RB,PIT,Roosevelt Nix,10,100,677,14.77,10,0,2,2,0.5,0
WR,LAR,Mike Thomas,14,100,877,11.4,7.14,0,9,9,1.7,0.02
RB,JAX,Corey Grant,11,99,758,13.06,9,32.32,7.07,39.39,31.9,0.32
RB,PHI,Kenjon Barner,13,99,923,10.73,7.62,27.27,11.11,38.38,29.1,0.29
RB,CHI,Ka'Deem Carey,12,98,748,13.1,8.17,32.65,7.14,39.8,18.1,0.18
TE,MIA,Jordan Cameron,3,98,185,52.97,32.67,0,11.22,11.22,12,0.12
WR,JAX,Arrelious Benn,15,98,1040,9.42,6.53,0,10.2,10.2,17.6,0.18
WR,PIT,Markus Wheaton,3,97,195,49.74,32.33,0,9.28,9.28,13.1,0.14
WR,LAR,Bradley Marquez,14,96,885,10.85,6.86,1.04,7.29,8.33,3.9,0.04
RB,BUF,Reggie Bush,13,96,857,11.2,7.38,12.5,10.42,22.92,16.7,0.17
FB,DET,Michael Burton,15,95,971,9.78,6.33,0,1.05,1.05,0,0
RB,DEN,Kapri Bibbs,12,95,819,11.6,7.92,30.53,4.21,34.74,26.4,0.28
WR,GB,Trevor Davis,11,92,787,11.69,8.36,0,7.61,7.61,6.4,0.07
RB,BUF,Jonathan Williams,10,91,722,12.6,9.1,29.67,2.2,31.87,11.4,0.13
WR,CLE,Seth Devalve,11,89,720,12.36,8.09,0,13.48,13.48,24.7,0.28
WR,CIN,Alex Erickson,16,88,1087,8.1,5.5,0,9.09,9.09,7.1,0.08
FB,CLE,Malcolm Johnson,7,85,462,18.4,12.14,1.18,8.24,9.41,2.6,0.03
RB,MIA,Arian Foster,4,85,261,32.57,21.25,25.88,11.76,37.65,13.3,0.16
RB,CAR,Cameron Artis-Payne,3,84,202,41.58,28,42.86,1.19,44.05,27.5,0.33
RB,MIN,Adrian Peterson,5,84,307,27.36,16.8,44.05,7.14,51.19,6,0.07
WR,PIT,Demarcus Ayers,2,82,129,63.57,41,2.44,15.85,18.29,10.1,0.12
WR,KC,De'Anthony Thomas,12,82,751,10.92,6.83,4.88,10.98,15.85,6.4,0.08
TE,NE,Matt Lengel,6,81,440,18.41,13.5,0,3.7,3.7,8.2,0.1
WR,CHI,Marquess Wilson,7,80,449,17.82,11.43,0,20,20,22,0.28
WR,MIN,Laquon Treadwell,9,80,594,13.47,8.89,0,3.75,3.75,1.5,0.02
TE,WAS,Derek Carrier,12,79,759,10.41,6.58,0,2.53,2.53,1,0.01
RB,CHI,Paul Lasike,10,77,639,12.05,7.7,3.9,1.3,5.19,1.1,0.01
WR,NYG,Tavarres King,7,76,471,16.14,10.86,0,5.26,5.26,5,0.07
WR,PHI,Byron Marshall,3,75,219,34.25,25,25.33,6.67,32,7.4,0.1
TE,SEA,Nick Vannett,8,72,523,13.77,9,0,5.56,5.56,3.2,0.04
TE,ATL,Joshua Perkins,8,72,518,13.9,9,0,6.94,6.94,10.2,0.14
WR,JAX,Rashad Greene,8,69,555,12.43,8.63,0,11.59,11.59,1.2,0.02
FB,CLE,Dan Vitale,8,68,524,12.98,8.5,0,7.35,7.35,2.7,0.04
RB,SF,Mike Davis,8,66,525,12.57,8.25,28.79,7.58,36.36,11.5,0.17
RB,ATL,Terron Ward,5,66,312,21.15,13.2,46.97,3.03,50,16.2,0.25
RB,LAR,Malcolm Brown,16,65,1004,6.47,4.06,27.69,4.62,32.31,6.5,0.1
WR,IND,Devin Street,4,64,276,23.19,16,0,9.38,9.38,2,0.03
RB,NYG,Orleans Darkwa,9,63,578,10.9,7,47.62,6.35,53.97,24.3,0.39
TE,MIN,David Morgan,12,63,777,8.11,5.25,0,1.59,1.59,0.4,0.01
TE,ARI,Troy Niklas,4,62,286,21.68,15.5,0,3.23,3.23,0,0
WR,CAR,Brenton Bersin,9,61,627,9.73,6.78,0,9.84,9.84,1.7,0.03
TE,BUF,Jim Dray,6,60,378,15.87,10,0,0,0,0,0
RB,HOU,Akeem Hunt,8,59,570,10.35,7.38,33.9,6.78,40.68,13.8,0.23
WR,NO,Tommylee Lewis,12,59,869,6.79,4.92,5.08,18.64,23.73,8.7,0.15
WR,NYG,Dwayne Harris,16,58,1061,5.47,3.63,0,1.72,1.72,5.3,0.09
RB,DET,Ameer Abdullah,4,57,275,20.73,14.25,31.58,8.77,40.35,21.8,0.38
RB,NO,CJ Spiller,6,55,353,15.58,9.17,10.91,23.64,34.55,12.8,0.23
TE,NO,Chris Manhertz,7,55,481,11.43,7.86,0,1.82,1.82,1,0.02
TE,KC,Ross Travis,6,55,390,14.1,9.17,0,10.91,10.91,1.5,0.03
RB,SD,Danny Woodhead,4,55,271,20.3,13.75,34.55,14.55,49.09,21.1,0.38
TE,BAL,Maxx Williams,4,54,299,18.06,13.5,0,0,0,0,0
RB,TB,Antone Smith,3,54,225,24,18,18.52,16.67,35.19,10.4,0.19
RB,KC,Knile Davis,11,53,745,7.11,4.82,33.96,13.21,47.17,5.3,0.1
WR,NE,Matthew Slater,13,53,894,5.93,4.08,1.89,1.89,3.77,-1.5,-0.03
TE,ARI,Hakeem Valles,11,52,788,6.6,4.73,0,3.85,3.85,0,0
WR,DET,TJ Jones,3,52,207,25.12,17.33,0,26.92,26.92,9.3,0.18
FB,OAK,Marcel Reece,7,52,492,10.57,7.43,3.85,9.62,13.46,9.2,0.18
WR,SF,DeAndre Smelter,2,51,136,37.5,25.5,0,1.96,1.96,2.3,0.05
RB,ARI,Kerwynn Williams,10,51,720,7.08,5.1,35.29,3.92,39.22,28.3,0.55
WR,SF,Je'Ron Hamm,4,50,269,18.59,12.5,0,8,8,1.3,0.03
RB,TB,Mike James,5,49,363,13.5,9.8,8.16,8.16,16.33,4.1,0.08
WR,OAK,Johnny Holton,14,49,978,5.01,3.5,12.24,6.12,18.37,5.7,0.12
WR,BUF,Percy Harvin,1,46,65,70.77,46,2.17,8.7,10.87,1.7,0.04
RB,PIT,Fitzgerald Toussaint,16,46,1083,4.25,2.88,30.43,6.52,36.96,9.1,0.2
WR,SD,Isaiah Burse,9,46,593,7.76,5.11,0,8.7,8.7,0,0
TE,DET,Cole Wick,6,43,372,11.56,7.17,0,6.98,6.98,1.8,0.04
RB,ARI,Chris Johnson,4,42,286,14.69,10.5,59.52,2.38,61.9,15.5,0.37
WR,NYJ,Devin Smith,8,41,563,7.28,5.13,0,7.32,7.32,2,0.05
TE,MIN,MyCole Pruitt,4,41,277,14.8,10.25,0,4.88,4.88,1.3,0.03
RB,BAL,Javorius Allen,8,41,576,7.12,5.13,21.95,9.76,31.71,4.9,0.12
FB,SEA,Will Tukuafu,6,40,396,10.1,6.67,5,2.5,7.5,0.2,0
RB,SD,Dexter McCluster,6,39,403,9.68,6.5,7.69,28.21,35.9,3.8,0.1
WR,NYJ,Jeremy Ross,6,39,368,10.6,6.5,0,10.26,10.26,9.7,0.25
RB,WAS,Mack Brown,9,38,592,6.42,4.22,21.05,2.63,23.68,14,0.37
RB,DAL,Darren McFadden,7,37,414,8.94,5.29,64.86,13.51,78.38,10.4,0.28
RB,NYJ,Brandon Wilds,4,37,278,13.31,9.25,27.03,5.41,32.43,4.7,0.13
RB,DEN,Juwan Thompson,7,37,464,7.97,5.29,21.62,2.7,24.32,8.6,0.23
WR,BUF,Greg Salas,2,36,102,35.29,18,0,16.67,16.67,14.9,0.41
WR,IND,Quan Bray,6,35,434,8.06,5.83,2.86,11.43,14.29,4.3,0.12
TE,TEN,Jace Amaro,3,34,192,17.71,11.33,0,11.76,11.76,5.9,0.17
TE,CLE,Connor Hamlett,3,34,194,17.53,11.33,0,2.94,2.94,7.7,0.23
WR,CLE,Jordan Payton,4,32,285,11.23,8,0,9.38,9.38,0.3,0.01
WR,ARI,Ifeanyi Momah,5,31,388,7.99,6.2,0,12.9,12.9,5,0.16
WR,DAL,Vince Mayle,6,31,313,9.9,5.17,0,0,0,0,0
WR,WAS,Josh Doctson,2,31,125,24.8,15.5,0,19.35,19.35,6.6,0.21
RB,NYJ,Troymaine Pope,4,30,277,10.83,7.5,40,6.67,46.67,4.9,0.16
WR,JAX,Shane Wynn,5,30,348,8.62,6,6.67,10,16.67,2.4,0.08
RB,GB,Don Jackson,3,29,218,13.3,9.67,34.48,3.45,37.93,3.2,0.11
WR,GB,Jared Abbrederis,5,28,339,8.26,5.6,0,7.14,7.14,0.8,0.03
WR,HOU,Tony Washington,6,27,427,6.32,4.5,0,3.7,3.7,0.9,0.03
RB,HOU,Tyler Ervin,13,27,904,2.99,2.08,3.7,18.52,22.22,-1.9,-0.07
RB,SD,Andre Williams,1,27,66,40.91,27,66.67,7.41,74.07,8.7,0.32
WR,SD,Keenan Allen,4,27,271,9.96,6.75,0,25.93,25.93,6.3,0.23
TE,ATL,DJ Tialavea,2,27,125,21.6,13.5,0,3.7,3.7,6.1,0.23
RB,KC,Jamaal Charles,3,27,191,14.14,9,44.44,11.11,55.56,11.4,0.42
WR,LAR,Paul Mcroberts,2,26,119,21.85,13,0,3.85,3.85,0.6,0.02
WR,SEA,George Farmer,2,26,138,18.84,13,3.85,11.54,15.38,0.5,0.02
RB,NO,Daniel Lasco,7,24,495,4.85,3.43,45.83,16.67,62.5,4.3,0.18
WR,TEN,Marc Mariani,16,24,1063,2.26,1.5,4.17,0,4.17,1.5,0.06
WR,MIA,Jakeem Grant,16,23,948,2.43,1.44,4.35,4.35,8.7,-1.9,-0.08
RB,CLE,George Atkinson,16,22,1030,2.14,1.38,31.82,0,31.82,9.4,0.43
WR,HOU,Wendall Williams,3,22,222,9.91,7.33,0,31.82,31.82,7.5,0.34
WR,SD,Geremy Davis,3,22,189,11.64,7.33,0,9.09,9.09,0,0
RB,MIA,Isaiah Pead,3,21,156,13.46,7,38.1,4.76,42.86,2.8,0.13
WR,WAS,Rashad Ross,5,21,336,6.25,4.2,0,4.76,4.76,0.8,0.04
FB,GB,Joe Kerridge,8,20,531,3.77,2.5,5,0,5,0,0
WR,NE,DJ Foster,3,20,224,8.93,6.67,35,10,45,2.6,0.13
RB,TEN,Antonio Andrews,16,19,1063,1.79,1.19,10.53,0,10.53,1.5,0.08
WR,NYJ,Jeremy Butler,4,19,259,7.34,4.75,0,10.53,10.53,1.1,0.06
WR,DEN,Khalif Raymond,4,19,253,7.51,4.75,0,10.53,10.53,-2,-0.11
TE,BUF,Gerald Christian,3,18,205,8.78,6,0,11.11,11.11,1.4,0.08
TE,DEN,Henry Krieger-coble,2,18,133,13.53,9,0,5.56,5.56,1.3,0.07
RB,OAK,Taiwan Jones,13,17,915,1.86,1.31,5.88,23.53,29.41,3.5,0.21
WR,BAL,Michael Campanaro,4,17,274,6.2,4.25,17.65,5.88,23.53,7.2,0.42
WR,CHI,Daniel Braverman,3,17,185,9.19,5.67,0,11.76,11.76,0,0
RB,NYJ,Khiry Robinson,1,17,56,30.36,17,47.06,0,47.06,0.2,0.01
WR,ATL,Eric Weems,16,16,1040,1.54,1,0,0,0,0,0
TE,LAR,Temarrick Hemingway,8,15,517,2.9,1.88,0,0,0,0,0
RB,IND,Jordan Todman,16,14,1096,1.28,0.88,64.29,7.14,71.43,5.9,0.42
WR,BUF,Dezmin Lewis,1,14,72,19.44,14,0,7.14,7.14,0,0
TE,NYJ,Braedon Bowman,3,14,193,7.25,4.67,0,7.14,7.14,0,0
RB,NE,Brandon Bolden,14,13,977,1.33,0.93,7.69,30.77,38.46,1.9,0.15
RB,CIN,Cedric Peerman,10,13,669,1.94,1.3,46.15,7.69,53.85,1.5,0.12
WR,SEA,Kasen Williams,1,13,64,20.31,13,0,7.69,7.69,0,0
RB,JAX,Joe Banyard,1,13,73,17.81,13,15.38,0,15.38,0.7,0.05
WR,ATL,Nick Williams,2,13,120,10.83,6.5,0,53.85,53.85,5.9,0.45
RB,PHI,Terrell Watson,1,12,76,15.79,12,75,8.33,83.33,9.3,0.78
RB,DAL,Rod Smith,7,12,490,2.45,1.71,0,8.33,8.33,0.4,0.03
TE,CAR,Scott Simonson,5,12,358,3.35,2.4,0,0,0,0,0
WR,CAR,Damiere Byrd,1,11,69,15.94,11,0,9.09,9.09,1.6,0.15
RB,BAL,Lorenzo Taliaferro,6,11,439,2.51,1.83,9.09,27.27,36.36,1,0.09
RB,ARI,Stepfan Taylor,15,11,1090,1.01,0.73,36.36,0,36.36,1.2,0.11
TE,IND,Chase Coffman,2,10,135,7.41,5,0,0,0,0,0
FB,BUF,Glenn Gronkowski,1,8,49,16.33,8,0,0,0,0,0
TE,CHI,Greg Scruggs,3,8,173,4.62,2.67,0,0,0,0,0
WR,BAL,Devin Hester,12,8,845,0.95,0.67,0,0,0,-2,-0.25
RB,CHI,Joique Bell,7,7,463,1.51,1,42.86,14.29,57.14,0.4,0.06
WR,ATL,Jd Mckissic,1,7,64,10.94,7,14.29,28.57,42.86,1.8,0.26
WR,IND,Tevaun Smith,2,7,135,5.19,3.5,0,0,0,0,0
FB,SEA,Taniela Tupou,1,7,82,8.54,7,0,0,0,0,0
TE,OAK,Ryan O'malley,1,7,72,9.72,7,0,0,0,0,0
WR,KC,Demarcus Robinson,15,6,966,0.62,0.4,0,0,0,0,0
RB,LAR,Aaron Green,2,6,119,5.04,3,0,0,0,0,0
RB,JAX,Bronson Hill,3,6,198,3.03,2,33.33,16.67,50,1.1,0.18
RB,SEA,Terrence Magee,2,6,153,3.92,3,50,0,50,1.2,0.2
TE,SD,Asante Cleveland,3,5,207,2.42,1.67,0,0,0,0,0
RB,PIT,Daryl Richardson,3,5,202,2.48,1.67,40,0,40,0.7,0.14
WR,MIN,Isaac Fruechte,1,5,63,7.94,5,0,20,20,0,0
RB,CHI,Raheem Mostert,3,4,195,2.05,1.33,25,0,25,0.6,0.15
RB,NYJ,Brandon Burks,1,4,62,6.45,4,50,0,50,-0.4,-0.1
WR,TEN,Tre McBride,2,3,128,2.34,1.5,0,0,0,0,0
RB,ATL,Stevan Ridley,1,3,73,4.11,3,100,0,100,0.7,0.23
WR,CHI,Bralon Addison,2,3,129,2.33,1.5,33.33,33.33,66.67,-0.5,-0.17
RB,NYJ,Julian Howsare,2,3,146,2.05,1.5,0,0,0,0,0
WR,TB,Donteea Dye,1,2,66,3.03,2,0,0,0,0,0
WR,MIA,Rashawn Scott,2,2,128,1.56,1,0,0,0,0,0
TE,PHI,Dillon Gordon,1,2,87,2.3,2,0,0,0,0,0
RB,NO,Marcus Murphy,3,1,225,0.44,0.33,0,100,100,0.3,0.3
