Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
FB,NYG,Henry Hynoski,16,205,1128,18.17,12.81,3.41,0,3.41,1.3,0.01
RB,OAK,Maurice Jones-Drew,12,204,779,26.19,17,21.08,7.84,28.92,16.7,0.08
RB,LAR,Zac Stacy,13,201,821,24.48,15.46,37.81,11.44,49.25,46.5,0.23
TE,SEA,Tony Moeaki,6,199,409,48.66,33.17,0,6.53,6.53,19.4,0.1
TE,SD,John Phillips,16,197,1068,18.45,12.31,0,0.51,0.51,6.1,0.03
WR,LAR,Chris Givens,14,197,852,23.12,14.07,0.51,10.15,10.66,22.3,0.11
WR,CIN,Dane Sanzenbacher,10,195,650,30,19.5,0.51,7.69,8.21,8.4,0.04
WR,ATL,Eric Weems,15,194,1009,19.23,12.93,0,5.67,5.67,22.2,0.11
WR,BAL,Jacoby Jones,16,194,1076,18.03,12.13,1.55,9.28,10.82,10.7,0.06
FB,GB,John Kuhn,16,192,1050,18.29,12,12.5,2.08,14.58,16.8,0.09
RB,DEN,Montee Ball,5,191,345,55.36,38.2,28.8,6.81,35.6,27.4,0.14
TE,SF,Derek Carrier,11,188,747,25.17,17.09,0.53,7.45,7.98,10.7,0.06
RB,KC,De'Anthony Thomas,12,188,725,25.93,15.67,7.98,16.49,24.47,32.6,0.17
WR,BUF,Mike Williams,10,188,648,29.01,18.8,0,10.11,10.11,20.2,0.11
RB,BUF,CJ Spiller,9,188,593,31.7,20.89,40.96,11.7,52.66,46.4,0.25
RB,NE,Stevan Ridley,6,187,433,43.19,31.17,50.27,2.67,52.94,48,0.26
FB,PIT,Will Johnson,16,187,1113,16.8,11.69,1.07,5.35,6.42,4.1,0.02
WR,CIN,James Wright,11,184,727,25.31,16.73,1.63,8.7,10.33,12.1,0.07
WR,DEN,Andre Caldwell,16,180,1128,15.96,11.25,0,8.33,8.33,4.7,0.03
RB,DET,Theo Riddick,14,179,961,18.63,12.79,11.17,27.93,39.11,60.7,0.34
WR,WAS,Ryan Grant,16,178,1054,16.89,11.13,0,8.43,8.43,6.8,0.04
FB,SD,David Johnson,14,177,948,18.67,12.64,0,0.56,0.56,0.4,0
WR,TEN,TJ Graham,12,173,809,21.38,14.42,0,4.62,4.62,14.7,0.08
TE,PHI,James Casey,16,170,1176,14.46,10.63,0,1.76,1.76,17.9,0.11
FB,MIN,Jerome Felton,16,170,1024,16.6,10.63,2.35,1.18,3.53,8.7,0.05
WR,SEA,Kevin Norwood,9,169,621,27.21,18.78,0,5.92,5.92,10.2,0.06
FB,HOU,Jay Prosch,16,169,1109,15.24,10.56,0,2.37,2.37,2.4,0.01
WR,SD,Seyi Ajirotutu,16,169,1068,15.82,10.56,0,7.1,7.1,4.5,0.03
WR,SEA,Ricardo Lockette,16,168,1057,15.89,10.5,0.6,8.93,9.52,31.7,0.19
TE,BAL,Dennis Pitta,3,166,224,74.11,55.33,0,13.25,13.25,12.5,0.08
RB,SD,Ryan Mathews,6,165,407,40.54,27.5,44.85,6.06,50.91,57.9,0.35
RB,HOU,Jonathan Grimes,16,164,1109,14.79,10.25,23.78,4.88,28.66,23.9,0.15
RB,TEN,Shonn Greene,13,164,794,20.65,12.62,57.32,1.83,59.15,50.5,0.31
FB,DAL,Tyler Clutts,16,161,1059,15.2,10.06,0,0.62,0.62,0.1,0
TE,TEN,Chase Coffman,13,160,769,20.81,12.31,0,8.75,8.75,12.4,0.08
RB,BAL,Bernard Pierce,13,159,880,18.07,12.23,58.49,3.77,62.26,47.6,0.3
RB,NE,Jonas Gray,8,158,553,28.57,19.75,56.33,1.9,58.23,71.9,0.46
RB,MIA,Damien Williams,16,158,1095,14.43,9.88,22.78,17.09,39.87,36.9,0.23
TE,SEA,Zach Miller,3,157,188,83.51,52.33,0,4.46,4.46,7.6,0.05
TE,MIN,MarQueis Gray,13,157,892,17.6,12.08,0,7.01,7.01,13.4,0.09
TE,CIN,Kevin Brock,14,156,925,16.86,11.14,0,3.85,3.85,2.1,0.01
RB,NO,Khiry Robinson,10,156,715,21.82,15.6,48.72,7.05,55.77,56.5,0.36
WR,DAL,Dwayne Harris,16,156,1059,14.73,9.75,2.56,7.69,10.26,8.3,0.05
FB,NO,Erik Lorig,10,154,698,22.06,15.4,1.95,6.49,8.44,7.1,0.05
WR,TB,Russell Shepard,16,154,994,15.49,9.63,0,5.19,5.19,6.3,0.04
FB,NYJ,John Conner,12,154,809,19.04,12.83,3.9,1.95,5.84,11.5,0.07
RB,CAR,Darrin Reaves,6,153,407,37.59,25.5,20.92,5.23,26.14,10.8,0.07
WR,ARI,Ted Ginn,16,151,1059,14.26,9.44,1.99,17.22,19.21,20,0.13
WR,MIN,Adam Thielen,16,150,1024,14.65,9.38,0,9.33,9.33,19.7,0.13
WR,CAR,Brenton Bersin,15,150,1036,14.48,10,0,13.33,13.33,21.1,0.14
WR,DAL,Devin Street,16,148,1059,13.98,9.25,0,4.73,4.73,1.8,0.01
TE,JAX,Nic Jacobs,13,147,854,17.21,11.31,0,2.04,2.04,7.6,0.05
TE,ATL,Bear Pascoe,16,147,1081,13.6,9.19,0,1.36,1.36,6.3,0.04
TE,NYJ,Zach Sudfeld,16,141,1088,12.96,8.81,0,4.96,4.96,8.5,0.06
WR,NO,Joseph Morgan,5,141,345,40.87,28.2,0.71,7.09,7.8,15.9,0.11
FB,SEA,Will Tukuafu,9,140,621,22.54,15.56,0.71,1.43,2.14,0.6,0
WR,LAR,Austin Pettis,5,139,356,39.04,27.8,0,12.95,12.95,17.8,0.13
TE,DET,Kellen Davis,6,137,390,35.13,22.83,0,2.19,2.19,0,0
RB,ARI,Robert Hughes,16,137,1059,12.94,8.56,5.11,8.76,13.87,15.1,0.11
WR,CIN,Greg Little,6,137,394,34.77,22.83,0,8.76,8.76,6.9,0.05
RB,BAL,Lorenzo Taliaferro,13,136,874,15.56,10.46,50,7.35,57.35,62.6,0.46
RB,DAL,Lance Dunbar,16,136,1059,12.84,8.5,21.32,16.18,37.5,31.6,0.23
RB,CAR,DeAngelo Williams,6,135,413,32.69,22.5,46.67,4.44,51.11,24.3,0.18
WR,OAK,Vincent Brown,7,130,476,27.31,18.57,0,16.15,16.15,11.8,0.09
WR,WAS,Santana Moss,9,129,577,22.36,14.33,0,11.63,11.63,11.6,0.09
FB,BUF,Frank Summers,10,128,656,19.51,12.8,4.69,6.25,10.94,8.6,0.07
WR,NE,Brian Tyms,11,126,769,16.38,11.45,0,8.73,8.73,14.2,0.11
WR,PIT,Darrius Heyward-Bey,16,123,1113,11.05,7.69,0,4.07,4.07,1.3,0.01
RB,DEN,Juwan Thompson,15,123,1050,11.71,8.2,43.9,5.69,49.59,47.7,0.39
WR,SD,Dontrelle Inman,7,121,485,24.95,17.29,0,14.05,14.05,15.8,0.13
RB,BUF,Bryce Brown,7,118,469,25.16,16.86,30.51,21.19,51.69,28.2,0.24
TE,DET,Joseph Fauria,7,117,492,23.78,16.71,0,10.26,10.26,15.4,0.13
WR,TB,Chris Owusu,8,116,525,22.1,14.5,0.86,5.17,6.03,22.1,0.19
WR,TB,Robert Herron,8,116,496,23.39,14.5,0.86,10.34,11.21,11.8,0.1
RB,OAK,Jamize Olawale,16,112,1029,10.88,7,1.79,5.36,7.14,13.8,0.12
RB,TEN,Jackie Battle,16,112,966,11.59,7,4.46,4.46,8.93,9.7,0.09
RB,NYG,Peyton Hillis,9,109,623,17.5,12.11,23.85,14.68,38.53,20.2,0.19
WR,TEN,Kris Durham,4,108,253,42.69,27,0,10.19,10.19,5.4,0.05
WR,NYG,Jerrel Jernigan,2,108,132,81.82,54,0.93,8.33,9.26,3.8,0.04
FB,NO,Austin Johnson,7,107,510,20.98,15.29,7.48,1.87,9.35,9.7,0.09
WR,SEA,Bryan Walters,13,106,829,12.79,8.15,0.94,10.38,11.32,5.5,0.05
WR,JAX,Mike Brown,5,101,305,33.11,20.2,0,14.85,14.85,6.8,0.07
FB,TB,Jorvorskie Lane,9,100,569,17.57,11.11,3,1,4,6.1,0.06
RB,MIN,Joe Banyard,15,99,966,10.25,6.6,21.21,11.11,32.32,15,0.15
RB,HOU,Ronnie Brown,9,98,596,16.44,10.89,20.41,8.16,28.57,10.7,0.11
RB,CHI,Ka'Deem Carey,14,97,933,10.4,6.93,37.11,6.19,43.3,21.5,0.22
RB,PHI,Chris Polk,14,97,1017,9.54,6.93,47.42,3.09,50.52,42.8,0.44
TE,JAX,Mickey Shuler,3,96,183,52.46,32,0,3.13,3.13,0,0
WR,SF,Bruce Ellington,13,95,871,10.91,7.31,6.32,12.63,18.95,27,0.28
WR,DET,Kevin Ogletree,7,94,499,18.84,13.43,0,9.57,9.57,5,0.05
TE,CAR,Brandon Williams,14,94,970,9.69,6.71,0,8.51,8.51,4.4,0.05
RB,ARI,Marion Grice,10,94,650,14.46,9.4,15.96,11.7,27.66,13,0.14
RB,ATL,Antone Smith,10,93,668,13.92,9.3,24.73,16.13,40.86,64.6,0.69
RB,DAL,Joseph Randle,16,93,1059,8.78,5.81,54.84,5.38,60.22,50.6,0.54
RB,ARI,Kerwynn Williams,5,89,342,26.02,17.8,59.55,6.74,66.29,25.7,0.29
WR,BUF,Marquise Goodwin,10,89,680,13.09,8.9,3.37,10.11,13.48,5,0.06
TE,ARI,Troy Niklas,7,89,458,19.43,12.71,0,3.37,3.37,3.8,0.04
TE,TEN,Brett Brackett,8,87,471,18.47,10.88,0,0,0,0,0
FB,CLE,Kiero Small,3,87,199,43.72,29,0,0,0,0,0
WR,OAK,Rod Streater,3,86,171,50.29,28.67,0,15.12,15.12,14.4,0.17
WR,SF,Quinton Patton,4,86,253,33.99,21.5,1.16,9.3,10.47,4.4,0.05
RB,CAR,Fozzy Whittaker,10,84,724,11.6,8.4,38.1,7.14,45.24,32.5,0.39
TE,MIA,Gator Hoskins,11,82,753,10.89,7.45,0,4.88,4.88,2.1,0.03
WR,PHI,Jeff Maehl,8,79,581,13.6,9.88,0,6.33,6.33,4.6,0.06
TE,NYG,Adrien Robinson,16,76,1128,6.74,4.75,0,9.21,9.21,11,0.14
RB,SEA,Christine Michael,10,73,695,10.5,7.3,46.58,2.74,49.32,18.7,0.26
RB,NE,Brandon Bolden,16,72,1131,6.37,4.5,38.89,8.33,47.22,15.7,0.22
TE,TEN,Craig Stevens,5,69,313,22.04,13.8,0,2.9,2.9,2.6,0.04
RB,SD,Danny Woodhead,3,68,209,32.54,22.67,22.06,8.82,30.88,7.2,0.11
RB,MIA,Knowshon Moreno,3,68,211,32.23,22.67,45.59,1.47,47.06,21.6,0.32
WR,HOU,DeVier Posey,1,66,71,92.96,66,0,1.52,1.52,3,0.05
RB,JAX,Storm Johnson,6,65,390,16.67,10.83,44.62,1.54,46.15,20.2,0.31
WR,BAL,Michael Campanaro,4,65,266,24.44,16.25,0,13.85,13.85,16.2,0.25
TE,TEN,Richard Gordon,5,61,282,21.63,12.2,0,1.64,1.64,0,0
WR,PHI,Brad Smith,13,61,929,6.57,4.69,0,3.28,3.28,0,0
TE,KC,Demetrius Harris,8,60,530,11.32,7.5,0,8.33,8.33,2,0.03
WR,JAX,Ace Sanders,12,59,788,7.49,4.92,0,11.86,11.86,3.5,0.06
TE,CHI,Matthew Mulligan,4,58,260,22.31,14.5,0,0,0,0,0
WR,NYG,Corey Washington,14,56,985,5.69,4,0,14.29,14.29,11.2,0.2
WR,NE,Aaron Dobson,4,56,278,20.14,14,0,8.93,8.93,3.8,0.07
RB,GB,DuJuan Harris,15,56,984,5.69,3.73,28.57,3.57,32.14,7.5,0.13
RB,DET,George Winn,12,55,814,6.76,4.58,34.55,5.45,40,7.3,0.13
RB,WAS,Silas Redd,14,55,922,5.97,3.93,29.09,18.18,47.27,24.2,0.44
WR,JAX,Tavarres King,2,55,116,47.41,27.5,0,5.45,5.45,1.3,0.02
FB,NYJ,Tommy Bohanon,4,54,279,19.35,13.5,1.85,3.7,5.56,3.3,0.06
TE,TEN,Taylor Thompson,3,51,197,25.89,17,0,7.84,7.84,2.4,0.05
RB,PIT,Dri Archer,12,50,852,5.87,4.17,20,20,40,6.3,0.13
RB,TB,Mike James,11,49,687,7.13,4.45,38.78,2.04,40.82,3.2,0.07
FB,SEA,Derrick Coleman,5,49,304,16.12,9.8,0,4.08,4.08,8.9,0.18
RB,ARI,Jonathan Dwyer,2,47,138,34.06,23.5,34.04,6.38,40.43,11.9,0.25
RB,IND,Zurlon Tipton,6,45,402,11.19,7.5,22.22,13.33,35.56,14.6,0.32
TE,TB,Cameron Brate,5,44,300,14.67,8.8,0,2.27,2.27,1.7,0.04
RB,CIN,Cedric Peerman,16,44,1062,4.14,2.75,34.09,11.36,45.45,7,0.16
RB,MIN,Adrian Peterson,1,43,58,74.14,43,48.84,6.98,55.81,9.3,0.22
WR,IND,Griff Whalen,10,43,753,5.71,4.3,0,6.98,6.98,0.3,0.01
RB,CAR,Chris Ogbonnaya,7,42,487,8.62,6,33.33,2.38,35.71,11,0.26
RB,MIA,Orleans Darkwa,11,42,798,5.26,3.82,21.43,14.29,35.71,13.1,0.31
TE,SF,Asante Cleveland,6,40,375,10.67,6.67,0,2.5,2.5,0,0
WR,DEN,Cody Latimer,8,40,606,6.6,5,0,10,10,2.3,0.06
TE,OAK,David Ausberry,6,36,346,10.4,6,0,11.11,11.11,1.4,0.04
TE,SF,Garrett Celek,3,35,176,19.89,11.67,0,5.71,5.71,5.3,0.15
RB,SF,Alfonso Smith,6,34,372,9.14,5.67,20.59,11.76,32.35,3,0.09
WR,DET,Ryan Broyles,5,34,342,9.94,6.8,0,14.71,14.71,2.5,0.07
FB,CAR,Richie Brockel,4,34,263,12.93,8.5,0,0,0,0,0
RB,CIN,Rex Burkhead,9,33,602,5.48,3.67,27.27,30.3,57.58,13.6,0.41
TE,GB,Brandon Bostick,13,32,855,3.74,2.46,0,12.5,12.5,6.3,0.2
RB,NE,James White,3,31,190,16.32,10.33,29.03,16.13,45.16,6.1,0.2
TE,BAL,Phillip Supernaw,8,31,513,6.04,3.88,0,9.68,9.68,3,0.1
TE,GB,Ryan Taylor,13,31,810,3.83,2.38,0,0,0,0,0
RB,WAS,Chris Thompson,2,30,127,23.62,15,10,23.33,33.33,9.9,0.33
RB,KC,Cyrus Gray,9,29,590,4.92,3.22,27.59,0,27.59,9.1,0.31
TE,PIT,Michael Palmer,15,29,1054,2.75,1.93,0,6.9,6.9,6.1,0.21
WR,WAS,Aldrick Robinson,5,25,338,7.4,5,0,12,12,0.6,0.02
TE,JAX,Marcel Jensen,1,24,60,40,24,0,4.17,4.17,0.8,0.03
RB,BAL,Fitzgerald Toussaint,3,24,202,11.88,8,25,25,50,3.9,0.16
TE,NE,Steve Maneri,1,22,67,32.84,22,0,4.55,4.55,0,0
TE,OAK,Scott Simonson,4,21,273,7.69,5.25,0,0,0,0,0
WR,WAS,Leonard Hankerson,1,21,72,29.17,21,0,4.76,4.76,0,0
WR,DEN,Isaiah Burse,12,21,860,2.44,1.75,0,4.76,4.76,-2,-0.1
RB,CHI,Shaun Draughn,11,20,676,2.96,1.82,50,0,50,1.9,0.1
RB,NYG,Michael Cox,4,20,271,7.38,5,20,15,35,4.2,0.21
TE,DET,Jordan Thompson,2,19,145,13.1,9.5,0,5.26,5.26,0,0
WR,SEA,Chris Matthews,3,19,213,8.92,6.33,0,0,0,0,0
WR,ATL,Courtney Roby,4,17,278,6.12,4.25,0,11.76,11.76,1.1,0.06
TE,CIN,Alex Smith,2,16,137,11.68,8,0,0,0,0,0
WR,SF,Kassim Osgood,13,16,865,1.85,1.23,0,6.25,6.25,0,0
RB,KC,Joe McKnight,2,16,129,12.4,8,6.25,43.75,50,18.7,1.17
WR,MIN,Rodney Smith,4,15,241,6.22,3.75,0,6.67,6.67,0,0
WR,CHI,Chris Williams,7,15,465,3.23,2.14,6.67,0,6.67,-0.8,-0.05
RB,LAR,Trey Watts,14,15,881,1.7,1.07,46.67,26.67,73.33,4.8,0.32
WR,CHI,Micheal Spurlock,1,15,74,20.27,15,0,20,20,0.8,0.05
WR,GB,Jeff Janis,3,15,186,8.06,5,0,13.33,13.33,1.6,0.11
RB,TEN,Antonio Andrews,4,14,253,5.53,3.5,0,14.29,14.29,1.1,0.08
TE,SEA,Rashaun Allen,1,14,71,19.72,14,0,0,0,0,0
RB,PIT,Josh Harris,4,14,172,8.14,3.5,64.29,0,64.29,1.6,0.11
WR,NE,Matthew Slater,16,13,1131,1.15,0.81,0,0,0,0,0
WR,NYJ,Jalen Saunders,9,13,617,2.11,1.44,0,7.69,7.69,-1.3,-0.1
WR,CLE,Marlon Moore,13,12,840,1.43,0.92,0,0,0,0,0
WR,NYJ,Saalim Hakim,16,12,1088,1.1,0.75,0,0,0,0,0
WR,GB,Kevin Dorsey,3,12,206,5.83,4,0,16.67,16.67,0.4,0.03
WR,NYG,J. Talley,2,12,152,7.89,6,0,0,0,0,0
RB,DEN,Jeremy Stewart,6,11,425,2.59,1.83,54.55,0,54.55,2.2,0.2
WR,CHI,Josh Bellamy,4,11,244,4.51,2.75,0,9.09,9.09,0,0
RB,SF,LaMichael James,3,11,205,5.37,3.67,45.45,9.09,54.55,0.9,0.08
TE,GB,Justin Perillo,2,11,133,8.27,5.5,0,0,0,0,0
WR,NE,Josh Boyce,1,10,67,14.93,10,0,0,0,0,0
WR,CHI,Rashad Ross,2,10,144,6.94,5,0,0,0,0,0
WR,CLE,Gerell Robinson,2,9,155,5.81,4.5,0,11.11,11.11,0,0
TE,CIN,Tyler Eifert,1,8,66,12.12,8,0,37.5,37.5,3.7,0.46
WR,JAX,Tommy Streeter,2,6,136,4.41,3,0,16.67,16.67,0,0
WR,NYJ,Walter Powell,4,6,271,2.21,1.5,0,0,0,-2,-0.33
WR,ATL,Drew Davis,6,6,413,1.45,1,0,0,0,0,0
WR,PHI,Trey Burton,15,6,1130,0.53,0.4,83.33,0,83.33,1,0.17
FB,CHI,Tony Fiammetta,1,6,66,9.09,6,0,0,0,0,0
TE,TB,Evan Rodriguez,1,5,67,7.46,5,0,0,0,0,0
TE,IND,Weslye Saunders,1,5,74,6.76,5,0,0,0,0,0
TE,LAR,Alex Bayer,6,5,392,1.28,0.83,0,0,0,0,0
RB,KC,Charcandrick West,6,4,351,1.14,0.67,0,25,25,0,0
TE,DEN,Dominique Jones,1,4,66,6.06,4,0,0,0,0,0
TE,HOU,AD Denham,4,3,218,1.38,0.75,0,0,0,0,0
WR,NYJ,Quincy Enunwa,1,3,62,4.84,3,0,0,0,0,0
WR,CHI,Marc Mariani,6,3,375,0.8,0.5,0,0,0,0,0
WR,SEA,Phil Bates,1,3,61,4.92,3,0,0,0,0,0
WR,BUF,Marcus Easley,10,3,654,0.46,0.3,0,0,0,0,0
WR,MIA,Damian Williams,3,3,175,1.71,1,0,33.33,33.33,1.4,0.47
RB,NO,Edwin Baker,3,3,225,1.33,1,33.33,0,33.33,0.2,0.07
RB,CHI,Senorise Perry,16,2,1058,0.19,0.13,0,50,50,-0.1,-0.05
WR,BAL,Deonte Thompson,1,2,59,3.39,2,0,0,0,0,0
TE,NYJ,Chris Pantale,5,2,332,0.6,0.4,0,0,0,0,0
WR,ATL,Freddie Martino,1,2,66,3.03,2,0,50,50,0,0
WR,TEN,Rico Richardson,1,2,67,2.99,2,0,0,0,0,0
WR,TB,Solomon Patton,7,2,435,0.46,0.29,50,0,50,1.9,0.95
RB,CAR,Tauren Poole,1,2,66,3.03,2,50,0,50,-2,-1
RB,ARI,Jalen Parmele,1,1,67,1.49,1,100,0,100,0,0
RB,NO,Brian Leonard,1,1,71,1.41,1,0,100,100,1.5,1.5
TE,CHI,Blake Annen,5,1,315,0.32,0.2,0,0,0,0,0
WR,TB,Marcus Thigpen,9,1,603,0.17,0.11,0,100,100,-2,-2
FB,DET,Montell Owens,6,1,389,0.26,0.17,0,0,0,0,0
