,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2003,LaBrandon Toefield,RB,22,5,LSU,5-11,233,4.6,,19.0,,,,Jacksonville Jaguars / 4th / 132nd pick / 2003
1,2,2003,Lee Suggs,RB,22,8,Virginia Tech,6-0,202,4.44,,,,,,Cleveland Browns / 4th / 115th pick / 2003
2,3,2003,Onterrio Smith,RB,22,14,Oregon,5-10,220,4.48,,19.0,,,,Minnesota Vikings / 4th / 105th pick / 2003
3,4,2003,Musa Smith,RB,20,6,Georgia,6-1,232,4.45,35.5,,123.0,,,Baltimore Ravens / 3rd / 77th pick / 2003
4,5,2003,Cecil Sapp,RB,24,2,Colorado State,5-11,229,4.55,,,,,,
5,6,2003,Artose Pinner,RB,25,8,Kentucky,5-10,229,4.68,,,,,,Detroit Lions / 4th / 99th pick / 2003
6,7,2003,Willis McGahee,RB,21,66,Miami (FL),6-0,223,4.45,,,,,,Buffalo Bills / 1st / 23rd pick / 2003
7,8,2003,Sultan McCullough,RB,23,0,USC,5-11,202,4.49,,27.0,,,,
8,9,2003,Nick Maddox,RB,22,0,Florida State,5-11,211,4.65,33.5,18.0,115.0,7.33,4.5,
9,10,2003,Malaefou MacKenzie,RB,23,0,USC,5-10,233,4.67,,,,,,Jacksonville Jaguars / 7th / 218th pick / 2003
10,11,2003,Larry Johnson,RB,23,56,Penn State,6-1,228,4.45,,19.0,,,,Kansas City Chiefs / 1st / 27th pick / 2003
11,12,2003,Dwone Hicks,RB,21,0,Middle Tennessee State,5-10,222,4.6,34.0,29.0,115.0,7.38,4.42,
12,13,2003,Quentin Griffin,RB,22,6,Oklahoma,5-7,195,4.48,38.0,21.0,123.0,,4.08,Denver Broncos / 4th / 108th pick / 2003
13,14,2003,Earnest Graham,RB,23,20,Florida,5-9,225,4.5,,22.0,,,,
14,15,2003,Justin Fargas,RB,23,20,USC,6-1,219,4.35,,27.0,137.0,,,Oakland Raiders / 3rd / 96th pick / 2003
15,16,2003,Dahrran Diedrick,RB,24,0,Nebraska,6-0,228,4.62,37.0,19.0,117.0,7.32,4.44,
16,17,2003,Domanick Williams,RB,22,34,LSU,5-9,213,4.63,32.5,22.0,112.0,7.32,4.47,Houston Texans / 4th / 101st pick / 2003
17,18,2003,Avon Cobourne,RB,24,0,West Virginia,5-7,205,4.7,31.5,21.0,112.0,7.21,4.18,
18,19,2003,Kerry Carter,RB,22,0,Stanford,6-2,238,4.61,36.0,20.0,118.0,7.29,4.39,
19,20,2003,Chris Brown,RB,21,25,Colorado,6-3,220,4.46,,,,,,Tennessee Titans / 3rd / 93rd pick / 2003
20,21,2003,B.J. Askew,RB,22,4,Michigan,6-2,241,4.6,,,,,,New York Jets / 3rd / 85th pick / 2003
