,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2003,George Wrighster,TE,21,9,Oregon,6-2,249,4.89,34.5,16.0,115.0,7.24,,Jacksonville Jaguars / 4th / 104th pick / 2003
1,2,2003,Jason Witten,TE,20,118,Tennessee,6-6,264,4.65,31.0,25.0,,,,Dallas Cowboys / 3rd / 69th pick / 2003
2,3,2003,Kevin Ware,TE,22,0,Washington,6-3,256,4.79,34.0,22.0,110.0,7.52,4.47,
3,4,2003,Aaron Walker,TE,22,3,Florida,6-6,252,4.72,33.5,24.0,115.0,7.57,4.3,San Francisco 49ers / 5th / 161st pick / 2003
4,5,2003,Trent Smith,TE,23,0,Oklahoma,6-5,243,4.79,35.5,16.0,118.0,7.23,4.37,Baltimore Ravens / 7th / 223rd pick / 2003
5,6,2003,L.J. Smith,TE,22,23,Rutgers,6-3,258,4.62,37.0,26.0,122.0,6.74,4.25,Philadelphia Eagles / 2nd / 61st pick / 2003
6,7,2003,Visanthe Shiancoe,TE,22,25,South Florida,6-4,251,4.65,39.5,28.0,120.0,7.09,4.31,New York Giants / 3rd / 91st pick / 2003
7,8,2003,Mike Seidman,TE,22,1,UCLA,6-4,261,4.8,,20.0,,,,Carolina Panthers / 3rd / 76th pick / 2003
8,9,2003,Gabe Reid,TE,25,0,BYU,6-3,255,4.82,37.0,23.0,119.0,7.49,4.32,
9,10,2003,Spencer Nead,TE,25,0,BYU,6-4,259,4.86,28.5,19.0,102.0,7.37,4.34,New England Patriots / 7th / 234th pick / 2003
10,11,2003,Donald Lee,TE,22,19,Mississippi State,6-3,249,4.82,39.0,26.0,120.0,7.42,4.42,Miami Dolphins / 5th / 156th pick / 2003
11,12,2003,Bennie Joppru,TE,23,0,Michigan,6-4,272,4.78,30.5,19.0,109.0,,,Houston Texans / 2nd / 41st pick / 2003
12,13,2003,Robert Johnson,TE,22,0,Auburn,6-6,278,4.96,33.5,18.0,115.0,7.15,4.47,
13,14,2003,Zach Hilton,TE,22,3,North Carolina,6-8,262,4.83,35.0,24.0,112.0,7.26,4.33,
14,15,2003,Dan Curley,TE,24,0,East. Washington,6-4,254,4.63,35.5,17.0,118.0,7.47,4.53,St. Louis Rams / 5th / 148th pick / 2003
15,16,2003,Dallas Clark,TE,23,61,Iowa,6-3,257,4.65,37.5,,123.0,,,Indianapolis Colts / 1st / 24th pick / 2003
16,17,2003,Sean Berton,TE,23,1,North Carolina State,6-4,279,5.02,31.0,,107.0,7.18,4.35,
