,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2018,Javon Wims,WR,23,1,Georgia,6-3,215,4.53,33.5,,113.0,7.0,,Chicago Bears / 7th / 224th pick / 2018
1,2,2018,Cedrick Wilson,WR,22,0,Boise State,6-2,197,4.55,37.0,9.0,121.0,6.89,4.23,Dallas Cowboys / 6th / 208th pick / 2018
2,3,2018,James Washington,WR,21,8,Oklahoma State,5-11,213,4.54,34.5,14.0,120.0,7.11,4.32,Pittsburgh Steelers / 2nd / 60th pick / 2018
3,4,2018,Marquez Valdes-Scantling,WR,23,8,South Florida,6-4,206,4.37,30.5,15.0,124.0,,,Green Bay Packers / 5th / 174th pick / 2018
4,5,2018,Auden Tate,WR,21,4,Florida State,6-5,228,4.68,31.0,,112.0,,,Cincinnati Bengals / 7th / 253rd pick / 2018
5,6,2018,Courtland Sutton,WR,22,14,SMU,6-3,218,4.54,35.5,18.0,124.0,6.57,4.11,Denver Broncos / 2nd / 40th pick / 2018
6,7,2018,Equanimeous St. brown,WR,21,2,Notre Dame,6-5,214,4.48,,20.0,,,,Green Bay Packers / 6th / 207th pick / 2018
7,8,2018,Jaleel Scott,WR,23,0,New Mexico State,6-5,218,4.56,34.5,16.0,124.0,7.2,4.4,Baltimore Ravens / 4th / 132nd pick / 2018
8,9,2018,Calvin Ridley,WR,23,14,Alabama,6-0,189,4.43,31.0,15.0,110.0,6.88,4.41,Atlanta Falcons / 1st / 26th pick / 2018
9,10,2018,Trey Quinn,WR,22,2,SMU,5-11,203,4.55,33.5,17.0,116.0,6.91,4.19,Washington Redskins / 7th / 256th pick / 2018
10,11,2018,Byron Pringle,WR,24,2,Kansas State,6-1,203,4.46,33.5,15.0,120.0,6.87,4.4,
11,12,2018,Cam Phillips,WR,22,0,Virginia Tech,6-0,201,,,,,,,
12,13,2018,Dante Pettis,WR,22,4,Washington,6-0,186,,,,,,,San Francisco 49ers / 2nd / 44th pick / 2018
13,14,2018,D.J. Moore,WR,20,16,Maryland,6-0,210,4.42,39.5,15.0,132.0,6.95,4.07,Carolina Panthers / 1st / 24th pick / 2018
14,15,2018,Anthony Miller,WR,23,9,Memphis,5-11,201,,,22.0,,,,Chicago Bears / 2nd / 51st pick / 2018
15,16,2018,Ray-ray McCloud,WR,21,0,Clemson,5-9,190,4.53,34.5,13.0,113.0,,,Buffalo Bills / 6th / 187th pick / 2018
16,17,2018,Allen Lazard,WR,22,4,Iowa State,6-5,227,4.55,38.0,17.0,122.0,,,
17,18,2018,Christian Kirk,WR,21,11,Texas A&M,5-10,201,4.47,35.5,20.0,115.0,7.09,4.45,Arizona Cardinals / 2nd / 47th pick / 2018
18,19,2018,Quadree Henderson,WR,21,0,Pittsburgh,5-8,192,4.5,32.5,12.0,120.0,6.89,4.28,
19,20,2018,Daesean Hamilton,WR,22,4,Penn State,6-1,203,,34.5,,118.0,6.84,4.15,Denver Broncos / 4th / 113th pick / 2018
20,21,2018,Michael Gallup,WR,21,13,Colorado State,6-1,205,4.51,36.0,10.0,122.0,6.95,4.37,Dallas Cowboys / 3rd / 81st pick / 2018
21,22,2018,Keke Coutee,WR,21,5,Texas Tech,5-10,181,4.43,34.5,14.0,113.0,6.93,4.15,Houston Texans / 4th / 103rd pick / 2018
22,23,2018,Antonio Callaway,WR,21,5,Florida,5-11,200,4.41,34.0,,121.0,,,Cleveland Browns / 4th / 105th pick / 2018
23,24,2018,Deon Cain,WR,21,1,Clemson,6-2,202,4.43,33.5,11.0,115.0,6.71,4.37,Indianapolis Colts / 6th / 185th pick / 2018
24,25,2018,Deontay Burnett,WR,20,1,USC,6-0,186,,,,,,,
25,26,2018,Braxton Berrios,WR,22,1,Miami (FL),5-9,184,,,11.0,,,,New England Patriots / 6th / 210th pick / 2018
26,27,2018,Marcell Ateman,WR,23,2,Oklahoma State,6-4,216,4.62,34.0,13.0,121.0,7.07,4.25,Oakland Raiders / 7th / 228th pick / 2018
