,Rk,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
0,1,2005,Alex Smith,TE,22,12,Stanford,6-4,258,4.88,,28.0,,,,Tampa Bay Buccaneers / 3rd / 71st pick / 2005
1,2,2005,Bo Scaife,TE,24,22,Texas,6-3,249,4.75,32.5,24.0,114.0,7.21,4.12,Tennessee Titans / 6th / 179th pick / 2005
2,3,2005,Heath Miller,TE,22,59,Virginia,6-5,256,4.79,,,,,,Pittsburgh Steelers / 1st / 30th pick / 2005
3,4,2005,Matt Jones,TE,21,23,Arkansas,6-6,242,4.37,39.5,,129.0,,,Jacksonville Jaguars / 1st / 21st pick / 2005
4,5,2005,Alex Holmes,TE,23,0,USC,6-2,265,5.04,,18.0,,,,
5,6,2005,Kevin Everett,TE,23,0,Miami (FL),6-5,241,4.72,,,,,,Buffalo Bills / 3rd / 86th pick / 2005
6,7,2005,Joel Dreessen,TE,22,17,Colorado State,6-4,260,4.72,36.0,22.0,113.0,7.09,4.01,New York Jets / 6th / 198th pick / 2005
7,8,2005,Tony Curtis,TE,22,0,Portland State,6-5,269,4.93,,21.0,115.0,,,
8,9,2005,Jerome Collins,TE,22,0,Notre Dame,6-4,267,4.71,,21.0,118.0,,,St. Louis Rams / 5th / 144th pick / 2005
9,10,2005,Adam Bergen,TE,21,3,Lehigh,6-4,265,4.78,38.0,25.0,121.0,7.11,4.1,
10,11,2005,Billy Bajema,TE,22,2,Oklahoma State,6-5,261,4.74,31.5,16.0,113.0,7.05,4.25,San Francisco 49ers / 7th / 249th pick / 2005
